rank,name,followers,er,country,topic_of_influence,potential_reach,_platform,_country,_is_global,_year,category_unified,category_status
1,Anne Curtis @annecurtissmith,20.5M,0.39%,Philippines,Entertainment and Music Beauty and Self Care Celebrity Actors,6.2M,instagram,philippines,False,2024,Beauty&Fashion,MAPPED
2,Liza Soberano @lizasoberano,18.1M,1.33%,Philippines,Entertainment and Music Celebrity Modeling Actors,5.4M,instagram,philippines,False,2024,Beauty&Fashion,MAPPED
3,Heart Evangelista @iamhearte,16M,0.16%,Philippines,Arts and Crafts Celebrity Business and Finance Actors,4.8M,instagram,philippines,False,2024,Knowledge&Info,MAPPED
4,Andrea Brillantes @blythe,14M,2.08%,Philippines,Beauty and Self Care Celebrity Modeling Lifestyle,4.2M,instagram,philippines,False,2024,Beauty&Fashion,MAPPED
5,Catriona Gray @catriona_gray,14M,0.6%,Philippines,Entertainment and Music Music Modeling,4.2M,instagram,philippines,False,2024,Beauty&Fashion,MAPPED
6,Immanuel Caesar Hito @hitocaesar,13.6M,0.25%,Philippines,Beauty and Self Care Fashion and Accessories Celebrity Lifestyle,4.1M,instagram,philippines,False,2024,Beauty&Fashion,MAPPED
7,Marian Rivera Gracia Dantes @marianrivera,13M,0.12%,Philippines,Entertainment and Music family Celebrity,3.9M,instagram,philippines,False,2024,Music,MAPPED
8,Alex Gonzaga-Morada @cathygonzaga,12.2M,0.65%,Philippines,Celebrity TV Host,3.7M,instagram,philippines,False,2024,Entertainment,MAPPED
9,Kim Chiu 🌸 @chinitaprincess,11.8M,0.52%,Philippines,Art Travel Actors,3.5M,instagram,philippines,False,2024,Entertainment,MAPPED
10,Julia Barretto @juliabarretto,11.6M,0.96%,Philippines,Fashion and Accessories Celebrity,3.5M,instagram,philippines,False,2024,Beauty&Fashion,MAPPED
11,JoseMarieViceral / Vice Ganda @praybeytbenjamin,10.9M,1.16%,Philippines,Entertainment and Music Celebrity Singer Modeling,3.3M,instagram,philippines,False,2024,Beauty&Fashion,MAPPED
12,Yassi Pressman @yassipressman,10.3M,0.09%,Philippines,Entertainment and Music Fashion and Accessories Business and Finance Celebrity,3.1M,instagram,philippines,False,2024,Beauty&Fashion,MAPPED
13,Ivana Alawi @ivanaalawi,10.2M,1.48%,Philippines,Entertainment and Music Beauty and Self Care Business and Finance Celebrity,3.1M,instagram,philippines,False,2024,Beauty&Fashion,MAPPED
14,Sandara Park @daraxxi,10.1M,1.42%,Philippines,Actors Music of Asia Singer,3M,instagram,philippines,False,2024,Music,MAPPED
15,Gabbi Garcia ♡ @gabbi,9.9M,0.36%,Philippines,Food,3M,instagram,philippines,False,2024,Lifestyle,MAPPED
16,Coleen Garcia Crawford @coleen,9.6M,0.67%,Philippines,Celebrity Modeling,2.9M,instagram,philippines,False,2024,Beauty&Fashion,MAPPED
17,Sarah Lahbati @sarahlahbati,8.5M,0.11%,Philippines,family Celebrity Music Actors,2.6M,instagram,philippines,False,2024,Music,MAPPED
18,Janella Salvador @superjanella,8.1M,0.87%,Philippines,Art Actors Modeling,2.4M,instagram,philippines,False,2024,Beauty&Fashion,MAPPED
19,BARBIE IMPERIAL @msbarbieimperial,8M,1.53%,Philippines,Entertainment and Music,2.4M,instagram,philippines,False,2024,Music,MAPPED
20,Jessy Mendiola - Manzano @jessymendiola,7.9M,0.8%,Philippines,Actors Modeling Music,2.4M,instagram,philippines,False,2024,Beauty&Fashion,MAPPED
21,N I C O L E A M A D O @amadorat,7.9M,0.13%,Philippines,Fashion Events Lifestyle Actors,2.4M,instagram,philippines,False,2024,Beauty&Fashion,MAPPED
22,Lovi Poe Blencowe @lovipoe,7.5M,0.2%,Philippines,Fitness and Health Parenting Actors Modeling,2.3M,instagram,philippines,False,2024,Sports,MAPPED
23,Yeng Constantino @yeng,7.5M,0.14%,Philippines,Entertainment and Music Music,2.2M,instagram,philippines,False,2024,Music,MAPPED
24,Angelica Panganiban @iamangelicap,7.3M,1.69%,Philippines,Acting and Drama Entertainment and Music Celebrity Actors,2.2M,instagram,philippines,False,2024,Music,MAPPED
25,MayMay Entrata @maymay,7.3M,0.59%,Philippines,Art Actors,2.2M,instagram,philippines,False,2024,Entertainment,MAPPED
26,Vhong Navarro @vhongx44,7.3M,0.39%,Philippines,Entertainment and Music,2.2M,instagram,philippines,False,2024,Music,MAPPED
27,Donnalyn 🇵🇭 @donna,7.1M,1.18%,Philippines,Art Singer,2.1M,instagram,philippines,False,2024,Music,MAPPED
28,Camille Trinidad @camilleptrinidad,5.4M,0.15%,Philippines,Beauty and Self Care Celebrity,1.6M,instagram,philippines,False,2024,Beauty&Fashion,MAPPED
29,@zeinab_harake,5.2M,3.5%,Philippines,Modeling Singer Music,1.6M,instagram,philippines,False,2024,Beauty&Fashion,MAPPED
30,Scarlet Snow Belo @scarletsnowbelo,5.1M,0.14%,Philippines,family Pets Modeling Children,1.5M,instagram,philippines,False,2024,Beauty&Fashion,MAPPED
31,Erich Gonzales @erichgg,5.1M,1.28%,Philippines,Entertainment and Music Film,1.5M,instagram,philippines,False,2024,Music,MAPPED
32,Ellen Adarna Ramsay @maria.elena.adarna,4.8M,0.5%,Philippines,Technology,1.4M,instagram,philippines,False,2024,Tech&Gaming,MAPPED
33,Kyline Alcantara @itskylinealcantara,4.7M,0.21%,Philippines,Entertainment and Music Celebrity Actors Modeling,1.4M,instagram,philippines,False,2024,Beauty&Fashion,MAPPED
34,Erwan Heussaff @erwan,4.5M,0.21%,Philippines,Food Food and Drink,1.4M,instagram,philippines,False,2024,Lifestyle,MAPPED
35,Luis Manzano @luckymanzano,4.5M,0.95%,Philippines,Entertainment and Music TV Host,1.3M,instagram,philippines,False,2024,Music,MAPPED
36,Julia Montes @montesjulia08,4.3M,0.83%,Philippines,Music Singer,1.3M,instagram,philippines,False,2024,Music,MAPPED
37,Jillian Ward @jillian,4.3M,0.26%,Philippines,Beauty and Self Care Celebrity,1.3M,instagram,philippines,False,2024,Beauty&Fashion,MAPPED
38,BAILEY @baileymay,4.2M,0.26%,Philippines,Entertainment and Music Celebrity Music Songwriting,1.3M,instagram,philippines,False,2024,Music,MAPPED
39,Sanya Lopez @sanyalopez,4.2M,0.11%,Philippines,Life and Society Upskilling Celebrity Actors,1.3M,instagram,philippines,False,2024,Knowledge&Info,MAPPED
40,Chienna Filomeno @chiefilomeno,4.2M,0.24%,Philippines,Food Celebrity Modeling,1.3M,instagram,philippines,False,2024,Beauty&Fashion,MAPPED
41,Andi Eigenmann @andieigengirl,4.1M,3.09%,Philippines,family Travel Outdoor Activity Home and Garden,1.2M,instagram,philippines,False,2024,Sports,MAPPED
42,Maine Mendoza @mainedcm,4.1M,9.88%,Philippines,Technology Actors,1.2M,instagram,philippines,False,2024,Tech&Gaming,MAPPED
43,"KC ~ also, KRISTINA. @kristinaconcepcion",4.1M,0.32%,Philippines,Travel Business and Finance Design Founder,1.2M,instagram,philippines,False,2024,Knowledge&Info,MAPPED
44,Alden Richards @aldenrichards02,4.1M,0.21%,Philippines,Entertainment and Music Actors,1.2M,instagram,philippines,False,2024,Music,MAPPED
45,Dingdong Dantes @dongdantes,4M,0.22%,Philippines,Actors,1.2M,instagram,philippines,False,2024,Entertainment,MAPPED
46,KARLA ESTRADA @karlaestrada1121,4M,0.51%,Philippines,Actors,1.2M,instagram,philippines,False,2024,Entertainment,MAPPED
47,Christine Gonzalez-Crisologo @beauty_gonzalez,4M,0.1%,Philippines,Beauty and Self Care Celebrity Design Interior Design,1.2M,instagram,philippines,False,2024,Beauty&Fashion,MAPPED
48,Darren Espanto @darrenespanto,4M,0.6%,Philippines,Singer,1.2M,instagram,philippines,False,2024,Music,MAPPED
49,Iñaki Torres @aki.torres,3.9M,0.11%,Philippines,Fashion and Accessories Business and Finance,1.2M,instagram,philippines,False,2024,Beauty&Fashion,MAPPED
50,Alexa Ilacad @alexailacad,3.9M,0.38%,Philippines,Entertainment and Music Actors,1.2M,instagram,philippines,False,2024,Music,MAPPED
51,Cindy Miranda @cindy,3.8M,0.03%,Philippines,Celebrity Entertainment and Music,1.2M,instagram,philippines,False,2024,Music,MAPPED
52,Judy Ann Agoncillo @officialjuday,3.8M,0.27%,Philippines,Actors,1.2M,instagram,philippines,False,2024,Entertainment,MAPPED
53,Marie Pauleen Luna- Sotto @pauleenlunasotto,3.8M,0.25%,Philippines,Entertainment and Music Travel Acting and Drama family,1.1M,instagram,philippines,False,2024,Music,MAPPED
54,Neri Miranda @mrsnerimiranda,3.6M,0.05%,Philippines,Food Home and Garden family Business and Finance,1.1M,instagram,philippines,False,2024,Knowledge&Info,MAPPED
55,Jennylyn Mercado @mercadojenny,3.6M,1.2%,Philippines,Entertainment and Music Actors,1.1M,instagram,philippines,False,2024,Music,MAPPED
56,Manila Gorio @manilagorio_official,3.5M,0.13%,Philippines,Fashion and Accessories Creators & Celebrities,1.1M,instagram,philippines,False,2024,Beauty&Fashion,MAPPED
57,Bianca Umali @bianxa,3.5M,0.18%,Philippines,Celebrity Actors,1.1M,instagram,philippines,False,2024,Entertainment,MAPPED
58,Femi Adebayo @femiadebayosalami,3.5M,0.17%,Philippines,Acting and Drama Finance Celebrity Actors,1.1M,instagram,philippines,False,2024,Knowledge&Info,MAPPED
59,Iya Villania-Arellano @iyavillania,3.5M,0.23%,Philippines,family Food and Drink TV Host,1.1M,instagram,philippines,False,2024,Entertainment,MAPPED
60,Georgina Wilson @ilovegeorgina,3.5M,0.17%,Philippines,Fashion and Accessories Beauty and Self Care Business and Finance Modeling,1M,instagram,philippines,False,2024,Beauty&Fashion,MAPPED
61,"Vicki Belo, M.D. @victoria_belo",3.5M,0.13%,Philippines,Beauty and Self Care Education Parenting Lifestyle,1M,instagram,philippines,False,2024,Beauty&Fashion,MAPPED
62,Kristel Fulgar @kristelfulgar,3.4M,0.31%,Philippines,Fashion Music Singer,1M,instagram,philippines,False,2024,Beauty&Fashion,MAPPED
63,Mona ♡ @_monaalawi,3.3M,4.65%,Philippines,family,992.8K,instagram,philippines,False,2024,Lifestyle,MAPPED
64,J A N E @imjanedeleon,3.3M,1.32%,Philippines,Celebrity Modeling Music,980.4K,instagram,philippines,False,2024,Beauty&Fashion,MAPPED
65,Matteo Guidicelli @matteog,3.2M,0.15%,Philippines,Arts and Crafts Business and Finance Celebrity Actors,965.8K,instagram,philippines,False,2024,Knowledge&Info,MAPPED
66,Ronnie Alonte @iamr2alonte,3.2M,0.64%,Philippines,Art,958.5K,instagram,philippines,False,2024,Lifestyle,MAPPED
67,Megan Young @meganbata,3.2M,0.33%,Philippines,family Entertainment and Music Marketing and Advertising Celebrity,949.8K,instagram,philippines,False,2024,Knowledge&Info,MAPPED
68,JULIE ANNE SAN JOSE @myjaps,3.1M,0.2%,Philippines,Entertainment and Music Singer Music Songwriting,927.5K,instagram,philippines,False,2024,Music,MAPPED
69,Enrique Gil @enriquegil17,3.1M,1.72%,Philippines,Actors,927.5K,instagram,philippines,False,2024,Entertainment,MAPPED
70,Jodi Sta.Maria @jodistamaria,3.1M,0.91%,Philippines,Acting and Drama Travel Education Fitness and Health,921.9K,instagram,philippines,False,2024,Sports,MAPPED
71,Marietta Subong @itspokwang27,3.1M,0.1%,Philippines,Entertainment and Music family Celebrity Actors,918.7K,instagram,philippines,False,2024,Music,MAPPED
72,Rhian Ramos @whianwamos,3M,0.25%,Philippines,Entertainment and Music Actors Music Modeling,904.6K,instagram,philippines,False,2024,Beauty&Fashion,MAPPED
73,Richard Gutierrez @richardgutz,3M,1.6%,Philippines,Actors,903.5K,instagram,philippines,False,2024,Entertainment,MAPPED
74,Sunshine Cruz @sunshinecruz718,3M,0.14%,Philippines,Entertainment and Music Modeling Singer Actors,903.4K,instagram,philippines,False,2024,Beauty&Fashion,MAPPED
75,🌹WindyGirk🦋𒀭 @windygirk,2.8M,0.35%,Philippines,Entertainment and Music Animation and Cosplay Funny Video Gaming,845.3K,instagram,philippines,False,2024,Tech&Gaming,MAPPED
76,Bianca Gonzalez Intal @iamsuperbianca,2.8M,0.04%,Philippines,family Journalists,840.2K,instagram,philippines,False,2024,Knowledge&Info,MAPPED
77,Maxene Magalona @maxenemagalona,2.8M,0.12%,Philippines,family Parenting Modeling,828.4K,instagram,philippines,False,2024,Beauty&Fashion,MAPPED
78,Karol Jesús Lucero V. @karol_lucerov,2.7M,0.56%,Philippines,Travel Entertainment and Music Actors Journalists,824.4K,instagram,philippines,False,2024,Knowledge&Info,MAPPED
79,Jhong Hilario @jhonghilario,2.7M,0.66%,Philippines,Celebrity Upskilling,822.4K,instagram,philippines,False,2024,Knowledge&Info,MAPPED
80,신재은 Zenny 辛載恩 @zennyrt,2.7M,5.2%,Philippines,,820.2K,instagram,philippines,False,2024,NA,NA
81,Camille Prats Yambao @camilleprats,2.7M,0.19%,Philippines,Fitness and Health Acting and Drama family Parenting,810.5K,instagram,philippines,False,2024,Sports,MAPPED
82,R O M U L O E S T R E L A ® @romuloestrela,2.7M,0.6%,Philippines,Arts and Crafts Entertainment and Music Acting and Drama Celebrity,804.1K,instagram,philippines,False,2024,Music,MAPPED
83,John Paulo Q. Prats @johnprats,2.7M,0.09%,Philippines,Acting and Drama family Celebrity Singer,802.6K,instagram,philippines,False,2024,Music,MAPPED
84,Carla Abellana @carlaangeline,2.5M,0.34%,Philippines,Acting and Drama Animals Celebrity Actors,754.8K,instagram,philippines,False,2024,Entertainment,MAPPED
85,Paolo Ballesteros @pochoy_29,2.5M,0.38%,Philippines,Art Actors Celebrities Animals & Pets,748.7K,instagram,philippines,False,2024,Entertainment,MAPPED
86,jinkeepacquiao @jinkeepacquiao,2.5M,0.22%,Philippines,Beauty,748K,instagram,philippines,False,2024,Beauty&Fashion,MAPPED
87,Christianne Ramelb @misscjmiles,2.4M,0.96%,Philippines,,716.1K,instagram,philippines,False,2024,NA,NA
88,mika dela cruz まりこ @mikadlacruz,2.4M,0.27%,Philippines,Beauty Music,715.7K,instagram,philippines,False,2024,Beauty&Fashion,MAPPED
89,Gretchen @gretchenho,2.4M,0.19%,Philippines,Entertainment and Music,705.9K,instagram,philippines,False,2024,Music,MAPPED
90,Carmina Villarroel-Legaspi @mina_villarroel,2.3M,1.06%,Philippines,Entertainment and Music Celebrity Music Actors,704.3K,instagram,philippines,False,2024,Music,MAPPED
91,Princess Mae 🇵🇭 @realprincessmae,2.3M,0.45%,Philippines,Entertainment and Music Fashion and Accessories,702.6K,instagram,philippines,False,2024,Beauty&Fashion,MAPPED
92,Sarah Geronimo @justsarahgph,2.3M,0.8%,Philippines,Entertainment and Music Singer Music Modeling,701.7K,instagram,philippines,False,2024,Beauty&Fashion,MAPPED
93,Enchong Dee @mr_enchongdee,2.3M,0.32%,Philippines,Entertainment and Music Actors,694.8K,instagram,philippines,False,2024,Music,MAPPED
94,Sam Pinto-Semerad @sampinto_,2.3M,0.16%,Philippines,Fashion and Accessories Actors Lifestyle Modeling,694.1K,instagram,philippines,False,2024,Beauty&Fashion,MAPPED
95,Maeurn smiles @maeurn.tv,2.2M,1.67%,Philippines,Fitness and Health Entertainment and Music,674.6K,instagram,philippines,False,2024,Sports,MAPPED
96,RUFFA GUTIERREZ @iloveruffag,2.2M,0.26%,Philippines,Acting and Drama Beauty and Self Care Education Business and Finance,672K,instagram,philippines,False,2024,Beauty&Fashion,MAPPED
97,Kristine Hermosa-Sotto @khsotto,2.2M,0.98%,Philippines,Celebrity family Actors,671.5K,instagram,philippines,False,2024,Entertainment,MAPPED
98,Jericho Rosales @jerichorosalesofficial,2.2M,1.07%,Philippines,Acting and Drama Actors,659.9K,instagram,philippines,False,2024,Entertainment,MAPPED
99,Pachara Marcel Chirathivat @peach_pachara,2.2M,1.64%,Philippines,"Beauty and Self Care Celebrity Nature & Outdoors Film, Music & Books",651.3K,instagram,philippines,False,2024,Beauty&Fashion,MAPPED
100,Edward Barber @edward_barber,2.2M,0.29%,Philippines,Entertainment and Music Celebrity Lifestyle,649.1K,instagram,philippines,False,2024,Music,MAPPED
