#,NAME,FOLLOWERS,ER,COUNTRY,TOPIC OF INFLUENCE,POTENTIAL REACH
1,Pastor Cash Luna @pastorcashluna,2.6M,0.55%,Guatemala,Education Writers,794.2K
2,Miel San Marcos @mielsanmarcos,1.9M,0.41%,Guatemala,Entertainment and Music Music Actors,579.5K
3,Gaby Asturias (oficial) @gaby_asturias,1.7M,1.8%,Guatemala,Entertainment and Music Actors Journalists Modeling,518.8K
4,Cynthia Arana @aranacynthia,1.3M,0.71%,Guatemala,Art Fitness Fitness and Health Entertainment and Music,397.8K
5,P O E T A D E L C I E L O @poeta.delcielo,1.2M,0.33%,Guatemala,Music Actors,374.3K
6,Sandy Mendez @sandy_mendezgt,912.8K,0.67%,Guatemala,"Actors Journalists Film, Music & Books Art",273.8K
7,Noti7 @noti7_guatemala,904.2K,0.05%,Guatemala,,271.3K
8,Aida Estrada De Jaén @aidacorazon,755.1K,0.23%,Guatemala,Beauty and Self Care Actors Virtualization Journalists,226.5K
9,𝓒𝓾𝓮𝓷𝓽𝓪 𝓸𝓯𝓲𝓬𝓲𝓪𝓵 𝓭𝓮 𝓛𝓪 𝓜𝓪𝔂𝓻𝓲𝓽𝓪 💕 @lamayrita89,720.9K,0.14%,Guatemala,family Life and Society Marketing and Advertising Events,216.3K
10,Pamela Alfaro @pamelaalfaro07,688.2K,0.15%,Guatemala,family Business and Finance Actors,206.5K
11,Natalan @_natalan,678.4K,10.49%,Guatemala,Entertainment and Music,203.5K
12,Alle Lee 🇬🇹🇨🇳 @allecakes_,615K,3.25%,Guatemala,Celebrity,184.5K
13,EL PRIMASO 👦🏻 @yosoyelprimaso,516.7K,4.19%,Guatemala,,155K
14,Alexandra Díaz @alexmidiaz,468.4K,6.36%,Guatemala,Art,140.5K
15,Daniel Uzcategui @danieluzcateguir,465K,0.11%,Guatemala,Entertainment and Music Actors,139.5K
16,Jeimmy Aburto (La Única) 👑🎤📺 @jeimmy_aburto,461.3K,0.82%,Guatemala,Business and Finance Celebrity Music Actors,138.4K
17,Emisoras Unidas @emisorasunidas,453.4K,0.29%,Guatemala,Travel Actors,136K
18,Julián Ángel ▲ @historiasdelciervo,396.6K,4.22%,Guatemala,Arts and Crafts Education Food and Drink Food,119K
19,Michelle Rossell @michi_rossell,389K,0.59%,Guatemala,Sports Food Actors Journalists,116.7K
20,Luis Morales Jr @luismoralesjr,385.9K,2%,Guatemala,Actors Virtualization,115.8K
21,Nancy Calderón @nancycc28,376K,0.73%,Guatemala,Pets,112.8K
22,Guatemala.com @guatemala,349.2K,0.18%,Guatemala,Travel News Actors,104.8K
23,🌺Joselyn🐾Grajeda💦 @joshi3y,347.9K,1.51%,Guatemala,Pets,104.4K
24,Tv Azteca Guate @tvaztecaguate,339.8K,0.82%,Guatemala,Entertainment and Music Business and Finance Television Actors,101.9K
25,Amanda Lebrón @amandalebron_oficial,330.6K,1.4%,Guatemala,,99.2K
26,Tuti Furlán @tutifurlan,320K,0.81%,Guatemala,Education Automotive Actors,96K
27,Buga Oliva @bugaolivaa,313.4K,0.36%,Guatemala,Education Marketing and Advertising Actors,94K
28,Ese Maje Engasado @esemajeengasado,313.2K,0.44%,Guatemala,Entertainment and Music Celebrity Actors,94K
29,Véliz Castillo @velizcastillo_,301.3K,-,Guatemala,Education Outdoor Activity,90.4K
30,Carlos Guerrero @ccarlosguerrero,296.1K,0.24%,Guatemala,Entertainment and Music Celebrity Business and Finance Actors,88.8K
31,Alejandro Giammattei @dr.giammattei,293.8K,0.14%,Guatemala,Medical Health,88.1K
32,🧿Brenda Hughes🧿 @bren_hughes,282.4K,0.87%,Guatemala,Fitness and Health Actors,84.7K
33,ALKAHID 🦋🇻🇪 @fherggyk,280.1K,0.35%,Guatemala,Entertainment and Music Actors Virtualization Journalists,84K
34,Leonardo Jaén @leojaen,274.4K,0.29%,Guatemala,,82.3K
35,Jairo Gonzalez @mrjairogonzalez,268K,2.47%,Guatemala,Business and Finance,80.4K
36,Audie Alexandre Ariza Valera @alexvinotinto,265.6K,0.44%,Guatemala,Fitness and Health Entertainment and Music Actors Journalists,79.7K
37,Niurka Nahomi oliva villeda @niurkanahomi,254.6K,1.08%,Guatemala,Sports,76.4K
38,Emily Haylín Sandoval @emilyhaylin,251.7K,2.56%,Guatemala,,75.5K
39,Edgar Siliezar @edgaroficial.sv,247.8K,1.28%,Guatemala,Sports Actors Modeling,74.3K
40,QuePeladoGuate / Guatemala @quepeladoguate,246.8K,0.64%,Guatemala,Photography Travel Nature & Outdoors Architecture,74.1K
41,Gloria Alvarez @glorialvarezc,245.8K,2.44%,Guatemala,Actors Fashion,73.7K
42,ESTEFi✨ @eestefi,244.8K,5.39%,Guatemala,Fitness and Health,73.4K
43,Ayman Radi @aymanradi,239.5K,4.27%,Guatemala,Actors,71.9K
44,Eddy Lopez @whereiseddynow,223.5K,0.49%,Guatemala,,67K
45,Janaimar @janaimarmusic,221.7K,2.6%,Guatemala,Entertainment and Music,66.5K
46,Rafael Oropeza @rafaeloropezag,219.2K,1.17%,Guatemala,Entertainment and Music Fashion and Accessories Celebrity Actors,65.8K
47,Samara (La Pantera) @samaracbt,212.5K,2.23%,Guatemala,Fitness and Health family,63.7K
48,Fredy Jiménez / Vida y Poesía @fredyjimenez.gt,211.8K,1.2%,Guatemala,,63.5K
49,Amilcar Montejo @amilcarmontejo,209.2K,0.26%,Guatemala,Education Life and Society Actors Virtualization,62.8K
50,L U I S B A R I L L A S @luisbarillass_,205.1K,0.3%,Guatemala,Photography Actors,61.5K
51,Frank Avana Frank Rodriguez @frankavana_,203.8K,0.15%,Guatemala,Home and Garden,61.1K
52,frank de leon @leonfrankde,203.4K,0.2%,Guatemala,Actors Modeling,61K
53,Cristian Cermeño @zosiri,202.7K,13.3%,Guatemala,Entertainment and Music,60.8K
54,Susana Morazan @susanamorazan7,198.6K,1.16%,Guatemala,Entertainment and Music Acting and Drama Actors Journalists,59.6K
55,Gaby Moreno @gaby_moreno,195.9K,0.95%,Guatemala,Songwriting Music Singer,58.8K
56,Luis Muñoz 🇬🇹/🇲🇽 @luisguate,193.3K,1.93%,Guatemala,Auto and Vehicles Actors,58K
57,Pamela Paz @pamelapaz_,192.4K,5.31%,Guatemala,Acting and Drama Entertainment and Music Virtualization Actors,57.7K
58,DRESSY @dressy.gt,191.6K,0.6%,Guatemala,Fashion and Accessories Music Actors Modeling,57.5K
59,Comunicaciones Fútbol Club @cremasoficial,184.3K,1.71%,Guatemala,Sports Soccer,55.3K
60,Josy Esteban Chigua Canales @josyesteban,182.7K,5.01%,Guatemala,Art,54.8K
61,@ Sυαɳι Rαɱιɾҽȥ ♛ ღ @rsuanni_fit,182.4K,0.99%,Guatemala,Romance and Wedding,54.7K
62,Erianna Villafañe 🤍 @ericiosa,180.1K,1.63%,Guatemala,Arts and Crafts Education Business and Finance Actors,54K
63,Evelyn Rivera @evelynrivera_gt,178K,8.91%,Guatemala,,53.4K
