rank,name,followers,er,country,topic_of_influence,potential_reach,_platform,_country,_is_global,_year,category_unified,category_status
1,Be Inspired @UCaKZDEMDdQc8t6GzFj1_TDw,8.6M,-,Romania,,2.6M,youtube,romania,False,2024,NA,NA
2,Cat Music @UCCTR5nIFvWBW9MeGEGPNG4g,7.3M,-,Romania,,2.2M,youtube,romania,False,2024,NA,NA
3,Bogdan's Show @UCj7vCyiJGTXkCf1HsUzv7dw,5.5M,-,Romania,,1.6M,youtube,romania,False,2024,NA,NA
4,RotonMusicTV @UCV-iSZdmPWV9pq-t-dlYzQg,5.1M,-,Romania,Art Music,1.5M,youtube,romania,False,2024,Music,MAPPED
5,فِكر تاني @UCoB1ySdDtKKDe0OVN1zbA_A,5M,-,Romania,,1.5M,youtube,romania,False,2024,NA,NA
6,Anabella Show @UCSGA6pp1L9A2lgV6yA889sg,5M,-,Romania,Food and Drink Pets Travel,1.5M,youtube,romania,False,2024,Lifestyle,MAPPED
7,MediaPro Music @UC6oZDJZhFSFjSSHpzkyr03g,3.4M,-,Romania,Music Celebrity,1M,youtube,romania,False,2024,Music,MAPPED
8,Dani Mocanu © Oficial @UCGc991mofGxjO3-haaRENDg,3.3M,2.1%,Romania,,999K,youtube,romania,False,2024,NA,NA
9,Selly @UCtke4StIE5z2EiF85Zeqb-A,3.1M,0.4%,Romania,,942K,youtube,romania,False,2024,NA,NA
10,Video Advice @UCAwylBbx8RiRD3VsaYdwNTw,3M,-,Romania,,906K,youtube,romania,False,2024,NA,NA
11,Thrace Music @UCI-NxddNdik4EEGyVByg44Q,2.8M,-,Romania,Music,846K,youtube,romania,False,2024,Music,MAPPED
12,Andrei Terbea @UC3iNdSV_RQU7DHTGpqEW96w,2.8M,-,Romania,,843K,youtube,romania,False,2024,NA,NA
13,STR Red @UC7B-GglTR_SBfM5pgrC39fA,2.5M,-,Romania,,750K,youtube,romania,False,2024,NA,NA
14,AmmA Music & Sound @UCzg-KdISpftt0hjybLVYAhQ,2.5M,-,Romania,,741K,youtube,romania,False,2024,NA,NA
15,Familia MELIMI @melimi,2.4M,0.5%,Romania,,717K,youtube,romania,False,2024,NA,NA
16,XBRAKER VS ARCADE @UC8PBr11mPXfu3IJmashujyQ,2.3M,-,Romania,,693K,youtube,romania,False,2024,NA,NA
17,Big Man Romania @UCuMj5RiqBhThj8R5XqFILwg,2.3M,-,Romania,,687K,youtube,romania,False,2024,NA,NA
18,Dorian Popa @dorianpopahatz,2.2M,0.5%,Romania,,654K,youtube,romania,False,2024,NA,NA
19,Throneful @UCIw5rbXUrtk31t20Ap5817w,2.2M,-,Romania,,645K,youtube,romania,False,2024,NA,NA
20,Magicianul Robert Tudor @UCO2UMyeXwQe4hb2mk0K1m8A,2.1M,-,Romania,Shopping,624K,youtube,romania,False,2024,UNMAPPED,UNMAPPED
21,Noaptea Târziu @UCoOF5TJFkopCBciv05LLfCw,1.9M,-,Romania,,567K,youtube,romania,False,2024,NA,NA
22,Andra @UC-j_qmx-JdJWjwVIetg1vHQ,1.9M,-,Romania,,558K,youtube,romania,False,2024,NA,NA
23,Disney Romania @UCefcr2GL6WaVr-RWAGt5giQ,1.7M,-,Romania,,495K,youtube,romania,False,2024,NA,NA
24,Doi Degeaba @UCK4p00drpt-AP2KxWs_H34Q,1.6M,2%,Romania,,486K,youtube,romania,False,2024,NA,NA
25,Melly Karamely Family @UCC_Su3sUw7BBYrRVVoR9fJQ,1.6M,-,Romania,,486K,youtube,romania,False,2024,NA,NA
26,3Chestii @3chestii,1.6M,0.5%,Romania,,474K,youtube,romania,False,2024,NA,NA
27,La povesti cu Jimmy @UCkAr8bunhQhvDv5krJJlYrg,1.6M,5.3%,Romania,,465K,youtube,romania,False,2024,NA,NA
28,Alexunea TV @UCQuib99vec_PbsSc_7f8VyQ,1.5M,0.1%,Romania,,459K,youtube,romania,False,2024,NA,NA
29,Boomerang România @UCkLu2_aP-7MZKRjybRUHDYA,1.5M,-,Romania,,456K,youtube,romania,False,2024,NA,NA
30,Antena 1 @UCbyawH6yI56MxZid7m2yLiA,1.5M,-,Romania,,456K,youtube,romania,False,2024,NA,NA
31,Jador @UCuVGndfnNoNXzxpSZ5qgiaw,1.5M,-,Romania,,447K,youtube,romania,False,2024,NA,NA
32,Mihai-Alexandru Hash @UCg8uNiuq_AslECnNZ0n4l8g,1.5M,0.2%,Romania,,435K,youtube,romania,False,2024,NA,NA
33,MrEdxwx @UC7FvHJEkTuwoi2pFsVideFA,1.4M,-,Romania,,429K,youtube,romania,False,2024,NA,NA
34,BettyL Club @UCuWm7b-CBm3qyd5Ftb1G9Sg,1.4M,-,Romania,,426K,youtube,romania,False,2024,NA,NA
35,Big Man Music Oficial @UC5GMxz7GX3LdKexkpwASYNg,1.4M,-,Romania,,423K,youtube,romania,False,2024,NA,NA
36,Pisica MiauMiau @UCKVi1LI2KOgOYUssNVWO1Xg,1.4M,0.2%,Romania,,414K,youtube,romania,False,2024,NA,NA
37,Knowledgia @UCuCuEKq1xuRA0dFQj1qg9-Q,1.4M,-,Romania,,414K,youtube,romania,False,2024,NA,NA
38,CreativeMonkeyzArmy @UCwUfX87V6RsbVVRrcrxmJAA,1.4M,1.5%,Romania,,405K,youtube,romania,False,2024,NA,NA
39,HaHaHa Production @UCZFZH5uzK8RVRE1lrP7L2yQ,1.3M,-,Romania,,402K,youtube,romania,False,2024,NA,NA
40,Lord Aizen @UCyHzuI5sqmtfrV-2SzZz5HQ,1.3M,-,Romania,,390K,youtube,romania,False,2024,NA,NA
41,ilie’s vlogs @UCI4kXahIsuJYCmrEkjFjAtA,1.3M,0.5%,Romania,,390K,youtube,romania,False,2024,NA,NA
42,Antonio Pican @UCZ6dtYWTv14XJidLgcWqRRg,1.3M,1.9%,Romania,,375K,youtube,romania,False,2024,NA,NA
43,ovadark @UCSzxkmcv3W5DnnYxq1ub1bA,1.3M,-,Romania,Video Gaming,375K,youtube,romania,False,2024,Tech&Gaming,MAPPED
44,Kompact Play Music @UCg3nk6CovuSHbXf-xsI6TVA,1.2M,-,Romania,,363K,youtube,romania,False,2024,NA,NA
45,Gami @UCnKuzfMBRasBL_b-iKG4FPA,1.2M,0.4%,Romania,,363K,youtube,romania,False,2024,NA,NA
46,Casa Iubirii @UCgRHtJDaeVzQ_hW1-xzrTWw,1.2M,-,Romania,,357K,youtube,romania,False,2024,NA,NA
47,Cristi Munteanu @UCX5nytKY7ARJ0GiP9_xn4XQ,1.2M,-,Romania,,357K,youtube,romania,False,2024,NA,NA
48,RoTerra Music Official @UCSr-FXpCojmsXfto7KcBnUA,1.2M,-,Romania,,354K,youtube,romania,False,2024,NA,NA
49,yayamusicproduction @UCZM_qIBmh3RmXdbiaMPj6-w,1.2M,-,Romania,,345K,youtube,romania,False,2024,NA,NA
50,Like Sara @UCEkXmiskQSV0paypikrEsrQ,1.2M,-,Romania,,345K,youtube,romania,False,2024,NA,NA
51,MIRCEA BRAVO @UCJes43YsFzZ8FUzUMmhRFFw,1.1M,0.6%,Romania,,339K,youtube,romania,False,2024,NA,NA
52,Orange Blue @UCE_NNArrZmhYCwuoc9-GTrQ,1.1M,-,Romania,,339K,youtube,romania,False,2024,NA,NA
53,Bogdan DLP @UCOSuXx0kB-vHNsVY222B3lQ,1.1M,-,Romania,,333K,youtube,romania,False,2024,NA,NA
54,Acces Direct @UCLD8IijD59t34HWV9z_0acg,1.1M,-,Romania,,333K,youtube,romania,False,2024,NA,NA
55,"Atentie, Cad Mere! @UCcT-Q7UFnIFuRMiAqUnfwNA",1.1M,0.2%,Romania,,330K,youtube,romania,False,2024,NA,NA
56,Simion Tomiţa @UCvN_8CUQs_vPUpKNdAQUr_Q,1.1M,-,Romania,,327K,youtube,romania,False,2024,NA,NA
57,abi talent @UCQGg3WPrQ0bmcktpIdWoT5g,1.1M,15.2%,Romania,,321K,youtube,romania,False,2024,NA,NA
58,maxsialtele @UCEf1OOSM2-o7JYGE4qSzb3A,1M,0.3%,Romania,,312K,youtube,romania,False,2024,NA,NA
