rank,name,followers,er,country,topic_of_influence,potential_reach,_platform,_country,_is_global,_year,category_unified,category_status
1,Raffi Ahmad and Nagita Slavina @raffinagita1717,75.3M,0.21%,Indonesia,Entertainment and Music family Celebrity Marketing and Advertising,22.6M,instagram,indonesia,False,2024,Knowledge&Info,MAPPED
2,Ayu Tingting @ayutingting92,56.8M,0.02%,Indonesia,Beauty and Self Care Celebrity Music Lifestyle,17M,instagram,indonesia,False,2024,Beauty&Fashion,MAPPED
3,Prilly Latuconsina @prillylatuconsina96,55.7M,0.02%,Indonesia,Entertainment and Music Fashion and Accessories Celebrity Actors,16.7M,instagram,indonesia,False,2024,Beauty&Fashion,MAPPED
4,Ruben Onsu @ruben_onsu,45.1M,0.15%,Indonesia,Beauty and Self Care Actors Music,13.5M,instagram,indonesia,False,2024,Beauty&Fashion,MAPPED
5,SYAHRINI @princessyahrini,44.2M,0.3%,Indonesia,Celebrity Parenting Singer,13.2M,instagram,indonesia,False,2024,Music,MAPPED
6,Natasha Wilona @natashawilona12,43.3M,0.24%,Indonesia,Fashion and Accessories Celebrity Modeling Cars & Motorcycles,13M,instagram,indonesia,False,2024,Beauty&Fashion,MAPPED
7,Laudya Cynthia Bella @laudyacynthiabella,39.7M,0.08%,Indonesia,Acting and Drama Health and Medical Services Music of Asia Singer,11.9M,instagram,indonesia,False,2024,Knowledge&Info,MAPPED
8,Gisella Anastasia @gisel_la,39.1M,0.05%,Indonesia,family Music of Asia Singer,11.7M,instagram,indonesia,False,2024,Music,MAPPED
9,Luna Maya @lunamaya,38.1M,0.07%,Indonesia,Beauty and Self Care Entertainment and Music Celebrity Marketing and Advertising,11.4M,instagram,indonesia,False,2024,Beauty&Fashion,MAPPED
10,@raisa6690,37.8M,0.12%,Indonesia,Musician,11.3M,instagram,indonesia,False,2024,Music,MAPPED
11,Atta Halilintar (PAPATA) @attahalilintar,35.1M,0.41%,Indonesia,Entertainment and Music Music Auto and Vehicles Business and Finance,10.5M,instagram,indonesia,False,2024,Knowledge&Info,MAPPED
12,Aurelie Hermansyah Atta @aurelie.hermansyah,34M,0.04%,Indonesia,Beauty and Self Care Product Modeling,10.2M,instagram,indonesia,False,2024,Beauty&Fashion,MAPPED
13,Ashanty Ash @ashanty_ash,33.7M,0.05%,Indonesia,Entertainment and Music Celebrity Singer,10.1M,instagram,indonesia,False,2024,Music,MAPPED
14,Jessica Iskandar @inijedar,33.3M,0.04%,Indonesia,family Food Celebrity Actors,10M,instagram,indonesia,False,2024,Entertainment,MAPPED
15,INDONESIAN QUEEN MAKER @ivan_gunawan,32.9M,0.02%,Indonesia,Beauty and Self Care Fashion and Accessories Celebrity,9.9M,instagram,indonesia,False,2024,Beauty&Fashion,MAPPED
16,Zaskia Sungkar @zaskiasungkar15,31.5M,0.04%,Indonesia,Fashion and Accessories,9.4M,instagram,indonesia,False,2024,Beauty&Fashion,MAPPED
17,Zaskia Shinta @zaskia_gotix,30.9M,0.02%,Indonesia,family Music Singer,9.3M,instagram,indonesia,False,2024,Music,MAPPED
18,Syahnaz Sadiqah @syahnazs,30M,0.21%,Indonesia,Art Actors Lifestyle,9M,instagram,indonesia,False,2024,Entertainment,MAPPED
