rank,name,followers,er,country,topic_of_influence,potential_reach,_platform,_country,_is_global,_year,category_unified,category_status
1,Noel Deyzel🇿🇦 @noeldeyzel_bodybuilder,5.8M,-,South Africa,Fitness and Health,1.7M,tiktok,south-africa,False,2024,Sports,MAPPED
2,Sphokuhle.n @sphokuhle.n,3.8M,-,South Africa,,1.1M,tiktok,south-africa,False,2024,NA,NA
3,Daniel Braun @danieltbraun,3.4M,-,South Africa,,1M,tiktok,south-africa,False,2024,NA,NA
4,Dr. Siyamak Saleh @doctor.siya,2.5M,-,South Africa,Education Entertainment and Music,750K,tiktok,south-africa,False,2024,Knowledge&Info,MAPPED
5,Ndlovu Youth Choir @ndlovuyouthchoir,1.9M,12.6%,South Africa,Entertainment and Music Education,570K,tiktok,south-africa,False,2024,Knowledge&Info,MAPPED
6,Nathan @nathanmolefe,1.5M,-,South Africa,Entertainment and Music,450K,tiktok,south-africa,False,2024,Music,MAPPED
7,Nombuso Masondo @nombuso_98,1.5M,-,South Africa,Beauty and Self Care Entertainment and Music,450K,tiktok,south-africa,False,2024,Beauty&Fashion,MAPPED
8,Chad Jones @chadjones957,1.4M,-,South Africa,Entertainment and Music Funny,420K,tiktok,south-africa,False,2024,Music,MAPPED
9,Mandisi Tshingana @mxndisi,1.4M,1.3%,South Africa,Entertainment and Music Funny,420K,tiktok,south-africa,False,2024,Music,MAPPED
10,Semone Skosan @semoneskosan,1.2M,-,South Africa,,360K,tiktok,south-africa,False,2024,NA,NA
11,BI Phakathi @biphakathi1,1.1M,0.4%,South Africa,Education Life and Society,330K,tiktok,south-africa,False,2024,Knowledge&Info,MAPPED
12,R.M Phoolo @casspernyovest,1M,-,South Africa,Entertainment and Music,300K,tiktok,south-africa,False,2024,Music,MAPPED
13,Royal Family @harryandmeghan_,963.2K,-,South Africa,,289K,tiktok,south-africa,False,2024,NA,NA
14,AFRIKA IS ALKEBULAN @swiry_nyar_kano,913K,0.6%,South Africa,,273.9K,tiktok,south-africa,False,2024,NA,NA
15,Tallie Dar @talliedar,891.7K,0.7%,South Africa,Fashion and Accessories,267.5K,tiktok,south-africa,False,2024,Beauty&Fashion,MAPPED
16,muser @supercrazyanimals,883.6K,0.2%,South Africa,,265.1K,tiktok,south-africa,False,2024,NA,NA
