#,NAME,FOLLOWERS,ER,COUNTRY,TOPIC OF INFLUENCE,POTENTIAL REACH
1,Danilo Zanna @danilozanna,186.1K,0.9%,Italy,Food,55.8K
2,Italy 🇮🇹 Benvenuti a tutti! @italy,122.9K,0.54%,Italy,Travel Food,36.9K
3,The Pasta Queen @the_pastaqueen,118.3K,0.27%,Italy,,35.5K
4,Eurovision Song Contest @eurovision,69.1K,1.17%,Italy,Entertainment & Music,20.7K
5,SJP by Sarah Jessica Parker @sjpcollection,54.7K,3.07%,Italy,Fashion & Accessories Product Education,16.4K
6,Vincenzo Richy @vincenzorichy,49.6K,0.12%,Italy,Acting & Drama,14.9K
7,Per Onore: Poder & Honra 🥃 @peronore,44.3K,0.37%,Italy,Finance,13.3K
8,Stone Island @stoneisland_official,41.7K,0.28%,Italy,Fashion & Accessories,12.5K
9,Amr Helmy - عمرو حلمي @amrhelmyfoodcritic,31.7K,0.27%,Italy,Food,9.5K
10,Sicily Rose @sicily.rose,30K,0.71%,Italy,Fashion & Accessories Entertainment & Music,9K
11,Lati @lt_ddon,27.1K,0.99%,Italy,Animation & Cosplay,8.1K
12,La Marzocco Home @lamarzoccohome,24.3K,0.78%,Italy,Product Education Product Showcase,7.3K
13,PHRAA @phraa,24K,0.33%,Italy,Photography Wedding,7.2K
14,May Buranasiri @dailycherie,24K,0.42%,Italy,Beauty & Self Care,7.2K
15,#1 Live Fitness Instructor for Women @fabiana_ferrarini,23.8K,0.16%,Italy,Fitness & Health Education Upskilling,7.2K
16,Marco Lasso ML @marcolassoml,21K,0.06%,Italy,,6.3K
17,ESTEFANIA COPPOLA. 👸🏻♥ @estefcoppola,21K,0.21%,Italy,Romance & Wedding,6.3K
18,Alexandra Abbate @alexabbate,20.9K,0.1%,Italy,Romance & Wedding,6.3K
19,@lamarzocco,19.8K,-,Italy,Product Education Product Showcase,5.9K
20,Francesco Nappo @francesconappoph,18.9K,0.04%,Italy,Photography,5.7K
