rank,name,followers,er,audience_country,topic_of_influence,potential_reach,_platform,_country,_is_global,_year,category_unified,category_status
1,Gordon Ramsay @gordonramsayofficial,40000000.0,1.1,United Kingdom,Food,12000000.0,tiktok,united-kingdom,False,2024,Lifestyle,MAPPED
2,mks @mks.vision,20600000.0,,United Kingdom,,6200000.0,tiktok,united-kingdom,False,2024,,
3,Spice King @spicyycam_,19100000.0,,United Kingdom,Food,5700000.0,tiktok,united-kingdom,False,2024,Lifestyle,MAPPED
4,Ed Sheeran @edsheeran,15200000.0,0.9,United Kingdom,Entertainment and Music,4600000.0,tiktok,united-kingdom,False,2024,Music,MAPPED
5,Queen Star 🧚🏼‍♀️ @queenstaralien,11600000.0,0.3,United Kingdom,Fashion and Accessories Entertainment and Music Music,3500000.0,tiktok,united-kingdom,False,2024,Beauty&Fashion,MAPPED
6,BashTheEntertainer @bashtheentertainer,10000000.0,,United Kingdom,,3000000.0,tiktok,united-kingdom,False,2024,,
7,Tom Felton @t22felton,9800000.0,0.3,United Kingdom,Acting and Drama,2900000.0,tiktok,united-kingdom,False,2024,Entertainment,MAPPED
8,F.ukuro / Tea @f.ukuro,9300000.0,1.1,United Kingdom,Entertainment and Music Games Video Gaming,2800000.0,tiktok,united-kingdom,False,2024,Tech&Gaming,MAPPED
9,Queen Daro @thequeendaro,8100000.0,,United Kingdom,Beauty and Self Care Business and Finance,2400000.0,tiktok,united-kingdom,False,2024,Beauty&Fashion,MAPPED
10,Roligore @theroligore,6100000.0,,United Kingdom,Entertainment and Music,1800000.0,tiktok,united-kingdom,False,2024,Music,MAPPED
11,Georgia Daniels @gdresin,5500000.0,,United Kingdom,Arts and Crafts Home and Garden,1700000.0,tiktok,united-kingdom,False,2024,Lifestyle,MAPPED
12,Liam Payne @liampayne,5300000.0,0.2,United Kingdom,,1600000.0,tiktok,united-kingdom,False,2024,,
13,Mia & Jerrie @mmeowmmia,4900000.0,1.1,United Kingdom,Pets,1500000.0,tiktok,united-kingdom,False,2024,Lifestyle,MAPPED
14,Lola clark @scoobiezoobie,4600000.0,0.7,United Kingdom,Entertainment and Music,1400000.0,tiktok,united-kingdom,False,2024,Music,MAPPED
15,eva violet @evaaviolett,4600000.0,,United Kingdom,Beauty and Self Care Entertainment and Music,1400000.0,tiktok,united-kingdom,False,2024,Beauty&Fashion,MAPPED
16,Liv Cooke @livcookefs,4600000.0,,United Kingdom,Sports,1400000.0,tiktok,united-kingdom,False,2024,Sports,MAPPED
17,AiSh @aishofficial22,4200000.0,,United Kingdom,Music,1300000.0,tiktok,united-kingdom,False,2024,Music,MAPPED
18,TikTok UK @tiktok_uk,4200000.0,,United Kingdom,,1300000.0,tiktok,united-kingdom,False,2024,,
19,Adam Blythe @thrdfloor,3800000.0,,United Kingdom,Fashion and Accessories,1100000.0,tiktok,united-kingdom,False,2024,Beauty&Fashion,MAPPED
