#,NAME,FOLLOWERS,ER,COUNTRY,TOPIC OF INFLUENCE,POTENTIAL REACH
1,LISA @lalalalisa_m,102.2M,7.02%,South Korea,Singer,30.7M
2,BTS official @bts.bighitofficial,74.4M,2.32%,South Korea,Entertainment and Music Music Band Singer,22.3M
3,SUGA of BTS 민윤기 @agustd,48.7M,9.67%,South Korea,Entertainment and Music Music Musician Band,14.6M
4,Jin of BTS @jin,48M,15.54%,South Korea,Art Music Artist,14.4M
5,이민호 leeminho @actorleeminho,35.1M,4.6%,South Korea,Actors,10.5M
6,이지금 IU @dlwlrma,31.4M,10.75%,South Korea,Entertainment and Music Celebrity Modeling,9.4M
7,TWICE @twicetagram,28.8M,1.42%,South Korea,Art Music Band Modeling,8.6M
8,Stray Kids @realstraykids,27.8M,3.67%,South Korea,Entertainment and Music Band Music Music of Asia,8.3M
9,권지용(權志龍) @xxxibgdrgn,22.4M,3.1%,South Korea,Entertainment and Music Adventure Entertainment,6.7M
10,SOMI @somsomi0309,19.7M,3.14%,South Korea,Modeling Styling Singer Artist,5.9M
11,Bretman Rock @bretmanrock,18.9M,3.78%,South Korea,Celebrity Video Blogger Celebrities Movie Character,5.7M
12,Hyuna Kim @hyunah_aa,18M,0.06%,South Korea,Music of Asia Singer,5.4M
13,황인엽 @hi_high_hiy,17.7M,11.92%,South Korea,Acting and Drama,5.3M
14,TOP 최승현🌙 @choi_seung_hyun_tttop,17.6M,0.72%,South Korea,Entertainment and Music,5.3M
15,NCT Official Instagram @nct,17.3M,0.09%,South Korea,Entertainment and Music Music Band Musician Band,5.2M
16,Song hyekyo @kyo1122,17.3M,6.31%,South Korea,Entertainment and Music Actors,5.2M
17,이동욱 (Official_Instagram) @leedongwook_official,17.2M,4.4%,South Korea,Acting and Drama Celebrity Actors Actor,5.2M
18,NCT 127 Official Instagram @nct127,16.6M,0.1%,South Korea,Entertainment and Music Music Modeling Bands Musicians,5M
19,TOMORROW X TOGETHER OFFICIAL @txt_bighit,15.8M,0.09%,South Korea,,4.7M
20,박신혜/Shin Hye Park @ssinz7,15.6M,3.62%,South Korea,Actors Singer Artist,4.7M
21,SM Entertainment Group @smtown,14.7M,0.51%,South Korea,Entertainment and Music Celebrity Music Singer,4.4M
22,김수현 Kim Soo Hyun 金秀賢 @soohyun_k216,14.4M,5.8%,South Korea,Entertainment and Music Gym Modeling Artist,4.3M
23,Mark Tuan @marktuan,14M,3.88%,South Korea,Entertainment and Music Music Actors,4.2M
24,MUN KA YOUNG @m_kayoung,13.1M,0.1%,South Korea,Actors,3.9M
