rank,name,followers,er,country,topic_of_influence,potential_reach,_platform,_country,_is_global,_year,category_unified,category_status
1,David Beckham @davidbeckham,87M,0.64%,United Kingdom,Sports Soccer Public Figure,26.1M,instagram,united-kingdom,False,2024,Sports,MAPPED
2,Emma Watson @emmawatson,75.4M,1.41%,United Kingdom,Entertainment and Music Fashion and Accessories Education Celebrity,22.6M,instagram,united-kingdom,False,2024,Beauty&Fashion,MAPPED
3,Tom Holland @tomholland2013,66.5M,4.52%,United Kingdom,Entertainment and Music Acting and Drama Actors,19.9M,instagram,united-kingdom,False,2024,Music,MAPPED
4,Millie Bobby Brown @milliebobbybrown,63.3M,0.02%,United Kingdom,Celebrity Actors,19M,instagram,united-kingdom,False,2024,Entertainment,MAPPED
5,Adele @adele,55.9M,4.14%,United Kingdom,Singer Music,16.8M,instagram,united-kingdom,False,2024,Music,MAPPED
6,Zayn Malik @zayn,52.2M,5.09%,United Kingdom,Entertainment and Music Music Singer Musician,15.7M,instagram,united-kingdom,False,2024,Music,MAPPED
7,Ed Sheeran @teddysphotos,46.9M,0.81%,United Kingdom,Entertainment and Music Music Songwriting Singer,14.1M,instagram,united-kingdom,False,2024,Music,MAPPED
8,Liverpool Football Club @liverpoolfc,44.3M,0.39%,United Kingdom,Sports Soccer,13.3M,instagram,united-kingdom,False,2024,Sports,MAPPED
9,Cara Delevingne @caradelevingne,42.1M,0.55%,United Kingdom,Fashion and Accessories Modeling Actor,12.6M,instagram,united-kingdom,False,2024,Beauty&Fashion,MAPPED
10,Jason Statham @jasonstatham,40.5M,2.4%,United Kingdom,Luxury Photography Art,12.2M,instagram,united-kingdom,False,2024,Beauty&Fashion,MAPPED
11,Lewis Hamilton @lewishamilton,35.3M,3.01%,United Kingdom,Sports Racing Formula1 Riders,10.6M,instagram,united-kingdom,False,2024,Sports,MAPPED
12,Victoria Beckham @victoriabeckham,32.7M,0.07%,United Kingdom,Fashion and Accessories Beauty and Self Care Product Showcase Modeling,9.8M,instagram,united-kingdom,False,2024,Beauty&Fashion,MAPPED
13,Arsenal @arsenal,27.7M,0.36%,United Kingdom,Sports Soccer Sports Team Creators & Celebrities,8.3M,instagram,united-kingdom,False,2024,Sports,MAPPED
14,Henry Cavill @henrycavill,27.2M,5.77%,United Kingdom,Art,8.2M,instagram,united-kingdom,False,2024,Lifestyle,MAPPED
