rank,name,followers,er,country,topic_of_influence,potential_reach,_platform,_country,_is_global,_year,category_unified,category_status
1,Gordon Ramsay @gordonramsayofficial,40M,1.1%,United Kingdom,Food,12M,tiktok,united-kingdom,False,2024,Lifestyle,MAPPED
2,mks @mks.vision,20.6M,-,United Kingdom,,6.2M,tiktok,united-kingdom,False,2024,NA,NA
3,Spice King @spicyycam_,19.1M,-,United Kingdom,Food,5.7M,tiktok,united-kingdom,False,2024,Lifestyle,MAPPED
4,Ed Sheeran @edsheeran,15.2M,0.9%,United Kingdom,Entertainment and Music,4.6M,tiktok,united-kingdom,False,2024,Music,MAPPED
5,Queen Star 🧚🏼‍♀️ @queenstaralien,11.6M,0.3%,United Kingdom,Fashion and Accessories Entertainment and Music Music,3.5M,tiktok,united-kingdom,False,2024,Beauty&Fashion,MAPPED
6,BashTheEntertainer @bashtheentertainer,10M,-,United Kingdom,,3M,tiktok,united-kingdom,False,2024,NA,NA
7,Tom Felton @t22felton,9.8M,0.3%,United Kingdom,Acting and Drama,2.9M,tiktok,united-kingdom,False,2024,Entertainment,MAPPED
8,F.ukuro / Tea @f.ukuro,9.3M,1.1%,United Kingdom,Entertainment and Music Games Video Gaming,2.8M,tiktok,united-kingdom,False,2024,Tech&Gaming,MAPPED
9,Queen Daro @thequeendaro,8.1M,-,United Kingdom,Beauty and Self Care Business and Finance,2.4M,tiktok,united-kingdom,False,2024,Beauty&Fashion,MAPPED
10,Roligore @theroligore,6.1M,-,United Kingdom,Entertainment and Music,1.8M,tiktok,united-kingdom,False,2024,Music,MAPPED
11,Georgia Daniels @gdresin,5.5M,-,United Kingdom,Arts and Crafts Home and Garden,1.7M,tiktok,united-kingdom,False,2024,Lifestyle,MAPPED
12,Liam Payne @liampayne,5.3M,0.2%,United Kingdom,,1.6M,tiktok,united-kingdom,False,2024,NA,NA
13,Mia & Jerrie @mmeowmmia,4.9M,1.1%,United Kingdom,Pets,1.5M,tiktok,united-kingdom,False,2024,Lifestyle,MAPPED
14,Lola clark @scoobiezoobie,4.6M,0.7%,United Kingdom,Entertainment and Music,1.4M,tiktok,united-kingdom,False,2024,Music,MAPPED
15,eva violet @evaaviolett,4.6M,-,United Kingdom,Beauty and Self Care Entertainment and Music,1.4M,tiktok,united-kingdom,False,2024,Beauty&Fashion,MAPPED
16,Liv Cooke @livcookefs,4.6M,-,United Kingdom,Sports,1.4M,tiktok,united-kingdom,False,2024,Sports,MAPPED
17,AiSh @aishofficial22,4.2M,-,United Kingdom,Music,1.3M,tiktok,united-kingdom,False,2024,Music,MAPPED
18,TikTok UK @tiktok_uk,4.2M,-,United Kingdom,,1.3M,tiktok,united-kingdom,False,2024,NA,NA
19,Adam Blythe @thrdfloor,3.8M,-,United Kingdom,Fashion and Accessories,1.1M,tiktok,united-kingdom,False,2024,Beauty&Fashion,MAPPED
20,chartel @charlotte__martel,3.6M,-,United Kingdom,Arts and Crafts,1.1M,tiktok,united-kingdom,False,2024,Lifestyle,MAPPED
21,NickelodeonUK @nickelodeonuk,3.4M,-,United Kingdom,Entertainment and Music Animation and Cosplay,1M,tiktok,united-kingdom,False,2024,Tech&Gaming,MAPPED
22,Adam :) @_adammcg,3M,13.3%,United Kingdom,Entertainment and Music,900K,tiktok,united-kingdom,False,2024,Music,MAPPED
