#,NAME,FOLLOWERS,ER,COUNTRY,TOPIC OF INFLUENCE,POTENTIAL REACH
1,Bassma Boussil @bassmaboussel,251.8K,0.3%,Morocco,Beauty & Self Care,75.5K
2,Adil Taouil - عادل تاويل @adiltaouil,138.8K,1.89%,Morocco,Entertainment & Music Upskilling,41.6K
3,Hespress - هسبريس @hespress,137.3K,0.11%,Morocco,Education News & Politics,41.2K
4,Raja Club Athletic @rcaofficiel,105.7K,1.95%,Morocco,Sports,31.7K
5,Ihssane Benalluch احسان بنعلوش 🇲🇦 @ihssanebenalluch,94.6K,0.97%,Morocco,Life & Society Education,28.4K
6,أسما لمنور asma lmnawar @asmalmnawar,78.5K,-,Morocco,Entertainment & Music,23.5K
7,Elbotola : البطولة @elbotola,72.1K,0.36%,Morocco,Sports,21.6K
8,Rajaa Belmir @rajaabelmir,68.6K,1.05%,Morocco,Entertainment & Music,20.6K
9,Welovebuzz @welovebuzzar,65.5K,1.13%,Morocco,Entertainment & Music,19.6K
10,Amine Raghib @raghib.official,51K,1.49%,Morocco,Education Upskilling,15.3K
11,Bahaeddine Esannaghi @bahae.sanari,45.8K,2.68%,Morocco,Travel,13.7K
12,Amina Dehbi - أمينة الذهبي @amina.dehbi,40.8K,1.98%,Morocco,Education,12.2K
13,Welovebuzz @welovebuzz,39.7K,-,Morocco,Entertainment & Music Life & Society,11.9K
14,𝐅𝐀𝐓𝐈 𝐉𝐀𝐌𝐀𝐋𝐈 فاتي جمالي @fatijamaliofficiel,38.7K,0.9%,Morocco,Entertainment & Music,11.6K
15,Morocco Talks Football @moroccotalksfootball,34K,1.55%,Morocco,Sports,10.2K
16,AMINUX @aminuxamine,32K,0.28%,Morocco,Entertainment & Music,9.6K
17,CHOUF TV @chouftv_official,31.2K,0.49%,Morocco,Entertainment & Music,9.4K
18,Moroccan Rap Lyrics / MRL © @moroccanrap_lyrics,30.9K,1.73%,Morocco,Entertainment & Music,9.3K
19,سكينة soukaina @souky_s_life,27K,2.36%,Morocco,Beauty & Self Care Fashion & Accessories,8.1K
20,Jıhad BenAllouch جهاد بن علوش @jihadebenalluch,26K,1%,Morocco,Travel Fashion & Accessories Lifestyle Environment,7.8K
21,مروى الريوي | Marwa Rioui @marwarioui,23.3K,2.24%,Morocco,Fitness & Health Food Travel,7K
22,Sohaib Dziri @souhaib_dziri,22.6K,0.78%,Morocco,Education Upskilling,6.8K
23,Ismail hjila @ismail.iwi,21.6K,2.27%,Morocco,Arts & Crafts,6.5K
24,Visit Morocco @visit_morocco_,21.4K,0.78%,Morocco,Travel,6.4K
25,Fatine Badi @cooking_by_fatine,20.1K,1.51%,Morocco,Food,6K
26,𝐀𝐲𝐨𝐮𝐛 𝐈𝐝𝐫𝐢 @ayoubidri,19.3K,1.43%,Morocco,Funny,5.8K
27,Simply Morocco @simplymorocco,18.7K,0.85%,Morocco,Travel Product Showcase,5.6K
28,DEEP WEB MAROC 🇲🇦 @deepwebmaroc,18.6K,0.34%,Morocco,,5.6K
29,SKAYMEN 🇲🇦 @skaymen.official,15.7K,3.03%,Morocco,Fashion & Accessories,4.7K
30,Badr Soultan @badrsoultan,15.5K,0.69%,Morocco,Entertainment & Music,4.7K
31,Sabah Benchouikh|صباح بنشويخ @sabah_benchouikh,15.5K,-,Morocco,Travel,4.7K
32,Anass Ait Lahcen @anass_ait_lahcen,15.3K,0.65%,Morocco,Arts & Crafts Education,4.6K
33,MRS 🇲🇦 @mrsprod,15.3K,2%,Morocco,Entertainment & Music,4.6K
34,𝓗𝓪𝓷𝓪𝓮 𝓔𝓵𝓶𝓻𝓲𝓷𝓲 𝓞𝓯𝓯𝓲𝓬𝓲𝓮𝓵 @hanaeelmriniofficiel,14.8K,1.22%,Morocco,Fashion & Accessories,4.4K
35,Mohamed Azzouzi @diib.diibologie,14.3K,0.84%,Morocco,Entertainment & Music,4.3K
36,Fakhreddine EL HAMRI @fa5rdin,14.2K,3.04%,Morocco,Product Education,4.3K
37,Fadwa Fakhari | فدوة فخاري @fadwa.fakhari,13.3K,0.68%,Morocco,Beauty & Self Care,4K
38,Moroccan Mix @moroccan.mixx,12.9K,3.58%,Morocco,Entertainment & Music Sports,3.9K
39,Achraf Bcf | أشرف بيسياف @achrafbcf,12.8K,1.35%,Morocco,Entertainment & Music Comedy,3.8K
40,📍زهراء الساهر🇲🇦🀄️ @zahrae_al_saher,12.5K,1.53%,Morocco,Entertainment & Music Fashion & Accessories,3.8K
41,Zaynab | زَينب @zinaboussama01,12.5K,0.68%,Morocco,Entertainment & Music,3.7K
42,Mrg - Moroccan Rap Gold @moroccanrapgold,12.3K,0.81%,Morocco,,3.7K
43,May 🫶🏼 @maymyatnoe_may,11.7K,1.8%,Morocco,Fashion & Accessories,3.5K
44,N OU H A | نُهَى فتحي @nouha_fathi,11.4K,0.32%,Morocco,Life & Society,3.4K
45,Eman Shmety - إيمان الشميطي 🇲🇦 @emanshmety,11.2K,0.4%,Morocco,Entertainment & Music,3.4K
46,SA7IR 🪄 الساحر @abdelhakeljamai,10.6K,1.87%,Morocco,Entertainment & Music,3.2K
47,Houssam bidda 🇲🇦 حسام بيدة @chef_houssambidda,10.3K,0.62%,Morocco,Food,3.1K
48,Jihane Kidari - جيهان كيداري @jihane_kidari,10.3K,6.43%,Morocco,,3.1K
49,𝐋𝐚 𝐌𝐚𝐦𝐨𝐮𝐧𝐢𝐚 𝐌𝐚𝐫𝐫𝐚𝐤𝐞𝐜𝐡 @lamamouniamarrakech,10.3K,0.15%,Morocco,Travel Hospitality,3.1K
50,𝓦𝓮𝓵𝓬𝓸𝓶𝓮 𝓽𝓸 𝓶𝔂 𝓸𝔀𝓷 𝓾𝓷𝓲𝓿𝓮𝓻𝓼𝓮 @asmae_aboubigi,10.2K,0.6%,Morocco,Education,3.1K
51,Ayoub Elkalai | أيوب القلعي @ayoub_elkalai,10.1K,1.36%,Morocco,Filmmaker,3K
52,Lallalaarossaa.com I لالة لعروسة @lalla_laarossaa,9K,0.09%,Morocco,Fashion & Accessories,2.7K
53,Hicham Mallouli - هشام ملولي @hichammallouli,8.6K,0.21%,Morocco,Entertainment & Music Education Auto and Vehicles,2.6K
54,Moroccan Lions @les_lions212,8.6K,1.17%,Morocco,Entertainment & Music,2.6K
55,FADOUA | Gateauty @gateauty,8.6K,0.47%,Morocco,Food,2.6K
56,𝕯𝖊𝖒𝖔𝖓324 🇲🇦 @demon324official,8.5K,0.9%,Morocco,Entertainment & Music,2.5K
57,Fouad Qebibo | فؤاد قبيبو @fouad_qebibo,7.8K,0.35%,Morocco,Home & Garden Fashion & Accessories,2.3K
58,Houda Majd @houdamajd,7.7K,0.09%,Morocco,Acting & Drama Beauty & Self Care,2.3K
59,Raven Navera @ravennavera,7.6K,0.33%,Morocco,Travel,2.3K
60,HOUDA BELKORCHI | هدى بلقُرشي ♡ @houda_belkorchi_,7.6K,1.48%,Morocco,Education Travel,2.3K
61,Meryem Asouab @meryemasouab,7.6K,7.47%,Morocco,Fashion & Accessories Beauty & Self Care,2.3K
62,ɪᴋʙᴀʟ|اقبال🇲🇦 @ikbal_el_khadiri,7.4K,2.78%,Morocco,Entertainment & Music,2.2K
63,Nabil Belhirch @bololo90,7.3K,-,Morocco,Arts & Crafts Animation & Cosplay Entertainment & Music,2.2K
64,فايز حول العالم @traviler1,7.3K,0.4%,Morocco,Travel,2.2K
65,𝐒𝐨𝐫𝐚𝐲𝐚 𝐀𝐳𝐳𝐚𝐛𝐢 @bragwall,6.8K,0.07%,Morocco,Fashion & Accessories Acting & Drama,2K
66,Kamal Taouil @kamal_taouil,6.7K,0.83%,Morocco,Arts & Crafts,2K
67,MOHAMED EL MARNISSI @mohamed.elmarnissi,6.6K,7.94%,Morocco,Auto and Vehicles Sports Education,2K
68,🌸🇲🇦حسناء🇲🇦🌸 @beautiful4hijab,6.4K,0.15%,Morocco,Fashion & Accessories,1.9K
69,omar_messabihi @omar_messabihi,5.8K,0.38%,Morocco,Entertainment & Music,1.7K
70,Reda Bouya @redline.jpeg,5.8K,1.7%,Morocco,Games,1.7K
71,TACH 🇲🇦 @21tach,5.8K,0.87%,Morocco,,1.7K
72,Hotels | Resorts | Travel @marokkohotels,5.6K,0.75%,Morocco,Travel,1.7K
73,Wydad Chakir | وداد شكير @wydad_chak,5.5K,0.69%,Morocco,Fashion & Accessories,1.7K
74,X7KIRA7 @x7kira,5.4K,1.4%,Morocco,Entertainment & Music,1.6K
75,Oomp Camp (Montay Da God EL) 🇲🇦 @djmontay,5.4K,-,Morocco,Entertainment & Music,1.6K
76,Mohamed | سموح 🇲🇦🐅 @mohamed_samouh,5.4K,3.6%,Morocco,Education,1.6K
77,Fashion beauty @the_beautiful_moroccain,5.3K,0.32%,Morocco,Beauty & Self Care,1.6K
78,Arryadia @arryadiatv,5.1K,-,Morocco,Sports,1.5K
79,Instamarrakech @instamarrakech,5.1K,0.62%,Morocco,Travel Photography,1.5K
