#,NAME,FOLLOWERS,ER,COUNTRY,TOPIC OF INFLUENCE,POTENTIAL REACH
1,Achraf Hakimi @achrafhakimi,19.9M,3.6%,Morocco,Sports Soccer Journalists,6M
2,saadlamjarred @saadlamjarred1,15.2M,0.5%,Morocco,Entertainment and Music Music Lifestyle Singer,4.6M
3,أسما لمنور asma lmnawar @asmalmnawar,13.3M,0.54%,Morocco,Entertainment and Music Music Singer,4M
4,Salma Rachid @salmarachid.official,10.8M,0.42%,Morocco,Entertainment and Music Music,3.2M
5,Rajaa Belmir @rajaabelmir,10.5M,1.24%,Morocco,Entertainment and Music Music Humor Celebrities,3.1M
6,Dunia Batma 🇲🇦 🎤 @dunia_batma,9.7M,0.12%,Morocco,Art Singer,2.9M
7,Zouhair Bahaoui @zouhairbahaoui,9.6M,0.31%,Morocco,Entertainment and Music Singer Music,2.9M
8,KAWTAR BA-MOHAMED كوثر بامو @kawtarbamo,8.6M,4.21%,Morocco,Beauty,2.6M
9,Ibtissam Tiskat @ibtissamtiskatofficial,7.8M,0.28%,Morocco,Entertainment and Music Singer,2.3M
10,Rachid Allali @allalirachid,7.7M,0.11%,Morocco,Entertainment and Music Entertainment,2.3M
11,Safae Hbirkou @hbirkousafae_officiel,7M,1.23%,Morocco,family,2.1M
12,Yassine Bounou “BONO” @bounouyassine_bono,6.6M,3.54%,Morocco,Soccer,2M
13,Leila Hadioui @leilahadioui,6.6M,0.19%,Morocco,Art Fashion Celebrity Modeling,2M
14,Meryem Asouab @meryemasouab,6.6M,2.69%,Morocco,Fashion and Accessories Beauty and Self Care Modeling,2M
15,HATIM AMMOR | حاتم عمور @hatimammor,6.4M,0.12%,Morocco,Entertainment and Music Music Singer,1.9M
16,Stars Casablanca - نجوم الدار البيضاء @stars_casablanca,6M,0.19%,Morocco,Entertainment and Music Magazines,1.8M
17,Bassma Boussil @bassmaboussel,5.9M,1.71%,Morocco,Beauty and Self Care Business and Finance Celebrities Hair & Beauty,1.8M
18,𝐅𝐀𝐓𝐈 𝐉𝐀𝐌𝐀𝐋𝐈 فاتي جمالي @fatijamaliofficiel,5.8M,0.24%,Morocco,Entertainment and Music Celebrity Music Modeling,1.7M
19,Karima Gouit Official @karimagouit,5.7M,0.56%,Morocco,Entertainment and Music Celebrity Music Modeling,1.7M
20,Farah El Fassi | فرح الفاسي @farahelfassi1,5.2M,0.56%,Morocco,Entertainment and Music Singer Music,1.6M
21,Adil Taouil - عادل تاويل @adiltaouil,5M,3.63%,Morocco,Entertainment and Music Upskilling Modeling,1.5M
22,AMINUX @aminuxamine,4.8M,0.25%,Morocco,Entertainment and Music Music Band,1.4M
23,Safaa Hanaa | صفاء هناء @safaahanaa,4.4M,0.47%,Morocco,Arts and Crafts Singer,1.3M
24,Nouaman Belaiachi @nouamanbelaiachi,4.3M,0.36%,Morocco,Entertainment and Music Music Modeling Actors,1.3M
25,Medhi Benatia @m.benatia5,4.3M,2.29%,Morocco,Fitness Lifestyle,1.3M
26,Ihssane Benalluch احسان بنعلوش 🇲🇦 @ihssanebenalluch,4.3M,5.2%,Morocco,Life and Society Education Lifestyle Celebrities,1.3M
27,ZOUBER @ezzoubairhilal,4.2M,8.23%,Morocco,Entertainment and Music Animation and Cosplay Celebrity Coaching,1.3M
28,Hicham Masrar @hichammasrar1,4M,0.15%,Morocco,Fitness and Health Modeling Actors,1.2M
29,M2THAK @m2thakshow,3.9M,1.22%,Morocco,Music,1.2M
30,Nouhaila Barbie l نهيلة باربي @nouhaila_barbie,3.9M,0.47%,Morocco,Fashion and Accessories Beauty and Self Care,1.2M
31,Iman Elbani Yildirim @iman_elbani,3.6M,1.04%,Morocco,Fashion and Accessories Celebrity Modeling,1.1M
32,Jihane Kidari - جيهان كيداري @jihane_kidari,3.5M,2.47%,Morocco,Celebrity Modeling,1.1M
33,Samira Said @samirasaid,3.3M,0.3%,Morocco,Entertainment and Music Modeling Singer,1M
34,Sofiane Boufal @sofianeboufal_19,3.3M,15.96%,Morocco,,989.4K
35,Nora Skali Bellahcen @noraskaliofficial,3.3M,0.37%,Morocco,Acting and Drama,978K
36,Ihab Amir @ihabamirofficiell,3.2M,0.25%,Morocco,Art Singer Music Songwriting,973.4K
37,Momo Bousfiha @momoofficiel,3.2M,0.37%,Morocco,Entertainment and Music Funny Celebrity Moms,967K
38,Houda Saad @houdasaadofficiel,3.2M,0.09%,Morocco,Entertainment and Music Singer Music Songwriting,949.4K
39,Zakaria Aboukhlal @zakariaaboukhlal,3.1M,4.88%,Morocco,Sports,942.8K
40,Jaouad Qennana l جواد قنانة @jawadbingo,3.1M,0.42%,Morocco,Beauty and Self Care,940.6K
41,Fatima Zahra Qanboua @fatimazahraqanboua_,3.1M,0.58%,Morocco,Celebrity,933.2K
42,LB€NJ @lbenjofficial,3.1M,2.74%,Morocco,Entertainment and Music Music Modeling,915.9K
43,L7OR 🕊 الحر @l7or75,3M,1.02%,Morocco,Entertainment and Music Modeling Singer Music,908.7K
44,Taliss 🇲🇦 طاليس @taliss1,3M,0.52%,Morocco,Entertainment and Music Animation and Cosplay Arts and Crafts Humor,889.1K
45,Raja Club Athletic @rcaofficiel,2.9M,2.09%,Morocco,Sports Personal Finance Soccer Training,868K
46,Larhrib Younes @larhrib_younes,2.8M,0.31%,Morocco,,834.7K
47,Chorouk #MissArabWorld👑❤👄 @choroukchelouatiofficiel,2.7M,0.98%,Morocco,Entertainment and Music Beauty and Self Care Modeling,811.4K
48,ZinaDaoudia @zinadaoudia,2.6M,0.76%,Morocco,Singer Music,777.5K
49,Asmae Amrani @asmaeamraniofficiel,2.6M,1.5%,Morocco,Beauty and Self Care Life and Society Lifestyle,776.6K
50,B O U C H R A D D E A U ⚡️🇲🇦 @bouchra_ddeau,2.5M,0.07%,Morocco,Entertainment and Music,752.1K
51,JAMILA EL BADAOUI🇲🇦 @jamila_elbadaoui,2.4M,0.85%,Morocco,Beauty and Self Care Singer,732.4K
52,Rabie Skalli | ربيع الصقلي @rabii.skalli,2.4M,2.71%,Morocco,Entertainment and Music Acting and Drama Celebrity,723.1K
53,Btissam Batma | ابتسام بطمة @btissambatmaofficial,2.3M,0.61%,Morocco,Fashion and Accessories,701.7K
54,📍زهراء الساهر🇲🇦🀄️ @zahrae_al_saher,2.2M,1.74%,Morocco,Entertainment and Music Fashion and Accessories Music,665.2K
55,YouYou🦁 @ennesyri15,2.2M,10.28%,Morocco,Soccer,648.1K
56,مروى الريوي | Marwa Rioui @marwarioui,2.1M,1.93%,Morocco,Fitness and Health Food Travel,644.9K
57,Zakaria Ghafouli @zakariaghafouli,2.1M,0.03%,Morocco,Entertainment and Music Music,637K
58,Fatine Badi @cooking_by_fatine,2.1M,3.15%,Morocco,Food Food and Drink,628.4K
59,Idar Hatim @hatimidarofficial,2.1M,0.08%,Morocco,Celebrity Actors Music Singer,626.3K
60,Hind Elmekaoui - هند المكاوي @hindelmekaoui,2.1M,4.69%,Morocco,Beauty and Self Care Romance and Wedding Events,626.1K
61,Narjiss El Hallak نرجس الحلاق @narjiss.el_hallak,2.1M,4.22%,Morocco,family Marketing and Advertising,623.9K
62,Miryam Labiad 🇲🇦 @mimialeblanc,2.1M,1.37%,Morocco,Fashion and Accessories Arts and Crafts Parenting Lifestyle,618.5K
63,Badr Soultan @badrsoultan,2M,0.64%,Morocco,Entertainment and Music Celebrity Soccer Lifestyle,612.6K
64,Ghita Asfour @ghita_asfour,2M,1.64%,Morocco,Beauty and Self Care,611K
65,Amal Amal @essaqramal,2M,0.25%,Morocco,Acting and Drama Celebrity Singer Music,610K
66,Abubakr Abu Azaitar @abuazaitar,2M,0.82%,Morocco,Sports,607.4K
67,Sofia Charaf | صوفيا شرف @sofiacharafofficiel,2M,2.4%,Morocco,Acting and Drama Lifestyle,602.9K
68,الـــمـــغــرب بـــلادي 🇲🇦 @morocco_beladi,1.9M,0.23%,Morocco,,580.1K
69,SONBOLA @fatima_zahra_el_ibrahimi,1.9M,0.47%,Morocco,Acting and Drama Entertainment and Music Celebrity Modeling,578.2K
