#,NAME,FOLLOWERS,ER,COUNTRY,TOPIC OF INFLUENCE,POTENTIAL REACH
1,Alisha Lehmann @alishalehmann7,16.6M,4.55%,Switzerland,Outdoor Activity Sports Soccer,5M
2,Roger Federer @rogerfederer,12.2M,1.49%,Switzerland,Sports Tennis,3.6M
3,Michelle Hunziker @therealhunzigram,5.8M,0.96%,Switzerland,Entertainment and Music Pets Finance Modeling,1.7M
4,Pamela Alexandra @pamelaalexandra,5.4M,0.19%,Switzerland,Food Travel Lifestyle Styling,1.6M
5,Sarah Angius @sarahangius,3.9M,0.44%,Switzerland,Beauty and Self Care Parenting Lifestyle Styling,1.2M
6,Granit Xhaka @granitxhaka,3.2M,1.99%,Switzerland,Sports Romance and Wedding Soccer Coaching,946.7K
7,Dayan Kolev @dayan.kole,3.1M,4.55%,Switzerland,,936.1K
8,Kristina Bazan @kristinabazan,2.7M,0.08%,Switzerland,Entertainment and Music Modeling,800.7K
9,Claudio Castagnoli @claudiocsro,2.5M,0.41%,Switzerland,Sports Food Restaurants,750.9K
10,Rafiath Rashid Mithila @rafiath_rashid_mithila,2.2M,0.09%,Switzerland,Acting and Drama Education Celebrity Singer,673.5K
11,Kevin Lütolf @kevinlutolf,2M,2.69%,Switzerland,Finance Business and Finance Modeling Lifestyle,599.6K
12,Patek Philippe @patekphilippe,2M,0.51%,Switzerland,Fashion and Accessories Luxury,587.5K
13,𝐆𝐮𝐢𝐥𝐥𝐚𝐮𝐦𝐞 𝐐𝐮𝐞𝐧𝐞𝐭 @balkrof,1.8M,8.7%,Switzerland,Parenting Fashion Moms Children,530.3K
14,Darius Sinathrya K @darius_sinathrya,1.7M,0.54%,Switzerland,Auto and Vehicles Celebrity,501.8K
15,Igor Rickli @igorrickli,1.6M,2.09%,Switzerland,Education Life and Society Actors,470.5K
16,Patrizia🇨🇭➕🇩🇴 @patriziayanguela,1.5M,0.07%,Switzerland,Entertainment and Music Automotive,451.5K
17,📍SWITZERLAND🇨🇭 @landscapes_sisiswiss,1.4M,1.02%,Switzerland,Nature Outdoor Activity Travel,431.6K
18,swiss | Xplorers🇨🇭 @swissxplorers_,1.4M,33.51%,Switzerland,Nature Travel,417.8K
19,Senai Senna @sennarelax,1.4M,0.5%,Switzerland,Travel Photography Adventure Nature & Outdoors,408.2K
20,JESSICA GISMONDI @jessica.gismondi,1.4M,0.07%,Switzerland,Travel Business and Finance Marketing and Advertising Lifestyle,405.9K
21,👻 Snapchat: Fashion_lalo 👻 @fashion_lalo,1.2M,0.08%,Switzerland,Fashion and Accessories Lifestyle,366K
22,Daniela Scuderi @daniellapintto,1.2M,1.6%,Switzerland,family Fashion and Accessories Travel Video Creator,353.2K
23,Stefano Tratto @stefanotratto,1.1M,3.49%,Switzerland,Travel Lifestyle Modeling Celebrities,320.6K
24,Dimash Adilet | Geneva @dimashadilet,1.1M,1.33%,Switzerland,Finance Education Business and Finance Lifestyle,319.2K
25,Gina Virahya @ginaa.24,1M,0.61%,Switzerland,Travel Beauty and Self Care Product Showcase Food,310.1K
26,Diana General @generalgirl666,1M,0.53%,Switzerland,,309.6K
27,Fabio Cordella @fabio_cordella,1M,3.98%,Switzerland,Business and Finance,306.9K
28,Céline Centino🖤 @ccentino,1M,7.34%,Switzerland,Fashion and Accessories Modeling,305.5K
29,Daniela Christiansson @danielachristiansson,1M,0.38%,Switzerland,Education Parenting Modeling,304K
30,Camilla Neuroni @princesscamilla,1M,0.98%,Switzerland,Travel Fashion Photography Entrepreneur,301.4K
31,Mike Horn @mikehornexplorer,968.4K,0.74%,Switzerland,Outdoor Activity Education,290.5K
32,CERN @cern,963.1K,0.78%,Switzerland,Education,288.9K
33,🇨 🇭 🇮 🇨 🇦 🇸 @chicasfelices,937.9K,0.65%,Switzerland,Entertainment and Music,281.4K
34,Stephan Lichtsteiner @stephanlichtsteiner,922.8K,0.6%,Switzerland,,276.8K
35,Bada$$ B Christina Bertevello @christina.bertevello,910.8K,4.84%,Switzerland,Fashion and Accessories Modeling Health & Fitness,273.2K
36,𝐆𝐈𝐍𝐓𝐀 @ginta,885.7K,3.88%,Switzerland,Entertainment and Music Music Singer Songwriting,265.7K
37,Linus @linus_dj,855.9K,1.01%,Switzerland,Travel Fashion Photography,256.8K
38,عبدالمجيد الفوزان @mjeedalfawzan,789.5K,4.24%,Switzerland,Entertainment and Music,236.9K
39,ANTONIO BELLAROBA | MENSWEAR FASHION /TRAVEL /LIFESTYLE @toni.b_official,787.7K,0.66%,Switzerland,Fashion and Accessories Upskilling,236.3K
40,Switzerland 🇨🇭 @swissaway,785.1K,0.84%,Switzerland,Travel Nature,235.5K
41,Cindy Landolt @cindytraining,766.8K,1.86%,Switzerland,Fitness and Health Coaching Training,230K
42,The Gstaad Guy @gstaadguy,713.8K,11.55%,Switzerland,Art,214.1K
43,Songül Ünsal @songulunsall,662.2K,1.2%,Switzerland,Education,198.6K
44,Nadine Huber @house.of.huber,632.9K,0.34%,Switzerland,Fashion and Accessories family Business and Finance Moms,189.9K
45,Nicolas Sandmeier @nicoceps,602K,4.98%,Switzerland,Fitness and Health Photography Gym Training,180.6K
46,Nguyen Ngoc Cam Tu @kundigtu,596K,2.24%,Switzerland,,178.8K
47,Hani Liha @makeupbyliha,588.9K,0.25%,Switzerland,Beauty and Self Care Business Hair & Beauty Celebrities,176.7K
48,Switzerland 🇨🇭 Travel | Hotels | Food | Tips @switzerland_incredible,585.7K,0.08%,Switzerland,,175.7K
