#,NAME,FOLLOWERS,ER,COUNTRY,TOPIC OF INFLUENCE,POTENTIAL REACH
1,Leana Deeb @leanadeeb,12.1M,1.5%,Uruguay,,3.6M
2,El Pepe @elpepeskrt,4.9M,-,Uruguay,Entertainment and Music,1.5M
3,_VECINITA_ @moralees_mel,1.7M,-,Uruguay,,510K
4,TRIPPIA @_romi.ff,1.7M,0.2%,Uruguay,,510K
5,Claudinioh ⚡️ @claudinio,1.4M,-,Uruguay,Entertainment and Music,420K
6,Alaska🇺🇾 @alaskkag,1.4M,0.1%,Uruguay,,420K
7,Monteritooo🤪 @montero.okk._,1.2M,-,Uruguay,,360K
8,Sheii Fernandez @sheikfernandez,1.1M,-,Uruguay,,330K
9,rafatn30 @rafatn30,985.3K,0.3%,Uruguay,Acting and Drama Celebrity,295.6K
10,Joaquín @joacoouru,917K,-,Uruguay,,275.1K
11,sabrina_basualdoo @sabrina_basualdoo,909.3K,-,Uruguay,,272.8K
12,S E B A S 🥷 @sebasilencio,883.1K,-,Uruguay,,264.9K
13,Nathael Melo💕 @nathayfamilia,867.5K,-,Uruguay,,260.3K
14,JM22OFFICIAL Ⓜ️ @jm22official,867.1K,-,Uruguay,Travel,260.1K
15,Sergio_hagopian @sershyhagop,836.5K,-,Uruguay,,251K
16,DiegoMartins🇺🇾 @diego_martins25,803.8K,-,Uruguay,,241.1K
17,Seba González @sebastandup,779K,0.1%,Uruguay,,233.7K
18,Santi Ibarbourou @santi_ibarbourou,776.6K,-,Uruguay,,233K
19,•𝔸𝕟𝕥𝕠𝕟𝕖𝕝𝕝𝕒• @aanto.contreras,758.4K,-,Uruguay,,227.5K
20,Lil_farra23 @lil_farra,722.6K,-,Uruguay,,216.8K
21,KinoRules @kinorules,711.6K,0.3%,Uruguay,,213.5K
22,Diego Ugarte @_diego_tm,660.8K,-,Uruguay,,198.2K
23,𝐀𝐧𝐧𝐝𝐲 @annviera44,625.4K,0.2%,Uruguay,Fashion and Accessories,187.6K
24,Rusa @r4luz,595.9K,0.1%,Uruguay,,178.8K
25,Fabi Morales @fabi.moralees,594.9K,-,Uruguay,,178.5K
26,Fefo Alegre @felialegrev,593K,-,Uruguay,,177.9K
27,francomoreeira @francomoreeira,585.8K,-,Uruguay,,175.7K
28,Harryh @iharryh,576.7K,-,Uruguay,,173K
29,Mathias Crosa @mathiascrosa,565.9K,-,Uruguay,,169.8K
30,Tabaré Alonso @tabarealonso,537.2K,-,Uruguay,Travel,161.2K
31,Luciana @luucolombo,534.4K,-,Uruguay,,160.3K
32,Javo Machado @javomachado,531.8K,-,Uruguay,,159.5K
