#,NAME,FOLLOWERS,ER,COUNTRY,TOPIC OF INFLUENCE,POTENTIAL REACH
1,Maria Becerra @mariabecerra,625.3K,3%,Argentina,Entertainment & Music,187.6K
2,CNN en Español @cnnee,482.4K,0.06%,Argentina,Entertainment & Music News,144.7K
3,Boca Juniors @bocajrsoficial,437.1K,0.54%,Argentina,Sports,131.1K
4,TyC Sports @tycsports,393K,0.82%,Argentina,Sports,117.9K
5,AGUANTA! @aguanta,286.1K,0.92%,Argentina,Entertainment & Music Funny,85.8K
6,Pampita @pampitaoficial,224.5K,-,Argentina,Fashion & Accessories Acting & Drama,67.4K
7,Stef Roitman @stefroitman,218.8K,0.28%,Argentina,Acting & Drama,65.6K
8,TN - Todo Noticias @todonoticias,196.3K,0.28%,Argentina,Education Life & Society,58.9K
9,Tipico de Argentinos @tipico_de_argentinos,181.9K,1.28%,Argentina,Funny,54.6K
10,Infobae @infobae,180.1K,0.09%,Argentina,Entertainment & Music News & Politics,54K
11,Locos X el Asado @locosxelasado,172.4K,-,Argentina,,51.7K
12,Sol Perez @lasobrideperez,149K,0.91%,Argentina,Fitness & Health Beauty & Self Care,44.7K
13,FMS ARGENTINA 🇦🇷 @fmsarg,137.7K,0.19%,Argentina,Entertainment & Music,41.3K
14,Agueda Correa @iaaras2,135.7K,0.88%,Argentina,Entertainment & Music Funny,40.7K
15,Albere🦋 @albereee_,123.6K,1.9%,Argentina,Fashion & Accessories,37.1K
16,celeste @celepamio,123.5K,0.72%,Argentina,Fashion Modeling,37.1K
17,China suarez @sangrejaponesa,122.6K,1.69%,Argentina,Acting & Drama,36.8K
18,Iɢɴᴀᴄɪᴏ Bᴀʟᴀᴅᴀɴ @ignaciobaladan,117.4K,0.57%,Argentina,Food,35.2K
19,Fito Paez @fitopaezmusica,102.5K,0.76%,Argentina,Entertainment & Music,30.7K
20,Pimpeano @pimpeano,102.4K,1.46%,Argentina,Entertainment & Music Funny,30.7K
21,Samsung Latinoamérica @samsunglatin,102.1K,0.13%,Argentina,Product Education Product Showcase,30.6K
22,El Misionero @misioflow1,99.6K,0.14%,Argentina,Entertainment & Music Animation & Cosplay,29.9K
23,Giulia Benite @giuliabenite,92K,0.46%,Argentina,,27.6K
24,Juampi González️️️ @juampigon,74K,0.12%,Argentina,Entertainment & Music,22.2K
