rank,name,followers,er,audience_country,topic_of_influence,potential_reach,_platform,_country,_is_global,_year,category_unified,category_status
1,Siew Pui Yi 🤍 @ms_puiyi,22100000.0,0.05,Japan,Art Entertainment and Music Celebrity Modeling,6600000.0,instagram,japan,False,2024,Beauty&Fashion,MAPPED
2,모모 (MOMO) @momo,14500000.0,0.1,Japan,,4300000.0,instagram,japan,False,2024,,
3,Nadine Lustre @nadine,12700000.0,1.59,Japan,Fashion and Accessories Singer Music TV Shows,3800000.0,instagram,japan,False,2024,Beauty&Fashion,MAPPED
4,사나 𝚂𝚊𝚗𝚊 @m.by__sana,11600000.0,11.1,Japan,,3500000.0,instagram,japan,False,2024,,
5,Sakura Miyawaki @39saku_chan,10800000.0,17.08,Japan,Entertainment and Music,3300000.0,instagram,japan,False,2024,Music,MAPPED
6,i_am_kiko @i_am_kiko,7900000.0,0.49,Japan,Fashion and Accessories Modeling,2400000.0,instagram,japan,False,2024,Beauty&Fashion,MAPPED
7,Stray Kids JAPAN OFFICIAL(JYP) @straykids_official_jp,6500000.0,8.09,Japan,,2000000.0,instagram,japan,False,2024,,
8,윤정한 @jeonghaniyoo_n,6400000.0,31.71,Japan,,1900000.0,instagram,japan,False,2024,,
9,藤田ニコル @2525nicole2,6200000.0,0.45,Japan,Fashion and Accessories Riders Lifestyle,1800000.0,instagram,japan,False,2024,Beauty&Fashion,MAPPED
10,Tomohisa Yamashita @tomo.y9,5200000.0,5.31,Japan,Entertainment and Music,1600000.0,instagram,japan,False,2024,Music,MAPPED
11,TWICE JAPAN OFFICIAL @jypetwice_japan,5200000.0,9.48,Japan,Entertainment and Music Music,1600000.0,instagram,japan,False,2024,Music,MAPPED
12,森咲智美 Tomomi Morisaki @morisakitomomi,4900000.0,0.47,Japan,Entertainment and Music Moms,1500000.0,instagram,japan,False,2024,Music,MAPPED
13,新木優子 @yuuuuukko_,4900000.0,1.92,Japan,Celebrity Lifestyle Modeling,1500000.0,instagram,japan,False,2024,Beauty&Fashion,MAPPED
14,佐々木希 @nozomisasaki_official,4800000.0,0.7,Japan,Fashion and Accessories Modeling,1400000.0,instagram,japan,False,2024,Beauty&Fashion,MAPPED
