#,NAME,FOLLOWERS,ER,COUNTRY,TOPIC OF INFLUENCE,POTENTIAL REACH
1,L U C I A N A 🦋 F U S T E R @lucianafusterg,5.1M,0.65%,Peru,Fashion and Accessories Actors,1.5M
2,Rosangela Espinoza @rosangelaeslo,4.5M,0.34%,Peru,Fashion and Accessories Arts and Crafts Entertainment and Music Funny,1.3M
3,Maria Pia Copello @piacopello,4.4M,0.37%,Peru,Entertainment and Music Actors,1.3M
4,Angie Arizaga @angiearizaga,4.3M,0.45%,Peru,Entertainment and Music Celebrity Actors,1.3M
5,JAZMIN PINEDO @jazminpinedo,4.3M,0.52%,Peru,Entertainment and Music Television Actors,1.3M
6,JEFFERSON A. FARFAN GUADALUPE @jefferson_farfan_oficial,4.1M,0.88%,Peru,Sports Actors,1.2M
7,Alejandra Baigorria A. @alejandrabaigorria,4M,0.47%,Peru,Fashion and Accessories Beauty and Self Care TV Host Actors,1.2M
8,Natalie Vertiz @msperu,3.7M,0.74%,Peru,Fashion and Accessories,1.1M
9,ISABELA🇵🇪🇺🇸 @isabelamerced,3.7M,4.29%,Peru,,1.1M
10,𝘒𝘈𝘙𝘌𝘕 𝘚𝘊𝘏𝘞𝘈𝘙𝘡 @karenschwarzespinoza,3.6M,0.21%,Peru,Arts and Crafts Entertainment and Music Education Actors,1.1M
11,Leslie Shaw @leslieshaw,3.4M,0.34%,Peru,Arts and Crafts Entertainment and Music,1M
12,Brunella Horna 💕 @brunehorna,3.4M,1.55%,Peru,Entertainment and Music Fashion and Accessories Business and Finance Lifestyle,1M
13,MICHEILLE SOIFER @micheillesoifer8,3.3M,0.29%,Peru,Entertainment and Music Music Actors,987.5K
14,Daniela Darcourt @danieladarcourtoficial,3.2M,0.29%,Peru,Entertainment and Music Acting and Drama Music Actors,963.3K
15,Ana Jara @anajaramartinezok,3.1M,0.32%,Peru,Acting and Drama Celebrity Actors Journalists,923K
16,Yahaira @yahairaplasencia,3.1M,0.25%,Peru,Entertainment and Music Actors,919.5K
17,Santa Zinos @santazinos,3M,2.78%,Peru,Fashion and Accessories Actors Music,910.3K
18,La Foka @lafoka,3M,2.27%,Peru,Actors,903.4K
19,Maricarmen Marin @maricarmenmarins,2.9M,0.09%,Peru,Entertainment and Music Actors,880.7K
20,Tilsa Lozano @tilsa_lozano,2.8M,0.15%,Peru,family Entertainment and Music Moms Actors,849.9K
21,Hugo Garcia @hugogarcia,2.7M,0.2%,Peru,Sports Actors,810.6K
22,Clara Divano | Cusi | Fitness @cusifit,2.6M,0.43%,Peru,Fitness and Health Marketing and Advertising Coaching Gym,781.2K
23,Mario Irivarren @marioirivarren,2.6M,0.56%,Peru,Marketing and Advertising TV Host Actors,774.1K
24,Patricio Parodi Costa @patoparodi18,2.5M,0.48%,Peru,Entertainment and Music Marketing and Advertising Actors Modeling,761.3K
25,Ricardo Ponce @ricardoponce,2.5M,0.06%,Peru,Books Actors Virtualization Journalists,751.7K
26,Rebeca Escribens @dona_rebe,2.4M,0.1%,Peru,Acting and Drama Actors,721.1K
27,iaaras2 @iaaras2,2.3M,5%,Peru,Entertainment and Music Funny,700.2K
28,Carol Reali @carolreali,2.3M,0.04%,Peru,Beauty and Self Care Fashion and Accessories Life and Society Actors,691.3K
29,Maju Mantilla @majumantilla,2.2M,0.29%,Peru,Travel Fitness and Health Actors Virtualization,673.9K
30,Shirley Arica @shirleyarica27,2.1M,1.55%,Peru,Fashion and Accessories,644.4K
31,𝕄𝕚𝕕𝕟𝕚𝕘𝕙𝕥 𝕄𝕠𝕠𝕕 @midnightmood_oficial,2M,8.89%,Peru,,614K
32,🅛🅐🅤🅡🅐 🅢🅟🅞🅨🅐 @lauraspoya,2M,0.66%,Peru,Beauty and Self Care Fashion and Accessories Actors,613.8K
33,🩸Lossiblings 🍭 @lossiblings_,2M,3.93%,Peru,Pets Entertainment and Music family,611.4K
34,Rafael Cardozo @rafaelcardozotv,2M,0.04%,Peru,Entertainment and Music Business and Finance Actors Modeling,607.2K
35,Merly Morello @merly_morello_oficial,1.9M,1.48%,Peru,Acting and Drama Actors Modeling,569.4K
36,Gianluca Lapadula @gianluca_lapadula_official,1.9M,4.67%,Peru,Sports Soccer Lifestyle Celebrities,561.2K
37,YIDDA @yiddaeslavap,1.9M,0.43%,Peru,Entertainment and Music Video Gaming Actors,558.4K
38,Stephanie Cayo 🍓 @unlunar,1.8M,1.32%,Peru,Arts and Crafts Entertainment and Music Actors Music,552.7K
39,TEPHA 🦋 @tephaloza8,1.8M,0.26%,Peru,Food Actors Modeling,551.1K
40,Luis Advincula @luisadvincula17_,1.8M,3.25%,Peru,Soccer Actors,543.6K
41,Magaly Medina @magalymedinav,1.8M,1.05%,Peru,Entertainment and Music Marketing and Advertising Actors Virtualization,532.7K
42,Paola Gallegos ✶ Calligraphy & Lettering @calligraphilic,1.8M,0.72%,Peru,Arts and Crafts Education Marketing and Advertising,532.2K
43,Gianella Neyra @gianellaneyra_,1.7M,0.2%,Peru,Acting and Drama Entertainment and Music Actors Journalists,514.6K
44,Ezio Oliva @eziooliva,1.7M,0.34%,Peru,Entertainment and Music family Music Actors,506.3K
45,Melissa Rios @lissamrios,1.7M,14.51%,Peru,Romance and Wedding Food and Drink Events Actors,503.2K
46,Said Palao Castro @saidpalao_fit,1.7M,0.93%,Peru,Fitness and Health Actors Modeling Coaching,501.2K
47,Anahi de Cárdenas 🇵🇪 @anahidec,1.6M,1.22%,Peru,Animals family Actors,494.5K
48,𝐗𝐈𝐌𝐄𝐍𝐀 @ximehoyosp,1.6M,0.97%,Peru,Fitness and Health Actors,492.4K
49,Edison Flores @edisonflores1020,1.6M,0.88%,Peru,Sports Actors,465.3K
50,Johanna San Miguel Dammert @johanna_san_miguel_dammert,1.5M,0.4%,Peru,Entertainment and Music Actors,463.7K
51,Juliana Oxenford @julianaoxenford.oficial,1.5M,0.33%,Peru,Education Actors Journalists Virtualization,440.6K
52,Pedro Gallese Quiroz @pedrogallese1,1.4M,1.1%,Peru,Sports Actors Virtualization,432.7K
53,Katia Palma. @katiapalmam17,1.4M,1.1%,Peru,Acting and Drama Entertainment and Music Actors,431.9K
54,𝐅á𝐭𝐢𝐦𝐚 𝐒𝐞𝐠𝐨𝐯𝐢𝐚 🍭🫧🫦🍒 @fatima.segovia,1.4M,3.54%,Peru,Celebrity Actors,425.2K
55,Jossmery Toledo @jossmerytol,1.4M,3.77%,Peru,Fitness and Health Fashion and Accessories Automotive,419.7K
56,Dorita Orbegoso @doritaoficial,1.4M,0.69%,Peru,Actors Virtualization,417.3K
57,@nataliasalasz,1.4M,0.81%,Peru,Entertainment and Music Pets Marketing and Advertising Actors,414.8K
58,Karen Dejo @karendejoy,1.4M,0.37%,Peru,Entertainment and Music Marketing and Advertising,413.7K
59,Janick Maceta Del Castillo ♥ @janickmaceta,1.4M,3.82%,Peru,Beauty and Self Care Fashion and Accessories Entertainment and Music family,406.7K
60,𝘶𝘯 𝘮𝘪𝘯𝘶𝘵𝘰 𝘰 𝘮𝘢𝘴 @unminutoomas_,1.3M,1.5%,Peru,,393.3K
61,Maria del Pilar Vargas @queenpee,1.3M,0.1%,Peru,Fashion and Accessories Product Education Product Showcase Marketing and Advertising,390.8K
62,Rodrigo Cuba @gatocuba16,1.3M,3%,Peru,Sports Soccer Actors Virtualization,389.3K
63,Amy Gutiérrez @amygutierrezperu,1.3M,0.58%,Peru,Art Music Actors Virtualization,386.9K
64,Wapa.pe @revistawapa,1.3M,0.2%,Peru,Beauty and Self Care Fashion and Accessories,384K
65,Yliana Diaz @ylidiaz_2,1.3M,2.37%,Peru,,381.5K
