#,NAME,FOLLOWERS,ER,COUNTRY,TOPIC OF INFLUENCE,POTENTIAL REACH
1,Julemanden fra Skive @julemandenfraskive,2.1M,-,Denmark,Entertainment and Music,630K
2,"Sav • PharmD, IBCLC @rx0rcist",1.3M,1.4%,Denmark,Product Showcase Education Finance,390K
3,لمبة Lampa @lampa_gaming,1.3M,-,Denmark,Games,390K
4,Kelly Louise Killjoy @kellylouisekilljoy,1.2M,0.1%,Denmark,Fashion and Accessories,360K
5,Lukas Graham @lukasgraham,981K,-,Denmark,Entertainment and Music,294.3K
6,Stanley @stanley.mov,942.6K,-,Denmark,,282.8K
7,Brianmengel @brianmengel,830.9K,-,Denmark,Sports,249.3K
8,fidget._.toys @www.fidget._.toys,802K,-,Denmark,,240.6K
9,Leona Nørskov Jørgen @norskovmusic,695.4K,0.1%,Denmark,,208.6K
10,Missenell @missenell,689.5K,-,Denmark,,206.9K
11,ana @ana.artzz,640.2K,2.5%,Denmark,,192.1K
12,Alexander Clausen @alexanderclausen11,591.2K,-,Denmark,,177.4K
13,blue_blood_cfc 🐢 @blue_blood_cfc,527.6K,0.2%,Denmark,Sports,158.3K
14,T @migthbelookingfor,486.1K,-,Denmark,,145.8K
15,Michael Linnet @michaellinnet,452.6K,-,Denmark,,135.8K
16,Tonsser @tonsser,441.3K,-,Denmark,Sports,132.4K
17,Danish @danish_official33,407.2K,-,Denmark,,122.2K
18,ILHAN @turkprotiktok,403.8K,0.2%,Denmark,,121.1K
19,꧁𝐀𝐜𝐓𝐢𝐕𝐨꧂ @xx_.tae_hyung,384.7K,-,Denmark,,115.4K
20,Crainer @crainer,382K,0.1%,Denmark,,114.6K
21,Twitchin_Plays @twitchin_plays,375K,-,Denmark,,112.5K
22,abstract eco-artist @rachelmishaelstudio,364.9K,-,Denmark,Arts and Crafts,109.5K
23,ariakaltun @ariakaltun,361.9K,0.3%,Denmark,Fashion and Accessories Photography,108.6K
24,Oumar Koné 🇩🇰🇨🇮🇧🇷 @oumarkone882,357K,-,Denmark,,107.1K
25,Copenhagen Bandit @copenhagenbandit420,354.8K,0.4%,Denmark,Entertainment and Music,106.4K
26,Lalee Records @laleerecords,337.9K,-,Denmark,,101.4K
27,陈文龙 @wenniedapoo,314.5K,0.2%,Denmark,,94.4K
28,Hubertthegolden @hubertthegoldenretriever,314.3K,-,Denmark,,94.3K
29,Mathilde & Rosa @mathildeandrosa,304.1K,1.6%,Denmark,Entertainment and Music,91.2K
30,Monty & Molly @montyandmolly,299.2K,-,Denmark,Pets,89.8K
31,KRINGE @_kringe_,283.2K,-,Denmark,,85K
32,Irich Denmark @iuynsm,278.2K,2.8%,Denmark,,83.5K
33,Lava Dali @melissa4.da,276.2K,-,Denmark,,82.9K
34,D A N İ S K A 😈 @daniskayedek,269.2K,-,Denmark,,80.8K
35,Rasmus Schandorff @schandiii,262.9K,-,Denmark,,78.9K
36,WTF Is Fashion @wtfisfashion,262.8K,-,Denmark,Fashion and Accessories,78.8K
37,Road to 500k😎 @jokes_and._memes,257.5K,-,Denmark,,77.3K
38,Peddey @peddey,254K,-,Denmark,Fashion and Accessories,76.2K
39,M.AlMahdi🩺 @m.al.mahdi,250.8K,0.2%,Denmark,Education,75.2K
40,Kasper @kaspermoose,237.3K,0.3%,Denmark,Travel Arts and Crafts Fashion and Accessories,71.2K
41,Joel Hyrland @joeladamhyrland,223.2K,1.4%,Denmark,Funny,67K
42,Idk lol @justxaxel,217.6K,-,Denmark,Games,65.3K
43,Filippa @filippareuter,205.5K,-,Denmark,Life and Society,61.7K
44,Cecilie Lind @clind1,193.8K,-,Denmark,Sports,58.1K
45,Unisport @unisportstore,187.3K,0.2%,Denmark,,56.2K
46,Kira-Sofie Møller Nielsen @kiraofficial_,181.6K,-,Denmark,Entertainment and Music,54.5K
47,MayMcg @maymcg,174K,-,Denmark,,52.2K
48,Marcusmnielsen @marcusmnielsen,170.9K,-,Denmark,Outdoor Activity,51.3K
49,andersandenmatthesen @andersandenmatthesen,157.3K,0.2%,Denmark,,47.2K
50,Thomas Lindegaard Madsen @captainthomas_officiall,155.9K,0.6%,Denmark,,46.8K
51,Ceciliesigg @ceciliesigg123,155.1K,0.1%,Denmark,,46.5K
52,Cyanide and happinessfp @cyanide.and.happinessfpp,152.6K,-,Denmark,Video Gaming,45.8K
53,Patrick Will @patrick__will,152.4K,-,Denmark,,45.7K
54,The.Simpsons_Videos @the.simpsons_videos,150.8K,-,Denmark,,45.2K
55,∂αииγ @danny.sn16,150.1K,-,Denmark,Fitness and Health,45K
56,Nasty Turbo enjoyer @horrocitty,148K,-,Denmark,Animation and Cosplay,44.4K
57,Simone_Christensen @simone_christensen1,144.9K,-,Denmark,Fitness and Health,43.5K
58,DanishOo❤ @hidayat_danish,144.6K,-,Denmark,,43.4K
59,"Danish aliaho 110, @danishaliaho110",144.5K,-,Denmark,,43.4K
60,RasmusBartender @rasmusbartender,143.3K,-,Denmark,,43K
61,Samlemum @salomonstampe,141.1K,0.5%,Denmark,,42.3K
62,✨preppy✨ @x.love_wqq.x,141K,-,Denmark,,42.3K
63,Victor Rosborg @victorrosborg,140.3K,0.4%,Denmark,,42.1K
