#,NAME,FOLLOWERS,ER,COUNTRY,TOPIC OF INFLUENCE,POTENTIAL REACH
1,Justin Bieber @justinbieber,293M,0.37%,Canada,Entertainment and Music Music Singer Musician,87.9M
2,Ryan Reynolds @vancityreynolds,51.4M,1.82%,Canada,Actors Public Figure,15.4M
3,Nora Fatehi @norafatehi,46.3M,0.41%,Canada,Acting and Drama Entertainment and Music Celebrity Music,13.9M
4,Chris Bumstead @cbum,23.4M,3.82%,Canada,Fitness and Health Training Coaching,7M
5,Finn Wolfhard @finnwolfhardofficial,23.2M,2.38%,Canada,Entertainment and Music Music Singer Actors,7M
6,Lilly Singh @lilly,14M,0.34%,Canada,Entertainment and Music Modeling Music Humor,4.2M
7,Avril Lavigne @avrillavigne,12.8M,1.59%,Canada,Entertainment and Music Music Songwriting Singer,3.8M
8,♔Winnie Harlow♔ @winnieharlow,10.2M,0.92%,Canada,Beauty and Self Care Fashion and Accessories Parenting Modeling,3.1M
9,Vanessa Morgan @vanessamorgan,8.9M,4.94%,Canada,Entertainment and Music Romance and Wedding Singer Actors,2.7M
10,HENRY LAU 刘宪华 헨리 @henryl89,8.6M,1.07%,Canada,Entertainment and Music Music Modeling,2.6M
11,Dr. Jordan B. Peterson @jordan.b.peterson,7.9M,0.72%,Canada,Education Psychology,2.4M
12,Paul Nicklen @paulnicklen,7.3M,0.48%,Canada,Nature Animals,2.2M
13,Céline Dion @celinedion,6.3M,1.32%,Canada,Entertainment and Music Lifestyle,1.9M
14,frankie @francescafarago,6.2M,1.06%,Canada,Fashion and Accessories Modeling,1.9M
15,Maitreyi Ramakrishnan @maitreyiramakrishnan,6.1M,8.08%,Canada,Entertainment and Music Celebrity,1.8M
16,Farah Dhukai @farahdhukai,6M,9.82%,Canada,Beauty Fashion,1.8M
17,Sandra Oh @iamsandraohinsta,5.4M,3.31%,Canada,Entertainment and Music,1.6M
18,Angela M 🌸 @angelamerita,5.3M,0.5%,Canada,,1.6M
19,NAVID ZARDI @navidzardiofficial,5.1M,1.04%,Canada,Entertainment and Music Music,1.5M
20,Anna Cathcart @annacathcart,5.1M,7.08%,Canada,Art Modeling,1.5M
21,BEST VACATIONS - Travel @bestvacations,5.1M,0.19%,Canada,Travel Nature & Outdoors Architecture,1.5M
22,Georges St-Pierre @georgesstpierre,4.9M,0.18%,Canada,Sports Mixed martial arts Athlete,1.5M
23,ALESSIA CARA @alessiasmusic,4.9M,0.6%,Canada,Entertainment and Music Singer,1.5M
24,Josh Beauchamp @joshbeauchamp,4.8M,2.9%,Canada,Entertainment and Music Animation and Cosplay,1.4M
25,Nikki Benz @nikkibenz,4.7M,0.3%,Canada,Actors,1.4M
26,daniel gillies @mr.danielgillies,4.7M,5.27%,Canada,Entertainment and Music Actors,1.4M
27,Khloë Terae 🇨🇦 @khloe,4.5M,1.53%,Canada,Travel Outdoor Activity Animals TV Host,1.4M
28,rupi kaur @rupikaur_,4.5M,1.29%,Canada,Entertainment and Music Poetry,1.3M
29,Lauren Riihimaki @laurdiy,4.5M,1.47%,Canada,Arts and Crafts Fashion and Accessories Entertainment and Music DIY and Life Hacks,1.3M
30,Chris Jericho @chrisjerichofozzy,4.4M,0.06%,Canada,Entertainment and Music Mixed martial arts,1.3M
31,Antoni Porowski @antoni,4.3M,1.52%,Canada,Food,1.3M
32,Toronto Raptors @raptors,4.1M,0.13%,Canada,Sports,1.2M
33,Justin Trudeau @justinpjtrudeau,4.1M,0.22%,Canada,family Management,1.2M
34,Olivia Pierson @oliviapierson,4.1M,0.34%,Canada,Fashion and Accessories Modeling,1.2M
35,❥ Khalid Rafiq 👑💫 @rafiqkhalid,4.1M,11.95%,Canada,Fitness Fashion Business and Finance,1.2M
36,@jessiereyez,4M,1.5%,Canada,Entertainment and Music Parenting Music Actors,1.2M
37,Tristan Thompson @realtristan13,4M,5.87%,Canada,,1.2M
38,Caterina Scorsone @caterinascorsone,3.9M,3.01%,Canada,Actors Modeling,1.2M
39,Nick Eh 30 @nickeh30,3.6M,3.71%,Canada,Games Entertainment and Music Video Gaming,1.1M
40,Avan Jogia @jogia,3.5M,1.97%,Canada,Celebrity Actors,1M
41,Alexander Ludwig @alexanderludwig,3.4M,0.98%,Canada,Entertainment and Music Celebrity Modeling,1M
42,AP DHILLON @ap.dhillxn,3.4M,13.27%,Canada,Art,1M
43,Simu Liu @simuliu,3.1M,0.33%,Canada,Acting and Drama Education Celebrity Actors,941.4K
44,Patrick J. Adams @halfadams,3M,1.67%,Canada,Entertainment and Music Actors,895.5K
45,riele @rieledowns,3M,4.77%,Canada,Acting and Drama Arts and Crafts Celebrity Modeling,890.3K
46,Mei Pang @meicrosoft,2.9M,5.57%,Canada,Beauty and Self Care Parenting Business Artist,865.6K
47,Charlie Riina @charlieriina,2.8M,0.13%,Canada,Modeling Publishing,845.4K
48,Yolanda Gampp | Cake Artist @yolanda_gampp,2.8M,0.16%,Canada,Food Arts and Crafts Product Education Parenting,844.6K
49,kris.h.collins @kriscollins,2.8M,6.32%,Canada,Entertainment and Music,831.5K
50,Cassandra Calin @cassandracalin,2.7M,3.94%,Canada,Arts and Crafts,821.6K
51,Jonita Gandhi @jonitamusic,2.7M,3.43%,Canada,Singer Music Songwriting,808.3K
52,Marie Avgeropoulos 🇨🇦🧿 @marieavgeropoulos,2.7M,2.6%,Canada,Pets Acting and Drama Lifestyle Actors,800K
53,Carly Rae Jepsen @carlyraejepsen,2.7M,1.11%,Canada,Entertainment and Music Modeling Music,797.7K
54,Ray Allen @trayfour,2.6M,0.07%,Canada,Entertainment and Music Sports Parenting Basketball,792.3K
55,Laura @loewhaley,2.6M,1.87%,Canada,,784.8K
56,Prem Dhillon @dhillonprem,2.5M,6.17%,Canada,Entertainment and Music Auto and Vehicles Music Singer,755.1K
57,Jonathan Silver Scott @jonathanscott,2.5M,1.4%,Canada,Home and Garden Celebrities,754.7K
58,Abigaiil Morris @abigaiil.morris,2.5M,1.9%,Canada,Fashion Fashion and Accessories,745.4K
59,ALINA @makeupbyalinna,2.5M,0.87%,Canada,Beauty and Self Care Hair & Beauty Celebrities,743.9K
60,Goalcast | Motivation | Inspiration @goal.cast,2.5M,0.03%,Canada,Education Upskilling Entertainment and Music Parenting,739.2K
61,Sadaf @shellbeauty1,2.4M,3.61%,Canada,Beauty and Self Care Marketing and Advertising Business Blogger,727.3K
62,Genie Bouchard @geniebouchard,2.4M,0.55%,Canada,Sports,722.1K
63,CANADA @canada,2.4M,0.43%,Canada,Travel Marketing and Advertising Adventure,714.1K
64,Gigi Gorgeous Getty @gigigorgeous,2.4M,0.87%,Canada,Celebrity Modeling Celebrities Hair & Beauty,709.7K
65,Kyle Forgeard @kyle,2.3M,9.2%,Canada,Music Entertainment,700.8K
66,Sarah Nicole Landry @thebirdspapaya,2.3M,0.45%,Canada,family Fitness and Health Beauty and Self Care Entertainment and Music,691.6K
67,Eckhart Tolle @eckharttolle,2.2M,0.42%,Canada,Art Author,662.6K
68,Evangeline Lilly @evangelinelillyofficial,2.2M,0.9%,Canada,,661.9K
69,Andrew Wiggins @22wiggins,2.2M,3.09%,Canada,Fitness,660K
70,Jim Carrey @jimcarrey__,2.2M,1.78%,Canada,Entertainment and Music Parenting Modeling Music,655.3K
71,Tristan Hamm @tristanhamm,2.2M,3.64%,Canada,Travel Adventure Mountain,652.6K
72,Keshia Chanté @keshiachante,2.2M,0.16%,Canada,Entertainment and Music Dance Modeling Music,647.2K
73,TAYLOR | CALISTHENICS & MOBILITY @littletfitness,2.1M,0.55%,Canada,Fitness and Health Business and Finance,638.7K
74,Shina Nova @shinanova,2.1M,8.29%,Canada,Music,619.8K
75,Official IG of Veronika Black @missveronikablack,2M,0.09%,Canada,Beauty and Self Care Modeling,611K
76,Azzy 💕 @azzyland,2M,3.67%,Canada,Fashion Modeling Celebrities Humor,609.1K
77,ＭＩＭＩ ＣＨＯＩ @mimles,2M,5%,Canada,Beauty and Self Care Parenting,608.6K
78,Calum Worthy @calumworthy,2M,0.6%,Canada,Education Moms Music,601.7K
79,Drake Related @drakerelated,2M,3.69%,Canada,Entertainment and Music,599K
80,Sam Yang @samdoesarts,2M,7.61%,Canada,Art,591.7K
81,spencer e barbosa✨🦋💕🧸 @spencer.barbosa,1.9M,11.16%,Canada,Fashion and Accessories Food,582.6K
82,Hood @hoodclipsofficials,1.9M,2.11%,Canada,Fashion and Accessories Funny Celebrity Celebrities,581.3K
83,Kaitlyn Bristowe @kaitlynbristowe,1.9M,1.51%,Canada,Romance and Wedding Entertainment and Music Just For Fun,575.8K
84,Nati Perea @abordonati,1.9M,0.15%,Canada,Travel Video Gaming,560K
85,DAN LOK “King Of High Ticket” @danlok,1.9M,0.1%,Canada,Finance Upskilling Business and Finance Entrepreneur,556.3K
86,Trish Stratus @trishstratuscom,1.8M,0.7%,Canada,Actors,547.8K
87,Pattie Mallette @pattiemallette,1.8M,4.03%,Canada,Parenting Pets Producers Author,542.3K
88,Daniel Caesar @danielcaesar,1.8M,8.37%,Canada,Entertainment and Music,535.4K
89,FAZE RAIN @fazerain,1.8M,17.39%,Canada,Entertainment and Music Video Blogger,535.1K
90,𝐖𝐈𝐋𝐋 𝐏𝐀𝐑𝐅𝐈𝐓𝐓 @will_parfitt,1.8M,0.63%,Canada,Entertainment and Music Music Modeling,531.5K
91,ju <3 @juliasilva,1.8M,0.68%,Canada,Arts and Crafts Restaurants,530.8K
92,𝙎𝙝𝙞𝙣𝙚𝙪𝙥 𝙈𝙤𝙙𝙚𝙡𝙨 𝙤𝙛 𒆜🅸🅶 @shineup_girls,1.7M,0.3%,Canada,,510.3K
93,Robbie Amell @robbieamell,1.7M,1.66%,Canada,Entertainment and Music Actors,507.9K
94,STPeach @lisapeachy,1.7M,0.64%,Canada,Funny Fashion and Accessories Parenting Modeling,504.1K
95,Dax @thatsdax,1.6M,2.89%,Canada,Parenting Music Singer Entertainment,494.8K
96,Toronto Blue Jays @bluejays,1.6M,2.39%,Canada,Sports,491.6K
97,JR Bourne @jrbourne1111,1.6M,1.07%,Canada,Actors Music,487.4K
98,Jazmyn Bieber @jazmynbieber,1.6M,7.23%,Canada,Lifestyle,483K
99,Robin Sharma @robinsharma,1.6M,0.39%,Canada,Education Upskilling Parenting Coaching,478.1K
100,Atoussa @mad.gal.music,1.6M,7.75%,Canada,Entertainment and Music,469.8K
