#,NAME,FOLLOWERS,ER,COUNTRY,TOPIC OF INFLUENCE,POTENTIAL REACH
1,CARTOON STUDIO @UC4YEUHW35Dxj4yBcF2XiROg,8.7M,-,Dominican Republic,,2.6M
2,TheNino @UCdsABfQjd2C9ykf2I74tFOA,7.1M,-,Dominican Republic,,2.1M
3,Alexis Tejada @UC-2PGzzS1Ggq_cvZan_hqpA,4.6M,-,Dominican Republic,,1.4M
4,MrFlaco @UC_VZUgyU5ka66lcEfwpxm0g,4.5M,-,Dominican Republic,,1.3M
5,Salud y Algo Más @UCBQ8jPPNmRrHHQqGGJh_tyQ,4.1M,-,Dominican Republic,,1.2M
6,Jonathan De Jesus @UCABMCWOZ_wJ54-oWlJH9oQA,4M,-,Dominican Republic,,1.2M
7,HRC Hogar Natural @UCewg_ZIBqjITCqU-8ygsG9g,3.9M,-,Dominican Republic,Fitness,1.2M
8,Beby @UCxHxjuu-lYULyVlrh_ZR1uQ,3M,0.2%,Dominican Republic,,891K
9,YORD @UCZU0BrGoxnuDHYDFAG6f-Kw,2.6M,0.4%,Dominican Republic,,777K
10,Remedios y Algo Más @UCV5hCCaAP9AKVJKl3t6WxFQ,2.4M,-,Dominican Republic,,705K
11,DomiDios @UCw09OZ-uTBMUgkUo_C9o0-w,2.1M,0.4%,Dominican Republic,,624K
12,Bulin 47 Oficial @UC831klfrIJ29f4f9tyqmT0w,2M,3.1%,Dominican Republic,,606K
13,Dj Scuff @UCcepdparhCfkNMZGzhKyZYA,2M,0.8%,Dominican Republic,,594K
14,Yiyo Sarante @UC3RhQS-TYlc91Cpmyz_2cWA,1.8M,5.9%,Dominican Republic,,540K
15,criadero de betta y goldfish Javier RD @UCuak-ljvKqWzwwbXXHXvVsA,1.8M,-,Dominican Republic,,537K
16,Salud & Belleza @UCVswTCLO80nzMsy8tFkX1HQ,1.8M,-,Dominican Republic,,534K
17,Juan Luis Guerra @UC5j34OS3TkHQyk4aPFiV5Sg,1.7M,3.1%,Dominican Republic,,501K
18,Nfasis @UCXoF-12V2xNuX6tdf7dptFQ,1.6M,1.5%,Dominican Republic,,480K
19,El Mayor Clasico @UCej_85un1d_8u4XnK-QSSsg,1.5M,-,Dominican Republic,,462K
20,Zacarias Ferreira Oficial @UCy__IpezPeJUQ7YZifSUqsw,1.5M,0.7%,Dominican Republic,,462K
21,La Percha Menta @UCZjaB1tBfYnVUVquUJMAw3w,1.5M,1.6%,Dominican Republic,,435K
22,THE PARTNER I AM @UCi4tmlGJ7sXjnL2j0Xlk1lg,1.4M,-,Dominican Republic,,432K
23,Ceky Viciny @UCZAw_0viVCTSOV0wS27wfUw,1.4M,0.7%,Dominican Republic,,432K
24,NENAREMEDIOS @UCoGChLwcFOvCAVTJNlc9AZA,1.4M,0.1%,Dominican Republic,,420K
25,Musicologo The Libro @UCsbP5x1sLVxQtkOPpLC2OCA,1.4M,1.4%,Dominican Republic,,405K
26,Angel Fire @UCP5DS1Fm38GXkP7YbyAQ3nw,1.3M,-,Dominican Republic,Video Gaming,399K
27,Lo Mejor en Reflexiones @UCXtEuaPrT1TJiyqTRh2ZN-Q,1.3M,-,Dominican Republic,,393K
28,DaniGamer @danigamer3,1.3M,0.3%,Dominican Republic,,393K
