#,NAME,FOLLOWERS,ER,COUNTRY,TOPIC OF INFLUENCE,POTENTIAL REACH
1,CAJADEVERDADES🤖 @cajadeverdades,236.3K,0.38%,Dominican Republic,Life & Society,70.9K
2,R O C H Y 🇩🇴 @rochyrd,193.1K,0.58%,Dominican Republic,,57.9K
3,Miguel Angel Valerio @donmiguelo,157.3K,0.29%,Dominican Republic,Entertainment & Music,47.2K
4,Vincent Carmona Arias @eldotolnastra,131.1K,0.49%,Dominican Republic,,39.3K
5,Carlos Durán @showcarlosduran,118.1K,0.35%,Dominican Republic,Entertainment & Music,35.4K
6,Blanquito Perla 💎 @shadowblow,105.6K,0.65%,Dominican Republic,Entertainment & Music,31.7K
7,Diario Libre @diariolibre,100.7K,0.01%,Dominican Republic,News,30.2K
8,Luis Abinader @luisabinader,92.8K,-,Dominican Republic,Politics Finance Education,27.8K
9,EL NUEVO PAPA 🇩🇴 🌪🌨🌤 @quimicoultramega,86.3K,0.33%,Dominican Republic,Entertainment & Music,25.9K
10,Tonio Skits @tonioskits,83.5K,0.11%,Dominican Republic,,25.1K
11,Luinny Corporan @luinnycorporan,79.1K,0.21%,Dominican Republic,Entertainment & Music,23.7K
12,ARLENE MC @arlene.mc,78.8K,0.83%,Dominican Republic,Oddly Satisfying,23.6K
13,Yubelkis Peralta @yubelkisperalta,77K,0.15%,Dominican Republic,Beauty & Self Care Fashion & Accessories,23.1K
14,Vera Carolina Brito Roys @carobritor,76.6K,-,Dominican Republic,,23K
15,Listín Diario @listindiario,74.6K,0.02%,Dominican Republic,News & Politics,22.4K
16,CRAZY DESIGN @crazydesignrd,66.8K,0.21%,Dominican Republic,Food,20K
17,Orlando Alberto Toribio Ramirez @elpiord,60.8K,0.55%,Dominican Republic,Entertainment & Music Funny,18.2K
18,Parejas Perfectas 🇩🇴 @parejasperfectaa,60.2K,0.32%,Dominican Republic,Romance & Wedding,18K
19,Santanabarbershop @santanabarbershop7,59.8K,0.1%,Dominican Republic,Beauty & Self Care,17.9K
20,Shanna Lam @shannylam8,58.9K,0.55%,Dominican Republic,Fashion & Accessories,17.7K
21,EL PAPA DEL DEMBOW @elmayorclasico,58.1K,-,Dominican Republic,Entertainment & Music,17.4K
22,Ceky Viciny @cekyviciny,57.7K,0.19%,Dominican Republic,Entertainment & Music,17.3K
23,Pamela Sued Chávez @pamsued,52.8K,0.25%,Dominican Republic,Entertainment & Music,15.8K
24,NABIL RODRIGUEZ️ 🇩🇴 🇺🇸 @nabil_dj_live,47.4K,0.4%,Dominican Republic,Entertainment & Music,14.2K
25,Iamdra Fermín @iamdrafermin,45.1K,0.35%,Dominican Republic,family Education,13.5K
26,Camila Encarnación Duran @teencams,44.3K,0.57%,Dominican Republic,,13.3K
