#,NAME,FOLLOWERS,ER,COUNTRY,TOPIC OF INFLUENCE,POTENTIAL REACH
1,NATTI NATASHA @nattinatasha,36.1M,0.44%,Dominican Republic,Entertainment and Music Actors Music Singer,10.8M
2,"HONOR,LEALTAD Y RESPETO. @arcangel",16.6M,0.76%,Dominican Republic,Life and Society Entertainment and Music Actors Music,5M
3,Prince Royce @princeroyce,15.6M,0.33%,Dominican Republic,Music Singer Songwriting,4.7M
4,El Alfa El Jefe TE AMO DIOS @elalfaeljefe,11.1M,0.79%,Dominican Republic,Actors Music,3.3M
5,🐾🎀💋La Mami Del Swagger 🎀🐾 @lainsuperable,7.1M,0.35%,Dominican Republic,Fashion and Accessories Actors,2.1M
6,ALEXANDRA MVP @alexandramvp,6.6M,4.59%,Dominican Republic,Fashion and Accessories Actors Modeling Digital Creator,2M
7,EL JEFE DEL 28 🇩🇴 @carlosmontesquieu,6.3M,0.7%,Dominican Republic,Entertainment and Music Actors Comedy,1.9M
8,Miguel Angel Valerio @donmiguelo,5.7M,0.57%,Dominican Republic,Entertainment and Music Rap Singer,1.7M
9,Mozart La Para @mozartlapara,5.7M,0.52%,Dominican Republic,Entertainment and Music Music Actors,1.7M
10,Bulin 47 @bulin47_oficial,5.6M,0.39%,Dominican Republic,Entertainment and Music Music Actors,1.7M
11,EL PAPA DEL DEMBOW @elmayorclasico,4.6M,0.22%,Dominican Republic,Entertainment and Music,1.4M
12,Amenazzy 🇩🇴 @amenazzy,4.4M,0.87%,Dominican Republic,Entertainment and Music Actors Music,1.3M
13,Yameyry Ynfante @lamaterialista1,4.4M,0.58%,Dominican Republic,Entertainment and Music Business and Finance Actors,1.3M
14,Toxic Crow @toxiccrow,4.3M,0.25%,Dominican Republic,Entertainment and Music Music,1.3M
15,Ana Carolina Castillo 🇩🇴 @anacarolinatv,4.3M,0.17%,Dominican Republic,Beauty and Self Care Actors Virtualization,1.3M
16,EL IDOLO DE TU IDOLO 🇩🇴 @lapizconciente,4.3M,0.19%,Dominican Republic,Entertainment and Music Music Actors,1.3M
17,Caroline Aquino @carolineaquino1,4.3M,0.23%,Dominican Republic,Actors Virtualization,1.3M
18,EL NUEVO PAPA 🇩🇴 🌪🌨🌤 @quimicoultramega,4.2M,0.11%,Dominican Republic,Entertainment and Music Music Actors,1.3M
19,R O C H Y 🇩🇴 @rochyrd,4.1M,0.63%,Dominican Republic,Art Actors Music,1.2M
20,YESENIA THEN 🇩🇴🇺🇸 @yeseniathenoficial,3.8M,0.56%,Dominican Republic,Business and Finance Actors Virtualization,1.1M
21,CNCO @cncomusic,3.6M,0.83%,Dominican Republic,Actors Music Singer,1.1M
22,Yubelkis Peralta @yubelkisperalta,3.6M,0.17%,Dominican Republic,Beauty and Self Care Fashion and Accessories Business and Finance Actors,1.1M
23,Clarissa Molina @clarissamolina,3.6M,1.03%,Dominican Republic,Celebrity Acting and Drama Entertainment and Music Romance and Wedding,1.1M
24,CHELSY @chelsybautista5,3.6M,0.47%,Dominican Republic,Entertainment and Music Actors Virtualization,1.1M
25,Blanquito Perla 💎 @shadowblow,3.5M,0.19%,Dominican Republic,Entertainment and Music Actors Music,1.1M
26,Cheddy García @cheddyg,3.5M,0.2%,Dominican Republic,Entertainment and Music Funny Celebrity Actors,1M
27,CAJADEVERDADES🤖 @cajadeverdades,3.3M,0.28%,Dominican Republic,Life and Society News Actors,991.2K
28,LA ROSS MARIA🎶️️️💖 @rossmariaofficial,3.2M,4.77%,Dominican Republic,Art,951.6K
29,Karen Yapoort Encarnacion @yapoort,3.2M,2.59%,Dominican Republic,Entertainment and Music family Moms Actors,949.9K
30,CRAZY DESIGN @crazydesignrd,3.2M,0.16%,Dominican Republic,Food Video Games Actors Virtualization,946.4K
31,The King🤴🏻 El Mayimbe @bulovasfamily,3.1M,0.1%,Dominican Republic,Art Actors,928.5K
32,🙏CON MI DIOS 24/7🙏 El Kita 🕊🌌 @chimbalaofficial,3.1M,0.31%,Dominican Republic,Entertainment and Music Marketing and Advertising Actors Music,918.5K
33,Musicologo The Libro @musicologord,3M,0.65%,Dominican Republic,Entertainment and Music Music Actors Modeling,908.8K
34,Karl-Anthony Towns @karltowns,2.9M,5.3%,Dominican Republic,Actors Music Modeling,880.5K
35,Shelow Shaq @shelowshaq_,2.9M,0.15%,Dominican Republic,Entertainment and Music Music DJ Actors,860.3K
36,Tokischa Altagracia Peralta @tokischa.popola,2.7M,12%,Dominican Republic,Romance and Wedding Music,806.3K
37,Nahiony Reyes Batista @nahiony,2.7M,0.24%,Dominican Republic,Education Life and Society Actors Virtualization,803.1K
38,Alofoke Music @alofokemusicnet,2.6M,-,Dominican Republic,News Actors Music,766.9K
39,Amelia Alcantara🤍👑 @ameliaalcantara01,2.5M,2.29%,Dominican Republic,Art,757.5K
40,REDIMI2 @realredimi2,2.5M,0.57%,Dominican Republic,"Art Celebrities Film, Music & Books",752.6K
41,Big Papi Ortiz @davidortiz,2.4M,0.67%,Dominican Republic,Sports Entertainment and Music Baseball,723.2K
42,Martha Heredia @marthaheredia,2.4M,0.15%,Dominican Republic,Entertainment and Music Music Actors,711.1K
