rank,handle_instagram,name_instagram,category_1,followers,audience_country,engagement_auth,engagement_avg,category_2,category_unified,category_status,_platform,_month,_year
609,ederbez,Eugenio Derbez,Cinema & Actors/actresses,18700000.0,Mexico,204700.0,229900.0,Lifestyle,Entertainment,MAPPED,instagram,november,2022
610,choquei,CHOQUEI,Literature & Journalism,17600000.0,Brazil,79100.0,245600.0,,Knowledge&Info,MAPPED,instagram,november,2022
611,_shotaroo_,SHOTARO ショウタロウ,Lifestyle,5600000.0,Indonesia,602200.0,780000.0,Music,Lifestyle,MAPPED,instagram,november,2022
612,vousmevoyez,KRYSTAL,Music,10400000.0,Indonesia,318300.0,412900.0,Cinema & Actors/actresses,Music,MAPPED,instagram,november,2022
613,emiliamernes,Emilia Mernes,Music,6200000.0,Argentina,370500.0,697100.0,,Music,MAPPED,instagram,november,2022
614,sebastianyatra,Sebastian Yatra,Music,29900000.0,Argentina,102900.0,143700.0,Art/Artists,Music,MAPPED,instagram,november,2022
615,pedri,Pedri González,Sports with a ball,7300000.0,Spain,0.0,586800.0,,Sports,MAPPED,instagram,november,2022
616,karelyruiz,Karely Ruiz,Lifestyle,7100000.0,Mexico,482700.0,605700.0,,Lifestyle,MAPPED,instagram,november,2022
617,fortnite,Fortnite,Gaming,25600000.0,United States,139500.0,164600.0,Computers & Gadgets,Tech&Gaming,MAPPED,instagram,november,2022
618,memezar,MEMEZAR • Comedy and Culture,Cinema & Actors/actresses,22900000.0,United States,123000.0,183200.0,,Entertainment,MAPPED,instagram,november,2022
619,theshilpashetty,Shilpa Shetty Kundra,Cinema & Actors/actresses,26600000.0,India,136000.0,158000.0,,Entertainment,MAPPED,instagram,november,2022
620,quavohuncho,QuavoHuncho,Music,21700000.0,United States,117200.0,192500.0,,Music,MAPPED,instagram,november,2022
621,gessicakayane,GKAY,Shows,20100000.0,Brazil,101700.0,211800.0,Humor & Fun & Happiness,Entertainment,MAPPED,instagram,november,2022
622,yugyeom,KYUM,Music,11500000.0,Brazil,297800.0,357500.0,Art/Artists,Music,MAPPED,instagram,november,2022
623,catherinemcbroom,Catherine Paiz,Family,7300000.0,United States,331500.0,569700.0,,Lifestyle,MAPPED,instagram,november,2022
624,shreyaghoshal,shreyaghoshal,Music,24800000.0,India,147600.0,165000.0,,Music,MAPPED,instagram,november,2022
625,annakendrick47,Anna Kendrick,Cinema & Actors/actresses,22200000.0,United States,140900.0,184500.0,,Entertainment,MAPPED,instagram,november,2022
626,iqbaal.e,Piko - The Forger,Cinema & Actors/actresses,13700000.0,Indonesia,172300.0,295500.0,,Entertainment,MAPPED,instagram,november,2022
627,machinegunkelly,the Blonde Don,Music,9700000.0,United States,265300.0,426600.0,,Music,MAPPED,instagram,november,2022
628,nikkietutorials,NikkieTutorials,Beauty,16600000.000000002,United States,179900.0,244700.0,,Beauty&Fashion,MAPPED,instagram,november,2022
629,francinyehlke,Franciny Ehlke,Beauty,15600000.0,Brazil,118400.0,258899.99999999997,,Beauty&Fashion,MAPPED,instagram,november,2022
630,yihyun_1208,조이현 cho yihyun,Lifestyle,5200000.0,South Korea,620400.0,785200.0,,Lifestyle,MAPPED,instagram,november,2022
631,dbook,Devin,Lifestyle,5400000.0,United States,383700.0,754400.0,Sports with a ball,Lifestyle,MAPPED,instagram,november,2022
632,adinross,,,3600000.0,United States,630400.0,1300000.0,,,,instagram,november,2022
633,sivakarthikeyan,Sivakarthikeyan Doss,,5300000.0,India,650700.0,766400.0,,,,instagram,november,2022
634,tiagopzk,GOTTI A,Music,5500000.0,Argentina,319900.0,730500.0,,Music,MAPPED,instagram,november,2022
635,soueunavida,Sou Eu Na Vida,Humor & Fun & Happiness,18100000.0,Brazil,116500.0,221100.0,,Entertainment,MAPPED,instagram,november,2022
636,felipeneto,Felipe Neto 🦉,Lifestyle,16300000.0,Brazil,173200.0,244700.0,,Lifestyle,MAPPED,instagram,november,2022
637,simonettalein,Simonetta Lein,Beauty,13000000.0,India,221100.0,304600.0,Cinema & Actors/actresses,Beauty&Fashion,MAPPED,instagram,november,2022
638,raashiikhanna,Raashii Khanna,Cinema & Actors/actresses,8700000.0,India,387400.0,461700.0,Music,Entertainment,MAPPED,instagram,november,2022
639,dkharbour,David Harbour,Cinema & Actors/actresses,9800000.0,United States,310800.0,407000.0,,Entertainment,MAPPED,instagram,november,2022
640,angeldimariajm,Ángel Di María,Sports with a ball,18500000.0,Argentina,144100.0,212500.0,,Sports,MAPPED,instagram,november,2022
641,nehasharmaofficial,Neha Sharma 💫,Cinema & Actors/actresses,14800000.0,India,229600.0,263800.0,,Entertainment,MAPPED,instagram,november,2022
642,fedevalverde,Fede Valverde,Sports with a ball,6800000.0,Spain,408200.0,579400.0,,Sports,MAPPED,instagram,november,2022
643,tannerbuchananofficial,Tanner Buchanan Official,Cinema & Actors/actresses,4099999.9999999995,United States,595700.0,965400.0,,Entertainment,MAPPED,instagram,november,2022
644,hadise,Hadise,Music,13900000.0,Turkey,239700.0,279500.0,Shows,Music,MAPPED,instagram,november,2022
645,smriti_mandhana,Smriti Mandhana,Sports with a ball,6500000.0,India,521700.00000000006,604400.0,,Sports,MAPPED,instagram,november,2022
646,kingarturo23oficial,Arturo Vidal,Sports with a ball,18600000.0,Italy,129600.0,209100.0,,Sports,MAPPED,instagram,november,2022
647,urassayas,Urassaya Sperbund,Cinema & Actors/actresses,12000000.0,Thailand,264400.0,321900.0,Modeling,Entertainment,MAPPED,instagram,november,2022
648,kenzie,kenzie ♡,Art/Artists,14800000.0,United States,171500.0,260899.99999999997,,Lifestyle,MAPPED,instagram,november,2022
649,mattyperry4,Matthew Perry,Cinema & Actors/actresses,7800000.0,Brazil,369200.0,503800.0,,Entertainment,MAPPED,instagram,november,2022
650,ozgecangurelofficial,Özge Gürel,Cinema & Actors/actresses,5800000.0,Turkey,553200.0,679900.0,,Entertainment,MAPPED,instagram,november,2022
651,ho5hi_kwon,HOSHI,Lifestyle,3800000.0,Indonesia,785400.0,1000000.0,,Lifestyle,MAPPED,instagram,november,2022
652,ferrari,Ferrari,Luxury,23100000.0,United States,126800.0,166500.0,Cars & Motorbikes,Beauty&Fashion,MAPPED,instagram,november,2022
653,malutrevejo,Malú 🦋 222🎤,Music,11500000.0,United States,185900.0,333500.0,,Music,MAPPED,instagram,november,2022
654,sonu_sood,Sonu Sood,Cinema & Actors/actresses,17600000.0,India,191100.0,218500.0,,Entertainment,MAPPED,instagram,november,2022
655,achrafhakimi,Achraf Hakimi,Sports with a ball,10200000.0,Morocco,256399.99999999997,376700.0,,Sports,MAPPED,instagram,november,2022
656,lamborghini,Lamborghini,Luxury,32100000.0,India,86200.0,118800.0,Cars & Motorbikes,Beauty&Fashion,MAPPED,instagram,november,2022
657,djsnake,djsnake,Music,9800000.0,India,334100.0,396600.0,,Music,MAPPED,instagram,november,2022
658,sooyoungchoi,Sooyoung Choi,Beauty,7400000.0,Indonesia,429900.0,518799.99999999994,Lifestyle,Beauty&Fashion,MAPPED,instagram,november,2022
659,rupertgrint,Rupert Grint,Cinema & Actors/actresses,4600000.0,Brazil,590100.0,837300.0,Music,Entertainment,MAPPED,instagram,november,2022
660,romanreigns,Joe Anoai aka “Roman Reigns”,Lifestyle,6600000.0,India,449100.0,583100.0,,Lifestyle,MAPPED,instagram,november,2022
661,saipallavi.senthamarai,Sai Pallavi,Cinema & Actors/actresses,6200000.0,India,537100.0,615800.0,,Entertainment,MAPPED,instagram,november,2022
662,amybethmcnulty,Amybeth,Lifestyle,7800000.0,Brazil,354800.0,487400.0,Cinema & Actors/actresses,Lifestyle,MAPPED,instagram,november,2022
663,davidalaba,David Alaba,Sports with a ball,10700000.0,Spain,247500.0,350300.0,,Sports,MAPPED,instagram,november,2022
664,drewstarkey,Drew Starkey,Cinema & Actors/actresses,3100000.0,United States,623600.0,1200000.0,,Entertainment,MAPPED,instagram,november,2022
665,pokimanelol,pokimane 🤍,Lifestyle,6200000.0,United States,468500.0,617000.0,Shows,Lifestyle,MAPPED,instagram,november,2022
666,residente,René Pérez Joglar,Art/Artists,8900000.0,Colombia,281200.0,436100.0,Music,Lifestyle,MAPPED,instagram,november,2022
667,virgilvandijk,Virgil van Dijk,Sports with a ball,12600000.0,United Kingdom,209500.0,296900.0,,Sports,MAPPED,instagram,november,2022
668,geewonii,김지원,,7800000.0,Indonesia,370500.0,487800.0,,,,instagram,november,2022
669,youngdae0302,김영대,Music,4500000.0,Indonesia,630600.0,832500.0,,Music,MAPPED,instagram,november,2022
670,sanchooo10,Jadon Sancho,Sports with a ball,8900000.0,United Kingdom,242500.0,423800.0,,Sports,MAPPED,instagram,november,2022
671,candiceking,Candice King,Family,10100000.0,Brazil,264000.0,367900.0,Lifestyle,Lifestyle,MAPPED,instagram,november,2022
672,playstation,PlayStation,Gaming,28900000.0,United States,104900.0,128300.00000000001,Computers & Gadgets,Tech&Gaming,MAPPED,instagram,november,2022
673,phoebejtonkin,Phoebe Tonkin,Beauty,8400000.0,United States,312200.0,445600.0,Cinema & Actors/actresses,Beauty&Fashion,MAPPED,instagram,november,2022
674,kareenakapoorkhan,Kareena Kapoor Khan,Family,9600000.0,India,311300.0,388500.0,Cinema & Actors/actresses,Lifestyle,MAPPED,instagram,november,2022
675,eilirjani,Elton ILIRJANI,Adult content,10600000.0,Albania,241600.0,349000.0,,Other,MAPPED,instagram,november,2022
676,fcbayern,FC Bayern,Sports with a ball,34200000.0,Germany,73300.0,107500.0,,Sports,MAPPED,instagram,november,2022
677,bleacherreport,Bleacher Report,Sports with a ball,19600000.0,United States,95400.0,188400.0,,Sports,MAPPED,instagram,november,2022
678,nita_shilimkar,Nita Shilimkar,Lifestyle,11500000.0,India,240500.0,318000.0,Fashion,Lifestyle,MAPPED,instagram,november,2022
679,euphoria,euphoria,Photography,7800000.0,United States,295100.0,476300.0,Cinema & Actors/actresses,Lifestyle,MAPPED,instagram,november,2022
680,theslumpgod,Stokeley,Music,5400000.0,United States,399000.0,694500.0,,Music,MAPPED,instagram,november,2022
681,sincerooficial,Sincero Oficial,Humor & Fun & Happiness,21700000.0,Brazil,87100.0,168600.0,,Entertainment,MAPPED,instagram,november,2022
682,elliotpage,,Cinema & Actors/actresses,6200000.0,United States,416000.0,599000.0,,Entertainment,MAPPED,instagram,november,2022
683,marcusrashford,Marcus Rashford MBE,Sports with a ball,12800000.0,United Kingdom,179900.0,284700.0,,Sports,MAPPED,instagram,november,2022
684,alvxaro,ALVARO,Lifestyle,9900000.0,Brazil,149900.0,374900.0,,Lifestyle,MAPPED,instagram,november,2022
685,andreavaldirisos,ANDREA VALDIRI 🇨🇴,Lifestyle,8700000.0,Colombia,299800.0,426600.0,Beauty,Lifestyle,MAPPED,instagram,november,2022
686,vanessalopesr_,Vanessa Lopes,Lifestyle,12400000.0,Brazil,89800.0,292600.0,Music,Lifestyle,MAPPED,instagram,november,2022
687,myketowers,MICHAEL,Music,9500000.0,Spain,216200.0,390100.0,,Music,MAPPED,instagram,november,2022
688,grantgust,Grant Gustin,Cinema & Actors/actresses,7800000.0,Brazil,334200.0,473600.0,Fashion,Entertainment,MAPPED,instagram,november,2022
689,lacasadepapel,La Casa de Papel,Cinema & Actors/actresses,12400000.0,Brazil,193800.0,291100.0,Shows,Entertainment,MAPPED,instagram,november,2022
690,5.min.crafts,5-Minute Crafts,DIY & Design,46200000.0,Brazil,56300.0,78400.0,,Lifestyle,MAPPED,instagram,november,2022
691,demirose,Demi 🌹,Modeling,19900000.0,United States,140500.0,183100.0,Lifestyle,Beauty&Fashion,MAPPED,instagram,november,2022
692,oprah,Oprah,Art/Artists,21500000.0,United States,144900.0,171300.0,Cinema & Actors/actresses,Lifestyle,MAPPED,instagram,november,2022
693,aliandooo,Aliando Syarief,Music,17100000.0,Indonesia,136400.0,217400.0,Cinema & Actors/actresses,Music,MAPPED,instagram,november,2022
694,dylanminnette,Dylan Minnette,Music,7300000.0,United States,307200.0,499500.0,Cinema & Actors/actresses,Music,MAPPED,instagram,november,2022
695,adidasfootball,adidas Football,Sports with a ball,31700000.0,Brazil,82900.0,113100.0,,Sports,MAPPED,instagram,november,2022
696,choi_seung_hyun_tttop,TOP,,14600000.0,Indonesia,208300.0,246400.0,,,,instagram,november,2022
697,porsche,Porsche,Cars & Motorbikes,26800000.0,United States,104300.0,133300.0,,Other,MAPPED,instagram,november,2022
698,asabopp,Asa Butterfield,Cinema & Actors/actresses,5700000.0,Brazil,433900.0,634500.0,,Entertainment,MAPPED,instagram,november,2022
699,bumkeyk,SHINee KEY,Music,9400000.0,Indonesia,323000.0,387000.0,,Music,MAPPED,instagram,november,2022
700,irinashayk,irina shayk,Modeling,19700000.0,Russia,130500.0,180700.0,,Beauty&Fashion,MAPPED,instagram,november,2022
701,irinashayk,irina shayk,Modeling,19700000.0,Russia,130500.0,180700.0,,Beauty&Fashion,MAPPED,instagram,november,2022
702,amitabhbachchan,Amitabh Bachchan,Cinema & Actors/actresses,31200000.0,India,98900.0,114400.0,,Entertainment,MAPPED,instagram,november,2022
703,angeliqueboyer,Angelique Boyer,Shows,14300000.0,Brazil,198400.0,249100.0,Cinema & Actors/actresses,Entertainment,MAPPED,instagram,november,2022
704,onwardwanna,"Javon ""Wanna"" Walton",Lifestyle,6000000.0,United States,358300.0,597900.0,Cinema & Actors/actresses,Lifestyle,MAPPED,instagram,november,2022
705,bigsean,BIGSEAN,Music,15400000.0,United States,126000.0,229800.0,Art/Artists,Music,MAPPED,instagram,november,2022
706,willevy,William  Levy / Actor Producer,Shows,10900000.0,Brazil,243700.0,328200.0,Cinema & Actors/actresses,Entertainment,MAPPED,instagram,november,2022
707,jamorant,12 🥷🏽🖤,Winter sports,7700000.0,United States,286600.0,463100.0,Sports with a ball,Sports,MAPPED,instagram,november,2022
708,_schwim_,David Schwimmer,Cinema & Actors/actresses,6800000.0,India,352300.0,527300.0,,Entertainment,MAPPED,instagram,november,2022
709,filiperet,Retchê,Lifestyle,7800000.0,Brazil,181000.0,463500.0,Photography,Lifestyle,MAPPED,instagram,november,2022
710,subo_m,Subhan Mamedov,Shows,10400000.0,Russia,278300.0,340100.0,,Entertainment,MAPPED,instagram,november,2022
711,brfootball,Bleacher Report Football,Sports with a ball,12600000.0,United States,172100.0,278100.0,,Sports,MAPPED,instagram,november,2022
712,narins_beauty,••Narins Beauty••,Lifestyle,9300000.0,Syria,318900.0,391900.0,,Lifestyle,MAPPED,instagram,november,2022
713,nikefootball,Nike Football (Soccer),Sports with a ball,45400000.0,Brazil,50200.0,77500.0,Clothing & Outfits,Sports,MAPPED,instagram,november,2022
714,eduincaz,Eduin Caz,Lifestyle,7400000.0,Mexico,373300.0,477400.0,,Lifestyle,MAPPED,instagram,november,2022
715,maneskinofficial,Måneskin,Modeling,6300000.0,Italy,398200.0,562000.0,Music,Beauty&Fashion,MAPPED,instagram,november,2022
716,ayushmannk,Ayushmann Khurrana,Cinema & Actors/actresses,16700000.0,India,172400.0,208100.0,,Entertainment,MAPPED,instagram,november,2022
717,perspolis,Persepolis,Sports with a ball,8300000.000000001,Iran,300800.0,428200.0,,Sports,MAPPED,instagram,november,2022
718,hichasestokes,,Humor & Fun & Happiness,7300000.0,United States,318300.0,476900.0,Lifestyle,Entertainment,MAPPED,instagram,november,2022
719,darshanravaldz,Darshan Raval #DholBajaa,Music,15400000.0,India,188000.0,226800.0,,Music,MAPPED,instagram,november,2022
720,paulwalker,Paul Walker,Cinema & Actors/actresses,15200000.0,India,165900.0,227300.0,,Entertainment,MAPPED,instagram,november,2022
721,aleoliveiracm,Alê Oliveira,Humor & Fun & Happiness,8500000.0,Brazil,169500.0,433600.0,,Entertainment,MAPPED,instagram,november,2022
722,realhinakhan,HK,Cinema & Actors/actresses,17400000.0,India,161800.0,199100.0,,Entertainment,MAPPED,instagram,november,2022
723,karljacobs,Karl Jacobs,,4300000.0,United States,622000.0,810000.0,,,,instagram,november,2022
724,jxxvvxxk,이재욱,,4000000.0,Indonesia,703600.0,884600.0,,,,instagram,november,2022
725,pooorblack,Pooorblack,,5000000.0,Iran,548900.0,710400.0,,,,instagram,november,2022
726,staceysolomon,Stacey Solomon,Family,5400000.0,United Kingdom,536700.0,646400.0,,Lifestyle,MAPPED,instagram,november,2022
727,amadorat,N I C O L E   A M A D O 🐉,Fashion,8300000.000000001,Mexico,372100.0,415800.0,Lifestyle,Beauty&Fashion,MAPPED,instagram,november,2022
728,21savage,,Music,13600000.0,United States,143000.0,251300.0,,Music,MAPPED,instagram,november,2022
729,adrianalima,Adriana Lima,Modeling,15000000.0,United States,155300.0,228400.0,Fashion,Beauty&Fashion,MAPPED,instagram,november,2022
730,yuvisofficial,Yuvraj Singh,Sports with a ball,15100000.0,India,189000.0,225400.0,,Sports,MAPPED,instagram,november,2022
731,dew_jsu,2000,Beauty,6400000.0,Indonesia,399900.0,537800.0,Lifestyle,Beauty&Fashion,MAPPED,instagram,november,2022
732,jaspritb1,jasprit bumrah,Lifestyle,9900000.0,India,302200.0,347300.0,Sports with a ball,Lifestyle,MAPPED,instagram,november,2022
733,wos.ds3,Valentín Oliva,Music,6600000.0,Argentina,342700.0,524300.0,,Music,MAPPED,instagram,november,2022
734,ansufati,Ansu Fati,Sports with a ball,9100000.0,Spain,250200.0,379400.0,Winter sports,Sports,MAPPED,instagram,november,2022
735,troyesivan,troye sivan,Art/Artists,13500000.0,United States,175000.0,251300.0,Fashion,Lifestyle,MAPPED,instagram,november,2022
736,haifawehbe,Haifa Wehbe,Music,10700000.0,Iraq,217900.0,318700.0,,Music,MAPPED,instagram,november,2022
737,burcuozberk,Burcu Özberk,Cinema & Actors/actresses,9300000.0,Turkey,286100.0,370500.0,,Entertainment,MAPPED,instagram,november,2022
738,danielricciardo,Daniel Ricciardo,Racing Sports,7400000.0,United States,355000.0,461000.0,,Sports,MAPPED,instagram,november,2022
739,alishalehmann7,Alisha Lehmann,Sports with a ball,8199999.999999999,Brazil,220200.0,415700.0,,Sports,MAPPED,instagram,november,2022
740,vivi,Vivi Wanderley,Beauty,13900000.0,Brazil,147100.0,242000.0,Lifestyle,Beauty&Fashion,MAPPED,instagram,november,2022
741,realcoleworld,Cole World,Music,7800000.0,United States,231500.0,439900.0,Art/Artists,Music,MAPPED,instagram,november,2022
742,nicholasgalitzine,Nicholas Galitzine,Cinema & Actors/actresses,4300000.0,Brazil,480000.0,795000.0,,Entertainment,MAPPED,instagram,november,2022
743,wanda_nara,Wanda nara,Lifestyle,14700000.0,Argentina,161400.0,228500.0,,Lifestyle,MAPPED,instagram,november,2022
744,umutisler,Umut İşler,Food & Cooking,11000000.0,India,188000.0,302200.0,,Lifestyle,MAPPED,instagram,november,2022
745,diljitdosanjh,DILJIT DOSANJH,Cinema & Actors/actresses,14000000.0,India,197700.0,238200.0,,Entertainment,MAPPED,instagram,november,2022
746,mchariel,MC Hariel,Music,9300000.0,Brazil,182400.0,363500.0,,Music,MAPPED,instagram,november,2022
747,valentinazenere,Valentina Zenere,Modeling,10200000.0,Brazil,269000.0,327600.0,Lifestyle,Beauty&Fashion,MAPPED,instagram,november,2022
748,imcryansp,TUBARAO GIGANTE 🦈,Lifestyle,5000000.0,Brazil,285600.0,679800.0,,Lifestyle,MAPPED,instagram,november,2022
749,richarlison,Richarlison,Sports with a ball,6200000.0,Brazil,286800.0,539100.0,Lifestyle,Sports,MAPPED,instagram,november,2022
750,yefersoncossio,Yef,Lifestyle,9800000.0,Colombia,234500.0,342000.0,,Lifestyle,MAPPED,instagram,november,2022
751,dk_is_dokyeom,도겸,Lifestyle,3600000.0,Iran,770100.0,927400.0,Music,Lifestyle,MAPPED,instagram,november,2022
752,pefabiodemelo,Fábio de Melo,Lifestyle,25800000.0,Brazil,85700.0,129300.00000000001,,Lifestyle,MAPPED,instagram,november,2022
753,rishabpant,Rishabh Pant,Lifestyle,7000000.0,India,404100.0,480200.0,Sports with a ball,Lifestyle,MAPPED,instagram,november,2022
754,litkillah,MAWZ💬,Music,8100000.0,Argentina,311100.0,409900.0,,Music,MAPPED,instagram,november,2022
755,emmaroberts,Emma Roberts,Cinema & Actors/actresses,18400000.0,United States,121000.0,178700.0,,Entertainment,MAPPED,instagram,november,2022
756,kittychicha,🖤KITTY CHICHA🐱,Music,4300000.0,Philippines,637600.0,773100.0,,Music,MAPPED,instagram,november,2022
757,madonna,Madonna,Music,18500000.0,Italy,120700.0,180100.0,,Music,MAPPED,instagram,november,2022
758,adamsandler,Adam Sandler,Cinema & Actors/actresses,13600000.0,United States,189000.0,240700.0,,Entertainment,MAPPED,instagram,november,2022
759,miketyson,Mike Tyson,Fitness & Gym,19400000.0,United States,131200.0,168900.0,,Sports,MAPPED,instagram,november,2022
760,sandrinna_11,Drinna 🖤,Lifestyle,10700000.0,Indonesia,237300.0,302700.0,,Lifestyle,MAPPED,instagram,november,2022
761,spacex,SpaceX,Science,16100000.000000002,United States,166500.0,202500.0,Machinery & Technologies,Tech&Gaming,MAPPED,instagram,november,2022
762,davidluiz23,David Luiz,Sports with a ball,22400000.0,Brazil,66200.0,145600.0,,Sports,MAPPED,instagram,november,2022
763,ivan_buhaje,spreen,,3100000.0,Argentina,843600.0,1000000.0,,,,instagram,november,2022
764,jackblack,Jack Black,Cinema & Actors/actresses,8900000.0,United States,282000.0,368200.0,,Entertainment,MAPPED,instagram,november,2022
765,yasminabdelaziz_,Yasmin Abdelaziz,Cinema & Actors/actresses,16200000.0,Egypt,170000.0,201000.0,,Entertainment,MAPPED,instagram,november,2022
766,tohi,𝐓𝐎𝐇𝐈,Lifestyle,12200000.0,Iran,190600.0,282000.0,Music,Lifestyle,MAPPED,instagram,november,2022
767,schwarzenegger,Arnold Schwarzenegger,Cinema & Actors/actresses,22600000.0,United States,121800.0,143100.0,Fitness & Gym,Entertainment,MAPPED,instagram,november,2022
768,ms_puiyi,Siew Pui Yi 🤍,Adult content,19600000.0,United States,128500.0,164600.0,,Other,MAPPED,instagram,november,2022
769,moneybaggyo,Certified Speaker💜,Lifestyle,8400000.0,United States,163000.0,389200.0,NFT,Lifestyle,MAPPED,instagram,november,2022
770,deolaneb_,DEOLANE BEZERRA ⚖️,,6300000.0,Brazil,206100.0,512500.0,,,,instagram,november,2022
771,madisonbaileybabe,Maddie Baby,Lifestyle,6600000.0,United States,259500.0,485900.0,Cinema & Actors/actresses,Lifestyle,MAPPED,instagram,november,2022
772,neeraj____chopra,Neeraj Chopra,Shows,6200000.0,India,389200.0,510100.0,Winter sports,Entertainment,MAPPED,instagram,november,2022
773,mrunalthakur,Mrunal Thakur,Beauty,6400000.0,India,352600.0,491300.0,Cinema & Actors/actresses,Beauty&Fashion,MAPPED,instagram,november,2022
774,lacikaysomers,Laci Kay Somers,Music,12200000.0,United States,152300.0,260399.99999999997,Modeling,Music,MAPPED,instagram,november,2022
775,jaybnow.hr,LIM JAE BEOM,Music,6900000.0,United States,347900.0,456600.0,,Music,MAPPED,instagram,november,2022
776,yamigautam,Yami Gautam Dhar,Cinema & Actors/actresses,16500000.0,India,162100.0,188100.0,,Entertainment,MAPPED,instagram,november,2022
777,gioewbank,Giovanna Ewbank,Cinema & Actors/actresses,29400000.0,Brazil,66200.0,105700.0,Modeling,Entertainment,MAPPED,instagram,november,2022
778,avani,avani,Beauty,18700000.0,United States,123000.0,165300.0,Lifestyle,Beauty&Fashion,MAPPED,instagram,november,2022
779,roddyricch,,Music,7000000.0,United States,234800.0,450700.0,,Music,MAPPED,instagram,november,2022
780,mauroicardi,𝕄𝔸𝕌ℝ𝕆 𝕀ℂ𝔸ℝ𝔻𝕀,Sports with a ball,8199999.999999999,Italy,236800.0,379300.0,,Sports,MAPPED,instagram,november,2022
781,jenniferwinget1,Jennifer Winget,Cinema & Actors/actresses,13600000.0,India,187800.0,228400.0,,Entertainment,MAPPED,instagram,november,2022
782,sarahhyland,Sarah Hyland,Cinema & Actors/actresses,10000000.0,United States,250700.0,313400.0,Lifestyle,Entertainment,MAPPED,instagram,november,2022
783,wayvofficial,WayV,Music,7500000.0,Indonesia,351800.0,418900.0,,Music,MAPPED,instagram,november,2022
784,meekmill,Meek Mill,Music,22700000.0,United States,71500.0,137600.0,,Music,MAPPED,instagram,november,2022
785,nodal,Christian Nodal 🇲🇽 🌵💚,Music,9400000.0,Mexico,229100.0,336800.0,,Music,MAPPED,instagram,november,2022
786,indiaroyale,India Royale,,4600000.0,United States,233300.0,691700.0,,,,instagram,november,2022
787,chrissyteigen,chrissy teigen,Shows,39300000.0,United States,59800.0,78000.0,Modeling,Entertainment,MAPPED,instagram,november,2022
788,kyrieirving,Hélà,Sports with a ball,17300000.0,United States,117200.0,177000.0,,Sports,MAPPED,instagram,november,2022
789,ahmedabohashima,Ahmed Abouhashima,Business & Careers,17300000.0,Egypt,130300.00000000001,175900.0,Finance & Economics,Knowledge&Info,MAPPED,instagram,november,2022
790,l7nnon,L7,Lifestyle,8900000.0,Brazil,146400.0,347600.0,Art/Artists,Lifestyle,MAPPED,instagram,november,2022
791,fadiljaidi,Fadil Jaidi,Lifestyle,8000000.0,Indonesia,257800.0,387300.0,,Lifestyle,MAPPED,instagram,november,2022
792,jessicajane99,Jessica Jane,Shows,5900000.0,Indonesia,392800.0,517799.99999999994,Modeling,Entertainment,MAPPED,instagram,november,2022
793,giannis_an34,Giannis Ugo Antetokounmpo,Sports with a ball,13500000.0,United States,142500.0,225500.0,,Sports,MAPPED,instagram,november,2022
794,egorkreed,Егор Крид | #HeartBreakKid,Music,14700000.0,Russia,168600.0,206700.0,,Music,MAPPED,instagram,november,2022
795,joerogan,Joe Rogan,Humor & Fun & Happiness,15700000.0,United States,139800.0,195000.0,Cinema & Actors/actresses,Entertainment,MAPPED,instagram,november,2022
796,nancyajram,Nancy Ajram,Music,33200000.000000004,Iraq,72000.0,92100.0,,Music,MAPPED,instagram,november,2022
797,woozi_universefactory,WOOZI,,4099999.9999999995,Indonesia,635800.0,756500.0,,,,instagram,november,2022
798,enriqueiglesias,Enrique Iglesias,Music,17100000.0,India,125900.0,177800.0,Art/Artists,Music,MAPPED,instagram,november,2022
799,cocielo,Júlio Cocielo Estaniecki,Cinema & Actors/actresses,19300000.0,Brazil,99400.0,155600.0,,Entertainment,MAPPED,instagram,november,2022
800,junhui_moon,JUN 文俊辉,Lifestyle,3000000.0,Indonesia,836800.0,1000000.0,Music,Lifestyle,MAPPED,instagram,november,2022
801,vernonline,Vernon 버논,,4700000.0,Japan,490200.0,648600.0,,,,instagram,november,2022
802,miamalkova,Mia Malkova,Cinema & Actors/actresses,11100000.0,India,200100.0,271200.0,,Entertainment,MAPPED,instagram,november,2022
803,rafakalimann,Rafa Kalimann,Modeling,23100000.0,Brazil,75100.0,134900.0,,Beauty&Fashion,MAPPED,instagram,november,2022
804,yailinlamasviralreal,Yailin la Mas Viral ♋️🧿,Lifestyle,5700000.0,United States,382100.0,547700.0,,Lifestyle,MAPPED,instagram,november,2022
805,warriors,Golden State Warriors,Lifestyle,25600000.0,United States,83900.0,116300.0,Sports with a ball,Lifestyle,MAPPED,instagram,november,2022
806,supercarblondie,Alex - that girl with the Cars,Cars & Motorbikes,10900000.0,India,173400.0,274800.0,,Other,MAPPED,instagram,november,2022
807,hm_son7,Son HeungMin(손흥민)🇰🇷,Sports with a ball,7700000.0,Brazil,241900.0,393500.0,,Sports,MAPPED,instagram,november,2022
808,tarkan,Tarkan,Music,6000000.0,Turkey,449700.0,509400.0,,Music,MAPPED,instagram,november,2022
809,thiagosilva,Thiago Silva,Sports with a ball,19800000.0,Brazil,88600.0,149200.0,,Sports,MAPPED,instagram,november,2022
810,dhanushkraja,Dhanush,Cinema & Actors/actresses,5000000.0,India,465600.0,602500.0,,Entertainment,MAPPED,instagram,november,2022
