rank,handle_tiktok,name_tiktok,followers,views_avg,likes_avg,comments_avg,shares_avg,_platform,_month,_year
125,albert_cancook,albert_cancook,9200000.0,5300000.0,441900.0,3000.0,1500.0,tiktok,november,2022
126,chinamcclain,China,16399999.999999998,3100000.0,783600.0,2100.0,2000.0,tiktok,november,2022
127,nadbilqis,nadb,219100.0,3500000.0,414700.0,2500.0,4400.0,tiktok,november,2022
128,gordonramsayofficial,Gordon Ramsay,34700000.0,6200000.0,561400.0,1700.0,1200.0,tiktok,november,2022
129,firmanskd,𝙆𝙊𝘾𝘼𝙉,3000000.0,3000000.0,287900.0,891.0,10800.0,tiktok,november,2022
130,jennyhan,Jenny Han,2000000.0,3100000.0,561200.0,2700.0,2900.0,tiktok,november,2022
131,pablitocastilloo,pablitocastilloo,6100000.0,2900000.0,277000.0,1400.0,10700.0,tiktok,november,2022
132,ndshvv,ndshvv,3900000.0,4400000.0,578700.0,2900.0,955.0,tiktok,november,2022
133,williesalim,WILLIE SALIM,19400000.0,4900000.0,299100.0,4000.0,2700.0,tiktok,november,2022
134,lewiscapaldi,Lewis Capaldi,4000000.0,2800000.0,311100.0,2300.0,8900.0,tiktok,november,2022
135,hayleythebignoodle,💕Hayley💕,84600.0,2800000.0,145900.0,10800.0,12800.0,tiktok,november,2022
136,tooturnttony,Tooturnttony,18700000.0,5300000.0,507000.0,2700.0,913.0,tiktok,november,2022
137,douhalaribiii,Douha laribii,9300000.0,6300000.0,405700.0,2600.0,1100.0,tiktok,november,2022
138,christian,Christian Del Grosso,4700000.0,1900000.0,252600.0,3200.0,16500.0,tiktok,november,2022
139,jacobday,Jacob Day,6300000.0,2700000.0,515400.0,4500.0,2200.0,tiktok,november,2022
140,dedaaladim,Debora Aladim,1800000.0,2400000.0,531100.0,3800.0,3400.0,tiktok,november,2022
141,isaach.p,Isaac H.P,3400000.0,3100000.0,445900.0,4400.0,2100.0,tiktok,november,2022
142,jindaouis,Louisa Jindaoui,2400000.0,3500000.0,551500.0,2600.0,2000.0,tiktok,november,2022
143,qamar_altaey,𝑄𝐴𝑀𝐴𝑅,4300000.0,2700000.0,276600.0,4900.0,6600.0,tiktok,november,2022
144,raonyp,Rao,224500.0,1400000.0,349100.0,6100.0,11400.0,tiktok,november,2022
145,soysuco,soysuco,13400000.0,3200000.0,332300.0,6900.0,1100.0,tiktok,november,2022
146,robertirwin,Robert Irwin,4600000.0,2300000.0,492900.0,3600.0,3800.0,tiktok,november,2022
147,olivertree,Oliver Tree,12800000.0,5500000.0,490400.0,2000.0,1100.0,tiktok,november,2022
148,mollymaehague,Molly-Mae Hague,2400000.0,5000000.0,593600.0,1800.0,1000.0,tiktok,november,2022
149,theovon,Theo Von,3100000.0,2600000.0,302300.0,1000.0,9300.0,tiktok,november,2022
150,chris,Chris Olsen,8600000.0,4700000.0,682300.0,1700.0,851.0,tiktok,november,2022
151,sehataqua,SehatAQUA,533200.0,61100000.0,70000.0,539.0,1300.0,tiktok,november,2022
152,dylan.page,Dylan Page,4500000.0,2800000.0,403800.0,4100.0,2800.0,tiktok,november,2022
153,lagranjadelborrego,La granja del borrego,13200000.0,5200000.0,744800.0,1400.0,627.0,tiktok,november,2022
154,vhackerr,Vinnie,15000000.0,2800000.0,473900.0,3800.0,2100.0,tiktok,november,2022
155,augustogimenez,AugustoGimenez,13900000.0,6000000.0,862800.0,1000.0,464.0,tiktok,november,2022
156,garett__nolan,Garett Nolan,13400000.0,2700000.0,351300.0,2900.0,5200.0,tiktok,november,2022
157,alexwaarren,Alex warren,15600000.0,4700000.0,854500.0,893.0,981.0,tiktok,november,2022
158,madisonbeer,Madison Beer,18100000.0,2900000.0,492300.0,2900.0,2300.0,tiktok,november,2022
159,brodywellmaker,Brody Wellmaker,21700000.0,2700000.0,461400.0,1800.0,4200.0,tiktok,november,2022
160,lukas.urkijo,Lukas urkijo,1800000.0,3800000.0,384300.0,3600.0,1400.0,tiktok,november,2022
161,victormelo,Victor Melo,22400000.0,3000000.0,562200.0,2000.0,2200.0,tiktok,november,2022
162,nashvibes,NashVibes Art,4000000.0,5600000.0,534500.0,1200.0,1200.0,tiktok,november,2022
163,elbitalamanabita5,Elba González,1500000.0,2600000.0,418700.0,1600.0,4800.0,tiktok,november,2022
164,jaimeonod,Telma,1900000.0,2700000.0,365500.0,3700.0,3300.0,tiktok,november,2022
165,b.blek,b.blek,3100000.0,4300000.0,332100.0,2500.0,2100.0,tiktok,november,2022
166,lachlanfairbairn,lachlanfairbairn,1100000.0,2300000.0,425200.0,2500.0,4200.0,tiktok,november,2022
167,zeth,Zeth,13000000.0,3000000.0,546300.0,1100.0,3000.0,tiktok,november,2022
168,emillyvickof,Emilly Vick,13100000.0,4900000.0,383000.0,2500.0,1000.0,tiktok,november,2022
169,pierson,Pierson,13900000.0,3700000.0,617100.0,1800.0,1100.0,tiktok,november,2022
170,siscakohl,Sisca Kohl,12700000.0,5500000.0,495000.0,1600.0,774.0,tiktok,november,2022
171,lelepons,Lele Pons,28600000.0,4400000.0,639500.0,1200.0,1100.0,tiktok,november,2022
172,jamarcus,Jamarcus Chatman,2100000.0,6100000.0,301300.0,423.0,3100.0,tiktok,november,2022
173,nayibbukele,Nayib Bukele,4200000.0,2200000.0,246700.0,5900.0,5800.0,tiktok,november,2022
174,surya.manurung,SURYAMANURUNG,2300000.0,7600000.0,181500.0,3100.0,1500.0,tiktok,november,2022
175,rinklebinkle,rinkle binkle 😼,198400.0,1700000.0,389000.0,4300.0,5400.0,tiktok,november,2022
176,k0uvr,Kouvr,13800000.0,4300000.0,667300.0,1100.0,1100.0,tiktok,november,2022
177,thoriqhal,thariqhalilintar,4700000.0,1800000.0,236100.0,13500.0,1200.0,tiktok,november,2022
178,bayashi.tiktok,バヤシ🥑Bayashi,36300000.0,3800000.0,434600.0,2900.0,905.0,tiktok,november,2022
179,queenofontario,amaris,74300.0,3400000.0,721700.0,683.0,1900.0,tiktok,november,2022
180,llkeyllll,Kadi,2100000.0,3600000.0,238800.0,5600.0,1600.0,tiktok,november,2022
181,haileesteinfeld,Hailee Steinfeld,3300000.0,1600000.0,404900.0,6900.0,2600.0,tiktok,november,2022
182,elpugaa,Puga,10100000.0,3700000.0,334700.0,608.0,4300.0,tiktok,november,2022
183,yucholoco,Sintya Marisca,3000000.0,5000000.0,364000.0,1700.0,1600.0,tiktok,november,2022
184,botakteras,Mike,3800000.0,5100000.0,406400.0,2300.0,500.0,tiktok,november,2022
185,championsleague,Champions League,18300000.0,3700000.0,488100.0,1700.0,1600.0,tiktok,november,2022
186,youngswagonoriginal,YoungSwagon,5700000.0,2700000.0,450100.0,1200.0,3400.0,tiktok,november,2022
187,slaterkodish,slaterkodish,326900.0,4300000.0,580900.0,680.0,1600.0,tiktok,november,2022
188,bmbsh7,بمبش السيد♦️bimbsh♦️,5100000.0,2500000.0,330300.0,4800.0,1900.0,tiktok,november,2022
189,nicolegarcia,nicole garcia,13000000.0,5200000.0,659200.0,1100.0,515.0,tiktok,november,2022
190,mas_nizar,IG: nizar_abzhr31,6700000.0,3400000.0,450100.0,2900.0,728.0,tiktok,november,2022
191,jelena.unforgetable,#jelena,183100.0,6200000.0,434500.0,1600.0,418.0,tiktok,november,2022
192,los_chicaneros,Los_chicaneros,4900000.0,2800000.0,324000.0,1300.0,4500.0,tiktok,november,2022
193,costatitch,Costa Titch,947100.0,4300000.0,305600.0,634.0,3400.0,tiktok,november,2022
194,ash.e.e,Ashley Elliott,11700000.0,4600000.0,523700.00000000006,1800.0,348.0,tiktok,november,2022
195,evtushenko_dima,Дима Евтушенко,7800000.0,2600000.0,136200.0,11800.0,3000.0,tiktok,november,2022
196,hisoyvaleria,valeria 🖤,9100000.0,3200000.0,443200.0,1300.0,2500.0,tiktok,november,2022
197,jessechrisss,Jess,3600000.0,3000000.0,665500.0,1700.0,865.0,tiktok,november,2022
198,ozikoy,KOY,7600000.0,3000000.0,393900.0,2300.0,2100.0,tiktok,november,2022
199,danielatreco,DanielaTreco,1500000.0,2000000.0,370800.0,984.0,5800.0,tiktok,november,2022
200,dinosonso_ofc,DinoSonso,8800000.0,2500000.0,194100.0,4400.0,5900.0,tiktok,november,2022
201,oironyoliveira,Kbuloso 😈,6800000.0,1700000.0,154600.0,650.0,18800.0,tiktok,november,2022
202,michou_yt,Michou,7700000.0,4000000.0,415400.0,2400.0,568.0,tiktok,november,2022
203,gemeosdomingues,GÊMEOS DOMINGUES,2200000.0,2000000.0,188700.0,8600.0,4500.0,tiktok,november,2022
204,nikitadragun,Nikita Dragun,14600000.0,3600000.0,446500.0,1500.0,1500.0,tiktok,november,2022
205,dobretwins,Lucas and Marcus,36600000.0,4400000.0,425400.0,1800.0,764.0,tiktok,november,2022
206,valenrewah,Valenrewah,8300000.000000001,5100000.0,540800.0,1000.0,699.0,tiktok,november,2022
207,cardncyn,Carddd,4500000.0,5000000.0,599200.0,998.0,587.0,tiktok,november,2022
208,hiagodosvideos,Hiago Marques,2100000.0,2400000.0,409000.0,1700.0,3100.0,tiktok,november,2022
209,kaylamalecc,kayla,9300000.0,3400000.0,429600.0,3000.0,249.0,tiktok,november,2022
210,babybella777,Bella Hadid,6400000.0,4300000.0,550000.0,1300.0,641.0,tiktok,november,2022
211,danythegaggio,Daniele Cabras,3500000.0,2300000.0,283500.0,1500.0,5600.0,tiktok,november,2022
212,unkabogableviceganda,Vice Ganda,10200000.0,4500000.0,564600.0,1300.0,537.0,tiktok,november,2022
213,hafizmahamad,Hafiz Mahamad,1200000.0,2300000.0,201300.0,5300.0,4500.0,tiktok,november,2022
214,mndiaye_97,mndiaye_97,15400000.0,2700000.0,458500.0,2100.0,1600.0,tiktok,november,2022
215,davidcstt_,David Costa,5900000.0,3100000.0,493800.0,1400.0,1600.0,tiktok,november,2022
216,vanessalopesr,Vanessa Lopes,26500000.0,3300000.0,345000.0,2400.0,1400.0,tiktok,november,2022
217,eupereiraoficial,Eu Pereira,8000000.0,3400000.0,385900.0,1600.0,1700.0,tiktok,november,2022
218,anna..paull,Anna Paul,5600000.0,3000000.0,602000.0,1800.0,590.0,tiktok,november,2022
219,karna.val,🎀КАРНАВАЛ🎀,24500000.0,2900000.0,283500.0,3200.0,2200.0,tiktok,november,2022
220,animalize21,animalize21🔥,12800000.0,4200000.0,478000.0,1100.0,1100.0,tiktok,november,2022
221,jaimefrench,Jaime French,485400.0,1800000.0,366400.0,2700.0,4000.0,tiktok,november,2022
222,ne_4_,نيف السيد,3400000.0,3000000.0,208500.0,4900.0,1900.0,tiktok,november,2022
223,yano4kaa.aaa,yano4kaa,4300000.0,2900000.0,434600.0,1600.0,1800.0,tiktok,november,2022
224,ssukasuka12,quotes kartun,1100000.0,1500000.0,179900.0,194.0,14800.0,tiktok,november,2022
225,lilnasx,lil nas x,28800000.0,2800000.0,432100.0,1600.0,1800.0,tiktok,november,2022
226,abir.sag,Abir el saghir,16600000.000000002,3600000.0,292500.0,2000.0,1800.0,tiktok,november,2022
227,bretmanrock,bretmanrock,14600000.0,2300000.0,504400.0,1400.0,2200.0,tiktok,november,2022
228,miladmirg,Milad,5900000.0,3800000.0,367700.0,2400.0,446.0,tiktok,november,2022
229,jakepaul,Jake Paul,16900000.0,4300000.0,240900.0,3100.0,880.0,tiktok,november,2022
230,jemimajune_,Jemima June,569300.0,4500000.0,510100.0,856.0,894.0,tiktok,november,2022
231,gordeewa__13,gordeewa__13 :&gt;,13800000.0,4900000.0,278600.0,2400.0,524.0,tiktok,november,2022
232,axelwebber,Axel,4400000.0,3600000.0,771700.0,1000.0,399.0,tiktok,november,2022
233,mohm.nabeel,mohammad.nabeel,566100.0,2300000.0,132400.0,4500.0,8500.0,tiktok,november,2022
234,paytonking,Payton King,5300000.0,1700000.0,388200.0,2700.0,3400.0,tiktok,november,2022
235,kblock43,Ken Block,1800000.0,3200000.0,342300.0,762.0,2900.0,tiktok,november,2022
236,nia.ramadhani.bakrie,Nia Ramadhani Bakrie,2100000.0,4099999.9999999995,337100.0,1600.0,1200.0,tiktok,november,2022
237,mateuspesce,Mateus pesce,7200000.0,2200000.0,257200.0,2500.0,4500.0,tiktok,november,2022
238,itsmenicksmithy,Nick Smithyman 🤓,8199999.999999999,2600000.0,243700.0,1800.0,4400.0,tiktok,november,2022
239,gurrms0630,BEDDY,7500000.0,2700000.0,464000.0,1800.0,1400.0,tiktok,november,2022
240,marianagrimaldii,La Niña Fresa 🍓,2800000.0,3300000.0,449800.0,709.0,1900.0,tiktok,november,2022
241,cedriklorenzen,Cedrik Lorenzen,3200000.0,2000000.0,229700.0,3200.0,5100.0,tiktok,november,2022
242,lgndfrvr,LGNDFRVR,17400000.0,2500000.0,417800.0,1300.0,2400.0,tiktok,november,2022
243,sunnyjutt1296,SunNy Jutt,2500000.0,3500000.0,344000.0,1900.0,1200.0,tiktok,november,2022
244,lilpump,Lil Pump,4400000.0,2700000.0,306700.0,3000.0,1500.0,tiktok,november,2022
245,kukombo,H,4800000.0,2700000.0,622200.0,1700.0,533.0,tiktok,november,2022
246,caprariu_valentino,V A L E N T I N O,3000000.0,4300000.0,230200.0,1800.0,2000.0,tiktok,november,2022
247,hf37777,نجم الثرياء⭐H,643700.0,1300000.0,38400.0,6200.0,71000.0,tiktok,november,2022
248,emrata,Emrata,2100000.0,3500000.0,329300.0,1200.0,2000.0,tiktok,november,2022
249,thallyssonsb,Thallysson Borges,11200000.0,2000000.0,294200.0,2400.0,4000.0,tiktok,november,2022
250,artemmodelka,artemmodelka,801100.0,5100000.0,299200.0,1900.0,446.0,tiktok,november,2022
251,surthycooks,Surthycooks,15900000.0,3400000.0,491700.0,1500.0,544.0,tiktok,november,2022
252,sturniolo.triplets,Sturniolo’s,4700000.0,2200000.0,505200.0,2200.0,969.0,tiktok,november,2022
253,jakekrantz,Jake Krantz,2400000.0,2100000.0,341500.0,1000.0,3800.0,tiktok,november,2022
254,jairsanchezzz,Jair Sanchez,7400000.0,1800000.0,280700.0,1500.0,5200.0,tiktok,november,2022
255,oldtimehawkey,Old Time Hawkey,6700000.0,1800000.0,319900.0,3100.0,2800.0,tiktok,november,2022
256,andrefernm,André Fernandes,387300.0,888500.0,111900.0,5700.0,28300.0,tiktok,november,2022
