#,NAME,FOLLOWERS,ER,COUNTRY,TOPIC OF INFLUENCE,POTENTIAL REACH
1,المعتصم بالله مقداد | عصومي @motasmmekdad,256.8K,1.7%,Kuwait,Entertainment & Music,77K
2,Rawan Bin Hussain @rawan,217.5K,-,Kuwait,Acting & Drama Entertainment & Music,65.2K
3,الوليد مقداد | Waleed Miqdad @waleedmiqdad,192.7K,1.63%,Kuwait,Arts & Crafts Entertainment & Music,57.8K
4,Ali Najem | علي نجم @alinajim,176.7K,0.21%,Kuwait,Education Upskilling,53K
5,طلال سام @talal_sam,101.2K,1.95%,Kuwait,Entertainment & Music,30.3K
6,د. محمد نبيل الصفي @dr_abdoty,63.1K,0.16%,Kuwait,Education Health & Fitness,18.9K
7,Dalal AlDoub 🕊 @dalalid,56.8K,-,Kuwait,Fashion & Accessories Beauty & Self Care,17K
8,Fatma Alsafi @me_alsafi,56.4K,0.16%,Kuwait,Travel family,16.9K
9,Boutiqaat بوتيكات @boutiqaat,53.1K,0.09%,Kuwait,Beauty & Self Care Fashion & Accessories,15.9K
10,Hessa AlSanea حصه الصانع @hessa_makeup,52.9K,-,Kuwait,Beauty & Self Care,15.9K
11,القبس @alqabas,52.7K,0.03%,Kuwait,,15.8K
12,كويلي @kwtil,51.9K,2.05%,Kuwait,Entertainment & Music,15.6K
13,KRAVE @kravekw,49.2K,0.12%,Kuwait,Food,14.8K
14,وزارة الداخلية - دولة الكويت @moi_kuw,47.7K,-,Kuwait,,14.3K
15,Aziz Bader - عزيز بدر @aziz,45.8K,0.47%,Kuwait,Auto and Vehicles,13.7K
16,فرح الصراف farah alsarraf @fara7_al_,44.6K,0.66%,Kuwait,,13.4K
17,Salem Alhajri 🇰🇼 سالم الهاجري @beingsalem,43.3K,0.48%,Kuwait,Product Showcase Auto and Vehicles,13K
18,Xcite @xcitealghanim,41.1K,0.15%,Kuwait,Auto and Vehicles,12.3K
19,Hend Alblooshi - هند البلوشي @hind_albloushii,41K,0.18%,Kuwait,Arts & Crafts,12.3K
20,مشعل حمد @yamsh3l,38.6K,0.22%,Kuwait,Education,11.6K
21,راكان الشايع @rrakans,35K,1.71%,Kuwait,Entertainment & Music,10.5K
22,Abdullah Alshayji | عبدالله الشايجي @shaijieee,34.2K,0.67%,Kuwait,Fashion & Accessories Beauty & Self Care,10.3K
23,National Bank of Kuwait @nbkgroup,33.3K,1.2%,Kuwait,Finance,10K
24,🇰🇼 تسويق | عائشة Marketing | Reels Queen 👑 @aishasaad94,32.9K,0.48%,Kuwait,Education Product Education,9.9K
25,وزارة الصحة - الكويت @kuwait_moh,32.1K,0.13%,Kuwait,Health,9.6K
26,Touché @toucheofficial,30.5K,0.09%,Kuwait,Fashion & Accessories,9.2K
27,Sara Rabeea 🇰🇼 @saraniumm,30K,0.49%,Kuwait,,9K
28,مرزوق علي الغانم @marzouqalialghanim,30K,0.85%,Kuwait,Politics,9K
29,Lulwa Almulla- لولوة الملا @lulu_almulla1,29.8K,0.24%,Kuwait,Entertainment & Music Acting & Drama,8.9K
30,فهد بن سالم الكندري @fahdalkandri,29.4K,1.26%,Kuwait,Education,8.8K
31,BAL3AH X OVERJAR 🍦 @bal3ah_,28.2K,-,Kuwait,Fashion & Accessories,8.5K
32,Dana Al Tuwarish ᴰᵀ @daneeda_t,27.4K,0.51%,Kuwait,Fashion & Accessories,8.2K
