#,NAME,FOLLOWERS,ER,COUNTRY,TOPIC OF INFLUENCE,POTENTIAL REACH
1,DR. SHAQUILLE O'NEAL Ed.D. @shaq,1.7M,0.22%,United States,Sports,519.6K
2,KATY PERRY @katyperry,1.7M,-,United States,Entertainment & Music,509.1K
3,Mia K. @miakhalifa,1.3M,0.15%,United States,Entertainment & Music,393.9K
4,FUCKJERRY @fuckjerry,1.1M,0.77%,United States,Entertainment & Music Funny,327.1K
5,billboard @billboard,914.2K,0.3%,United States,Entertainment & Music,274.3K
6,Los Angeles Lakers @lakers,830.1K,0.39%,United States,Sports,249K
7,Positive & Motivational Quotes @thegoodquote,790.8K,0.26%,United States,Education Life & Society,237.2K
8,Gabrielle Union-Wade @gabunion,784.7K,1.04%,United States,Entertainment & Music Fashion & Accessories,235.4K
9,FashionNova.com @fashionnova,737.4K,0.12%,United States,Fashion & Accessories,221.2K
10,WASTED @wasted,707.7K,0.91%,United States,Funny Entertainment & Music,212.3K
11,The Trillionaire Life™ @thetrillionairelife,652.6K,0.39%,United States,Finance,195.8K
12,Betches Media @betches,624.7K,0.41%,United States,Entertainment & Music,187.4K
13,Metallica @metallica,614.2K,0.99%,United States,Entertainment & Music,184.3K
14,@jackharlow,609.1K,0.97%,United States,Entertainment & Music,182.7K
15,WE THE URBAN @wetheurban,599.1K,1.26%,United States,Fashion & Accessories,179.7K
16,Atl..Da Crew RIP RICHIE @dcyoungfly,576.4K,0.81%,United States,Entertainment & Music Comedy,172.9K
17,Jake Paul @jakepaul,566.6K,0.48%,United States,Entertainment & Music Sports,170K
18,Anastasia Beverly Hills @anastasiabeverlyhills,557.1K,0.07%,United States,Beauty & Self Care,167.1K
19,James Charles @jamescharles,552.5K,0.38%,United States,Beauty & Self Care,165.8K
20,René Pérez Joglar @residente,543.1K,0.63%,United States,Entertainment & Music,162.9K
21,Hannah Stocking @hannahstocking,539.9K,0.27%,United States,Entertainment & Music Funny,162K
22,Mariah Carey @mariahcarey,525.4K,3.15%,United States,Entertainment & Music,157.6K
23,HoodClips @hoodclips,518.4K,0.38%,United States,Entertainment & Music Funny,155.5K
24,travisbarker @travisbarker,512.4K,0.69%,United States,Entertainment & Music,153.7K
25,DON OMAR aka KONG @donomar,488.8K,0.27%,United States,Entertainment & Music,146.6K
26,Upworthy @upworthy,476.2K,0.24%,United States,Life & Society,142.9K
27,Sommer Ray @sommerray,465.2K,0.21%,United States,Fitness & Health Beauty & Self Care,139.6K
28,"Andrew Huberman, Ph.D. @hubermanlab",464.3K,0.8%,United States,Education Fitness & Health,139.3K
29,Alex Morgan @alexmorgan13,462.4K,0.82%,United States,Sports,138.7K
30,Devon Rodriguez @devonrodriguezart,450.4K,0.28%,United States,Arts & Crafts,135.1K
31,History Photographed @historyphotographed,440.9K,0.49%,United States,Education,132.3K
32,FunnyMike @funnymike,440.1K,0.54%,United States,Entertainment & Music,132K
33,Betch @bitch,431.1K,2.93%,United States,,129.3K
34,THE HOME EDIT ® @thehomeedit,412.8K,0.1%,United States,Home & Garden,123.8K
35,TrustGodBro @trustgodbro,400.1K,1.28%,United States,Religion,120K
36,Too Faced Cosmetics @toofaced,398.2K,0.05%,United States,Beauty & Self Care,119.5K
37,Mauricio Ochmann @mauochmann,388.1K,0.3%,United States,Fashion & Accessories,116.4K
38,Bony @jonnybones,386.6K,1.8%,United States,Sports,116K
39,Miami HEAT @miamiheat,369.5K,0.21%,United States,Sports,110.8K
40,WeRateDogs @weratedogs,365.4K,5.13%,United States,Animals,109.6K
41,Karen Kardasha @karenkardasha,362.9K,0.18%,United States,Funny,108.9K
42,Neil Patrick Harris @nph,360.8K,0.37%,United States,Arts & Crafts Life & Society,108.2K
43,HEIR JORDYN @jordynwoods,352.9K,0.77%,United States,Fashion & Accessories Beauty & Self Care,105.9K
44,NYT Cooking @nytcooking,351.5K,0.21%,United States,Food,105.4K
45,Boston Celtics @celtics,350.9K,0.26%,United States,Sports,105.3K
46,ONE Championship @onechampionship,338.8K,0.15%,United States,Sports,101.6K
47,Niharika Nm @niharika_nm,334.6K,0.53%,United States,Fashion & Accessories,100.4K
48,Grant Cardone @grantcardone,332K,0.19%,United States,Finance,99.6K
49,Jen Selter @jenselter,331.2K,0.23%,United States,Fitness & Health,99.4K
50,Rob Gronkowski @gronk,322.6K,0.48%,United States,Sports,96.8K
51,AGNEZ MO @agnezmo,321.6K,0.8%,United States,Entertainment & Music,96.5K
52,POLITICO @politico,320.3K,0.23%,United States,Education Politics,96.1K
53,Cole Walliser @colewalliser,310.3K,0.14%,United States,Entertainment & Music Photography,93.1K
54,Morphe @morphebrushes,308.8K,0.03%,United States,Beauty & Self Care Product Showcase,92.6K
55,ColourPop Cosmetics @colourpopcosmetics,303.2K,0.2%,United States,Beauty & Self Care,90.9K
56,Target @target,302.7K,0.38%,United States,Product Showcase,90.8K
57,HIGHSNOBIETY @highsnobiety,298.1K,0.22%,United States,Fashion & Accessories Arts & Crafts Music,89.4K
58,The Professor @theprofessor,296.8K,0.15%,United States,Entertainment & Music Sports Education Product Showcase,89K
59,CNBC @cnbc,292.9K,0.04%,United States,Finance,87.9K
60,Funny & Relatable Memes! @thetinderblog,291.4K,0.08%,United States,Entertainment & Music,87.4K
61,NHL @nhl,290.2K,0.07%,United States,Sports,87.1K
62,South Park @southpark,289.7K,1.02%,United States,Entertainment & Music,86.9K
63,Ulta Beauty @ultabeauty,287.7K,0.12%,United States,Beauty & Self Care Product Education Product Showcase,86.3K
64,Dani Ospina @daniela_ospina5,286.7K,0.19%,United States,Fashion & Accessories,86K
65,Walt Disney Animation Studios @disneyanimation,280.5K,0.6%,United States,Animation & Cosplay Entertainment & Music,84.1K
66,Paula | Makeup Travel Skincare Beauty Tutorials @pautips,279.4K,0.18%,United States,Beauty & Self Care,83.8K
67,JACOB & CO. @jacobandco,273.1K,-,United States,Fashion & Accessories,81.9K
68,Simeon Panda @simeonpanda,269.5K,0.47%,United States,Fitness & Health,80.9K
69,Farah Merhi @farahjmerhi,263.3K,0.38%,United States,Home & Garden Product Showcase,79K
70,T A N . F R A N C E @tanfrance,262.2K,0.5%,United States,Fashion & Accessories,78.7K
71,Brooklyn Nets @brooklynnets,261.7K,0.12%,United States,Sports Entertainment & Music,78.5K
72,H A L E Y K A L I L @haleyybaylee,260.9K,1.59%,United States,Humor,78.3K
73,Nice Kicks @nicekicks,260.8K,0.31%,United States,Fashion & Accessories,78.2K
74,#Icebox Diamonds & Watches @icebox,255.6K,0.3%,United States,Fashion & Accessories Product Showcase,76.7K
75,Lewis Howes @lewishowes,255.2K,1.22%,United States,Education Upskilling Entertainment & Music,76.6K
76,Jailyne Ojeda Ochoa @jailyneojeda,252.8K,0.41%,United States,Business Finance,75.8K
77,Apartment Therapy @apartmenttherapy,250.4K,0.11%,United States,Home & Garden,75.1K
78,The Onion @theonion,249.9K,0.51%,United States,Entertainment & Music,75K
79,Design Milk - A Sandow Company @designmilk,246.1K,0.11%,United States,Arts & Crafts,73.8K
80,Stephen Amell @stephenamell,242.5K,0.31%,United States,Entertainment & Music,72.7K
81,The Verge @verge,238.2K,0.15%,United States,Entertainment & Music,71.5K
82,"Sandra Lee, MD, FAAD, FAACS @drpimplepopper",229.3K,0.13%,United States,Beauty & Self Care Health,68.8K
83,Miss Universe @missuniverse,225K,0.51%,United States,Romance & Wedding Entertainment & Music,67.5K
84,Zion baby @zion,224.6K,0.14%,United States,Entertainment & Music Product Showcase,67.4K
85,Milwaukee Bucks @bucks,222K,0.21%,United States,Sports,66.6K
86,@kashdoll,221K,0.53%,United States,Entertainment & Music Fashion & Accessories,66.3K
87,TUCKER | The Golden Retriever @tuckerbudzyn,220.9K,2.14%,United States,Animals Pets,66.3K
88,Paige Spiranac @_paige.renee,219.7K,0.81%,United States,Fitness & Health Sports,65.9K
89,Chiquinquira Delgado @chiqui_delgado,218.4K,0.08%,United States,Fashion & Accessories Entertainment & Music,65.5K
90,Michael Rainey Jr. Official @michaelraineyjr,216.7K,0.76%,United States,Entertainment & Music,65K
91,NELK @nelkboys,216.3K,0.81%,United States,,64.9K
92,Trevor Wallace @trevorwallace,215.7K,0.73%,United States,Entertainment & Music Funny,64.7K
93,Hot Freestyle @hotfreestyle,212.5K,0.77%,United States,Entertainment & Music,63.7K
94,Who What Wear @whowhatwear,210.1K,0.31%,United States,Fashion & Accessories,63K
95,Lan Cruz @mclan,207K,0.58%,United States,Entertainment & Music,62.1K
96,Matthew Sturniolo @matthew.sturniolo,206.8K,9.65%,United States,Entertainment & Music,62.1K
97,Rudy Mancuso @rudymancuso,201.3K,0.19%,United States,,60.4K
98,Pollito Tropical @pollitotropical,200.2K,0.52%,United States,Entertainment & Music Funny,60.1K
99,Georgina Mazzeo @georginamazzeo,200.2K,0.44%,United States,Fashion & Accessories Product Showcase,60K
100,Nicolas Sturniolo @nicolassturniolo,199.7K,7.83%,United States,Entertainment & Music Animation & Cosplay,59.9K
