#,NAME,FOLLOWERS,ER,COUNTRY,TOPIC OF INFLUENCE,POTENTIAL REACH
1,Хабиб Нурмагомедов @khabib_nurmagomedov,36.6M,0.94%,Russia,Mixed martial arts Sports,11M
2,ГУСЕЙН ГАСАНОВ @gusein.gasanov,28.1M,1.91%,Russia,Music Video Blogger,8.4M
3,Olga Buzova @buzova86,24.1M,0.31%,Russia,Entertainment and Music Music Celebrity TV Host,7.2M
4,irina shayk @irinashayk,23.4M,1.31%,Russia,Fashion and Accessories Modeling Public Figure,7M
5,Ксения Бородина @borodylia,21.1M,0.45%,Russia,Celebrity TV Host,6.3M
6,Anton Tregubov @caviarmagnat,18.4M,3.41%,Russia,Finance Product Education,5.5M
7,НАСТЯ ИВЛЕЕВА @_agentgirl_,18.1M,1.23%,Russia,Entertainment and Music Fashion and Accessories Home and Garden TV Host,5.4M
8,Андрей Золотов 🚀 SMM | PR | Блогер Москва Дубай @zolotov.producer,18M,0.36%,Russia,Celebrity Entertainment and Music,5.4M
9,Samoylova Oxana @samoylovaoxana,15.8M,3.96%,Russia,Beauty and Self Care Lifestyle Moms,4.7M
10,Павел Воля | Pavel Volya @pavelvolyaofficial,15.3M,0.17%,Russia,Entertainment and Music Fashion and Accessories Celebrity Comedy,4.6M
11,Михаил Литвин @mikhail_litvin,14.8M,4.74%,Russia,Video Blogger,4.4M
12,Егор Крид @egorkreed,14.6M,0.98%,Russia,Entertainment and Music Music Singer,4.4M
13,Михаил Галустян Galustyan @m_galustyan,14.6M,0.12%,Russia,Entertainment and Music Celebrity Humor,4.4M
14,Настасья СамбурскАя @samburskaya,12.3M,0.4%,Russia,Entertainment and Music Acting and Drama Celebrity Actors,3.7M
15,Goar Avetisyan @goar_avetisyan,12M,2.57%,Russia,Beauty Art,3.6M
16,Иван Ургант @urgantcom,11.9M,1.08%,Russia,Entertainment and Music TV Host Actors,3.6M
17,Александр Ревва @arthurpirozhkov,11.2M,0.57%,Russia,Acting and Drama Entertainment and Music Celebrity Music,3.4M
18,VICTORIA BONYA @victoriabonya,10.9M,0.09%,Russia,Beauty and Self Care Fashion and Accessories Celebrities,3.3M
19,Карина Лазарьянц @karinakross,10.6M,1.83%,Russia,Entertainment and Music Music TV Host Fashion Design,3.2M
20,Валерия Чекалина @ler_chek,10.4M,2.89%,Russia,Beauty and Self Care family Lifestyle Celebrities,3.1M
21,Елена Сажина @helen_yes1,10.3M,0.67%,Russia,family Romance and Wedding Automotive Moms,3.1M
22,Kate Clapp / Катя Клэп @kateclapp,10.2M,0.8%,Russia,Entertainment and Music Funny Video Blogger,3.1M
23,Анна Хилькевич @annakhilkevich,10M,0.4%,Russia,Acting and Drama Actors,3M
24,Ксения Собчак @xenia_sobchak,9.6M,0.17%,Russia,Art Politics Celebrities,2.9M
