#,NAME,FOLLOWERS,ER,COUNTRY,TOPIC OF INFLUENCE,POTENTIAL REACH
1,David Alaba @davidalaba,14.3M,1.8%,Austria,Sports,4.3M
2,Oracle Red Bull Racing @redbullracing,10.9M,1.05%,Austria,Sports Auto and Vehicles Automotive Racing,3.3M
3,𝐏𝐑𝐈𝐍𝐂𝐄𝐒𝐒 𝐃𝐑. 𝐒𝐀𝐌𝐈𝐑𝐀 𝐒𝐀𝐌𝐈𝐈 @samirasamii_official_page,2.6M,-,Austria,Fashion,774.7K
4,Fabio Wibmer @wibmerfabio,2.5M,4.47%,Austria,Sports,758.6K
5,Doctor Elbi @dr.elbi,2M,0.01%,Austria,Health and Medical Services,611.7K
6,RAF Camora @raf_camora,1.9M,2.57%,Austria,Rap,560.8K
7,تالين بازارباشيان 💫 @talin_tube,1.6M,5.12%,Austria,Entertainment and Music,488.9K
8,Manuel Bechter | Creative Photography @manuel_bechter,1.6M,3.92%,Austria,Arts and Crafts Photography Artist,467.3K
9,Dragana Mirković @dragana_mirkovic,1.5M,2.38%,Austria,Entertainment and Music Music,450.3K
10,Stephanie Davis @stephaniedavis,1.4M,3.86%,Austria,Fashion and Accessories Fitness and Health Business and Finance Health & Fitness,434.3K
11,Valeria Vedovatti ✈ @valevedovatti,1.4M,2.23%,Austria,Arts and Crafts Fashion and Accessories Lifestyle,425.1K
12,Dominic Thiem @domithiem,1.4M,1.88%,Austria,Sports Personal Finance Tennis,424.4K
13,Lion🦁 @emam.ashour90,1.4M,14.22%,Austria,,419K
14,Lisa-Marie Schiffner @lisamarie_schiffner,1.4M,3.83%,Austria,Beauty and Self Care Fashion and Accessories Arts and Crafts Business and Finance,410.1K
15,@inkstaboy,1.2M,12.35%,Austria,"Photography Celebrities Film, Music & Books",374.9K
16,Irina Meier @irine_meier,1.2M,6.81%,Austria,Animation and Cosplay Anime Comics Film,364.4K
17,Harald Goebl @haraldgoebl,1.1M,0.01%,Austria,Nature Photography Business and Finance,341.8K
18,Franz Müllner @muellnerfranz,1.1M,2.25%,Austria,Sports Entertainment and Music,339.6K
19,Costina Munteanu @costina_got_curves,1.1M,0.43%,Austria,Fashion and Accessories Modeling Plus Size,333.2K
20,ISABELLA MUELLER @isabella_muenchen,1.1M,7.69%,Austria,Travel Education Food and Drink Lifestyle,328.3K
21,Mahmoud Alaa - محمود علاء @mahmoudalaa.4,1.1M,1.91%,Austria,Sports,323K
22,Pooyan Ghamari @pooyanghamari,1.1M,14.56%,Austria,Technology Business and Finance,318.3K
23,Katarzyna Czułek @katarzyna_czulek,1M,0.3%,Austria,Fashion and Accessories Beauty and Self Care Entertainment and Music,300.8K
24,Michael Perdacher @michael_perdacher,842.2K,14.98%,Austria,Fitness and Health Pets Dogs,252.6K
25,Pol Espargaró @polespargaro,791.8K,1.06%,Austria,Auto and Vehicles Riders Motorcycle Racing Motorcycle,237.5K
