rank,name,followers,er,audience_country,topic_of_influence,potential_reach,_platform,_country,_is_global,_year,category_unified,category_status
1,Noel Deyzel🇿🇦 @noeldeyzel_bodybuilder,5800000.0,,South Africa,Fitness and Health,1700000.0,tiktok,south-africa,False,2024,Sports,MAPPED
2,Sphokuhle.n @sphokuhle.n,3800000.0,,South Africa,,1100000.0,tiktok,south-africa,False,2024,,
3,Daniel Braun @danieltbraun,3400000.0,,South Africa,,1000000.0,tiktok,south-africa,False,2024,,
4,Dr. Siyamak Saleh @doctor.siya,2500000.0,,South Africa,Education Entertainment and Music,750000.0,tiktok,south-africa,False,2024,Knowledge&Info,MAPPED
5,Ndlovu Youth Choir @ndlovuyouthchoir,1900000.0,12.6,South Africa,Entertainment and Music Education,570000.0,tiktok,south-africa,False,2024,Knowledge&Info,MAPPED
6,Nathan @nathanmolefe,1500000.0,,South Africa,Entertainment and Music,450000.0,tiktok,south-africa,False,2024,Music,MAPPED
7,Nombuso Masondo @nombuso_98,1500000.0,,South Africa,Beauty and Self Care Entertainment and Music,450000.0,tiktok,south-africa,False,2024,Beauty&Fashion,MAPPED
8,Chad Jones @chadjones957,1400000.0,,South Africa,Entertainment and Music Funny,420000.0,tiktok,south-africa,False,2024,Music,MAPPED
9,Mandisi Tshingana @mxndisi,1400000.0,1.3,South Africa,Entertainment and Music Funny,420000.0,tiktok,south-africa,False,2024,Music,MAPPED
10,Semone Skosan @semoneskosan,1200000.0,,South Africa,,360000.0,tiktok,south-africa,False,2024,,
11,BI Phakathi @biphakathi1,1100000.0,0.4,South Africa,Education Life and Society,330000.0,tiktok,south-africa,False,2024,Knowledge&Info,MAPPED
12,R.M Phoolo @casspernyovest,1000000.0,,South Africa,Entertainment and Music,300000.0,tiktok,south-africa,False,2024,Music,MAPPED
13,Royal Family @harryandmeghan_,963200.0,,South Africa,,289000.0,tiktok,south-africa,False,2024,,
14,AFRIKA IS ALKEBULAN @swiry_nyar_kano,913000.0,0.6,South Africa,,273900.0,tiktok,south-africa,False,2024,,
15,Tallie Dar @talliedar,891700.0,0.7,South Africa,Fashion and Accessories,267500.0,tiktok,south-africa,False,2024,Beauty&Fashion,MAPPED
16,muser @supercrazyanimals,883600.0,0.2,South Africa,,265100.0,tiktok,south-africa,False,2024,,
17,Danyal @danyalllx,878700.0,,South Africa,Beauty and Self Care,263600.0,tiktok,south-africa,False,2024,Beauty&Fashion,MAPPED
18,lxndi @_lxndi,875200.0,,South Africa,Entertainment and Music,262600.0,tiktok,south-africa,False,2024,Music,MAPPED
19,Bontle Modiselle @bontle_ba_afrika,831700.0,0.1,South Africa,,249500.0,tiktok,south-africa,False,2024,,
20,brianna @briannakaylynn,831100.0,,South Africa,Sports Fitness,249300.0,tiktok,south-africa,False,2024,Sports,MAPPED
21,Makhadzi Music @makhadzimusic,818300.0,0.1,South Africa,,245500.0,tiktok,south-africa,False,2024,,
22,Pastor Peniel🇿🇦 @mispenny,801500.0,0.2,South Africa,,240500.0,tiktok,south-africa,False,2024,,
23,Mehlo @mehlomakhulu,783400.0,0.1,South Africa,,235000.0,tiktok,south-africa,False,2024,,
24,Quincy Jones @quinxxysworld,782300.0,,South Africa,Fashion and Accessories,234700.0,tiktok,south-africa,False,2024,Beauty&Fashion,MAPPED
25,Matthew J Power @matthew_j_power,764000.0,,South Africa,Entertainment and Music Sports,229200.0,tiktok,south-africa,False,2024,Sports,MAPPED
26,DJ 🎧Wami @owami_mafokate,746900.0,,South Africa,,224100.0,tiktok,south-africa,False,2024,,
27,BenlyGaming @benlygaming1,740300.0,,South Africa,,222100.0,tiktok,south-africa,False,2024,,
28,wildnoutedits @wildnoutedits_,732000.0,,South Africa,,219600.0,tiktok,south-africa,False,2024,,
29,S.eemah_ @s.eemah_,682200.0,,South Africa,,204700.0,tiktok,south-africa,False,2024,,
30,Mudau Rotondwa @the_real_divar,674500.0,0.4,South Africa,Fashion and Accessories,202400.0,tiktok,south-africa,False,2024,Beauty&Fashion,MAPPED
31,Costa Titch @costatitch,666800.0,0.2,South Africa,Entertainment and Music,200000.0,tiktok,south-africa,False,2024,Music,MAPPED
32,gilberthoyf @gilberthoy,664700.0,,South Africa,,199400.0,tiktok,south-africa,False,2024,,
33,Sneziey Msomi @snezieymsomi,656400.0,3.1,South Africa,Entertainment and Music Music,196900.0,tiktok,south-africa,False,2024,Music,MAPPED
34,Prince Dube @pd_jokes,651100.0,,South Africa,Entertainment and Music,195300.0,tiktok,south-africa,False,2024,Music,MAPPED
35,Mthobisi Skhosana @mthobisiskhosana,645300.0,,South Africa,,193600.0,tiktok,south-africa,False,2024,,
36,Noko Mashaba 💀 @nokomashabax,642200.0,0.8,South Africa,,192700.0,tiktok,south-africa,False,2024,,
37,Makgantlela @makgantlela,638400.0,,South Africa,Entertainment and Music,191500.0,tiktok,south-africa,False,2024,Music,MAPPED
38,Mabore Masipa @pretty.pree4,637600.0,,South Africa,,191300.0,tiktok,south-africa,False,2024,,
39,Wian West @wianwest,636700.0,,South Africa,,191000.0,tiktok,south-africa,False,2024,,
40,Kwetla Tersia Lesekane @sphalaphalasagamarothi,629500.0,,South Africa,,188900.0,tiktok,south-africa,False,2024,,
41,Razaan Meyer @majestic_mey,628300.0,,South Africa,Home and Garden,188500.0,tiktok,south-africa,False,2024,Lifestyle,MAPPED
42,Moonchild Sanelly @moonchildsa,621300.0,,South Africa,,186400.0,tiktok,south-africa,False,2024,,
43,Siphesihle ndlovu. @sphe._ndlovu,617000.0,0.2,South Africa,Fitness and Health Entertainment and Music,185100.0,tiktok,south-africa,False,2024,Sports,MAPPED
44,Shauwn Mkhize @kwa_mammkhize,606200.0,,South Africa,,181900.0,tiktok,south-africa,False,2024,,
45,nomcebo Zikode @nomcebozikode,577600.0,0.1,South Africa,,173300.0,tiktok,south-africa,False,2024,,
46,DJ Phaphane @djphaphane,564900.0,,South Africa,Entertainment and Music,169500.0,tiktok,south-africa,False,2024,Music,MAPPED
47,Food jhb @christian_campolo35,563900.0,,South Africa,Food,169200.0,tiktok,south-africa,False,2024,Lifestyle,MAPPED
48,Syd @sydneyseethal,554700.0,,South Africa,,166400.0,tiktok,south-africa,False,2024,,
49,Ziaan Meyer @ziaan.meyer,539400.0,,South Africa,Entertainment and Music,161800.0,tiktok,south-africa,False,2024,Music,MAPPED
50,SamupertyOfficial @samupertyzuluofficial,537900.0,,South Africa,Entertainment and Music,161400.0,tiktok,south-africa,False,2024,Music,MAPPED
51,Phindile Gwala @phindilegwala_,521500.0,0.1,South Africa,Acting and Drama,156500.0,tiktok,south-africa,False,2024,Entertainment,MAPPED
52,Stefan de Klerk @stefandeklerk3,509500.0,,South Africa,,152900.0,tiktok,south-africa,False,2024,,
53,DOPESTCHIQQ @therealdopest,507900.0,,South Africa,Entertainment and Music,152400.0,tiktok,south-africa,False,2024,Music,MAPPED
54,Anime_Domain @anime_domain,503700.0,,South Africa,,151100.0,tiktok,south-africa,False,2024,,
55,Eugene Zeelie🇿🇦 @eugene.zeelie,493200.0,,South Africa,,148000.0,tiktok,south-africa,False,2024,,
56,Sha_ki_ra @sha_ki_ra,490500.0,,South Africa,Pets,147200.0,tiktok,south-africa,False,2024,Lifestyle,MAPPED
57,Perseverance Maremeni @madam___speaker,487300.0,,South Africa,Fashion and Accessories,146200.0,tiktok,south-africa,False,2024,Beauty&Fashion,MAPPED
58,DE ORIGINAL CARELESS @de_original_careless,484500.0,0.3,South Africa,,145400.0,tiktok,south-africa,False,2024,,
59,Pearl Thusi @pearl_thusi,479900.0,,South Africa,,144000.0,tiktok,south-africa,False,2024,,
60,SHIV @shiv_sewlal,470000.0,,South Africa,Fitness and Health,141000.0,tiktok,south-africa,False,2024,Sports,MAPPED
61,Luyanda Ngalonkulu🎭 @sis.stay.hot,464800.0,,South Africa,Entertainment and Music,139400.0,tiktok,south-africa,False,2024,Music,MAPPED
62,Siphesihle Ndaba @ceecee_ndaba,463700.0,0.3,South Africa,Acting and Drama Celebrity,139100.0,tiktok,south-africa,False,2024,Entertainment,MAPPED
63,Lelwar Aiyana Smith @lelwarsmith,463300.0,,South Africa,,139000.0,tiktok,south-africa,False,2024,,
64,Justin de Nobrega @justindenobregaa,462000.0,,South Africa,,138600.0,tiktok,south-africa,False,2024,,
65,Nangamso Puwani @thereal_soso,458000.0,,South Africa,,137400.0,tiktok,south-africa,False,2024,,
66,Bagobe_Sgobe @bagobe_sgobe,448200.0,,South Africa,Entertainment and Music Funny,134500.0,tiktok,south-africa,False,2024,Music,MAPPED
67,Nomvelo Makhanya @_mvelomakhanya,446900.0,0.1,South Africa,,134100.0,tiktok,south-africa,False,2024,,
68,Thozi @thozimusic,443800.0,,South Africa,Entertainment and Music,133100.0,tiktok,south-africa,False,2024,Music,MAPPED
69,Thinus Beneke @thinus_beneke,442400.0,0.8,South Africa,,132700.0,tiktok,south-africa,False,2024,,
