rank,name,followers,er,audience_country,topic_of_influence,potential_reach,_platform,_country,_is_global,_year,category_unified,category_status
1,AB de Villiers @abdevilliers17,24300000.0,0.74,South Africa,Sports Cricket,7300000.0,instagram,south-africa,False,2024,Sports,MAPPED
2,Dean Schneider @dean.schneider,11000000.0,1.45,South Africa,Animals Music,3300000.0,instagram,south-africa,False,2024,Music,MAPPED
3,Trevor Noah @trevornoah,8900000.0,1.35,South Africa,Entertainment and Music Celebrity Modeling Entertainment,2700000.0,instagram,south-africa,False,2024,Beauty&Fashion,MAPPED
4,Boity Thulo @boity,6300000.0,0.15,South Africa,Entertainment and Music Fashion and Accessories Beauty and Self Care Business and Finance,1900000.0,instagram,south-africa,False,2024,Beauty&Fashion,MAPPED
5,Refiloe Phoolo 🇿🇦 @casspernyovest,6200000.0,1.33,South Africa,Entertainment and Music Sports Celebrity Music,1900000.0,instagram,south-africa,False,2024,Sports,MAPPED
6,Alph Lukau @alphlukau,6200000.0,0.06,South Africa,Education,1900000.0,instagram,south-africa,False,2024,Knowledge&Info,MAPPED
7,Natasha Thahane @natasha_thahane,6100000.0,1.98,South Africa,Acting and Drama Entertainment and Music Celebrity Actors,1800000.0,instagram,south-africa,False,2024,Music,MAPPED
8,Khanyi Mbau Metanoia @mbaureloaded,5700000.0,0.66,South Africa,Entertainment and Music Finance Product Showcase Celebrity,1700000.0,instagram,south-africa,False,2024,Beauty&Fashion,MAPPED
9,NOEL DEYZEL 🇿🇦 @noeldeyzel_bodybuilder,5300000.0,10.6,South Africa,Fitness and Health,1600000.0,instagram,south-africa,False,2024,Sports,MAPPED
10,Minnie Dlamini @minniedlamini,5200000.0,0.18,South Africa,Entertainment and Music Sports Celebrity Entertainment,1600000.0,instagram,south-africa,False,2024,Sports,MAPPED
11,ZINHLE JIYANE @djzinhle,5200000.0,0.61,South Africa,Entertainment and Music Business and Finance Modeling Music,1600000.0,instagram,south-africa,False,2024,Beauty&Fashion,MAPPED
12,Bonang Matheba @bonang_m,5200000.0,1.97,South Africa,Entertainment and Music Celebrities,1600000.0,instagram,south-africa,False,2024,Music,MAPPED
13,Somizi @somizi,5000000.0,0.17,South Africa,Entertainment and Music Music Modeling Celebrities,1500000.0,instagram,south-africa,False,2024,Beauty&Fashion,MAPPED
14,Amanda du-Pont @amandadupont,5000000.0,0.3,South Africa,Beauty and Self Care Business and Finance Celebrity Coaching,1500000.0,instagram,south-africa,False,2024,Beauty&Fashion,MAPPED
15,Connie Ferguson @connie_ferguson,4800000.0,0.58,South Africa,Entertainment and Music family Business and Finance Actors,1400000.0,instagram,south-africa,False,2024,Knowledge&Info,MAPPED
16,Nomzamo Mbatha (Nxumalo)🇿🇦 @nomzamo_m,4800000.0,0.22,South Africa,Acting and Drama Education Celebrity Actors,1400000.0,instagram,south-africa,False,2024,Knowledge&Info,MAPPED
17,I LOVE IT HERE @nasty_csa,4700000.0,0.2,South Africa,Entertainment and Music Singer Music Entertainment,1400000.0,instagram,south-africa,False,2024,Music,MAPPED
18,Ms Ntando Duma Mthombeni🇿🇦 @dumantando,4700000.0,0.88,South Africa,Acting and Drama Celebrity Entertainment Music,1400000.0,instagram,south-africa,False,2024,Music,MAPPED
19,Tabitha Brown @iamtabithabrown,4500000.0,1.34,South Africa,Food Celebrity Business and Finance Actors,1300000.0,instagram,south-africa,False,2024,Knowledge&Info,MAPPED
20,F A F D U P L E S S I S @fafdup,4500000.0,7.01,South Africa,Sports Cricket,1300000.0,instagram,south-africa,False,2024,Sports,MAPPED
21,MRS CHUI🐆 @fahyvanny,4099999.9999999995,0.54,South Africa,Fashion and Accessories Business and Finance Entertainment Modeling,1200000.0,instagram,south-africa,False,2024,Beauty&Fashion,MAPPED
22,Thando Thabooty Thabethe @thando_thabethe,4000000.0,0.55,South Africa,Fashion and Accessories Celebrity Modeling Music,1200000.0,instagram,south-africa,False,2024,Beauty&Fashion,MAPPED
23,Thulisile Phongolo @thuliphongolo,3800000.0,2.16,South Africa,Entertainment and Music Entertainment Actors Singer,1100000.0,instagram,south-africa,False,2024,Music,MAPPED
24,Black Coffee @realblackcoffee,3800000.0,1.65,South Africa,Entertainment and Music Band,1100000.0,instagram,south-africa,False,2024,Music,MAPPED
25,P E A R L 🔸 M O D I A D I E @pearlmodiadie,3700000.0,0.6,South Africa,Entertainment and Music family Celebrity Parenting,1100000.0,instagram,south-africa,False,2024,Music,MAPPED
26,Jessica Nkosi @jessicankosi,3600000.0,0.23,South Africa,Acting and Drama Celebrity Moms Entertainment,1100000.0,instagram,south-africa,False,2024,Entertainment,MAPPED
27,BRAGGA @nadianakai,3600000.0,1.38,South Africa,Entertainment and Music Music Singer Modeling,1100000.0,instagram,south-africa,False,2024,Beauty&Fashion,MAPPED
28,Latiffah 🇿🇦🇹🇿 @princess_tiffah,3500000.0,0.78,South Africa,,1100000.0,instagram,south-africa,False,2024,,
29,Lesley-Ann Brandt @lesleyannbrandt,3400000.0,0.4,South Africa,Moms Modeling,1000000.0,instagram,south-africa,False,2024,Beauty&Fashion,MAPPED
30,Thembi Seete 🇿🇦 @thembiseete_,3200000.0,0.45,South Africa,Celebrity Music Modeling,968100.0,instagram,south-africa,False,2024,Beauty&Fashion,MAPPED
31,@cosmopolitansa,3000000.0,0.01,South Africa,Fashion and Accessories Entertainment and Music News News & Politics,905200.0,instagram,south-africa,False,2024,Beauty&Fashion,MAPPED
