rank,name,followers,er,country,topic_of_influence,potential_reach,_platform,_country,_is_global,_year,category_unified,category_status
1,Semiraminta @semiraminta,12.7M,0.4%,Turkey,,3.8M,tiktok,turkey,False,2024,NA,NA
2,Çağla Şimşek @caglassimsek,6M,-,Turkey,,1.8M,tiktok,turkey,False,2024,NA,NA
3,Tugce Demir @tugcedmr61,5.6M,-,Turkey,Beauty and Self Care,1.7M,tiktok,turkey,False,2024,Beauty&Fashion,MAPPED
4,Şırdancı Mehmet @sirdancimehmet,5.6M,-,Turkey,Home and Garden,1.7M,tiktok,turkey,False,2024,Lifestyle,MAPPED
5,EDA KÖK @edakok59,5M,2.9%,Turkey,,1.5M,tiktok,turkey,False,2024,NA,NA
6,Ece Mumay @ecemumay,3.9M,-,Turkey,Entertainment and Music,1.2M,tiktok,turkey,False,2024,Music,MAPPED
7,Ahmet Can Dündar @heypoper,3.7M,-,Turkey,,1.1M,tiktok,turkey,False,2024,NA,NA
8,AYDA KUTAY @aydakutay,3.6M,-,Turkey,Education Entertainment and Music,1.1M,tiktok,turkey,False,2024,Knowledge&Info,MAPPED
9,Faruk Cheff @faruk_cheff,3.6M,-,Turkey,Food,1.1M,tiktok,turkey,False,2024,Lifestyle,MAPPED
10,👑 bebetoyildirim 👑 @bebeto.yildirim,3.4M,-,Turkey,,1M,tiktok,turkey,False,2024,NA,NA
11,Aslı Güler @asliguler,2.6M,-,Turkey,Entertainment and Music,780K,tiktok,turkey,False,2024,Music,MAPPED
12,İsmail YK @ismailyk,2.5M,3.6%,Turkey,,750K,tiktok,turkey,False,2024,NA,NA
13,Tuğba Güvenir @tugbarones,2.5M,-,Turkey,,750K,tiktok,turkey,False,2024,NA,NA
14,𝔢𝔪𝔯𝔞𝔫 𝔡𝔢𝔩i @emomen1_,2.5M,0.3%,Turkey,,750K,tiktok,turkey,False,2024,NA,NA
15,DERDO @derdo.00,2.4M,-,Turkey,,720K,tiktok,turkey,False,2024,NA,NA
16,TUBA GEÇKİL @redrosecake_tubageckil,2.3M,-,Turkey,Food Arts and Crafts,690K,tiktok,turkey,False,2024,Lifestyle,MAPPED
17,emelrsho @emelrsho20,2.3M,-,Turkey,,690K,tiktok,turkey,False,2024,NA,NA
18,Kubra.dagli @kubra.dagli,2.2M,-,Turkey,Sports,660K,tiktok,turkey,False,2024,Sports,MAPPED
19,👑 Anıl Diricanlı 👑 @anildiricanli,2.1M,-,Turkey,Entertainment and Music,630K,tiktok,turkey,False,2024,Music,MAPPED
20,Thịnh Sếu Daily @thinhseu.daily,2M,-,Turkey,Entertainment and Music,600K,tiktok,turkey,False,2024,Music,MAPPED
21,TARIK YILDIRIM ☑️ @tarik.yldrm21,1.9M,0.1%,Turkey,,570K,tiktok,turkey,False,2024,NA,NA
22,ПАПИНА ДОЧКА❤️ @angel_petrova,1.8M,-,Turkey,,540K,tiktok,turkey,False,2024,NA,NA
23,🦁 Can Yıldırım 🦁 @_canalf,1.8M,-,Turkey,,540K,tiktok,turkey,False,2024,NA,NA
24,Nazan tutal @nazobellm,1.8M,-,Turkey,,540K,tiktok,turkey,False,2024,NA,NA
25,Turk Tk @turk_tk,1.8M,-,Turkey,,540K,tiktok,turkey,False,2024,NA,NA
26,Yemekneredeyenircom @yemekneredeyenir,1.8M,-,Turkey,,540K,tiktok,turkey,False,2024,NA,NA
27,Ayhan Genç @ayhangenc_,1.7M,-,Turkey,,510K,tiktok,turkey,False,2024,NA,NA
28,Red Bull Türkiye @redbulltr,1.5M,-,Turkey,,450K,tiktok,turkey,False,2024,NA,NA
29,🐾kül_kedisi🐾 @berivan_kara_3478,1.5M,-,Turkey,,450K,tiktok,turkey,False,2024,NA,NA
30,Lina Ruess @lina_ruess,1.5M,0.3%,Turkey,Outdoor Activity Sports,450K,tiktok,turkey,False,2024,Sports,MAPPED
31,✂️ لؤي...الحلاق ✂️ @luay....berber,1.5M,-,Turkey,,450K,tiktok,turkey,False,2024,NA,NA
32,KARADENİZLİ MACERACI @karadenizli.maceraci,1.4M,0.1%,Turkey,Outdoor Activity,420K,tiktok,turkey,False,2024,Sports,MAPPED
