handle_tiktok,name_tiktok,followers,views_avg,likes_avg,comments_avg,shares_avg
ferxxo444,Feid,2600000.0,1200000.0,234800.0,1400.0,4500.0
firmanskd,𝙆𝙊𝘾𝘼𝙉,2700000.0,2300000.0,212600.0,654.0,9900.0
firmanskd,𝙆𝙊𝘾𝘼𝙉,2700000.0,2300000.0,212600.0,654.0,9900.0
flavinhalouise,Flavinhalouise,11500000.0,1400000.0,128000.0,740.0,3600.0
fleekedbymitch,fleekedbymitch,821200.0,5600000.0,590900.0,3200.0,3800.0
flickerspark_,flickerspark_,1200000.0,2100000.0,516799.99999999994,1400.0,1500.0
fontenel.le,fontenelle,243800.0,1200000.0,259500.0,2200.0,540.0
foodtimecali,Juan C | RECETAS FOODTIME,4099999.9999999995,3800000.0,284000.0,655.0,20800.0
football.clips_09,Football & FIFA Content ⚽️,224500.0,3300000.0,323000.0,1700.0,1100.0
fox.brown,Fox,391700.0,1800000.0,308200.0,1600.0,3400.0
frankielapenna,Frankie LaPenna,3400000.0,7100000.0,316700.0,1200.0,4100.0
freeritzyralph,Ritzyralph,1600000.0,1100000.0,281500.0,2000.0,2400.0
frnzlynfby,Feby,2400000.0,1400000.0,324700.0,1500.0,1700.0
fujiiian,Fuji,15400000.0,4300000.0,449400.0,2100.0,1900.0
furryfritz,furryfritz,3900000.0,1700000.0,271600.0,1100.0,2500.0
fyp,jack neel,8300000.000000001,1800000.0,372200.0,762.0,544.0
g.catt.eng,Dennis loves cats,2000000.0,1900000.0,219900.0,1100.0,1300.0
gameboytok,Gameboyrl,33900.0,2800000.0,424500.0,1300.0,3100.0
gemelasabello2,gemelasabello2,15700000.0,5700000.0,554800.0,1000.0,1800.0
german_crusader,Stardust Crusader,158600.0,1100000.0,208900.0,1700.0,4600.0
germangarmendia,German Garmendia,17500000.0,8800000.0,1600000.0,17200.0,9000.0
ghait6h,غيث خالد,1100000.0,1600000.0,176500.0,4300.0,674.0
giangiu88,GiaNGiu,3700000.0,2500000.0,304500.0,1200.0,2700.0
giannis_an34,Giannis Antetokounmpo,3400000.0,1700000.0,210300.0,1800.0,764.0
gil_foot2,gil_foot2,1500000.0,1200000.0,210600.0,513.0,3300.0
glbtfilms,❦,76300.0,684700.0,195600.0,2400.0,3400.0
goldens.fourever7,Z&M&B&N&F&C&T,965000.0,1200000.0,171500.0,1300.0,7000.0
gordonramsayofficial,Gordon Ramsay,32799999.999999996,11200000.0,648300.0,5000.0,1900.0
grbgt9,zu Hause ✌🏾,132600.0,2200000.0,177600.0,1100.0,2000.0
greenshrimps,olivia,83300.0,1500000.0,334900.0,2800.0,1300.0
gregisms,Gregisms’ Neighborhood,2400000.0,1100000.0,180600.0,6600.0,6400.0
gtcreationslime,Giovanni T. 🇮🇹,4099999.9999999995,3100000.0,183900.0,728.0,946.0
guilhermebatilani,guilhermebatilani,398700.0,2100000.0,323300.0,983.0,2700.0
guiraya,O Milionário,733200.0,2200000.0,197300.0,1300.0,1300.0
gustavomeloof,Gustavo Melo,5000000.0,1400000.0,113400.0,1200.0,8800.0
gusyterequijas,Gus Quijas,1800000.0,1600000.0,236900.0,777.0,2700.0
gutierrezcastro,Gutierrez Castro,13000000.0,1400000.0,229900.0,2000.0,2000.0
gzfoodqood,Foodqood by Giallozafferano,17100000.0,2500000.0,237500.0,745.0,808.0
haidang_doo,Hai Dang Doo,2600000.0,4500000.0,317300.0,607.0,398.0
haileybieber,Hailey Bieber,9000000.0,2400000.0,257000.0,2500.0,805.0
hakobone,jakobone_hh,299200.0,2900000.0,195800.0,1600.0,6500.0
halinhofficial,Ha Linh Official,1300000.0,3200000.0,223300.0,3200.0,1200.0
haqiemstopa,Haqiem_stopa,846700.0,2100000.0,156400.0,2500.0,697.0
haritsuuu,ハリツ🌿極,1800000.0,6700000.0,307300.0,7000.0,8800.0
harry.shin,harry - hiatus era ☆,904500.0,4300000.0,509600.0,2400.0,833.0
hasanmucci,hasanmucci,2100000.0,2500000.0,196600.0,1600.0,619.0
hat590,HAT Snow,3600000.0,1500000.0,191300.0,2400.0,306.0
hayleygeorgiamorris,Hayley Morris,3200000.0,2400000.0,366700.0,1400.0,9600.0
herranwalt,Herr Anwalt,5500000.0,1800000.0,282000.0,2300.0,1600.0
hikakin,HIKAKIN ヒカキン公式,1600000.0,4800000.0,454500.0,4100.0,6300.0
hoaa.hanassii,Đào Lê Phương Hoa,12800000.0,6000000.0,618500.0,3800.0,849.0
hoaminzy_hoadambut,Hoà Minzy,4200000.0,2800000.0,280200.0,789.0,268.0
hoaminzy_hoadambut,Hoà Minzy,4200000.0,2800000.0,280200.0,789.0,268.0
homm9k,ХОМЯК,42100000.0,2200000.0,301900.0,2300.0,569.0
hourialesyeuxverts_off,Houria les yeux verts,143200.0,1000000.0,102100.0,1500.0,6000.0
how.kev.eats,how.kev.eats,2200000.0,2600000.0,305900.0,1400.0,401.0
howridiculous,howridiculous,13600000.0,13900000.0,516299.99999999994,889.0,758.0
hstikkytokky,hstikkytokky,808700.0,1600000.0,161400.0,2500.0,1700.0
hunterprosper,Hunter Prosper,4700000.0,2200000.0,384600.0,1200.0,1900.0
i.f.t.fishing,IFTFishing,9700.0,3800000.0,154500.0,2100.0,12000.0
iamdikeh,Dikeh,2800000.0,1800000.0,174500.0,2400.0,1300.0
iamferv,Fernanda,29300000.0,10000000.0,1400000.0,10200.0,6400.0
iamkelianne,Kelianne,9900000.0,4200000.0,452500.0,360.0,263.0
iamnotshaneofficial,iamnotshane,225500.0,2200000.0,187400.0,554.0,2800.0
iampauloandre,Paulo André 🏁,1400000.0,4300000.0,854100.0,5500.0,6400.0
iamzario,zario,2000000.0,1200000.0,244600.0,1800.0,1500.0
iben_ma,Iben M.A.,7000000.0,5200000.0,379100.0,20900.0,1100.0
ig_alongwiranda,🕌🏃,880700.0,3200000.0,129400.0,1200.0,20000.0
ikercasillas,Iker Casillas,2400000.0,1300000.0,212100.0,2400.0,3000.0
ikhmal_azzarin,Ikhmal Azzarin,407400.0,4400000.0,303700.0,4000.0,3800.0
iloveyourmomscatt,,8200.0,1300000.0,159300.0,4900.0,3300.0
ilusha_help,ilusha_help,4600000.0,2300000.0,75900.0,1200.0,7900.0
ilyasikuba,Ilyasikuba,2700000.0,1900000.0,188800.0,558.0,2400.0
imdimpey,Dimpey,8000000.0,1400000.0,330000.0,3100.0,4700.0
imma.tokyo,imma,486900.0,9900000.0,1200000.0,5700.0,3100.0
inachitomer,iNacho Mer,1300000.0,2900000.0,516200.00000000006,1100.0,1000.0
incorrectlyroce,Roce Ordoñez,6500000.0,3900000.0,650400.0,2000.0,2300.0
infinite,Infinite,7300000.0,4800000.0,722300.0,6900.0,382.0
infinite,Infinite,7300000.0,4800000.0,722300.0,6900.0,382.0
ingratax,ingrid,14800000.0,3100000.0,617800.0,784.0,420.0
initiaraandini,tiara andini,4700000.0,3500000.0,338600.0,1300.0,1200.0
iqmorteza,مرتضى محمد,873500.0,3700000.0,429800.0,6500.0,2000.0
isaach.p,Isaac H.P,1800000.0,1200000.0,189400.0,3200.0,2100.0
isaiahgarza,Isaiah Garza,7500000.0,1600000.0,297300.0,1500.0,954.0
isaliagomez_,Salma Isalia Gómez,703800.0,1600000.0,297300.0,863.0,3700.0
its.michhh,Michel Chavez,30200000.0,2400000.0,369700.0,1900.0,193.0
itsjojosiwa,JoJo Siwa,41800000.0,3500000.0,429200.0,2200.0,619.0
itskingchris,KingChristian,16200000.0,1800000.0,355000.0,3000.0,1800.0
itslennnie,lennnie,2300000.0,764700.0,120600.0,1500.0,20400.0
itsmenicksmithy,Nick Smithyman 🤓,7400000.0,2200000.0,415400.0,3400.0,2400.0
itsoraida,itsoraida,4200000.0,1100000.0,254500.0,1700.0,2100.0
itsqcp,QCP,10100000.0,1600000.0,297700.0,1500.0,916.0
itssassagurl,Sassa Gurl,6000000.0,3900000.0,716400.0,3300.0,6500.0
itstalasafwan,تالا صفوان | Tala Safwan🌵👸🏽,4700000.0,2900000.0,177600.0,4600.0,1400.0
itsthescotts,The Scotts,6200000.0,1500000.0,231700.0,517.0,2200.0
itzyofficial,ITZY,8400000.0,1200000.0,332400.0,3800.0,2300.0
ivanmartinez,Ivan KEN🤴🏼,12400000.0,3000000.0,392100.0,1300.0,489.0
ivanovik.83,ivanovik.1983,172700.0,2300000.0,91500.0,1100.0,11100.0
ive.official,IVE.official,2200000.0,7700000.0,1500000.0,12000.0,14000.0
jack_papho69,แจ็ก แปปโฮ,6700000.0,3300000.0,313100.0,2300.0,964.0
jackgrealish,Jack Grealish,3000000.0,2000000.0,256000.0,4500.0,1700.0
jacobday,jacob day,3700000.0,1200000.0,193100.0,3400.0,1200.0
jadepicon,JADE PICON 🌪,8100000.0,2800000.0,342700.0,1800.0,843.0
jaimeonod,Telma,1500000.0,2000000.0,319500.0,3200.0,1300.0
jakeandrich,Jake Andrich / Jakipz,12000000.0,2600000.0,241800.0,2500.0,3300.0
jakeandrich,Jake Andrich / Jakipz,12500000.0,1800000.0,184300.0,2000.0,2700.0
jakemaldonado,Jake Maldonado,6500000.0,1700000.0,324100.0,659.0,2700.0
jakepaul,Jake Paul,16500000.0,3100000.0,354900.0,2800.0,1000.0
jamescharles,James Charles,36200000.0,3100000.0,344600.0,1600.0,631.0
janeydm,รัชนก สุวรรณเกตุ,14300000.0,2600000.0,305100.0,1300.0,381.0
jaxwritessongs,Jax,9500000.0,2400000.0,346500.0,3100.0,2200.0
jaykindafunny8,Jaykindafunny,23900000.0,5800000.0,426000.0,3300.0,4600.0
jaynie.dizire,Jaynie🧎🏽‍♀️,19100.0,1200000.0,193500.0,3200.0,2000.0
jayrscottyy,CHESTA,2700000.0,2500000.0,333200.0,3400.0,1900.0
jdiasss_,João Dias,7400000.0,2800000.0,610500.0,5600.0,4900.0
jdpantoja,JD Pantoja,28800000.0,4099999.9999999995,658300.0,8000.0,1000.0
jefripradewa,𝗝𝗘𝗙𝗥𝗜 𝗣𝗥𝗔𝗗𝗘𝗪𝗔,226200.0,1600000.0,178800.0,3000.0,10700.0
jellybeannotvince,cutejellybean,542700.0,2700000.0,352200.0,2800.0,6900.0
jennifergarner,Jen Garner,2500000.0,2000000.0,326400.0,1600.0,1000.0
jessnolimit999,Jess No Limit,6200000.0,17000000.0,1700000.0,24200.0,11500.0
jesusortizpaz,Jesusortizpaz,1700000.0,1800000.0,207500.0,1200.0,832.0
jezzzini,jezzini,1700000.0,1400000.0,419000.0,1600.0,6200.0
jhothsa,jhothsa,13300000.0,1100000.0,189800.0,960.0,2600.0
jimena.jimenezr,Jimena,23500000.0,3700000.0,577500.0,962.0,2000.0
jimmydarts,Jimmy Darts,8600000.0,2200000.0,360300.0,3500.0,492.0
jjeverettrose,Jake Joseph Everett-Rose,3200000.0,2200000.0,345800.0,775.0,575.0
jmartineze_,josi,22200000.0,2400000.0,377700.0,1800.0,2500.0
joaoferdnan,João Ferdnan,7700000.0,919700.0,143300.0,2500.0,4000.0
joe.bartolozzi,Joe Bartolozzi,18800000.0,1900000.0,338800.0,2300.0,552.0
joelsvnny,Joel Sunny,1100000.0,897800.0,203800.0,2700.0,1700.0
joerauth_,Joe rauth,5400000.0,1900000.0,319400.0,1200.0,1900.0
joesantagato,Joe Santagato,1500000.0,1500000.0,175500.0,2400.0,2500.0
joeyvalence,Joey Valence,717800.0,2800000.0,559600.0,1100.0,705.0
johnnyy.ed,johnnyy.ed,1700000.0,1200000.0,173100.0,1200.0,3300.0
jonata_26,Jonata🤩,5100000.0,2500000.0,415500.0,1100.0,1500.0
jonata_26,Jonata🤩,5200000.0,2300000.0,377900.0,999.0,1300.0
joshanglooo,josh anglo,670900.0,1000000.0,315100.0,1600.0,1900.0
joshrichards,Josh Richards,25600000.0,2900000.0,275500.0,1300.0,682.0
joslum,José L,12100000.0,2500000.0,327300.0,1900.0,403.0
jounggustav,Joung Gustav,3400000.0,9600000.0,1300000.0,4700.0,6700.0
juanchimy,Juan Lopez,3100000.0,2100000.0,485000.0,2400.0,2100.0
jubiandxian,jubiandxian,4700000.0,3300000.0,557800.0,3000.0,2600.0
julesleblanc,jules,18700000.0,1900000.0,455700.0,1600.0,554.0
juliaaliceaa,jujuuu,3700.0,2200000.0,550300.0,3100.0,14300.0
juliagisella,Julia Gisella,11500000.0,2600000.0,381300.0,7400.0,6900.0
junya1gou,Junya/じゅんや,42700000.0,3900000.0,174400.0,2100.0,2300.0
just_dt,Dt,8900000.0,1400000.0,221000.0,3200.0,2800.0
just.hamilton,Just Hamilton,2600000.0,1000000.0,185500.0,1100.0,3400.0
just.hamilton,Just Hamilton,2600000.0,1000000.0,185500.0,1100.0,3400.0
justthenobodys,JustTheNobodys,7900000.0,2900000.0,293800.0,1500.0,1200.0
jwaltonnn,ᴊ⚡️,733400.0,1600000.0,350900.0,27000.0,2500.0
k0uvr,Kouvr,13600000.0,2300000.0,404200.0,854.0,321.0
kaan.etm,Kaan,3100000.0,1500000.0,322500.0,2100.0,862.0
kaelimaee,kaeli mae,9000000.0,1900000.0,293600.0,682.0,864.0
kallmekris,Kris HC,44500000.0,4099999.9999999995,784300.0,5300.0,2100.0
kamuimi,anto🦋,306200.0,2100000.0,411300.0,2200.0,522.0
karmalust.ff,karmalust ff,204600.0,962900.0,40600.0,36100.0,745.0
kartiniinspiringwoman,kartini.skm,359900.0,970100.0,80800.0,2400.0,11600.0
katclark86,Kat Clark,1900000.0,2700000.0,381900.0,1100.0,211.0
kaylamalecc,kayla,7900000.0,3300000.0,462600.0,3900.0,255.0
keirariff,Keira,4200000.0,3300000.0,545200.0,1800.0,2500.0
keniaos,KeniaOs,14600000.0,1600000.0,280700.0,4800.0,822.0
kenti.best.boi,kenti 🎨,1200000.0,1000000.0,167900.0,1900.0,3400.0
kervo.dolo,Kervo.dolo,9700000.0,5600000.0,1200000.0,7000.0,14900.0
keysilva990,Zukey Silva 🧿❤️,29200.0,2300000.0,134300.0,1500.0,1300.0
kfc_es,KFC España,2800000.0,1200000.0,171700.0,3000.0,1500.0
khaby.lame,Khabane lame,143200000.0,25300000.0,2900000.0,23500.0,16300.0
khalidandsalama,❣️Khalid & Salama❣️,4600000.0,2100000.0,204800.0,2300.0,2300.0
khoailangthang,Khoai Lang Thang,731700.0,3900000.0,258800.0,2000.0,1300.0
kieuduylong16,Kiều Duy Long 🐉,1900000.0,2600000.0,311500.0,1800.0,335.0
kikakiim,Kika Kim,30900000.0,2800000.0,307500.0,1400.0,698.0
kimandnorth,Kim and North,6800000.0,3600000.0,684000.0,0.0,3700.0
kimberly.loaiza,Kimberly Loaiza,64200000.0,6300000.0,1000000.0,11500.0,2600.0
kinemachuu,流れ星☆ちゅうえい,215600.0,2600000.0,205200.0,1100.0,10500.0
king_misr,🎨محمد فاروق الرسام🎨,2000000.0,1500000.0,82100.0,1100.0,7500.0
kingblackcinema,Black Cinema,90900.0,979000.0,206900.0,2300.0,5400.0
kirbyquimado,Kirbyyy,187900.0,2100000.0,274900.0,1500.0,7600.0
kjsmoothh,Kjsmoothh,2500000.0,5300000.0,793200.0,10200.0,13500.0
kodakblack,Kill Bill,1300000.0,1200000.0,196700.0,4300.0,4200.0
kodasteven,Steven🇵🇷,5300000.0,2400000.0,512700.00000000006,3400.0,1900.0
kodyantle,Kody Antle,28800000.0,7300000.0,467900.0,2100.0,5300.0
kookiiecore,safe space,1200000.0,904100.0,305800.0,1300.0,2000.0
kozuehayashii,KOZUE,6700000.0,2700000.0,517100.0,568.0,812.0
kpp2179393999,きゃりーぱみゅぱみゅの裏垢,834900.0,6500000.0,345500.0,1300.0,3200.0
kristenhanby123,Kristenhanby,12200000.0,8300000.000000001,700500.0,1300.0,2500.0
kru1d,ครูหนึ่งสอนดี,4200000.0,1800000.0,108500.0,652.0,3400.0
ktkr_knw,ノワの隣,137800.0,3100000.0,159800.0,802.0,3100.0
kulinaria.recetas,AGUS LIPORACE,3300000.0,2400000.0,287100.0,669.0,8600.0
kulubotnabetl0g,Ramburat,1400000.0,987400.0,190900.0,3000.0,1900.0
kyliejenner,Kylie Jenner,41200000.0,8199999.999999999,1200000.0,4000.0,1300.0
la_lerma,LERMITA,12200000.0,1400000.0,198400.0,1200.0,2900.0
la.maraaa,LA MARA,6500000.0,1200000.0,275300.0,3400.0,761.0
lachama4_ff,LA CHAMA ᴰ,9000000.0,1300000.0,214300.0,2600.0,434.0
ladygaga,ladygaga,6700000.0,4600000.0,886400.0,11100.0,4400.0
lagranjadelborrego,La granja del borrego,8300000.000000001,2500000.0,335600.0,2000.0,688.0
lanavlnc,Lanavlnc,151900.0,1200000.0,144200.0,1800.0,4300.0
larasilvan,Lara Silva,16800000.0,5300000.0,797700.0,2700.0,2800.0
larissagloor,𝗟𝗮𝗿𝗶𝘀𝘀𝗮 𝗚𝗹𝗼𝗼𝗿,3100000.0,1500000.0,328600.0,3600.0,1800.0
laronhinesofficial,La’Ron®🎤,9500000.0,2700000.0,260899.99999999997,1000.0,730.0
larrayeeee,LARRAY,25900000.0,4900000.0,527600.0,4000.0,1200.0
larraysucksihatehim,user6329084170278,695900.0,3700000.0,877400.0,9600.0,2100.0
larrywheels,Larrywheels,1800000.0,5600000.0,669100.0,4600.0,10100.0
laschakv,Laschakv,971700.0,1400000.0,238000.0,975.0,2300.0
laurahfritz,laura & lena,2600000.0,1300000.0,253100.0,881.0,1600.0
lauralove5514,LauraLove,5900000.0,1900000.0,292000.0,1600.0,638.0
lavdysheva,lera,762400.0,4000000.0,842200.0,1900.0,1700.0
leaelui,Lea Elui,17300000.0,2800000.0,425200.0,743.0,1000.0
leanadeeb,Leana Deeb,6900000.0,8900000.0,1600000.0,3900.0,6400.0
leanbeefpatty,Beef patty,4500000.0,2000000.0,351700.0,4100.0,2700.0
leavoon,Zhanel,1300000.0,1100000.0,420600.0,1500.0,4100.0
leen_mohd98,LEEN🌸,3300000.0,1600000.0,151900.0,1900.0,1700.0
leidys_sotolongo,Leidys Sotolongo,12200000.0,2000000.0,361700.0,1500.0,234.0
leleburnier,LELÊ BURNIER,1800000.0,1600000.0,312700.0,2900.0,803.0
leonardzbant,Leonard Zbant,3000.0,1700000.0,131200.0,486.0,9600.0
letterkenny_problems,Letterkenny,2100000.0,2900000.0,276400.0,762.0,10000.0
leyla.tavas,leyla ♡,778400.0,5200000.0,1300000.0,6800.0,7900.0
liammillerr,Liam Miller,4099999.9999999995,907100.0,220800.0,1800.0,2500.0
libardoisaza,Libardo Isaza,19600000.0,5100000.0,675400.0,1200.0,1600.0
lights.are.off,LIGHTS ARE OFF,19400000.0,2800000.0,218500.0,2500.0,1300.0
lil.tecca,Lil Tecca,1800000.0,7000000.0,1400000.0,7800.0,18400.0
lilihayes,Lili Hayes,5200000.0,2500000.0,356600.0,1500.0,6600.0
lilireinhart,Lili Reinhart,4700000.0,6600000.0,1200000.0,3600.0,5200.0
lilyxgarcia,Lily Garcia,10900000.0,2300000.0,382100.0,1400.0,1200.0
lionsgate,Lionsgate,4099999.9999999995,971200.0,232100.0,1700.0,2700.0
liverpoolfc,Liverpool FC,9300000.0,2200000.0,283700.0,3100.0,1800.0
livvy,Olivia Dunne,5500000.0,2600000.0,302100.0,2100.0,1200.0
livyyrenata,livy renata,2200000.0,2500000.0,239200.0,1100.0,862.0
lizzo,lizzo,24000000.0,2800000.0,438700.0,2800.0,1200.0
lizzza,Liza Koshy,29800000.0,2000000.0,425100.0,750.0,381.0
lkzinhu,LK,15200000.0,3600000.0,497800.0,1800.0,1900.0
lockedinout,🔐,4400000.0,5400000.0,661100.0,1700.0,6200.0
locofer5,fermifer2,700800.0,1400000.0,264500.0,1900.0,1500.0
loganpaul,Logan Paul,15100000.0,3700000.0,610800.0,1900.0,1100.0
logfive,Logan,2000000.0,1500000.0,211800.0,1200.0,1700.0
lollobaroque,Lollo,699900.0,2000000.0,181800.0,6400.0,794.0
lonely.moods,:),354500.0,815500.0,214000.0,5400.0,10600.0
lonrot,Lonrot,1300000.0,3300000.0,386800.0,1800.0,5200.0
lorenzosabatoo,Lorenzo Sabato,160500.0,1600000.0,223700.0,2600.0,6100.0
lorigreiner,Lori Greiner,1800000.0,5900000.0,379000.0,2900.0,1500.0
losariasbrothers,Los Arias,1300000.0,2000000.0,376000.0,1200.0,2200.0
lossiblings_,Lossiblings🍭,25200000.0,2200000.0,300800.0,891.0,380.0
louflores_,DIY | Home Decor | Makeup,2800000.0,1900000.0,150400.0,1100.0,4800.0
louisematejczyk,Louisamatejczyk,389300.0,2900000.0,154500.0,642.0,1300.0
lowcarbstateofmind,Jackie Hartlaub,6500000.0,1900000.0,145400.0,656.0,6400.0
luadoll,루아 LuA,11200000.0,3000000.0,326300.0,661.0,2400.0
lucas_burgatti,Lucas Burgatti,2700000.0,3300000.0,428200.0,1600.0,1400.0
lucaslopezvilet,Lucas Lopez,2600000.0,4000000.0,827800.0,5900.0,8800.0
lucaspopan,Lucas Popan,938000.0,1800000.0,207700.0,2200.0,5300.0
lucasvarelaaaa,Lucas varela,2700000.0,1700000.0,307600.0,690.0,3600.0
lucifer_zam,Luzbel Zam,198500.0,777200.0,196500.0,451.0,34500.0
lukeeohalloran,Luke O'Halloran,1000000.0,3400000.0,302300.0,3000.0,4900.0
luongthingocha,Ngân Hà🍌,5500000.0,2900000.0,350000.0,1800.0,346.0
luongthingocha,Ngân Hà🍌,5500000.0,2900000.0,350000.0,1800.0,346.0
luvadepedreiro,Iran Ferreira (Lai),17100000.0,5900000.0,706200.0,5500.0,3000.0
lyfstyle.tv,Da Frontyardigans,356300.0,903500.0,267600.0,1500.0,2700.0
lyleforever,Therapy Gecko (Lyle),2400000.0,1800000.0,398900.0,696.0,2000.0
lyricoo__,ʟʏʀɪᴄᴏᴏ,1200000.0,1300000.0,165700.0,1700.0,8600.0
m0lnigt,Sandra,83300.0,1400000.0,306400.0,2700.0,934.0
m7_x4,محمد شايف,2000000.0,3400000.0,305600.0,2000.0,1500.0
mac.twinkles,สามีแห่งชาติ,1300000.0,2800000.0,311900.0,497.0,458.0
machikayt,MachikaYT,12500000.0,1900000.0,264500.0,1300.0,301.0
machinegunkelly,Colson,3600000.0,3900000.0,444700.0,3800.0,3000.0
maddy.leah3,Not me,240900.0,2900000.0,281900.0,6700.0,294.0
maddzak,Maddzak,4500000.0,2300000.0,128500.0,4400.0,109.0
madudepaoli,Madu💫,1100000.0,7500000.0,723800.0,2900.0,1400.0
mahmoud_xj,Quran Recitation,1100000.0,942900.0,165100.0,2100.0,26300.0
mahmoudalhasanat09,محمود الحسنات,6200000.0,2500000.0,314300.0,4700.0,7700.0
maiaknight,Maia Knight,8600000.0,4800000.0,912300.0,2300.0,1100.0
main_and_aseel,Main & Aseel,1300000.0,3000000.0,178100.0,1400.0,1100.0
maitreyiramakrishnan,maitreyi,4200000.0,2500000.0,484400.0,2000.0,1300.0
mamamomo2022,MamaMomo.oe,256399.99999999997,1800000.0,149700.0,1600.0,1500.0
mammybanter,Mammy Banter,1300000.0,1600000.0,220800.0,1700.0,6500.0
mandinhasiilvaa,Amanda Silva,214500.0,2200000.0,230400.0,1800.0,1900.0
mandrake1984real,Giuseppe Mandrake Ninno,1100000.0,1400000.0,185900.0,1400.0,7000.0
manhtienkhoi_,Mạnh Tiến Khôi 🐯,3500000.0,1600000.0,198400.0,2000.0,961.0
manta_ec,Manta_ec,102500.0,6100000.0,179600.0,1300.0,3500.0
margaritadebarros,Margarita De Barros,75600.0,10900000.0,620500.0,870.0,1500.0
mariabecerra_22,Maria Becerra,6800000.0,3200000.0,528200.0,2100.0,1200.0
marialuciap29,Lúcia,1900000.0,2000000.0,434600.0,3100.0,1600.0
marianna_alexandre,Marianna Alexandre,5800000.0,2100000.0,338700.0,1200.0,314.0
marianne.la.mesera,Marianne 🍸,3000000.0,4700000.0,962900.0,1300.0,684.0
marilynl19,user1692838440296,995200.0,2800000.0,476500.0,5700.0,12800.0
mariolcalderon,Mario Calderon,1800000.0,815800.0,141100.0,3900.0,12500.0
marsaimartin,Marsai,3400000.0,1600000.0,355000.0,2500.0,1200.0
marshelwidianto,Marshel Widianto,2000000.0,3000000.0,208500.0,1100.0,1300.0
marshmellomusic,marshmello,25700000.0,1800000.0,245800.0,1400.0,577.0
marwanwsahar,MarwanwSahar,1400000.0,2500000.0,163500.0,710.0,2200.0
mas_nizar,IG: nizar_abzhr31,5200000.0,1800000.0,322100.0,2600.0,630.0
mateus_hwang,Mateus Hwang,1900000.0,1900000.0,136800.0,5800.0,2600.0
matheusevitoriaofc,Matheus e Vitoria,7600000.0,2800000.0,468900.0,1400.0,1300.0
mativelasco94,Mati Velasco,1700000.0,5100000.0,392200.0,2200.0,622.0
matsudake,M2DK/マツダ家の日常,5700000.0,6800000.0,284500.0,3300.0,1000.0
matt.larose,Matt Larose,498800.0,2600000.0,371000.0,910.0,223.0
mattiastanga,Mattia Stanga,2500000.0,1500000.0,240700.0,2400.0,7700.0
mattstonie,Matt Stonie,2600000.0,2300000.0,322900.0,1000.0,285.0
mattsturniolo,Matt,2100000.0,1900000.0,386200.0,4800.0,938.0
mauoteroo,Mau Otero,4300000.0,3300000.0,349200.0,353.0,345.0
max7424453118,Max Taylor,2800000.0,3500000.0,572600.0,5200.0,9500.0
mayapolarbear,mayapolarbear,5500000.0,1500000.0,154900.0,756.0,8400.0
maymayentrata,maymay,9000000.0,5300000.0,697900.0,2900.0,2000.0
mckekell,kekel,3900000.0,1500000.0,154300.0,4100.0,2500.0
mcsilsiloficial,@mcsilsiloficial,6600000.0,1700000.0,134100.0,2200.0,6300.0
mdmotivator,Zachery Dereniowski,9300000.0,5100000.0,930300.0,3400.0,1400.0
meghanandjack,🌻Meg and Jack🌻,4099999.9999999995,1700000.0,277700.0,548.0,2400.0
mell_editz0,鬼 • 𝐆 𝐎 𝐉 𝐎,480500.0,1500000.0,229900.0,1500.0,1100.0
mellacarli,Mella Carli,2000000.0,1800000.0,283700.0,1400.0,6000.0
mementoe,Máté Méhész,3600000.0,3400000.0,588500.0,4400.0,5800.0
meowbahh,Meowbah!,1500000.0,2500000.0,92400.0,17200.0,2000.0
meowlife7,meowlife7,1900000.0,3300000.0,399000.0,1300.0,3900.0
mexicocookingclub,Calixto Serna,10900000.0,1700000.0,221900.0,1100.0,7100.0
miakhalifa,Mia K.,33600000.0,8600000.0,938700.0,2500.0,1300.0
michaelrendyw,Michael Rendy W,6200000.0,4600000.0,324800.0,806.0,746.0
michou_yt,Michou,7000000.0,1500000.0,272700.0,1800.0,574.0
midnightmood_oficial,Midnight Mood,15000000.0,1500000.0,145600.0,443.0,5200.0
mieayamthebstt,Unaa🍜,14300000.0,5500000.0,582800.0,4500.0,2600.0
mikaylanogueira,Mikayla Nogueira,12800000.0,1900000.0,246700.0,1800.0,403.0
miketoks,Miketoks,12900000.0,1900000.0,261200.0,1100.0,654.0
miketyson,Mike Tyson,3100000.0,2500000.0,331400.0,5800.0,1700.0
milliyormlenlaew,MILLI,5500000.0,5900000.0,807200.0,1500.0,1800.0
milos.guzel,Milos,5000000.0,1700000.0,340300.0,1100.0,612.0
mimiermakeup,Mirta Miler,15900000.0,2300000.0,339000.0,1200.0,254.0
minami.0819,🦄💙MINAMI💙🦄,1400000.0,995200.0,114100.0,7800.0,778.0
missionaryjack,Jack Harlow,5400000.0,4400000.0,745200.0,9100.0,9000.0
mix_151,Mix_151,1300000.0,3300000.0,268100.0,2900.0,4300.0
mmmjoemele,Joe Mele,22100000.0,9100000.0,1500000.0,3600.0,3400.0
mndiaye_97,mndiaye_97,14800000.0,2800000.0,495300.0,3100.0,2200.0
moanabih,A really basic TikTok page,808200.0,2100000.0,647500.0,1900.0,2000.0
mohaimen.alaa,مهيمن علاء,3500000.0,1500000.0,205300.0,1900.0,1400.0
