rank,name,followers,er,country,topic_of_influence,potential_reach,_platform,_country,_is_global,_year,category_unified,category_status
1,Siti Nurhaliza Tarudin @ctdk,9.2M,0.08%,Malaysia,Entertainment and Music Music Singer Artist,2.8M,instagram,malaysia,False,2024,Music,MAPPED
2,ZIZAN RAZAK @zizanrazak869,7.8M,0.05%,Malaysia,Art Actors Artist,2.4M,instagram,malaysia,False,2024,Entertainment,MAPPED
3,MIRA FILZAH @mfmirafilzah,7.3M,0.86%,Malaysia,Acting and Drama Celebrity Actors Artist,2.2M,instagram,malaysia,False,2024,Entertainment,MAPPED
4,Ebit Lew @ebitlew,6.6M,1.21%,Malaysia,,2M,instagram,malaysia,False,2024,NA,NA
5,Scha Alyahya™ @schaalyahya,6.6M,0.04%,Malaysia,Fashion and Accessories family Modeling Product,2M,instagram,malaysia,False,2024,Beauty&Fashion,MAPPED
6,Janna Nick @jannanick,6.3M,0.19%,Malaysia,Entertainment and Music Fashion and Accessories Business and Finance Actors,1.9M,instagram,malaysia,False,2024,Beauty&Fashion,MAPPED
7,Hanis Zalikha @haniszalikha,6.2M,0.16%,Malaysia,Fashion and Accessories Business and Finance Celebrity Actors,1.8M,instagram,malaysia,False,2024,Beauty&Fashion,MAPPED
8,Madam Amyra @aamyrarosli,6.1M,0.07%,Malaysia,Acting and Drama Celebrity Actors Personal Blog,1.8M,instagram,malaysia,False,2024,Entertainment,MAPPED
9,Nur Fazura @missfazura,5.8M,0.42%,Malaysia,Entertainment and Music Fashion and Accessories Actors Artist,1.7M,instagram,malaysia,False,2024,Beauty&Fashion,MAPPED
10,Awal Ashaari ® @awalashaari,5.7M,0.04%,Malaysia,Entertainment and Music Actors Public Figure,1.7M,instagram,malaysia,False,2024,Music,MAPPED
11,HRH Crown Prince of Johor @hrhcrownprinceofjohor,5.5M,3.22%,Malaysia,Life and Society Politics,1.6M,instagram,malaysia,False,2024,Knowledge&Info,MAPPED
12,UQASHA SENROSE @uqashasenrose2,5.4M,0.65%,Malaysia,Acting and Drama Celebrity Actors Actor,1.6M,instagram,malaysia,False,2024,Entertainment,MAPPED
13,Ayda Jebat @aydajebat,5.4M,0.09%,Malaysia,"Pets Singer Film, Music & Books Artist",1.6M,instagram,malaysia,False,2024,Knowledge&Info,MAPPED
14,Fasha Sandha @fashasandha,5.3M,0.05%,Malaysia,Fashion and Accessories Arts and Crafts family Celebrity,1.6M,instagram,malaysia,False,2024,Beauty&Fashion,MAPPED
15,Rozita Che Wan @rozitachewan1,5.2M,0.01%,Malaysia,Fashion and Accessories Celebrity Comedy,1.6M,instagram,malaysia,False,2024,Beauty&Fashion,MAPPED
16,HAIRUL AZREEN IDRIS @hairulazreen,5.1M,0.53%,Malaysia,Acting and Drama Celebrity Actors Artist,1.5M,instagram,malaysia,False,2024,Entertainment,MAPPED
17,Shuib Sepahtu @shuibsepahtu,5M,0.29%,Malaysia,Pets Music Comedian Creators & Celebrities,1.5M,instagram,malaysia,False,2024,Music,MAPPED
18,Lisa Surihani Mohamed @lisasurihani,4.6M,0.07%,Malaysia,Beauty and Self Care Celebrity Actors Actor,1.4M,instagram,malaysia,False,2024,Beauty&Fashion,MAPPED
19,Jep Sepahtu @jepsepahtu,4.4M,0.41%,Malaysia,Entertainment and Music Celebrity Actors,1.3M,instagram,malaysia,False,2024,Music,MAPPED
20,Yana Samsudin @yanasamsudin,4.3M,0.21%,Malaysia,Acting and Drama Fashion and Accessories Celebrity Actors,1.3M,instagram,malaysia,False,2024,Beauty&Fashion,MAPPED
21,Aliff syukri kamarzaman @aliffsyukriterlajaklaris,4.3M,0.05%,Malaysia,Fashion and Accessories Humor Personal Blog Creators & Celebrities,1.3M,instagram,malaysia,False,2024,Beauty&Fashion,MAPPED
22,Wawa Zainal ®️ @w4w4_zainal,4.2M,0.23%,Malaysia,Beauty and Self Care Fashion and Accessories Product Showcase Business and Finance,1.3M,instagram,malaysia,False,2024,Beauty&Fashion,MAPPED
23,A I Z A - L I L O O N A A I @aizalovesam,4.1M,0.51%,Malaysia,Pets Marketing and Advertising Events Celebrities,1.2M,instagram,malaysia,False,2024,Knowledge&Info,MAPPED
24,Lara Alana Ahmad @laraalanaa,4M,0.19%,Malaysia,family Children Personal Blog,1.2M,instagram,malaysia,False,2024,Lifestyle,MAPPED
25,Shaheizy Sam Samad @shaheizy_sam,4M,0.17%,Malaysia,Acting and Drama Health and Medical Services Actors,1.2M,instagram,malaysia,False,2024,Knowledge&Info,MAPPED
26,Siti Nordiana Alias @sitinordiana,3.9M,0.22%,Malaysia,Celebrity Music Entertainment and Music,1.2M,instagram,malaysia,False,2024,Music,MAPPED
27,Hakken 八犬 @_hakkencoser_,3.9M,13.72%,Malaysia,Animation and Cosplay Celebrity Geek Comics,1.2M,instagram,malaysia,False,2024,Tech&Gaming,MAPPED
28,Khairul Amin Kamarulzaman @khairulaming,3.9M,5.22%,Malaysia,Food Cooking Restaurants Digital Creator,1.2M,instagram,malaysia,False,2024,Lifestyle,MAPPED
29,Erra Fazira @errafazira,3.8M,0.31%,Malaysia,Acting and Drama Entertainment and Music Celebrity Music,1.1M,instagram,malaysia,False,2024,Music,MAPPED
30,ZaraPrihatin @zarazya,3.7M,0.21%,Malaysia,Product Showcase Marketing and Advertising Actors Public Figure,1.1M,instagram,malaysia,False,2024,Beauty&Fashion,MAPPED
31,Fattah Amin @fattahaminz,3.7M,0.2%,Malaysia,Entertainment and Music Celebrity Actors,1.1M,instagram,malaysia,False,2024,Music,MAPPED
32,Alif Satar®️ @alifsatar,3.6M,0.29%,Malaysia,Entertainment and Music Fitness and Health Finance Business and Finance,1.1M,instagram,malaysia,False,2024,Sports,MAPPED
33,Aaron Aziz @aarondwiaziz,3.3M,0.11%,Malaysia,Acting and Drama Celebrity Actors,999.3K,instagram,malaysia,False,2024,Entertainment,MAPPED
34,Anzalna Nasir @anzalnanasir88,3.3M,0.23%,Malaysia,,991.6K,instagram,malaysia,False,2024,NA,NA
35,Nur Fathia - ファティヤ @fatiyalatiff,3.3M,0.06%,Malaysia,Acting and Drama Beauty and Self Care Celebrity Actors,983.8K,instagram,malaysia,False,2024,Beauty&Fashion,MAPPED
36,Diana Danielle @dianadanielleb,3.2M,0.14%,Malaysia,family Celebrity Actors Actor,954.5K,instagram,malaysia,False,2024,Entertainment,MAPPED
37,Sheila Rusly™️ @sheilarusly_jspictures,3.1M,0.3%,Malaysia,Food Public Figure Creators & Celebrities,939.8K,instagram,malaysia,False,2024,Entertainment,MAPPED
38,Izzue Islam ™ @izzueislam,3.1M,0.39%,Malaysia,Celebrity Careers Actors Actor,930.9K,instagram,malaysia,False,2024,Entertainment,MAPPED
39,Dato Seri Vida @datoserivida,3M,0.3%,Malaysia,Beauty and Self Care Product Showcase,893.1K,instagram,malaysia,False,2024,Beauty&Fashion,MAPPED
