#,NAME,FOLLOWERS,ER,COUNTRY,TOPIC OF INFLUENCE,POTENTIAL REACH
1,Valtteri Bottas @valtteribottas,3.9M,0.56%,Finland,Auto and Vehicles Racing,1.2M
2,Kimi Räikkönen @kimimatiasraikkonen,2.9M,8.63%,Finland,Racing Coaching Photography,879.8K
3,Hydraulic Press Channel @hydraulicpresschannel,1.7M,1.9%,Finland,DIY and Life Hacks,524.2K
4,Nude Yoga Girl @nude_yogagirl,1.5M,2.68%,Finland,Fitness and Health Arts and Crafts,439.2K
5,Heikala @heikala,1.3M,1.52%,Finland,Arts and Crafts Illustrator Design,400.2K
6,IDA JEMINA KUJANPÄÄ @idajemina,893.6K,1.47%,Finland,Fitness and Health Training Coaching,268.1K
7,Pongfinity @pongfinity,818.1K,10.34%,Finland,Games Celebrity Tennis,245.4K
8,Uma | Engagement Rings @oorejewelry,720.8K,6.01%,Finland,,216.2K
9,Ala Tokel @alatokell,600.6K,3.18%,Finland,Beauty and Self Care Public Figure,180.2K
10,jukka hilden @jukkadudeson,514.9K,0.88%,Finland,Music Modeling Actors,154.5K
11,The Iceman | F1 Formula 1 Page @kimi_raikkonen_kr7,513.6K,4.63%,Finland,Entertainment and Music Sports Racing Cars,154.1K
12,Sara Puhto @saggysara,430.4K,4.75%,Finland,Beauty and Self Care Coaching Training,129.1K
13,Tarja Turunen @tarjaofficial,427.6K,4.1%,Finland,Music Songwriting Singer,128.3K
14,Teemu Selanne @sel8nneteemu,411.9K,3.69%,Finland,Sports,123.6K
15,الاعلامي مرتضى بداي العطوانيほ @mr_tz82,409.3K,-,Finland,,122.8K
16,Isac Elliot @isacelliot,404.7K,1.6%,Finland,Entertainment and Music Automotive Modeling,121.4K
17,Moomin @moominofficial,384.4K,1.83%,Finland,Animation and Cosplay Food and Drink,115.3K
18,Josh Sundquist @joshsundquist,380.2K,5.7%,Finland,Celebrity,114.1K
19,Ossi Saarinen @soosseli,375.6K,4.93%,Finland,Nature Animals,112.7K
20,ROBIN PACKALEN @robinpackalen,375.4K,1.4%,Finland,,112.6K
21,NIKA LEYTINK @leytink,368K,0.69%,Finland,,110.4K
22,K a l l e R o v a n p e r ä @kallerovanpera,353.1K,3.57%,Finland,Sports Racing Riders Motorcycle Racing,105.9K
23,Lakko @officiallakko,351.7K,4.6%,Finland,,105.5K
24,TINZE @tinzeofficial,346.1K,1.84%,Finland,Entertainment and Music Music Events Dance,103.8K
25,SANNI @sannivirallinen,340.8K,1.91%,Finland,Entertainment and Music,102.2K
26,Bebo Al-ansaryi @bebo_alansaryi,333K,2.1%,Finland,,99.9K
27,Aku Hirviniemi @akuhirviniemi,328.1K,0.65%,Finland,Celebrity,98.4K
28,Marko Raassina @marko.raassina,320.4K,17.8%,Finland,Arts and Crafts Comics Geek Artist,96.1K
29,Jonna Hyttinen @scandy_girl,305.6K,1.83%,Finland,Arts and Crafts Home and Garden Illustrator Drawing,91.7K
30,Janni Hussi @jannihussi,303.8K,2.52%,Finland,Auto and Vehicles Entertainment and Music Actors Cooking,91.1K
31,Junior maciel 🦅 @juniormaciel,302.4K,1.2%,Finland,Soccer,90.7K
32,T I N O S O I N I N E N @tinoshair_tino,295.6K,2.5%,Finland,Beauty and Self Care Education,88.7K
33,Fashion| Menswear| Fitness @iammiari,293.2K,0.72%,Finland,Fashion and Accessories,88K
34,Jarppi Dudeson @jarppidudeson,289.4K,1.41%,Finland,,86.8K
35,Arttu Stenberg @arttustenberg,287.3K,5%,Finland,Sports,86.2K
36,Jasper Pääkkönen @jasperpaakkonen,282.8K,4.48%,Finland,Outdoor Activity Adventure Fishing,84.8K
37,𝙃𝙚𝙧𝙗𝙖𝙡𝙞𝙨𝙩𝙞 🌿 @herbalisti,277.8K,3.09%,Finland,,83.3K
38,Lorenzo Mirandola ■ Lapland @lorenzmira_lapland,273.5K,73.29%,Finland,Outdoor Activity Travel Photography,82.1K
