#,NAME,FOLLOWERS,ER,COUNTRY,TOPIC OF INFLUENCE,POTENTIAL REACH
1,Peter Sagan @petosagan,1.9M,0.89%,Slovakia,Sports,578.9K
2,Lucia Mikušová @lucia_mikusova,1.9M,10.17%,Slovakia,Fitness and Health,567.8K
3,Jan Dragunov Podraný🥊🥋 @dragunovjepan,935.6K,2.9%,Slovakia,Fashion Beauty Business and Finance,280.7K
4,TOMAS REZAK @tomas.coach,899.3K,2.87%,Slovakia,Fitness and Health,269.8K
5,Genevieve LaMonaca @chefgenevieve,893.3K,0.6%,Slovakia,Food,268K
6,Lucy @lucypug,768.9K,1.42%,Slovakia,Fashion Lifestyle Animals & Pets Blogger,230.7K
7,@rytmusking,764.3K,0.65%,Slovakia,Entertainment and Music Health and Medical Services Musicians Celebrities,229.3K
8,GianlucaVacchi-Slovakia 🇸🇰 @gianlucavacchislovakiafanpage,644.2K,0.51%,Slovakia,Entertainment and Music Music Modeling,193.2K
9,Fatimaaa💜 @ukookie7,623.9K,1.77%,Slovakia,,187.2K
10,sandra @slythi,564.7K,8.89%,Slovakia,"Life and Society Celebrities Film, Music & Books Humor",169.4K
11,Peter Altof - Expl0ited @expl0ited_,539.7K,1.83%,Slovakia,Entertainment and Music Lifestyle Celebrities Animals & Pets,161.9K
12,Gabby Murray @gabbymurrayy,514.6K,1.09%,Slovakia,Celebrity,154.4K
13,Dominika Cibulkova @domicibulkova,481K,0.74%,Slovakia,Fashion Tennis,144.3K
14,Zuzana Čaputová @zuzana_caputova,460.3K,0.93%,Slovakia,,138.1K
15,SIMA @simonahegerova,436.1K,5.7%,Slovakia,Entertainment and Music Modeling,130.8K
16,simonakrainova @simonakrainova,429.3K,0.27%,Slovakia,Entertainment and Music Product Showcase Celebrity Food and Drink,128.8K
17,Tina Halada @tinahalada,414.1K,1%,Slovakia,Fashion and Accessories Home and Garden Business,124.2K
18,Attila Vegh @veghattila,401.2K,0.46%,Slovakia,Sports Modeling,120.3K
19,Matej Slažanský @menameselassie,370.8K,0.96%,Slovakia,Product Showcase Marketing and Advertising Careers Video Blogger,111.2K
20,Monika Jákliová @monika_jakliova,349.4K,2.69%,Slovakia,Beauty and Self Care Bikini Modeling,104.8K
21,Klára Miščíková @klarisa_7777,325.1K,6.74%,Slovakia,Entertainment and Music Music,97.5K
22,Michal Straka @egoemo,307.9K,1.28%,Slovakia,Entertainment and Music Marketing and Advertising Rap Singer,92.4K
23,Lucia Sladeckova @lucidstyle_official,300.6K,1.25%,Slovakia,Fashion,90.2K
24,Lucia Mokranova® @luciamokranova,279.1K,0.45%,Slovakia,Fitness and Health Business and Finance Coaching,83.7K
25,🔥RACHEL♌️ @rachellkka,273.6K,4.16%,Slovakia,Travel,82.1K
26,Paula Karpowicz-Zimecka @paulakarpowicz,270.1K,2.35%,Slovakia,Music Beauty and Self Care Product Education,81K
27,TIMEA TRAJTELOVA @timeatrajtelova,261.8K,1.38%,Slovakia,Fitness and Health,78.5K
28,Petra Vlhova @petravlhova13,260.2K,1.91%,Slovakia,Sports Ski Mountain,78K
29,MATT Zrebný @matejzrebny,249.7K,2.63%,Slovakia,Art Music Celebrity Lifestyle,74.9K
30,Ana Čolić @_ana_colic_,247.6K,1.34%,Slovakia,Fitness and Health Fashion and Accessories,74.3K
31,vebi @veronikatwiins,242.2K,0.33%,Slovakia,Entertainment and Music Fashion and Accessories Health and Medical Services Celebrities,72.7K
32,L E O N A ☁️ @leonaridajovaa,241.6K,3.1%,Slovakia,Fashion and Accessories Travel,72.5K
33,Polícia SR @policiaslovakia,234K,1.6%,Slovakia,,70.2K
34,DanielaTWiiNS @danielatwiins,230.4K,0.55%,Slovakia,Entertainment and Music Music Singer,69.1K
35,Jana Hrmová @janahrmi,229.8K,1.88%,Slovakia,Beauty and Self Care Fashion and Accessories Travel,69K
36,Olga Olikova @oobraider,225.9K,0.51%,Slovakia,,67.8K
37,Som Idealista @somidealista,225K,0.64%,Slovakia,Education Marketing and Advertising Poetry,67.5K
38,⠀Ivana Gaborik @iversanns,224.8K,2.53%,Slovakia,Fashion,67.4K
39,Bianka Rumanová @biankarumanova,218K,7.29%,Slovakia,Fashion and Accessories Travel Lifestyle Celebrities,65.4K
40,Veronika Cifrová Ostrihoňová @veronikaostrihonova,216.5K,0.52%,Slovakia,Entertainment and Music Journalists,65K
41,BTS 방탄소년단 @bigihit.bts,216.5K,30.6%,Slovakia,,65K
42,Juraj Kucka @kuco33,215.4K,1.3%,Slovakia,Soccer,64.6K
43,Slovak and Czech girls @slovakgirls,212.5K,0.13%,Slovakia,Fashion and Accessories Product Showcase Modeling,63.7K
44,MÁRIA KACHÚTOVÁ ČÍROVÁ @mariacirova,211.2K,1.04%,Slovakia,Entertainment and Music Marketing and Advertising,63.3K
45,Michaela Kocianova @michaelakocianova,196.4K,0.42%,Slovakia,Modeling Fashion,58.9K
46,Baukó Éva @baukoeva,194.9K,1.21%,Slovakia,,58.5K
47,Martina Malinová 🍇🥭🥑 @tinka_malinova,191.6K,0.06%,Slovakia,Fitness and Health Medical Health,57.5K
48,cikindeles @cikindeles,185.2K,8.61%,Slovakia,,55.6K
49,Andrea Ena U Taliana® @andreaena_utaliana,184.7K,2.3%,Slovakia,Food and Drink Health and Medical Services,55.4K
50,kristinakovesova @kristinakovesova,183.4K,0.96%,Slovakia,Romance and Wedding Education News,55K
51,Ｍ Ａ Ｒ Ｉ Ａ Ｂ Ａ Ｒ Ｔ Ａ Ｌ Ｏ Ｓ @maria.bartalos,178.5K,2.57%,Slovakia,family,53.6K
52,Milan Bardún @milan_bezmapy,170.6K,4.96%,Slovakia,Travel Alcohol,51.2K
53,Simi @simileskovska,170.6K,2.57%,Slovakia,Sports,51.2K
54,Bekim Aziri @bekimko,169.6K,7.73%,Slovakia,Fitness and Health Health and Medical Services Lifestyle Celebrities,50.9K
55,Helena Opálená @mystoryofcooking,167.8K,1.03%,Slovakia,Food Product Education DIY and Life Hacks,50.3K
