#,NAME,FOLLOWERS,ER,COUNTRY,TOPIC OF INFLUENCE,POTENTIAL REACH
1,KOPACKOVO ⚽️ @kopackovo,1.1M,-,Slovakia,,330K
2,ANGRY EARTH @angryearth,767.9K,-,Slovakia,,230.4K
3,Matej Zrebný @matejzrebny,672.9K,0.1%,Slovakia,Animation and Cosplay,201.9K
4,SVKHO @svkho,551.1K,0.2%,Slovakia,Entertainment and Music,165.3K
5,rastopauliny @rastopauliny,511.8K,-,Slovakia,Entertainment and Music,153.5K
6,tomas.coach @tomas.coach,483.7K,0.2%,Slovakia,Fitness and Health,145.1K
7,Mirek 👊 @rawk1ng,466.7K,-,Slovakia,Fitness and Health,140K
8,FREDERICK @frederik.official,319.4K,0.3%,Slovakia,Entertainment and Music Music,95.8K
9,Samuel Procházka @graciosoooo,305.3K,0.1%,Slovakia,,91.6K
10,Chhay Heang Lysang @chhayheanglysang,301.7K,-,Slovakia,,90.5K
11,cikindeles @cikindeles,267.8K,-,Slovakia,,80.3K
12,_COBRA_11_ @cobra_11_,264.6K,-,Slovakia,,79.4K
13,Happy_adriana @adriana_lup,261.2K,-,Slovakia,,78.4K
14,ChristopherBucika ✔︎ @christopherbucika,249.9K,0.2%,Slovakia,,75K
15,miska_hrinka @miska_hrinka7,237.2K,-,Slovakia,Entertainment and Music Funny,71.2K
16,Veronika Danajová @pivospenou,232.5K,-,Slovakia,Entertainment and Music Funny,69.8K
17,Michal Totka @michaltotka,229.3K,-,Slovakia,Entertainment and Music Business and Finance,68.8K
18,DeDe 🦋 @denisa.vysnovska,229K,0.2%,Slovakia,,68.7K
19,jakjan272 @jakjan272,223.9K,-,Slovakia,,67.2K
20,nikola olahova @nikolaolahova6,222.2K,-,Slovakia,,66.7K
21,mars @d_a_n_i_e_l_a12345678910,203.7K,0.1%,Slovakia,,61.1K
22,Janka 🌸 @jancucik,199.2K,-,Slovakia,Entertainment and Music,59.8K
23,KARLA @karla.matej,195.4K,-,Slovakia,,58.6K
24,karinkaqayumova @karinkaqayum,193.6K,-,Slovakia,,58.1K
25,Jojo Kozik @jojo_kozik,189.8K,-,Slovakia,Fitness and Health Food Finance,56.9K
26,Sẽ thành công @fan.monsieur.tuna,184.5K,0.7%,Slovakia,,55.4K
27,Radkolf @_radkolf,176.1K,-,Slovakia,Entertainment and Music,52.8K
28,Klarisa @klarisaaaaaaaaaaaaaaa,175.9K,0.3%,Slovakia,Entertainment and Music,52.8K
29,Balázs Viktória @_balazsviktoria_,164.7K,0.1%,Slovakia,Entertainment and Music,49.4K
30,TikTok princess @susan.pocket,154.5K,-,Slovakia,,46.4K
31,Pietro @p.ie.t.ro,150.1K,0.4%,Slovakia,Entertainment and Music,45K
32,Sonička Slávička @sonicka.slavicka,147.2K,-,Slovakia,,44.2K
33,Nandy @nandykudry,145.8K,-,Slovakia,,43.7K
34,Heisenberg @gotsniped1,137.8K,-,Slovakia,Video Gaming,41.3K
