#,NAME,FOLLOWERS,ER,COUNTRY,TOPIC OF INFLUENCE,POTENTIAL REACH
1,Dominika Sofroniciova @domi.sof,3.5K,0.2%,Slovakia,Auto and Vehicles,1K
2,Slovakia @houseofslovakia,3.1K,2.07%,Slovakia,,918
3,Red Bull Slovensko @redbullsk,2.6K,-,Slovakia,Sports,786
4,Mike - CKF - Kulygin @customknifefactory,2.2K,0.86%,Slovakia,Product Showcase,663
5,Nicole Buhler @nicolebuhler,1.5K,0.44%,Slovakia,Photography family Fashion & Accessories Home & Garden,456
6,This is SLOVAKIA 🇸🇰 @thisisslovakia,1.2K,0.08%,Slovakia,Travel,369
7,Pedro Kin 🗻 Landscape 🌍 Travel @pedrokinphotography,1K,0.6%,Slovakia,Photography Travel Education,300
