#,NAME,FOLLOWERS,ER,COUNTRY,TOPIC OF INFLUENCE,POTENTIAL REACH
1,Miranda @mirandakerr,312.6K,0.08%,Australia,Beauty & Self Care Fashion & Accessories,93.8K
2,ANGELA WHITE @theangelawhite,223.1K,1.26%,Australia,Entertainment & Music Romance & Wedding,66.9K
3,Lonely Planet @lonelyplanet,178.1K,0.07%,Australia,Travel,53.4K
4,ZIMMERMANN @zimmermann,161.1K,-,Australia,Fashion & Accessories,48.3K
5,Daniella Rahme دانييلا رحمه @daniellarahme,158.2K,0.99%,Australia,Fashion & Accessories,47.5K
6,Australia @australia,143.4K,1.26%,Australia,Travel,43K
7,Procreate @procreate,115.7K,-,Australia,Arts & Crafts,34.7K
8,Anson Lo • 盧瀚霆 @ansonlht,114.4K,6.37%,Australia,Entertainment & Music,34.3K
9,cricket.com.au @cricketcomau,110.8K,0.91%,Australia,Sports,33.2K
10,Angelo Marasigan @_angelo.marasigan,110.6K,0.63%,Australia,Travel Entertainment & Music,33.2K
11,Kobi Brown @astrokobi,98.7K,0.74%,Australia,Education,29.6K
12,S A V A N N A H ➕ C L A R K E @savannah.clarke,93.8K,0.44%,Australia,Entertainment & Music,28.1K
13,The Betoota Advocate @betootaadvocate,90.6K,0.75%,Australia,Entertainment & Music,27.2K
14,Wildlife Planet @wildlifeplanet,88.5K,-,Australia,Nature Animals,26.5K
15,Anna Paul 💗 @anna_paull,87.8K,2.92%,Australia,Fashion & Accessories Travel,26.3K
16,Evelyn Sharma @evelyn_sharma,84.2K,-,Australia,Entertainment & Music Travel family,25.3K
17,lauren bullen @gypsea_lust,82.2K,0.17%,Australia,Travel Fashion & Accessories,24.7K
18,Chantel Mila @mama_mila_au,79.9K,0.16%,Australia,Home & Garden DIY & Life Hacks,24K
19,Renata Meins @renatameins,77K,0.43%,Australia,Fashion & Accessories Beauty & Self Care,23.1K
20,ABC News @abcnews_au,76.3K,0.34%,Australia,Entertainment & Music Photography,22.9K
21,Tara Milk Tea @taramilktea,73.2K,1.08%,Australia,Travel,21.9K
22,lilymaymac @lilymaymac,73.1K,0.18%,Australia,Fashion & Accessories,21.9K
23,Natasha Oakley @tashoakley,70.9K,0.15%,Australia,Fashion & Accessories,21.3K
24,Isabelle Mathers @isabellemathersx,69K,0.84%,Australia,Fashion & Accessories,20.7K
25,"Sydney, Australia @sydney",67.2K,0.75%,Australia,Travel,20.2K
26,Eugenia Rodriguez C. @eugeniardzc,61.7K,0.33%,Australia,Entertainment & Music,18.5K
27,SABO @saboskirt,60.2K,0.1%,Australia,Fashion & Accessories,18.1K
28,Nicole Warne Shadbolt @nicolewarne,58.4K,0.14%,Australia,Fashion & Accessories Nature Animals,17.5K
29,Vogue Australia @vogueaustralia,55.4K,0.32%,Australia,Fashion & Accessories,16.6K
30,BABYBOO @babyboofashion,53.3K,0.45%,Australia,Fashion & Accessories,16K
31,Polina Bright @polina.bright,53.3K,0.91%,Australia,Arts & Crafts,16K
32,Angélica Ladino I AUSTRALIA 🇨🇴🇦🇺 🚐 @angelicaladino,50.9K,0.83%,Australia,Travel,15.3K
33,Peter Yan @yantastic,50.2K,1.04%,Australia,Photography Travel,15K
34,Anthony Albanese @albomp,50.1K,1.47%,Australia,Politics,15K
35,OnePath Network @onepathnetwork,50K,1.5%,Australia,Education,15K
36,Arman Liew @thebigmansworld,49.9K,0.17%,Australia,Food Fitness & Health,15K
37,Kmart Australia @kmartaus,49.4K,0.43%,Australia,Retail Home & Garden,14.8K
38,Omar hadi @lanazi00,48.3K,0.13%,Australia,Entertainment & Music,14.5K
39,Dot @bdotadot5,47.3K,0.14%,Australia,Sports,14.2K
40,Adam Milardovic @adammilardovicc,46.9K,0.2%,Australia,Fashion & Accessories Fitness & Health Product Showcase,14.1K
41,Petal & Pup @petalandpup,42.7K,0.15%,Australia,Fashion & Accessories,12.8K
42,Beautiful Bizarre Magazine @beautifulbizarremagazine,42.1K,0.38%,Australia,Arts & Crafts Entertainment & Music,12.6K
43,Jalals @jalals,42K,0.4%,Australia,Entertainment & Music Funny,12.6K
44,Muselk @mrmuselk,41.1K,-,Australia,Games,12.3K
45,Demas Rusli @demas,40.2K,0.71%,Australia,Photography Design Arts & Crafts,12.1K
46,Guardian Australia @guardianaustralia,39.9K,0.28%,Australia,News & Journalism,12K
47,✩ BREE LENEHAN ✩ @breeelenehan,39.4K,0.66%,Australia,Fitness & Health Pets,11.8K
48,Ben Lionel Scott @benlionelscott,36.7K,0.18%,Australia,Entertainment & Music Life & Society,11K
49,Bed Threads.® @bed.threads,34.9K,0.24%,Australia,Home & Garden,10.5K
50,Infamous® @infamous_swim,34.2K,0.03%,Australia,Fashion & Accessories,10.3K
51,𝐑 𝐎 𝐒 𝐀 𝐍 𝐍 𝐀 𝐀 𝐑 𝐊 𝐋 𝐄 @rosannaarkle,33.3K,0.08%,Australia,Beauty & Self Care Fashion & Accessories,10K
52,Luke Kidgell @lukekidgell,33.1K,1.14%,Australia,Entertainment & Music,9.9K
53,MARIA PEREZ @maria_perezxox,33K,0.68%,Australia,Fashion & Accessories,9.9K
54,Megan Anderson @megananderson,32.4K,0.58%,Australia,Fitness & Health Sports,9.7K
55,Gentlemen's Choice @gentlemenschoice,31.7K,0.15%,Australia,Education Fashion & Accessories,9.5K
56,What's On Melbourne @whatsonmelb,31.6K,1.36%,Australia,Travel Life & Society,9.5K
57,Dr Michelle Wong - Beauty Science @labmuffinbeautyscience,31.4K,0.38%,Australia,Beauty & Self Care Education,9.4K
58,heyimbee @heyimbee,30.9K,-,Australia,Entertainment & Music Gaming & Tech,9.3K
59,Jorden Tually @jordentually,30.9K,0.74%,Australia,Travel Entertainment & Music Funny,9.3K
60,Bondi Sands @bondisands,30.3K,0.11%,Australia,Beauty & Self Care Travel,9.1K
61,Lydia Barakat @itslydboss,30.2K,0.1%,Australia,Fashion & Accessories,9.1K
62,HELLO MOLLY @hellomolly,30.2K,0.08%,Australia,Fashion & Accessories,9K
63,Adelaide Kane @adelaidekane,30.1K,0.88%,Australia,Acting & Drama Funny,9K
64,Nathan lust @itsnathanlust,29.6K,0.26%,Australia,Entertainment & Music Dance Film & TV,8.9K
65,the art of hieu @kelogsloops,29.5K,1.83%,Australia,Arts & Crafts,8.9K
66,THE ICONIC @theiconicau,29.5K,0.16%,Australia,Fashion & Accessories,8.8K
67,Dominic Di Tommaso @domtomato,29.4K,0.34%,Australia,Outdoor Activity Sports,8.8K
68,New South Wales @visitnsw,29.4K,0.71%,Australia,Travel,8.8K
69,BALI BODY™ Official @balibody,29.3K,0.27%,Australia,Beauty & Self Care Travel,8.8K
70,초마드 CHOMAD @kcw.96,29.3K,1.37%,Australia,Entertainment & Music Education,8.8K
71,Sticky Australia @stickylollies,28.4K,0.04%,Australia,Food,8.5K
72,Ali Pahlavan @pahlavanali,28.4K,1.21%,Australia,Entertainment & Music,8.5K
73,Michael Clarke AO @michaelclarkeofficial,28.3K,-,Australia,Sports,8.5K
74,Angela Giakas @angelagiakas,28K,-,Australia,Education Upskilling,8.4K
75,Aunty Donna @theauntydonnagallery,28K,1.27%,Australia,Entertainment & Music,8.4K
76,Broadsheet Melbourne @broadsheet_melb,27.8K,0.4%,Australia,Food and Drink Celebrity Art Fashion,8.3K
77,Andrew Walsh @thicc86,27.6K,0.36%,Australia,Fitness & Health,8.3K
78,Kerwin Rae @kerwinrae,27.4K,0.22%,Australia,Upskilling,8.2K
79,Chris Lynn @lynny_50,26.9K,0.55%,Australia,Sports,8.1K
80,Kara Saunders @karasaundo,26.7K,-,Australia,Fitness & Health Outdoor Activity Sports,8K
81,E M I L E E H E M B R O W @emileehembrow,26.7K,0.6%,Australia,Fitness & Health,8K
82,Hαуℓeу αndersen ❥ @haylsa,26.5K,0.63%,Australia,Travel Photography,8K
83,Sarah Rav @sarahrav,26.4K,0.21%,Australia,Fitness & Health,7.9K
84,Fran Opazo • LaVidaNómade ✈❤🌎 @nomad.fran,26.3K,0.2%,Australia,Travel,7.9K
85,Loving Tan @lovingtanofficial,26.2K,0.13%,Australia,Beauty & Self Care,7.9K
86,Jasmine @jascurtissmith,26.1K,0.43%,Australia,Entertainment & Music,7.8K
87,Shereen Mitwalli 🇦🇺 🇪🇬 @shereenmitwalli,26.1K,1.64%,Australia,Education Upskilling,7.8K
88,KOOKAÏ @kookai_australia,26K,0.31%,Australia,Fashion & Accessories,7.8K
89,Jason Charles Hill @jasoncharleshill,26K,1.66%,Australia,Nature Photography Travel,7.8K
90,The Sydney Morning Herald @sydneymorningherald,26K,0.14%,Australia,News,7.8K
91,F1 Australian Grand Prix @ausgp,25.9K,2.12%,Australia,Sports,7.8K
92,Katherine Sabbath @katherine_sabbath,25.8K,0.47%,Australia,Food Arts & Crafts,7.7K
93,LORNA JANE ACTIVE @lornajaneactive,25.4K,0.06%,Australia,Fitness & Health,7.6K
94,Nick Makrides @thescranline,25.3K,0.26%,Australia,Food,7.6K
95,Casey Boonstra @caseboon,25.3K,0.23%,Australia,Entertainment & Music Fashion & Accessories,7.6K
96,ROWI SINGH⚡️🌻 @rowisingh,25.2K,0.25%,Australia,Fashion & Accessories Arts & Crafts Home & Garden,7.6K
97,Snuggle Hunny @snugglehunnykids,25K,0.03%,Australia,family,7.5K
98,SandAndSkyAUS @sandandskyaus,24.9K,0.04%,Australia,,7.5K
99,STYLERUNNER @stylerunner,24.9K,0.14%,Australia,Fashion & Accessories,7.5K
100,Evelyn Ellis @evelyn.ellis,24.9K,0.72%,Australia,Romance & Wedding,7.5K
