#,NAME,FOLLOWERS,ER,COUNTRY,TOPIC OF INFLUENCE,POTENTIAL REACH
1,Chris Hemsworth @chrishemsworth,58.5M,1.6%,Australia,Actors,17.5M
2,Hugh Jackman @thehughjackman,31.9M,1.27%,Australia,Entertainment and Music Actors TV Host Modeling,9.6M
3,Ruby Rose @rubyrose,22.7M,0.42%,Australia,Celebrity Modeling,6.8M
4,Miranda Kerr @mirandakerr,14.6M,0.82%,Australia,Beauty and Self Care Fashion and Accessories Business and Finance Lifestyle,4.4M
5,Liam Hemsworth @liamhemsworth,12.6M,3.55%,Australia,Actors Film,3.8M
6,5 Seconds of Summer @5sos,11.5M,1.6%,Australia,Entertainment and Music,3.5M
7,Rebel Wilson @rebelwilson,11.2M,0.48%,Australia,Acting and Drama Modeling Styling,3.4M
8,David Warner @davidwarner31,10.7M,0.7%,Australia,family Cricket,3.2M
9,ANGELA WHITE @theangelawhite,9.9M,1.32%,Australia,Entertainment and Music Romance and Wedding Actors Modeling,3M
10,Nicole Kidman @nicolekidman,9.8M,1.65%,Australia,Acting and Drama Actors,2.9M
11,Celeste Barber @celestebarber,9.6M,1.21%,Australia,Entertainment and Music Funny Celebrity Writers,2.9M
12,Dacre Montgomery @dacremontgomery,8.9M,3.28%,Australia,Art,2.7M
13,Daniel Ricciardo @danielricciardo,8.7M,6.25%,Australia,Sports Racing Cars,2.6M
14,Phoebe Tonkin @phoebejtonkin,8.5M,1.74%,Australia,Entertainment and Music Modeling Actors,2.5M
15,Luke Hemmings @lukehemmings,8.4M,4.35%,Australia,Music Guitar Singer,2.5M
16,Calum Hood @calumhood,7.8M,4.32%,Australia,Music Rock Guitar,2.3M
17,Claire Holt @claireholt,7.6M,4.98%,Australia,,2.3M
18,Ben Simmons @bensimmons,7.3M,2.49%,Australia,Sports Modeling,2.2M
19,Igor Cavalari @igao,7M,3.57%,Australia,Entertainment and Music Video Blogger Celebrities Humor,2.1M
20,𝐑 𝐎 𝐒 𝐀 𝐍 𝐍 𝐀 𝐀 𝐑 𝐊 𝐋 𝐄 @rosannaarkle,6.2M,0.1%,Australia,Beauty and Self Care Fashion and Accessories Modeling,1.9M
21,Sveta Bilyalova @svetabily,5.9M,2.7%,Australia,Business and Finance,1.8M
22,Bindi Irwin @bindisueirwin,5.5M,3.59%,Australia,Nature Animals Actors,1.6M
23,안보현 @bohyunahn,5M,0.23%,Australia,Modeling,1.5M
24,Okan Canbolat Australia ©️ @okan_canbolat_official,4.9M,-,Australia,Acting and Drama Entertainment and Music Celebrity Music,1.5M
25,AC/DC @acdc,4.1M,2.08%,Australia,Entertainment and Music Music Band,1.2M
26,Robert Irwin @robertirwinphotography,3.8M,2.65%,Australia,Nature Photography Home and Garden,1.2M
27,Maya // vegan recipes @fitgreenmind,3.7M,0.28%,Australia,Fitness and Health Food and Drink,1.1M
28,S A V A N N A H ➕ C L A R K E @savannah.clarke,3.7M,0.47%,Australia,Entertainment and Music Music Modeling,1.1M
29,lilymaymac @lilymaymac,3.7M,0.31%,Australia,Fashion and Accessories Lifestyle Modeling Celebrities,1.1M
30,ʜɪʟᴅᴇ ᴏsʟᴀɴᴅ ♡ @hildeee,3.7M,0.63%,Australia,Travel Modeling,1.1M
31,Steve Smith @steve_smith49,3.6M,2.68%,Australia,Tennis Cricket,1.1M
32,Natasha Oakley @tashoakley,3.6M,0.49%,Australia,Fashion and Accessories Business and Finance Lifestyle Styling,1.1M
33,SHANINA SHAIK @shaninamshaik,3.5M,0.1%,Australia,Fashion and Accessories Beauty and Self Care Modeling Design,1.1M
34,Nathaniel Buzolic @natebuzz,3.4M,1.9%,Australia,Actors,1M
35,Trixie Mattel @trixiemattel,3.4M,0.97%,Australia,Animation and Cosplay Hair & Beauty Celebrities Public Figure,1M
36,Jasmine @jascurtissmith,3.3M,0.1%,Australia,Entertainment and Music Celebrity Lifestyle,1M
37,Evelyn Sharma @evelyn_sharma,3.3M,0.21%,Australia,Entertainment and Music Travel family Home and Garden,1M
38,Carolina McCauley @carolina.mccauley,3.3M,0.1%,Australia,DIY and Life Hacks Home and Garden,981.4K
39,Travis Fimmel @travisfimmel,3M,6.08%,Australia,,912.4K
40,Tame Impala @tameimpala,2.9M,6.19%,Australia,Entertainment and Music Music Songwriting,877.4K
41,Eliza Taylor @elizajaneface,2.9M,3.5%,Australia,Acting and Drama Food,871.8K
42,Lazar Beam @lazarbeamyt,2.8M,9.5%,Australia,Games Entertainment and Music Funny Parenting,847.6K
43,Daniella Rahme دانييلا رحمه @daniellarahme,2.7M,0.89%,Australia,Fashion and Accessories Celebrity Actors Dance,812.9K
44,Keith Urban @keithurban,2.7M,1.53%,Australia,Entertainment and Music Singer,810.5K
45,Hillsong UNITED @hillsongunited,2.7M,0.46%,Australia,Entertainment and Music Parenting Singer,804.8K
46,Glenn Maxwell @gmaxi_32,2.7M,6.25%,Australia,Sports,803.7K
47,Chantel Mila Ibbotson @mama_mila_au,2.6M,0.7%,Australia,Home and Garden DIY and Life Hacks,785.9K
48,Anna Paul 💗 @anna_paull,2.5M,12.7%,Australia,Fashion and Accessories Travel Modeling,753.8K
49,Jalals @jalals,2.4M,4.07%,Australia,Entertainment and Music Funny Parenting Video Blogger,714.1K
50,Nicole Warne Shadbolt @nicolewarne,2.3M,0.46%,Australia,Fashion and Accessories Nature Animals Parenting,703.4K
