rank,handle_tiktok,name_tiktok,followers,views_avg,likes_avg,comments_avg,shares_avg,category_1_unified,category_2_unified,category_primary,if_exist
349,jjeverettrose,Jake Joseph Everett-Rose,4300000,2300000,375100,1600,1500,,,,0
350,sauud_70,سعود القحطاني,2700000,3300000,111700,5600,1400,,,,0
351,simonservidamusic,simonservidamusic,126400,2300000,252000,1800,2700,,,,0
352,itstaylerholder,Tayler Holder,20000000,4800000,301200,1200,601,,,,0
353,rafaelsantos,Rafael Santos,19400000,2800000,417300,1700,497,,,,0
354,poorlifecx,Poorlifecx,1300000,4000000,160600,1900,2100,,,,0
355,retomiguel,Jen & Miguel,3200000,2400000,267800,564,3500,,,,0
356,johnsonfiles,The Johnson Files,296600,1600000,181500,476,8300,,,,0
357,yura.yunita,Yura Yunita,1100000,2700000,340600,1600,1200,,,,0
358,islasvlogs_,Islas Vlogs,2800000,4100000,445100,740,638,,,,0
359,cardncyn,Carddd,4900000,4000000,589200,682,383,,,,0
360,pkllipe,Pk,20100000,2000000,422200,1200,1700,,,,0
361,gregoriopernia,gregorioperniaoficial,5000000,3000000,195400,2500,1700,,,,0
362,adrianbliss,Adrian Bliss,7600000,2800000,444000,576,1400,,,,0
363,joycaledelire,JoycaLeDelire,3600000,2000000,325600,1600,2200,,,,0
364,andy.and.michelle,Andy & Michelle,6100000,2700000,328500,1000,1800,,,,0
365,nalgalia.g,nati👽,15800000,5600000,393300,666,449,,,,0
366,libardoisaza,Libardo Isaza,20000000,4000000,455100,1000,350,,,,0
367,tonyeffebaby777,tonyeffebaby777,674500,2200000,304600,1300,2300,,,,0
368,avascreams,ava,1300000,1800000,367700,2700,956,,,,0
369,febrastanty,Febbyrastanty,1200000,4600000,250000,1000,1100,,,,0
370,leigh_mcnasty,Leigh McClendon,3600000,1500000,175600,1600,7500,,,,0
371,yazidzohri,Yazid Zohri,2800000,1500000,96100,14200,2300,,,,0
372,jaynagy,JAY JAMES NAGY,8800000,1300000,171800,601,9800,,,,0
373,viraltvro,Viral Videos,249700,3700000,111800,927,4800,,,,0
374,yurinya1128,ゆりにゃ,795500,4000000,194700,2100,887,,,,0
375,kehlani,Kehlani,4100000,2200000,320500,1900,1500,,,,0
376,jameshenry,James Henry,4100000,4900000,446200,424,640,,,,0
377,mdrr05,🇩🇿مروان الباتني😂,3200000,2400000,125900,1600,6200,,,,0
378,e_l_k_s_a_7_a,🔱 الكساحه 🔱,7500000,2200000,245400,2400,1900,,,,0
379,pete_pamana,petepamana,3300000,1900000,225600,3600,1600,,,,0
380,suavexavier,Savyy,13400000,1900000,312700,2400,1400,,,,0
381,voronina_valeria_,Valeria Voronina,4200000,4900000,278100,969,698,,,,0
382,anna..paull,Anna Paul,5800000,2700000,460400,1500,326,,,,0
383,jairitosolano,jairito,2300000,4400000,306300,674,983,,,,0
384,axelviewoficial,AxelView,4200000,1800000,186000,999,5600,,,,0
385,kallmewhateveryouwant,kallmewhateveryouwant,11700000,1900000,362800,2800,415,,,,0
386,dennysumargoreal,DENNY SUMARGO,3800000,4200000,217600,1600,832,,,,0
387,barak.ff,Barak.ff,234000,1600000,178900,5200,2400,,,,0
388,thelandofboggs,The Land Of Boggs,6000000,2500000,350900,518,2000,,,,0
389,isramy,Ramy Chaaban,3800000,2200000,314400,1500,1600,,,,0
390,agilmarferreira,Agilmar Ferreira,1600000,3000000,225100,627,2600,,,,0
391,rauwalejandro,rauwalejandro,12700000,4300000,215200,1000,1300,,,,0
392,t_400,جوقي💚,4200000,2100000,212000,2900,1900,,,,0
393,sarbeeston,Sarah Beeston,4200000,3100000,316000,1600,541,,,,0
394,herranwalt,Herr Anwalt,6000000,1900000,262400,2000,2300,,,,0
395,2ndshuichiro,2nd 修一朗,376400,4000000,126800,922,3300,,,,0
396,elbernas321,BernaVeo2010,2500000,1100000,121700,471,15400,,,,0
397,lisefalfio,Lisef Alfio,2000000,2300000,217300,847,3400,,,,0
398,strangehuman,nova,11400000,2300000,322200,1400,1500,,,,0
399,yurilamasbella,Yuri Lamasbella,2800000,1700000,191600,2700,3800,,,,0
400,darrellthorne,Thornedarrell,911000,2300000,254100,1300,2300,,,,0
401,farhanrn__,FARHAN,5900000,2400000,331800,1500,1100,,,,0
402,self.videos,self.videos,723300,3700000,472700,694,488,,,,0
403,cindy.or1,cindy.or,132500,1700000,416100,1200,1700,,,,0
404,iniganta,Ganta 🐮,1700000,2300000,195500,3000,1600,,,,0
405,morganpresleyxo,Morgan Presley,5500000,2400000,389600,744,1400,,,,0
406,johaanzu,JohaanZu,4400000,2500000,319600,1300,1200,,,,0
407,minami.0819,🦄💙MINAMI💙🦄,1800000,1200000,161900,8800,1600,,,,0
408,thebandmcmillan,The Band McMillan,896900,2500000,212600,1700,2100,,,,0
409,lee.cuong,Lee Cường,1200000,3900000,151300,1900,1500,,,,0
410,cesarpantoja.n,Cesar Pantoja,15200000,3500000,391500,1200,266,,,,0
411,zachlanebryan,Zach Bryan,1300000,958400,212800,2400,7300,,,,0
412,mattchessco,Matt Chessco,2700000,15000000,151300,656,213,,,,0
413,losariasbrothers,Los Arias,1600000,1800000,261000,637,3700,,,,0
414,karna.val,🎀КАРНАВАЛ🎀,24800000,2000000,196400,3100,2000,,,,0
415,jdiasss_,João Dias,8200000,1700000,382300,1800,1200,,,,0
416,realfunnymarco,FunnyMarco,1800000,1200000,154000,2500,7800,,,,0
417,pierson,Pierson,14200000,2700000,331300,1900,211,,,,0
418,jonata_26,Jonata,6900000,2400000,354000,663,1600,,,,0
419,isaiahgarza,Isaiah Garza,8000000,1700000,269200,2800,1400,,,,0
420,kessel_nathan_official,Nathan Kessel,9100000,2600000,169600,758,3600,,,,0
421,soy_marcela4,Soy_marcela,5400000,1700000,295500,722,3000,,,,0
422,fedevigevani,Fede Vigevani,15400000,2200000,284000,2500,491,,,,0
423,chourouk.model_official,Chourouk_model_official,6000000,4000000,207400,760,1500,,,,0
424,thecoreyb,Corey B,9000000,1200000,174600,977,8000,,,,0
425,artistadasencasa,artistadas en casa,6200000,5100000,294400,450,783,,,,0
426,isandrep,andreina perdomo,4300000,6200000,233200,918,362,,,,0
427,sabrinacarpenter,Sabrina Carpenter,13300000,1600000,386300,2200,843,,,,0
428,dina_kalanta,Dina_Kalanta,3900000,3800000,196100,1600,821,,,,0
429,brittikitty,Brittany & Lily,15000000,2400000,326700,1300,1000,,,,0
430,nelkboys,NELKBOYS,4300000,2200000,168100,1600,3300,,,,0
431,ailaughatmyownjokes,"it's a me, Silvia :)",2500000,1400000,254400,1300,3800,,,,0
432,kpifthatscool,KP Parker,293100,1400000,277100,3100,1400,,,,0
433,miguelmartinezoficial,MiguelMartinez,2100000,3200000,131500,517,3700,,,,0
434,vidhia_r,🐇Vidhi_R🐇,7700000,1400000,163400,5300,2800,,,,0
435,shayvise,Shayvise,4300000,2400000,366700,1700,269,,,,0
436,christiaancaarrasco,christian✌🏼,11000,1200000,153900,770,8700,,,,0
437,jessie.shen,Jessie,6800000,2700000,338600,1300,686,,,,0
438,andydesu,Andy Watabe,622900,2600000,301200,1200,1100,,,,0
439,jahkhalib,Jah Khalib,857400,1800000,249500,957,3000,,,,0
440,meghantrainor,Meghan Trainor,16100000,3800000,272300,1200,477,,,,0
441,leozitorocha1,Leozito Rocha,1700000,1200000,121700,2000,9800,,,,0
442,bequietjoe,joe hegyes,121500,2900000,269300,906,1300,,,,0
443,fatkitchens,Fatkitchens,27600,2800000,149400,530,3600,,,,0
444,annecurtissmith,Anne Curtis,1800000,2100000,368100,1200,1000,,,,0
445,theshabakitchen,The Shaba Kitchen,2500000,1800000,153500,2400,3800,,,,0
446,dafnnejm,dafnne ☻,5000000,2600000,520100,812,473,,,,0
447,namemnjtv12,MNJ TV(ตัวจริง),7600000,3300000,285600,1500,346,,,,0
448,kingbach,KingBach,27700000,2100000,316500,673,1900,,,,0
449,bradtheboxer,Just brad,2500000,2400000,147800,1600,3300,,,,0
450,slick.stevie,Steve,3300000,1700000,243700,442,3600,,,,0
451,lexbra,Lexbra.yt,768600,5800000,329100,700,176,,,,0
452,imarayulloa1,Tik Toker,4900000,1700000,125000,1500,6600,,,,0
453,miguelito_peru,Miguel Alessandro,2700000,1900000,156400,953,4600,,,,0
454,cv.wo,محمد الأمير,608800,2000000,116800,3300,3800,,,,0
455,thinhung99,Thị Nhung,6500000,1700000,189700,4800,373,,,,0
456,ltripping,ltripping,62200,2200000,229200,1200,2100,,,,0
457,jose_arrt,José,2300000,3800000,149100,2400,518,,,,0
458,chefschwarz,Chefschwarz,4700000,1800000,217600,1700,2400,,,,0
459,mamalindy,Lindy and Jlo,14000000,3300000,243800,1100,880,,,,0
460,nessaabarrett,Ness,19800000,2600000,257400,1200,1300,,,,0
461,keisyaleprongka,keisya levronka,602100,6000000,161700,534,1100,,,,0
462,carolcastromx,Carol Castro,13500000,3800000,368100,856,295,,,,0
463,mikaylanogueira,Mikayla Nogueira,13800000,2400000,278300,1900,498,,,,0
464,hesfinatia,PINAT🍅|| IG: @hesfinatia,9600000,4100000,361300,819,264,,,,0
465,spriteder_spd,Prite Netijen Netirattanapaiboon,5300000,4200000,416700,666,258,,,,0
466,ms.mawma,CERTIFIED LEOO,611400,1100000,297500,2600,2300,,,,0
467,daz_black,daz_black,7700000,1400000,272400,2000,2100,,,,0
468,nathaliavalente,Nathalia,15100000,2700000,344400,1300,436,,,,0
469,hoaa.hanassii,Đào Lê Phương Hoa,13200000,2900000,250200,1400,807,,,,0
470,cznburak,cznburak,66300000,3200000,205100,1700,681,,,,0
471,priv_mav,MAV 🦦,8100000,2700000,290800,588,1400,,,,0
472,christophersturniolo,Christopher Sturniolo,4000000,1500000,243400,2800,1400,,,,0
473,jimena.jimenezr,Jimena,25700000,2300000,353500,900,1000,,,,0
474,duolingo,Duolingo,5300000,1200000,186900,5800,1200,,,,0
475,mariolcalderon,Mario Calderon,2300000,731200,169900,2600,9900,,,,0
476,davidyrodriguez,That French Guy,8300000,1800000,352800,1700,771,,,,0
477,sharky,Sharky 🦈,1100000,1700000,294900,2000,1200,,,,0
478,manja_faiez,Manja,1300000,1800000,218000,2100,2000,,,,0
479,justicia_y_verdad,justicia y verdad,43500,1900000,76100,1600,9000,,,,0
480,nhuchuu0909,Như Chuu 🎀,1800000,5500000,327900,643,200,,,,0
481,logfive,Logan,2800000,2000000,195200,1400,2600,,,,0
482,drewafualo,Drew Afualo,7800000,1700000,261700,3100,391,,,,0
483,williamlast_krm,William Last KRM,9000000,2100000,174100,2500,1600,,,,0
484,datdo0803,Đỗ Đạt,7700000,3200000,298200,1100,437,,,,0
485,luis_sal,Luis,593300,1400000,211200,1500,3600,,,,0
486,realjohnmaggi,John Maggi,1000000,1100000,240900,2400,3200,,,,0
487,mammybanter,Mammy Banter,1800000,1100000,126800,1500,9600,,,,0
488,lorrayneoliveiraofc,Lorrayne Oliveira,6200000,2000000,245300,2700,248,,,,0
489,ben,ben,5200000,3600000,271000,1000,460,,,,0
490,abbieherbert,AbbieHerbert,14400000,3600000,406000,698,301,,,,0
491,jadethirlwall,Jade Thirlwall,2000000,2000000,243400,2400,646,,,,0
492,thewizardliz,Thewizardliz,2300000,2000000,335400,679,1500,,,,0
493,braclya,Brady Arthur,646800,1700000,186100,2100,2500,,,,0
494,giannis_an34,Giannis Antetokounmpo,3900000,2300000,380100,960,698,,,,0
495,landonbarkerr,Landon Barker,4400000,2400000,365200,1200,438,,,,0
496,unlabeled_,Paula 🐄,1400000,2400000,399900,923,577,,,,0
497,bryansant_,Bryan Sant,2100000,1300000,250900,1500,3100,,,,0
498,equipedefrance,Equipe de France,9000000,2700000,252900,1200,918,,,,0
499,morgandrinkscoffee,Morgan Eckroth,5800000,2700000,523000,612,385,,,,0
500,notorious_foodie,Notorious Foodie,2900000,2100000,165600,763,3300,,,,0
501,ayanakamachi,中町綾,1500000,3000000,230400,1100,897,,,,0
502,katiessigmond,katie sigmond,7000000,2300000,330600,967,863,,,,0
503,missdouaa.officiel,missdouaa,9700000,2500000,186500,1500,1400,,,,0
504,kenti.best.boi,kenti 🐸,1300000,1300000,263900,1900,2100,,,,0
505,gensho_yasuda,安田現象🧬クラファン中！,2500000,2400000,315100,775,1100,,,,0
506,matt_mathews,Matt Mathews,2900000,1200000,163800,3400,3600,,,,0
507,guavajuice,guava,7100000,3400000,269000,1300,180,,,,0
508,im_rawan0,روان|Rawan,3100000,2900000,168800,2200,681,,,,0
509,mariavaniamv,Maria Vania,5400000,3700000,144500,1200,1300,,,,0
510,isaach.p,Isaac H.P,3500000,970100,162600,7300,1400,,,,0
511,samhurley,SAMHURLEY🌊,3600000,1200000,277000,2200,1800,,,,0
512,keemokazi,KEEMOKAZI,31800000,3300000,306200,1000,322,,,,0
513,argento_oficial,Argento Oficial,88900,1300000,140000,1300,6100,,,,0
514,chikakiku,🖤🙆🏻‍♀️✨🧚🏻,8600000,4500000,230000,536,759,,,,0
515,karenbarreraoficial,Karen Barrera,16700000,2700000,329000,360,1100,,,,0
516,omgitsmiahhhhh,miah :),76900,1000000,272300,3500,1400,,,,0
517,realnikocadoavocado,Nikocado Avocado,2000000,1800000,103500,3600,3700,,,,0
518,fayneee,Unaverage Student,3100000,2400000,193100,2300,599,,,,0
519,joe.bartolozzi,Joe Bartolozzi,21000000,1800000,301600,1900,492,,,,0
520,adrian.uribe,AdrianUribe,4100000,1400000,187700,1700,3300,,,,0
521,abo.zizo,۩♥۩ عائلة ابو زيزو ۩♥۩,6000000,3500000,174100,843,1300,,,,0
522,oldtimehawkey,Old Time Hawkey,6700000,1400000,207400,2100,2400,,,,0
523,maiaknight,Maia Knight,8800000,2700000,485700,700,301,,,,0
524,incorrectlyroce,Roce Ordoñez,9200000,2400000,385700,779,634,,,,0
525,manhtienkhoi_,Mạnh Tiến Khôi 🐯,5300000,2100000,170100,2500,1100,,,,0
526,vhackerr,Vinnie,15200000,1600000,263300,2200,856,,,,0
527,olivertree,Oliver Tree,14500000,2900000,253600,1200,568,,,,0
528,cravityofficial,CRAVITY,1800000,1300000,262600,2300,1600,,,,0
529,millyshaparoni,Milly Shapiro,466700,3100000,444300,646,282,,,,0
530,fionntime,FionnTime,2700000,1700000,287900,1400,1300,,,,0
531,tarynbeeman,Taryn Beeman,62200,1400000,263700,1100,2300,,,,0
532,yurielkysojeda,Yurielkys Ojeda 🕷,15700000,1700000,246300,967,2000,,,,0
533,caseysimpson,Casey Simpson✨,10100000,1700000,379000,1100,938,,,,0
534,anggun_supriadi91,anggun✨,19400000,5500000,143800,969,628,,,,0
535,babyziela,puteriakie33,1100000,1600000,65000,7600,4800,,,,0
536,tai.tl2,tai_tl,1100000,1000000,201400,2000,4200,,,,0
537,douhalaribiii,Douha laribii,9700000,2600000,237800,1500,533,,,,0
538,dan_churchill,The Healthy Chef,407100,3400000,452000,654,154,,,,0
539,ryanmackmusic,Ryan Mack,1800000,1200000,163200,1100,5500,,,,0
540,ivancornejooo,Ivan bruh,1600000,902700,224700,3200,2900,,,,0
541,lana_mohd89,𝑳𝑨𝑵𝑨 🦋,6200000,2000000,138000,2100,2500,,,,0
542,jujumaoo,Juju,701500,2400000,254600,671,1300,,,,0
543,petruskaksurtep,Petruska,1700000,2200000,300200,1000,824,,,,0
544,justthenobodys,JustTheNobodys,9200000,2700000,171800,1800,847,,,,0
545,andyslife247,Andy’s Life,2200000,2500000,228700,1600,537,,,,0
546,fhd.artz,فهد آرت || Fahad🎨,2400000,2500000,164500,1100,1900,,,,0
547,fahryy20,A Fahry,1800000,1900000,345000,1300,574,,,,0
548,grandma_droniak,grandma_droniak,6000000,1500000,218200,1400,2300,,,,0
549,letskwoowk,KWOOWK with Kevin,3300000,1500000,175700,4000,597,,,,0
550,mamatot99,Opie,1700000,1200000,162900,5800,622,,,,0
551,deshawnharrisss,Deshawn ✪,2100000,1100000,190900,1400,4200,,,,0
552,ryanhdlombard,Ryan Lombard,9800000,1900000,362800,1000,723,,,,0
553,nadia,Nadia,3300000,2500000,172600,1700,1100,,,,0
554,juliano,juliano,11400000,2800000,322700,772,574,,,,0
555,sonrixs_,Sonrixs,15200000,3500000,358100,526,410,,,,0
556,pimpiriya1,PIM PIRIYA,1500000,2100000,411200,696,654,,,,0
557,nada_m7amed,دودا🦹🏻🤍,6600000,2300000,215800,928,1400,,,,0
558,zainah.mb,Zainah & Minnie,2100000,1000000,241300,996,3800,,,,0
559,rl.carbona,rl carbona,1300000,1700000,257300,1500,1100,,,,0
560,msshiandmrhe,Ms Shi & Mr He,3900000,2500000,278100,924,719,,,,0
561,yunggravy,Yung Gravy 🍯,7000000,1800000,313100,925,1100,,,,0
562,kaylamalecc,kayla,9700000,1900000,297700,1800,155,,,,0
563,twinny__girls,Prisma_Princy👭,7300000,1900000,181700,2500,677,,,,0
564,beca,beca,27500000,2300000,237200,1400,635,,,,0
565,danivallem,Dani Valle,5400000,1100000,79500,589,12100,,,,0
566,taylorrandsoph,TAYLOR & SOPHIA,3900000,1800000,266600,827,1500,,,,0
567,analuciadominguezactriz,Analuciadominguez,3400000,1800000,136000,428,4200,,,,0
568,thaycouuto,Thay Couto,4200000,1800000,344800,923,832,,,,0
569,otakoyakisoba,otakoyakisoba,16000000,2000000,181600,676,2300,,,,0
570,aurikatariina,ᴀᴜʀɪ ✨,8100000,3400000,266600,474,722,,,,0
571,krizzsolano,Krizz Solano,90000,1100000,194500,339,4700,,,,0
572,qpark,Q Park,34600000,2700000,183300,1000,1200,,,,0
573,hiib531,هبة اليوُسف,1000000,5200000,104800,1100,909,,,,0
574,dilanjaniyar_2,Emang Dilan namanya,2700000,2100000,229900,1500,688,,,,0
575,h2woofficial,H2WO,5000000,3100000,275600,641,636,,,,0
576,xibibrothers,Xibi Brothers,8900000,2900000,247300,705,786,,,,0
577,khairulaming,Khairulaming,2300000,1900000,182700,1400,1700,,,,0
578,jennialarcon_,Jenni Alarcon,4000000,1900000,368000,978,536,,,,0
579,thepsh8,Psh8,1100000,1300000,241300,1600,1700,,,,0
580,topperguild,Topper Guild,30400000,3200000,165700,1800,209,,,,0
581,maluborgesm,MALU BORGES,3700000,1200000,214200,3300,775,,,,0
582,kunaguero,Sergio Agüero,8500000,2600000,258000,1100,499,,,,0
583,sanzone,Michael Sanzone,3200000,2500000,382000,434,659,,,,0
584,lauralove5514,LauraLove,7800000,1900000,315300,1400,417,,,,0
585,www.luluca,luluca 💗,2900000,1200000,121500,5200,1900,,,,0
586,philiptanasas,philiptanasas,9500000,3100000,266100,815,441,,,,0
587,cemresolmaz,cemre solmaz,10500000,2100000,123600,2900,1100,,,,0
588,trevorwallace,trevor wallace,9300000,1300000,242100,709,2600,,,,0
589,tavi_castro,Tavi Castro,308400,1900000,219400,1100,1400,,,,0
590,jakekrantz,Jake Krantz,2500000,1100000,187200,687,4200,,,,0
591,rodigarrido,Rodi Garrido,2000000,2200000,114700,469,3600,,,,0
592,noholito,Noholito,5600000,1800000,240600,1300,1100,,,,0
593,yasincengiz38,YasinCengiz,4100000,2100000,112800,1400,2900,,,,0
594,carenalegria,Caren y Coco ♥️,3000000,2100000,139700,2400,1100,,,,0
595,dobretwins,Lucas and Marcus,37100000,2800000,227500,1200,406,,,,0
596,nazormaya,Maya Nazor,6300000,3600000,271000,837,206,,,,0
597,karenkardasha,Karenkardasha,2100000,1400000,121000,3700,2400,,,,0
598,pedroarcafra,PEDRO ARCAFRA,3100000,930900,67500,1400,14800,,,,0
599,brilionaire,Bang Bio✨,4800000,1500000,209700,684,2500,,,,0
600,com.yamato0515,【コムドット】やまと,1900000,1300000,158700,3600,1300,,,,0
601,ryan.maxwell22,Ryan Maxwell,3100000,1400000,200100,510,3100,,,,0
602,tuckot,tuck,2800000,892700,140200,1000,7000,,,,0
603,kanwal.135,Kanwalay🎶,17100000,2700000,249900,978,503,,,,0
604,darklightcr,Dark Light,2100000,2400000,114100,899,2800,,,,0
605,vienhz,ᴍᴇʟᴠɪɴʜᴀꜱᴀɴ☯,29800,2400000,222700,990,856,,,,0
606,bessan_esmail,بيسان اسماعيل - Bessan Ismail,12100000,2300000,137800,1900,1200,,,,0
607,wigofellas,wigofellas,35000000,2900000,172100,920,1100,,,,0
608,victormelo,Victor Melo,22900000,1700000,260100,1000,1200,,,,0
609,abo_qamae,ابو قماع🙂❤️,2200000,2000000,177600,1600,1200,,,,0
610,junpei.zaki,junpei zaki,15200000,924900,73000,14300,87,,,,0
611,connorprice__,Connor Price,3700000,2000000,240800,1200,811,,,,0
612,chris,Chris Olsen,9300000,2300000,333100,816,441,,,,0
613,sidetalknyc,Sidetalk,4400000,1200000,190300,476,3700,,,,0
614,boywithuke,boywithuke,6800000,1400000,310500,1900,343,,,,0
615,n.vv3,ناصر || 🇸🇦 alsubaie,5100000,1800000,106500,3000,2000,,,,0
616,siganviendo59,jeancarlo MTB,11200000,2400000,187900,1300,856,,,,0
617,forrestsautoreviews,Forrest Jones,5600000,1400000,194400,1200,2300,,,,0
618,althea420,ALTHEA😈,2000000,1400000,109700,4100,2100,,,,0
619,itsjaylaaw,🖤🖤🖤,3100000,1300000,233000,2200,945,,,,0
620,camidelossan,Cami de los Santos,381800,1600000,179500,805,2500,,,,0
621,t0edirt,Lindsey,161300,1100000,260700,365,2900,,,,0
622,liam_cast.oficial,Liam Tha Lion,3600000,1600000,273100,562,1600,,,,0
623,sittnaing20,Sitt Naing,638200,2700000,237500,976,494,,,,0
624,emmanuelmacron,Emmanuel Macron,3500000,1400000,119000,5000,802,,,,0
625,1_alkaisr_1,🔱🌹القيصر🌹🔱,12800000,2000000,175700,816,1800,,,,0
626,mateuspesce,Mateus pesce,7600000,1400000,172000,1200,2800,,,,0
627,ecrinsucoban,Ecrin su çoban,1400000,2200000,137600,2400,612,,,,0
628,binochemtienganh,Bino chém tiếng Anh,685900,2100000,150600,2600,331,,,,0
629,danielarodrice,Daniela Rodrice,11200000,2200000,384400,724,372,,,,0
630,burnaboyofficial,Burna Boy,2800000,1600000,184100,1600,1500,,,,0
631,d3zmachado,GG🌟,1200000,1700000,281600,1400,465,,,,0
632,noeselmismo,Noé,1300000,1000000,147500,1100,4800,,,,0
633,aemilst,ems,1800000,1900000,214600,1200,1000,,,,0
634,padillamarilis,padillamarilis,1000000,2400000,131900,1200,1600,,,,0
635,fidias0,Fidias,1100000,2700000,306400,1000,78,,,,0
636,gemelasortega,Gemelas Ortega,19400000,3800000,340600,396,290,,,,0
637,philipdefranco,Philip DeFranco,2300000,1500000,166700,2700,851,,,,0
638,elrodcontreras,ROD🫠,42200000,2300000,269700,1200,232,,,,0
639,londokampung.official,Londokampung,806000,4300000,249100,560,270,,,,0
640,karinateixeeira,Karina Teixeira,1900000,1400000,190000,2200,1200,,,,0
641,lamvlog,Lâm Vlog,1500000,2400000,207200,1500,264,,,,0
642,ironwanda,jayden,226200,1800000,288600,1100,581,,,,0
643,lewiscapaldi,Lewis Capaldi,4200000,1700000,199300,1100,1500,,,,0
644,lizzza,Liza Koshy,30300000,1600000,357800,783,733,,,,0
645,crisdevilgamer7,CrisDevilGamer,5100000,3100000,195900,1200,264,,,,0
646,ritaspam15,ritaspam15,1800000,2000000,429500,264,723,,,,0
647,anas_fikry,Anas fikry,12400000,2400000,143900,1100,1400,,,,0
648,tariqjamilofcl,Tariq Jamil,2900000,985900,150100,646,5200,,,,0
649,dannygrubs,Danny Kim,4000000,2700000,314000,654,364,,,,0
650,jayrscottyy,Jay,3100000,924000,226800,1900,2200,,,,0
651,nardwuar,Nardwuar,5000000,1400000,316300,1500,483,,,,0
652,doombreaker03,DOOMBREAKER,387700,1100000,148000,1200,4100,,,,0
653,thehypehouse,The Hype House,21300000,2200000,339600,831,340,,,,0
654,kimandnorth,Kim and North,9600000,4000000,276500,0,772,,,,0
655,fela.austin,Fela Austin,3400000,2400000,203100,1500,247,,,,0
656,kangsoyeon_,강소연,512100,1500000,202700,2300,619,,,,0
657,barbaracoura,Bárbara Coura,10100000,1700000,246700,1200,793,,,,0
658,jakethes.d,Jake❤️,825500,1800000,214800,748,1400,,,,0
659,fujiiian,Fujiiian,16900000,2600000,237000,800,597,,,,0
660,hyunggiii,✨,46600,952700,226300,1100,2800,,,,0
661,ehbeefamily,Eh Bee Family,11800000,1500000,284500,1500,476,,,,0
662,theovon,Theo Von,3300000,1400000,176100,1500,1900,,,,0
663,sturniolo.triplets,Sturniolo’s,5100000,1300000,259000,1900,615,,,,0
664,eebruu____,eebruu__,2900000,2500000,231300,530,916,,,,0
665,alpha.pookie,Paul Karpov,676700,1000000,154800,3400,2000,,,,0
666,na_rouch,누하일라,156300,2800000,196800,936,596,,,,0
667,terjiah_loui,terjiah_loui,2600000,788600,194600,1200,4300,,,,0
668,emilyfauver,emily&ella,4000000,2000000,324400,390,894,,,,0
669,ekosaputra20,Eko Saputra,8600000,2900000,215900,930,398,,,,0
670,riaricis,Ria Ricis,30200000,2200000,251000,851,651,,,,0
671,imlucastho,ImLucasTho,339600,1300000,224300,742,2100,,,,0
672,japanfriends,Japan and friends,2500000,2200000,246900,427,1100,,,,0
673,benjikrol,Benji Krol,32900000,1400000,206000,2500,318,,,,0
674,firefighterfenton,Firefighter Fenton,404300,665900,82000,1100,13900,,,,0
675,sadieemckennaa,sadie,1500000,2300000,271700,419,890,,,,0
676,vida.perruna,Vida Perruna,2700000,2000000,209500,778,1200,,,,0
677,shailasabt,Shailasabt,606600,1400000,23200,0,25000,,,,0
678,jindaouis,Louisa Jindaoui,2500000,2000000,254200,733,862,,,,0
679,anuel,ANUEL,2700000,1400000,191700,1300,1600,,,,0
680,duyyy.real.channel,Ngô Đức Duy,5600000,2800000,214600,839,532,,,,0
681,itsceceh,Casey,6700000,2400000,247600,729,626,,,,0
682,adamrayokay,ADAMRAY,7200000,1800000,216300,1100,973,,,,0
683,chengkhen2k2,Cheng🦐,4000000,2500000,218400,630,837,,,,0
684,bryan_sanchez___,bryan_sanchezzz,740500,1500000,195700,321,2400,,,,0
685,byefarzy,Farzy,1900000,1400000,203700,1600,1300,,,,0
686,rug,FaZe Rug,9700000,2100000,202800,1600,245,,,,0
687,kingrolluss,Rolls,916700,1700000,180800,481,2200,,,,0
688,turmadavalzinhaoficial,Turma da Valzinha ✨,9600000,1400000,146500,1300,2500,,,,0
689,thejoeyswoll,Joey Swoll,6000000,1600000,256600,1600,285,,,,0
690,mariah_amato,Mariah Amato,2300000,1300000,218700,784,2100,,,,0
691,alex.boychuck,alex,742400,1500000,97500,2500,2900,,,,0
692,shira_flame,☁️Sweet B. Girl☁️,408200,935700,206800,1300,2800,,,,0
693,jayfujiwara,English with Jay,2100000,2800000,183300,670,865,,,,0
694,rucenuenda1,Ruce Nuenda,2800000,2300000,334300,743,302,,,,0
695,agustinlocutor,agustinlocutor,2000000,915900,123800,827,6100,,,,0
696,ne_4_,نيف السيد,3500000,1600000,111500,3300,1300,,,,0
697,gingerbilly1,Ginger Billy,6500000,977600,106000,695,6800,,,,0
698,millane,millane,6200000,2200000,381700,519,396,,,,0
699,sorrisoda2,Sorriso🌐,555600,1200000,128400,963,4100,,,,0
700,cinetimmy,sophia <3,14500,866200,243300,1800,1800,,,,0
701,brunoliima019,Bruno Lima,7500000,2300000,239500,447,937,,,,0
702,itspierreboo,Pierre,13200000,2200000,249400,856,530,,,,0
703,tonylopez,Tony Lopez,23200000,1800000,202300,1600,510,,,,0
704,steven_he,Steven He,6000000,1400000,248800,469,1700,,,,0
705,cellat36,cellat36,8600000,1900000,97200,2400,1700,,,,0
706,shahdzn,Shahd Naser,1800000,2300000,142800,702,1600,,,,0
707,celinaspookyboo,CelinaSpookyBoo,26500000,2800000,178900,628,870,,,,0
708,patec_wariatec,Patec_Wariatec,1200000,1300000,178200,842,2400,,,,0
709,esen_alva,Esen,6000000,1600000,253200,734,1100,,,,0
