#,NAME,FOLLOWERS,ER,COUNTRY,TOPIC OF INFLUENCE,POTENTIAL REACH
1,Vera Brezhneva @ververa,99K,0.12%,Ukraine,Arts & Crafts,29.7K
2,The Worlds 50 Best Restaurants @theworlds50best,94.3K,0.07%,Ukraine,Food Travel,28.3K
3,Anton Ptushkin @ptuxerman,94.1K,-,Ukraine,,28.2K
4,Леся Нікітюк @lesia_nikituk,85.2K,2.61%,Ukraine,Education,25.6K
5,Sasha Kostyliev @s1mpleo,76.4K,2.04%,Ukraine,Games,22.9K
6,Daria Kvitkova 🇺🇦 @kvittkova,60.9K,1.66%,Ukraine,Beauty & Self Care Romance & Wedding Education Upskilling,18.3K
7,ABSTRACT MAG @abstract.mag,60.5K,0.45%,Ukraine,Arts & Crafts,18.2K
8,Олексiй Дурнєв @aleksey_durnev,59.2K,-,Ukraine,Entertainment & Music,17.7K
9,stance 🎞 @stanceelements,51.7K,0.1%,Ukraine,Fitness & Health Outdoor Activity,15.5K
10,Andrii Biedniakov @biedniakov,44K,2.21%,Ukraine,Life & Society,13.2K
11,David Guttenfelder @dguttenfelder,42K,0.25%,Ukraine,Photography,12.6K
12,Paul Walker Foundation @paulwalkerfdn,38.7K,0.56%,Ukraine,Charity,11.6K
13,KALUSH @kalush.official,37.6K,0.52%,Ukraine,Entertainment & Music,11.3K
14,ALINA FRENDIY🇺🇦 @alina_frendiy,37K,1.04%,Ukraine,Fashion & Accessories,11.1K
15,Anya Alkhimova @anna_alkhim,35.5K,1.5%,Ukraine,Business,10.7K
16,Таня Пренткович🕊🇺🇦 @tanyaprentkovych,35.4K,0.91%,Ukraine,Product Showcase Education,10.6K
17,Танюша Самбурська 🤍 @__samburska,35K,1.42%,Ukraine,Beauty & Self Care,10.5K
18,Dantes 🇺🇦 @vladimirdantes,34.4K,2.09%,Ukraine,Entertainment & Music,10.3K
19,Kim Winder (The RedDot Comic) @the__reddot,34.1K,1.11%,Ukraine,Animation & Cosplay,10.2K
20,Ника Белоцерковская @belonika,33.9K,-,Ukraine,Product Showcase,10.2K
21,Ievgen Klopotenko @klopotenko,33.9K,3.1%,Ukraine,Food,10.2K
22,#ʟᴏᴡᴋᴇʏғᴀᴍᴏᴜs @kyivstoner,33.8K,0.89%,Ukraine,Entertainment & Music,10.1K
23,Katya Osadcha @kosadcha,33.5K,0.53%,Ukraine,Entertainment & Music,10.1K
24,SABINA MUSINA 🇺🇦 @saba.musina,31.1K,1.6%,Ukraine,Food Finance,9.3K
25,Ектор Хіменес-Браво @hectorjimenezbravo,30.5K,1.41%,Ukraine,Food,9.2K
26,V A L E R I A 🇺🇦 @valeria__yurchenko,29K,1.08%,Ukraine,Beauty & Self Care Health Product Education,8.7K
27,Koriak Tatiana @korya4ka,28.9K,0.94%,Ukraine,Fashion & Accessories,8.7K
28,FC Shakhtar Donetsk @fcshakhtar,28.8K,0.14%,Ukraine,Sports,8.7K
29,Dinara Kasko @dinarakasko,28.8K,0.08%,Ukraine,Food,8.6K
30,Луцук Людмила @lyudashollywooda,27.8K,1.02%,Ukraine,Fashion & Accessories,8.3K
31,𝑹𝑼𝑺𝑳𝑨𝑵𝑨 𝑹𝑶𝑫𝑰𝑵𝑨 𝑶𝑭𝑭𝑰𝑪𝑰𝑨𝑳 @ruslanarodina,27.4K,0.53%,Ukraine,Fashion & Accessories,8.2K
32,🇺🇦Мар‘яна Гутак 🇺🇦 @marygutak,26.8K,1.65%,Ukraine,Business Home & Garden,8.1K
33,@annatrincher_official,25.5K,1.86%,Ukraine,Entertainment & Music,7.6K
34,The Village Україна @thevillageua,25.3K,0.25%,Ukraine,Education Life & Society,7.6K
35,Dørø Doro @dorosh.raw,24.4K,-,Ukraine,Arts & Crafts Photography,7.3K
36,Tina Karol @tina_karol,24.3K,2.25%,Ukraine,Entertainment & Music,7.3K
