#,NAME,FOLLOWERS,ER,COUNTRY,TOPIC OF INFLUENCE,POTENTIAL REACH
1,Володимир Зеленський @zelenskiy_official,16.9M,0.4%,Ukraine,Actors,5.1M
2,Snejana Onopka @snejanaonopka15,15.6M,0.15%,Ukraine,Fashion and Accessories Modeling Fashion Design,4.7M
3,LOBODA @lobodaofficial,14.7M,0.07%,Ukraine,,4.4M
4,Vera Brezhneva @ververa,13.6M,0.07%,Ukraine,Arts and Crafts Music Singer,4.1M
5,Mirjam Semenenko @artmodel.one,10.8M,4.98%,Ukraine,Arts and Crafts Artist,3.2M
6,Михайло Поплавський @poplavskiy_michail,8.1M,0.15%,Ukraine,Entertainment and Music,2.4M
7,Доктор Комаровский @doctor_komarovskiy,7.9M,0.13%,Ukraine,family Education Health and Medical Services Children,2.4M
8,АНИ ЛОРАК @anilorak,7M,0.45%,Ukraine,Entertainment and Music Music Singer,2.1M
9,Moneyx Leads @x.moneylead,6.1M,1.79%,Ukraine,Business and Finance,1.8M
10,Katheryn Winnick @katherynwinnick,5.8M,3.07%,Ukraine,Celebrity Acting and Drama Actors Modeling,1.7M
11,DOROFEEVA @nadyadorofeeva,5.3M,0.67%,Ukraine,Music Singer,1.6M
12,Леся Нікітюк @lesia_nikituk,4.2M,1.75%,Ukraine,Education Luxury,1.3M
13,Sasha Ray @sasha.ray,4.2M,1.88%,Ukraine,Education Marketing and Advertising Lifestyle,1.2M
14,Alina Baikova @alina_baikova,4.1M,0.37%,Ukraine,Fashion and Accessories Education Upskilling Health and Medical Services,1.2M
15,Вячеслав Валерьевич @avgust.green,3.5M,0.01%,Ukraine,,1.1M
16,Nengi Hampson @nengiofficial,3.3M,1.5%,Ukraine,Business and Finance,996.9K
17,Olena Zelenska @olenazelenska_official,3.3M,0.3%,Ukraine,,983.9K
18,Доктор Ольга Белоконь @doctor_belokon,3.1M,1.6%,Ukraine,Education Fitness and Health Health and Medical Services Doctor,938.2K
19,Марина Кравец @marinakravets,3.1M,0.32%,Ukraine,Entertainment and Music Funny,929.8K
20,Louisa Khovanski @louisakhovanski,3M,4.79%,Ukraine,,907.6K
21,Simon Sinek @simonsinek,2.9M,0.94%,Ukraine,Fashion,884.4K
22,Оля Полякова @polyakovamusic,2.9M,0.84%,Ukraine,Entertainment and Music Music,861.1K
23,Dmytro Monatik @monatik_official,2.8M,0.31%,Ukraine,Entertainment and Music Music Modeling,849.5K
24,Eduard Perets @edisonperets,2.6M,1.75%,Ukraine,Entertainment and Music Video Blogger Lifestyle,789.1K
25,@mariyasolodar,2.6M,0.13%,Ukraine,Education Upskilling Business and Finance Marketing,786.4K
26,Mateusz Trabka @trombabomba,2.4M,5.48%,Ukraine,Pets Art,719.7K
27,"Онлайн тренировки для ЛИЦА и ТЕЛА без косметологов, диет и зала @face_gimnastics_nakonechnaya",2.4M,0.43%,Ukraine,Fitness and Health Gym Modeling,712.3K
28,Dara @dara_official,2.3M,0.03%,Ukraine,Entertainment and Music Beauty and Self Care Music,703.5K
29,Anastasiia @n.stadnyk,2.3M,0.36%,Ukraine,Romance and Wedding Arts and Crafts Home and Garden Moms,682.9K
30,⭐️ АЛЕКСЕЙ ГУБАРЕНКО ⭐️ @alekseygubarenko,2.3M,0.79%,Ukraine,Fashion and Accessories Acting and Drama Entertainment and Music Life and Society,675.5K
31,Gyrol Anna @gyrolanna,2.2M,1.13%,Ukraine,Entertainment and Music Books Celebrities Author,667.9K
32,Elena Kosmina @elena.kosmina,2.2M,1%,Ukraine,Fashion and Accessories Modeling,660.3K
33,Anton Ptushkin @ptuxerman,2.2M,4.13%,Ukraine,Pets Entertainment Singer,655.6K
34,@annatrincher_official,2.1M,2.56%,Ukraine,Entertainment and Music Music Modeling,643K
35,𝑺𝒉𝒆𝒗𝒄𝒉𝒆𝒏𝒌𝒐 𝑶𝒍𝒈𝒂 @olya.shelby,2.1M,0.26%,Ukraine,Arts and Crafts Beauty and Self Care News Singer,642K
36,Masha Efrosinina @mashaefrosinina,2.1M,1.22%,Ukraine,family Celebrity Modeling,635.6K
37,Марина Кравченко @marishadeboshir,2.1M,0.33%,Ukraine,Fitness and Health Cars & Motorcycles,631.7K
38,"Студія ""Квартал 95"" @kvartal95official",2.1M,0.23%,Ukraine,Entertainment and Music Entertainment,622.6K
39,Сергій Притула @siriy_ua,2M,1.48%,Ukraine,TV Host,602.1K
