rank,name,followers,er,country,topic_of_influence,potential_reach,_platform,_country,_is_global,_year,category_unified,category_status
1,Mr&Mrs Hart @korimario,1.8M,0.1%,Austria,Romance and Wedding,540K,tiktok,austria,False,2024,Beauty&Fashion,MAPPED
2,Lisa Übelsbacher @lisaueb,1.4M,-,Austria,Entertainment and Music,420K,tiktok,austria,False,2024,Music,MAPPED
3,Stefan Warecka @techmagnet,1.1M,-,Austria,Auto and Vehicles Education Business and Finance Video Gaming,330K,tiktok,austria,False,2024,Knowledge&Info,MAPPED
4,🌹Ann @iamroannm,990.5K,-,Austria,,297.2K,tiktok,austria,False,2024,NA,NA
5,EYOCANOO @eyocanoo,955.7K,0.1%,Austria,,286.7K,tiktok,austria,False,2024,NA,NA
6,Sarah 🧸 @sarahthei,918.9K,-,Austria,Travel,275.7K,tiktok,austria,False,2024,Lifestyle,MAPPED
7,Diablo @eldeldiablo_,844K,-,Austria,,253.2K,tiktok,austria,False,2024,NA,NA
8,wibmergabriel @wibmergabriel,829K,-,Austria,Outdoor Activity,248.7K,tiktok,austria,False,2024,Sports,MAPPED
9,ابو عباس @taanmohamed,817.5K,-,Austria,,245.3K,tiktok,austria,False,2024,NA,NA
10,mero🖤🔥 @nermenhassan02,793.1K,-,Austria,Acting and Drama,237.9K,tiktok,austria,False,2024,Entertainment,MAPPED
11,@dave.vero.ink @dave.vero.ink,763.4K,-,Austria,,229K,tiktok,austria,False,2024,NA,NA
12,vienna ❤️‍🔥 @viennaayla,763.3K,0.1%,Austria,,229K,tiktok,austria,False,2024,NA,NA
13,الزير Delshair @delshair777,732.9K,-,Austria,,219.9K,tiktok,austria,False,2024,NA,NA
14,Avva @avva.ballerina3,691.1K,-,Austria,,207.3K,tiktok,austria,False,2024,NA,NA
15,Bildhauer Alex @official_bildhauer,678.1K,-,Austria,Arts and Crafts Home and Garden,203.4K,tiktok,austria,False,2024,Lifestyle,MAPPED
16,Maximilian Mateo 🤍✨ @maximilian.mateo,666.9K,-,Austria,Funny,200.1K,tiktok,austria,False,2024,Entertainment,MAPPED
17,andiisworld @andiisworld,659.7K,-,Austria,Entertainment and Music Fashion and Accessories,197.9K,tiktok,austria,False,2024,Beauty&Fashion,MAPPED
18,geridrux @gerid_rux,656.8K,-,Austria,Fitness and Health Travel Food,197K,tiktok,austria,False,2024,Sports,MAPPED
19,Lukas @lukas.spindler,643.2K,-,Austria,Sports,193K,tiktok,austria,False,2024,Sports,MAPPED
20,Sarah @niziundsatsch,614.8K,-,Austria,,184.4K,tiktok,austria,False,2024,NA,NA
21,DJ Ötzi @dj_oetzi,614.4K,-,Austria,,184.3K,tiktok,austria,False,2024,NA,NA
22,Caroll @carollgil_,609.1K,-,Austria,,182.7K,tiktok,austria,False,2024,NA,NA
23,Red Bull Austria @redbullaustria,607.7K,-,Austria,Sports,182.3K,tiktok,austria,False,2024,Sports,MAPPED
24,Sascha Zille @saschazille,588.3K,-,Austria,Entertainment and Music,176.5K,tiktok,austria,False,2024,Music,MAPPED
25,edits_detodo_un_poc0o @edits_detodo_un_poc0o,567.3K,0.2%,Austria,,170.2K,tiktok,austria,False,2024,NA,NA
26,✨Anαsταsια ✨ @nasti_pot,559.5K,-,Austria,,167.9K,tiktok,austria,False,2024,NA,NA
27,Bee/Luna 🐝 @lunalupo.cosplay,539.5K,-,Austria,,161.9K,tiktok,austria,False,2024,NA,NA
28,melsomm @melsomm,536.3K,-,Austria,Travel,160.9K,tiktok,austria,False,2024,Lifestyle,MAPPED
