rank,name,followers,er,country,topic_of_influence,potential_reach,_platform,_country,_is_global,_year,category_unified,category_status
1,Sergio Ramos @sergioramos,62.8M,1.14%,Spain,Sports Soccer,18.8M,instagram,spain,False,2024,Sports,MAPPED
2,Georgina Rodríguez @georginagio,58.1M,0.03%,Spain,Books Lifestyle Modeling,17.4M,instagram,spain,False,2024,Beauty&Fashion,MAPPED
3,Gareth Bale @garethbale11,52.6M,1.42%,Spain,Soccer,15.8M,instagram,spain,False,2024,Sports,MAPPED
4,Andres Iniesta @andresiniesta8,43.5M,0.35%,Spain,Sports Soccer,13M,instagram,spain,False,2024,Sports,MAPPED
5,Isco Alarcon Suarez @iscoalarcon,29.8M,0.95%,Spain,Soccer,8.9M,instagram,spain,False,2024,Sports,MAPPED
6,Gerard Piqué @3gerardpique,22.5M,5.38%,Spain,Entertainment and Music Soccer,6.7M,instagram,spain,False,2024,Sports,MAPPED
7,Álvaro Morata @alvaromorata,22.1M,0.74%,Spain,Sports family Journalists Soccer,6.6M,instagram,spain,False,2024,Sports,MAPPED
8,Úrsula Corberó 🧸 @ursulolita,21.4M,3.15%,Spain,Entertainment and Music Celebrity Modeling Actors,6.4M,instagram,spain,False,2024,Beauty&Fashion,MAPPED
9,Iker Casillas @ikercasillas,20.6M,0.05%,Spain,Sports Soccer,6.2M,instagram,spain,False,2024,Sports,MAPPED
10,Lucas Vázquez @lucasvazquez91,20.2M,1.19%,Spain,Sports Soccer,6.1M,instagram,spain,False,2024,Sports,MAPPED
11,Rafa Nadal @rafaelnadal,20.1M,0.52%,Spain,Sports Tennis,6M,instagram,spain,False,2024,Sports,MAPPED
12,Enrique Iglesias @enriqueiglesias,18.5M,0.8%,Spain,Entertainment and Music,5.6M,instagram,spain,False,2024,Music,MAPPED
13,Marc ter Stegen @mterstegen1,15.9M,3.09%,Spain,Sports Soccer,4.8M,instagram,spain,False,2024,Sports,MAPPED
14,Marco Asensio @marcoasensio10,15.8M,3.1%,Spain,Soccer,4.7M,instagram,spain,False,2024,Sports,MAPPED
15,David De Gea @d_degeaofficial,15.7M,4.19%,Spain,Sports Soccer,4.7M,instagram,spain,False,2024,Sports,MAPPED
16,Cesc Fàbregas @cescf4bregas,15.1M,0.23%,Spain,Sports Soccer,4.5M,instagram,spain,False,2024,Sports,MAPPED
17,Thibaut Courtois @thibautcourtois,14.4M,1.92%,Spain,Sports Soccer,4.3M,instagram,spain,False,2024,Sports,MAPPED
18,Pedri González @pedri,13.2M,0.09%,Spain,Sports,4M,instagram,spain,False,2024,Sports,MAPPED
