rank,name,followers,er,country,topic_of_influence,potential_reach,_platform,_country,_is_global,_year,category_unified,category_status
1,leah @leahh,5.8M,-,Lebanon,Entertainment and Music,1.7M,tiktok,lebanon,False,2024,Music,MAPPED
2,karenwazen @karenwazen,3M,-,Lebanon,Beauty and Self Care,900K,tiktok,lebanon,False,2024,Beauty&Fashion,MAPPED
3,Dory Zoughaib @doryzogheib,1.8M,-,Lebanon,Fashion and Accessories,540K,tiktok,lebanon,False,2024,Beauty&Fashion,MAPPED
4,Nancy Ajram @nancyajram,1.7M,-,Lebanon,Entertainment and Music,510K,tiktok,lebanon,False,2024,Music,MAPPED
5,MOHAMAD HADID | محمد حديد @mohadidofficial,1.6M,0.1%,Lebanon,Fashion and Accessories,480K,tiktok,lebanon,False,2024,Beauty&Fashion,MAPPED
6,Cyrineanour @cyrineanour,1.5M,-,Lebanon,Entertainment and Music,450K,tiktok,lebanon,False,2024,Music,MAPPED
7,ديدو 👑 سليم @didokcelim_official,1.3M,-,Lebanon,Entertainment and Music,390K,tiktok,lebanon,False,2024,Music,MAPPED
8,Pierre Dalati @dalatifitness,1.2M,-,Lebanon,Fitness and Health,360K,tiktok,lebanon,False,2024,Sports,MAPPED
9,Its.assil @assilx0,1.2M,-,Lebanon,,360K,tiktok,lebanon,False,2024,NA,NA
10,MAFIA🖤 @sophiaofficial99,1.1M,-,Lebanon,,330K,tiktok,lebanon,False,2024,NA,NA
11,Akram Amin @reaction112,1M,-,Lebanon,,300K,tiktok,lebanon,False,2024,NA,NA
12,rayan Bk @rayan_bohlok,995.4K,-,Lebanon,,298.6K,tiktok,lebanon,False,2024,NA,NA
13,Smasher @bleizo1,992.9K,6.7%,Lebanon,,297.9K,tiktok,lebanon,False,2024,NA,NA
14,Mohamad hammoud @mohamad.hammud,992.2K,0.1%,Lebanon,,297.7K,tiktok,lebanon,False,2024,NA,NA
15,food_handcraft @food_handcraft,984.9K,0.1%,Lebanon,Food,295.5K,tiktok,lebanon,False,2024,Lifestyle,MAPPED
16,Sabineabz - سابين ابوزيد @sabineabz,970.4K,-,Lebanon,,291.1K,tiktok,lebanon,False,2024,NA,NA
17,XDX @whoisxdx,942.4K,-,Lebanon,,282.7K,tiktok,lebanon,False,2024,NA,NA
18,حسام الشامي @hussam_alshamie,937.8K,-,Lebanon,,281.3K,tiktok,lebanon,False,2024,NA,NA
19,maysamdali @maysamdali,900.9K,0.2%,Lebanon,,270.3K,tiktok,lebanon,False,2024,NA,NA
20,Ahmad Assi @ahmadddassii,886.2K,-,Lebanon,,265.9K,tiktok,lebanon,False,2024,NA,NA
21,Taline👩🏻‍🍳 @k.family.official,874.6K,-,Lebanon,Food Travel Food and Drink,262.4K,tiktok,lebanon,False,2024,Lifestyle,MAPPED
22,Nat @nathalie_jaber,872.7K,-,Lebanon,Beauty,261.8K,tiktok,lebanon,False,2024,Beauty&Fashion,MAPPED
23,Wassouf Star وسّوف ستَار @wassoufstar,872.5K,0.1%,Lebanon,,261.8K,tiktok,lebanon,False,2024,NA,NA
24,Rakeen Saad @rakeensaad,869.3K,-,Lebanon,Acting and Drama,260.8K,tiktok,lebanon,False,2024,Entertainment,MAPPED
25,Maya Hussein @mayahussein_,858.5K,0.1%,Lebanon,,257.6K,tiktok,lebanon,False,2024,NA,NA
26,Fatima Makka @surprisevideos8,853.8K,-,Lebanon,,256.1K,tiktok,lebanon,False,2024,NA,NA
27,Perlakawass🌸 @perlakawass,845.4K,-,Lebanon,,253.6K,tiktok,lebanon,False,2024,NA,NA
28,Gaëlle🍭 @gaellexchalhoub,843.6K,-,Lebanon,,253.1K,tiktok,lebanon,False,2024,NA,NA
29,najibkhoury @najibkhoury,829K,-,Lebanon,,248.7K,tiktok,lebanon,False,2024,NA,NA
30,Najwa Karam @najwakaram,823.8K,0.1%,Lebanon,Music,247.1K,tiktok,lebanon,False,2024,Music,MAPPED
31,ريم السواس @reem_alsawas,819.6K,0.2%,Lebanon,Entertainment and Music Music,245.9K,tiktok,lebanon,False,2024,Music,MAPPED
32,barhom_98 @barhom_98,818.8K,0.2%,Lebanon,,245.6K,tiktok,lebanon,False,2024,NA,NA
33,Ahmad Salamoun @ahmadsalamon,817.5K,-,Lebanon,Music,245.3K,tiktok,lebanon,False,2024,Music,MAPPED
34,Loujain💎لُجَيْن @loujy11,805.4K,-,Lebanon,,241.6K,tiktok,lebanon,False,2024,NA,NA
35,Christelle Touma @christelletouma,804.6K,-,Lebanon,,241.4K,tiktok,lebanon,False,2024,NA,NA
36,Dado zene @dado_zene,800.4K,-,Lebanon,,240.1K,tiktok,lebanon,False,2024,NA,NA
37,Banin Chamas @banin_chamas,793.4K,-,Lebanon,Education,238K,tiktok,lebanon,False,2024,Knowledge&Info,MAPPED
38,Rashamagic🦋 @rasha_magic,785.5K,-,Lebanon,,235.7K,tiktok,lebanon,False,2024,NA,NA
39,ALI KADOOR-علي قدور @alikadoor,768.6K,-,Lebanon,Product Education,230.6K,tiktok,lebanon,False,2024,Knowledge&Info,MAPPED
40,Ms.merhi @ms.merhi,765.8K,0.5%,Lebanon,,229.7K,tiktok,lebanon,False,2024,NA,NA
41,Slemanaaji @slemanaaji,750.5K,-,Lebanon,,225.2K,tiktok,lebanon,False,2024,NA,NA
42,Maryam @maryamztr,749.2K,-,Lebanon,,224.8K,tiktok,lebanon,False,2024,NA,NA
43,Carole Samaha @carolesamaha,742.4K,-,Lebanon,,222.7K,tiktok,lebanon,False,2024,NA,NA
44,Mariam Hamwe @mariamhamwe,741.9K,-,Lebanon,,222.6K,tiktok,lebanon,False,2024,NA,NA
45,Nader @naderajib,740K,-,Lebanon,,222K,tiktok,lebanon,False,2024,NA,NA
46,Yasmin Chehab @ysmnchhb,722.5K,0.1%,Lebanon,,216.8K,tiktok,lebanon,False,2024,NA,NA
47,تكر الخال🇱🇧 @tokar_700,718.5K,0.5%,Lebanon,,215.6K,tiktok,lebanon,False,2024,NA,NA
48,محمود Mahmoud Hachem stücker @mhs.dk,702K,-,Lebanon,,210.6K,tiktok,lebanon,False,2024,NA,NA
49,Myriam Fares @myriamfarestr,698.9K,-,Lebanon,,209.7K,tiktok,lebanon,False,2024,NA,NA
50,DANIA ⚡️ @daniakob,695K,-,Lebanon,Beauty and Self Care,208.5K,tiktok,lebanon,False,2024,Beauty&Fashion,MAPPED
51,🔥🔥فرن الحارة🔥🔥 @warmoven2,694.8K,-,Lebanon,,208.4K,tiktok,lebanon,False,2024,NA,NA
52,cynthia basbous @cynthiabasbous,693.3K,-,Lebanon,,208K,tiktok,lebanon,False,2024,NA,NA
53,Plan LB @planlb,681.8K,-,Lebanon,Funny,204.5K,tiktok,lebanon,False,2024,Entertainment,MAPPED
54,المشهور @ootbh,667.9K,0.1%,Lebanon,,200.4K,tiktok,lebanon,False,2024,NA,NA
55,Mariamabedali @mariamabedalii,667.3K,-,Lebanon,Beauty and Self Care,200.2K,tiktok,lebanon,False,2024,Beauty&Fashion,MAPPED
