rank,name,followers,er,country,topic_of_influence,potential_reach,_platform,_country,_is_global,_year,category_unified,category_status
1,Bindaas Tv - Funny Comedy Stories @UCDgT3ji8WmI8SnoDobzqCHg,3.8M,-,Afghanistan,,1.1M,youtube,afghanistan,False,2024,NA,NA
2,Azmir Recording @UCC0QJFYdd4Wa4_4hlDlYF_g,1.5M,-,Afghanistan,,456K,youtube,afghanistan,False,2024,NA,NA
3,MBC5 @UCVad7F4_ZuILXyBsBj-WEnQ,1.4M,-,Afghanistan,,414K,youtube,afghanistan,False,2024,NA,NA
4,BARONE LOVE FUNK @UC9G7A5Dhfa5f3_xVJqqQDjA,972K,0.4%,Afghanistan,,291.6K,youtube,afghanistan,False,2024,NA,NA
5,India's Funniest Videos @UCt3g98Qvlv7diKWcJy6QR1A,802K,-,Afghanistan,,240.6K,youtube,afghanistan,False,2024,NA,NA
6,LemarTV @UC4TjjoiklE7zMJPN7jEqJGw,767K,-,Afghanistan,,230.1K,youtube,afghanistan,False,2024,NA,NA
7,كومه دي @UCp6tqIJG9dQs2jAaBKQqH_A,648K,0.2%,Afghanistan,,194.4K,youtube,afghanistan,False,2024,NA,NA
8,Wins/Fails Videos @UCdUgq5_GUWyssgoEOMo_rHw,551K,-,Afghanistan,,165.3K,youtube,afghanistan,False,2024,NA,NA
9,Shabake Khanda @UCvF0dhWBERzD6YH296cOVFw,412K,-,Afghanistan,,123.6K,youtube,afghanistan,False,2024,NA,NA
10,LEMBRANÇAS MUSICAIS @UCBFKMv7Y-gjdm0GMi_ql1gA,337K,-,Afghanistan,,101.1K,youtube,afghanistan,False,2024,NA,NA
11,moiegy @UCWUJwemS3xkwrpkW80vQcFg,336K,-,Afghanistan,,100.8K,youtube,afghanistan,False,2024,NA,NA
12,SL Sanda @UCP0c5BYBtfVJ4qJUEYn9pEA,324K,-,Afghanistan,,97.2K,youtube,afghanistan,False,2024,NA,NA
13,DeadLine Music @UCZWwKCj8AZiYz6ZKtmxfQsw,289K,0.9%,Afghanistan,,86.7K,youtube,afghanistan,False,2024,NA,NA
14,Sahara Flash Official @UCJK5_rc-flQfbvGeIRlP3-Q,286K,-,Afghanistan,,85.8K,youtube,afghanistan,False,2024,NA,NA
15,Pashton Plus @UCspIOkfGVZndGDJ7V2K1qPw,217K,-,Afghanistan,,65.1K,youtube,afghanistan,False,2024,NA,NA
16,Watan Click @UCaR9s_3Gw5und85Rw5zaf4w,215K,-,Afghanistan,,64.5K,youtube,afghanistan,False,2024,NA,NA
17,Toot @UCA4TrwbEMjhxOOFC8ho6vJA,183K,-,Afghanistan,,54.9K,youtube,afghanistan,False,2024,NA,NA
18,Ro Dar Ro [Family Feud Afghanistan] @UCGRY8FcPNoRVvv-THQsa0Nw,182K,-,Afghanistan,,54.6K,youtube,afghanistan,False,2024,NA,NA
19,Azadi Radio @UCvpFmIw-T0BH8rn13CPfWlQ,169K,-,Afghanistan,,50.7K,youtube,afghanistan,False,2024,NA,NA
20,KLionVEVO @UCj70UXxfl2Fogw0OgRN-Wag,149K,-,Afghanistan,,44.7K,youtube,afghanistan,False,2024,NA,NA
21,ullash icp @UCTU5aTQxXABbC_rA4ZIDoFA,143K,-,Afghanistan,,42.9K,youtube,afghanistan,False,2024,NA,NA
22,VOA Pashto @UC6RAiJqLwCQgoedNP0a2qiw,138K,-,Afghanistan,,41.4K,youtube,afghanistan,False,2024,NA,NA
23,TOP 5 DARI/دری @UCULyRJJ806zvg4SFhqaF3QQ,133K,-,Afghanistan,,39.9K,youtube,afghanistan,False,2024,NA,NA
24,Tembang Kenangan @UCsPuvzcEB3Am7zZpqRdJeoQ,124K,-,Afghanistan,,37.2K,youtube,afghanistan,False,2024,NA,NA
25,Project Runway @UCH88cPPLV-DUEvH2WXVV_QA,115K,0.2%,Afghanistan,,34.5K,youtube,afghanistan,False,2024,NA,NA
26,Bijoy Study @UCDsGA2aP8u9SSWiZX1WvbRw,108K,-,Afghanistan,,32.4K,youtube,afghanistan,False,2024,NA,NA
27,EL TIO RENTE @UCGXyQUE1s31Qu7hksFiQDsw,99.6K,-,Afghanistan,,29.9K,youtube,afghanistan,False,2024,NA,NA
28,Afghanistan Premier League @UC7SVSIfie8pt1kgMjbUJ_vQ,90K,-,Afghanistan,,27K,youtube,afghanistan,False,2024,NA,NA
29,VOA Dari @UCx8nPzCzHi127J3CkMBrSYg,87K,-,Afghanistan,,26.1K,youtube,afghanistan,False,2024,NA,NA
30,Donia Press @UC8o0hJ5RPX6CFYJBtjcr2Eg,80.6K,-,Afghanistan,,24.2K,youtube,afghanistan,False,2024,NA,NA
31,ARG1880 @UCF_fUrvSVJcLabN9XRRW8kw,80.1K,-,Afghanistan,,24K,youtube,afghanistan,False,2024,NA,NA
32,Netflix Magyarország @UCSvfcIsvn6be03soK4pw2XQ,79K,-,Afghanistan,,23.7K,youtube,afghanistan,False,2024,NA,NA
33,J TECH @UC6nhC29o23pHqftZ-Jp406g,75.1K,-,Afghanistan,Technology,22.5K,youtube,afghanistan,False,2024,Tech&Gaming,MAPPED
34,الآنسة فرح @UC12h3VrpkgVRt00h0N851dw,59.1K,0.8%,Afghanistan,,17.7K,youtube,afghanistan,False,2024,NA,NA
35,YorubaBest Tv @UCrfVFZ6JyBtwIc67ncVbwIg,56.6K,-,Afghanistan,,17K,youtube,afghanistan,False,2024,NA,NA
36,BUNDELKHAND HOME VIDEO @UCjmSL3O8UjurtTs78khjZxg,54.5K,-,Afghanistan,,16.4K,youtube,afghanistan,False,2024,NA,NA
37,Netflix Česká republika @UCYanivSzoiXJcJ1MUOsKVkQ,51.1K,-,Afghanistan,,15.3K,youtube,afghanistan,False,2024,NA,NA
38,Bhojpuri HD Movies @UC78Uaz8qyo-y5pALAPAwKCQ,46.6K,-,Afghanistan,,14K,youtube,afghanistan,False,2024,NA,NA
39,Abdullah Tenin @UCYLociHwuiOP-5TeceJnSxw,46.2K,-,Afghanistan,,13.9K,youtube,afghanistan,False,2024,NA,NA
40,LEGO Masters @UCnGb5xbCV8OKgf-j58n8IoQ,44.9K,-,Afghanistan,,13.5K,youtube,afghanistan,False,2024,NA,NA
41,Afghanistan TV @UCM5scR56vViZ0pmavpYwXqg,41.9K,-,Afghanistan,,12.6K,youtube,afghanistan,False,2024,NA,NA
42,Daily News Tech @UC6_T1FvlEwwmQTb_F_oGI0w,41.6K,0.1%,Afghanistan,,12.5K,youtube,afghanistan,False,2024,NA,NA
43,Good Oldies Song @UCPkX_y0cMktPQ3GrT5RthwQ,39.9K,-,Afghanistan,,12K,youtube,afghanistan,False,2024,NA,NA
44,Afghan Famous @UCv27l1NCVWRHUj4hJbGIH-w,38.8K,-,Afghanistan,,11.6K,youtube,afghanistan,False,2024,NA,NA
45,heratsoftware @UCWMx4MFO4gWlH4dYmlrT0Yg,36.7K,-,Afghanistan,,11K,youtube,afghanistan,False,2024,NA,NA
46,AK47 @UC9mkpqIWie0Dw1nqZ7S_wAg,36.4K,1.7%,Afghanistan,,10.9K,youtube,afghanistan,False,2024,NA,NA
47,Angel & Vario @UCjWSgRIsTxMTpEOb3CsKn9g,36.4K,0.3%,Afghanistan,,10.9K,youtube,afghanistan,False,2024,NA,NA
48,Kabulnews TV @UCgMmFt7mWJ5Ue_hP_-VJG5A,34.4K,-,Afghanistan,,10.3K,youtube,afghanistan,False,2024,NA,NA
49,Farid Bromand @UCzcuLLpwY1M-sanWjtBfeZQ,32.2K,-,Afghanistan,,9.7K,youtube,afghanistan,False,2024,NA,NA
50,Indian Express Bangla @UCpthbAb5DDRfcG68VMn6q0g,27.1K,-,Afghanistan,,8.1K,youtube,afghanistan,False,2024,NA,NA
51,Phy RAk @UCE1O7WsA0H8JSfx2Dbn9OMg,26.9K,-,Afghanistan,,8.1K,youtube,afghanistan,False,2024,NA,NA
52,lil boosty @UChF-9hFpxxiKWNa6pM7Dc3A,26.2K,0.4%,Afghanistan,,7.9K,youtube,afghanistan,False,2024,NA,NA
53,Kabul Media Plus @UCvk0ft9BGaTaXVEoreGVtCQ,25.8K,-,Afghanistan,,7.7K,youtube,afghanistan,False,2024,NA,NA
54,DentalManiaK @UCit_XEO1XMt0WlA_a5Y25ZA,25.2K,-,Afghanistan,,7.6K,youtube,afghanistan,False,2024,NA,NA
55,Xolabaj TV2 @UCGTHibrua-lSpcpGgyBCE9Q,25.1K,-,Afghanistan,,7.5K,youtube,afghanistan,False,2024,NA,NA
56,Chu Diệp Anh @UCPbJYaZBJIDynXNd_Vtqfbg,24.8K,-,Afghanistan,,7.4K,youtube,afghanistan,False,2024,NA,NA
57,Doctor داکتر @UC0qsaOMutKk6VoMi8c45frw,24K,-,Afghanistan,,7.2K,youtube,afghanistan,False,2024,NA,NA
58,Didar Music @UCms9SuykkUS66D2wr3D2G1w,22.7K,-,Afghanistan,Music,6.8K,youtube,afghanistan,False,2024,Music,MAPPED
59,A Erfan @UCLroplcRBhrL_pzKN7pDehQ,19.6K,0.2%,Afghanistan,,5.9K,youtube,afghanistan,False,2024,NA,NA
