,coef,std_err,t,p,ci_lo,ci_hi
Intercept,0.9658888731093088,0.08889077157007944,10.866019678407497,3.25276056093553e-27,0.7916260174735896,1.140151728745028
"C(category_unified, Treatment(reference=""Entertainment""))[T.Beauty&Fashion]",-0.04289199563416886,0.03103148178134339,-1.3822090719482238,0.16696627123968896,-0.10372659673290541,0.01794260546456769
"C(category_unified, Treatment(reference=""Entertainment""))[T.Knowledge&Info]",-0.14622139638763826,0.036249308521803116,-4.033770638678238,5.5667553903984034e-05,-0.2172851064472311,-0.07515768632804543
"C(category_unified, Treatment(reference=""Entertainment""))[T.Lifestyle]",0.07114750321037598,0.042801305039318664,1.6622741560103735,0.09651746945601457,-0.0127608430593706,0.15505584948012258
"C(category_unified, Treatment(reference=""Entertainment""))[T.Music]",0.03588800616430908,0.0323710226777951,1.1086460419097743,0.2676336528007072,-0.02757265180999946,0.09934866413861762
"C(category_unified, Treatment(reference=""Entertainment""))[T.Sports]",0.20847649049547165,0.03350798265113178,6.221696264619203,5.298909405055167e-10,0.1427869184483343,0.274166062542609
"C(category_unified, Treatment(reference=""Entertainment""))[T.Tech&Gaming]",0.046789144338415294,0.055331218221699896,0.8456192695946363,0.39780368048383474,-0.061683039250573994,0.15526132792740457
"C(category_unified, Treatment(reference=""Entertainment""))[T.UNMAPPED]",0.1820138803152986,0.09637636605137845,1.8885738046843001,0.05900399565982256,-0.006923851546618509,0.37095161217721573
log_followers,-0.15928959628420483,0.013181274349896006,-12.084536901051722,3.5003316616610584e-33,-0.1851303722000695,-0.13344882036834016
