#,NAME,FOLLOWERS,ER,COUNTRY,TOPIC OF INFLUENCE,POTENTIAL REACH
1,Balmain @balmain,466.3K,0.16%,France,Fashion & Accessories,139.9K
2,Isabela Pagliari @isabelapagliari,102.5K,0.28%,France,Sports,30.8K
3,Océane @oceane,97.6K,0.03%,France,Beauty & Self Care Product Education,29.3K
4,Paris France 🇫🇷 Travel | Hotels | Food | Tips @paris.explore,95.5K,0.09%,France,Travel,28.6K
5,beIN SPORTS FRANCE @beinsports_fr,81.9K,-,France,Sports Entertainment & Music,24.6K
6,Paul Cabannes @paulcabannes_,69.5K,0.46%,France,Fashion & Accessories Entertainment & Music,20.8K
7,Rym Saidi @rymsaidi,56.6K,1.45%,France,Fashion & Accessories,17K
8,Le Monde @lemondefr,49.5K,0.6%,France,News & Politics,14.8K
9,Irina Dreyt @irina_dreyt,44.3K,0.72%,France,Fashion & Accessories,13.3K
10,Nicky Doll (Karlize) @thenickydoll,35K,0.77%,France,Entertainment & Music Fashion & Accessories Romance & Wedding,10.5K
11,Léanne Ansar @leanneansar,34.1K,0.96%,France,Fashion & Accessories Arts & Crafts,10.2K
12,Diana Korkunova @diana_korkunova,33.8K,-,France,Fashion & Accessories Beauty & Self Care,10.1K
13,Motion Designers Community @motiondesigners,33.6K,0.12%,France,Arts & Crafts Animation & Cosplay,10.1K
14,Alyssa Daguisé @alyssadaguise,32K,0.53%,France,Fashion & Accessories,9.6K
15,Gaby Music @gabymusic,30.7K,0.92%,France,Entertainment & Music,9.2K
16,Adèle Grisoni @adelegrisoni,30K,0.44%,France,Fashion & Accessories,9K
17,La Roche-Posay USA @larocheposayusa,25.8K,0.31%,France,Beauty & Self Care,7.7K
18,FRANCE 24 English @france24_en,23.3K,-,France,Education Entertainment & Music,7K
19,Alex Lange @alexlange,22K,0.24%,France,Entertainment & Music,6.6K
20,CAIO BRAZ @caio,21.2K,0.23%,France,Entertainment & Music Fashion & Accessories,6.4K
21,城市漫遊者 法呢 @cityflaneurs,18.8K,1.44%,France,Photography Outdoor Activity,5.6K
22,🕸VENOM🕸 @venom.trg,18.4K,-,France,Entertainment & Music Funny,5.5K
23,Julia Chaouachi @juliachaouachi,18.3K,0.26%,France,Fashion & Accessories,5.5K
24,Shishie @shishie509,16.7K,0.57%,France,Entertainment & Music,5K
25,Clarins Middle East @clarinsmiddleeast,16.4K,0.04%,France,Beauty & Self Care,4.9K
26,MAV | Alexander MAVRIN @a_mavrin,16.1K,-,France,Photography,4.8K
27,Carine Sakr @carrounette,16.1K,0.09%,France,Fashion & Accessories,4.8K
28,Valentine in Paris @valentineinparis,13.8K,0.93%,France,Photography Travel,4.1K
29,jade roche @ramennnnn,13.4K,0.12%,France,Food,4K
30,Staub USA @staub_usa,12.7K,-,France,Food Product Showcase,3.8K
31,Taylor Chiche @taylorchiche,12.6K,0.08%,France,Finance,3.8K
32,Mili Martin✨ @milicomunica,12.6K,0.23%,France,Travel,3.8K
33,Kelin Uess @kelinuess,12.5K,0.94%,France,Fashion & Accessories,3.8K
34,FRENCHIE ® @frenchie_bulldog,11.8K,0.23%,France,Pets,3.5K
35,Raven Daria @magicalifestyle,11.7K,0.87%,France,Travel Photography,3.5K
36,Maxime Loic @blvk_star,11.1K,0.41%,France,Fashion & Accessories,3.3K
37,Tatty Macleod @tatty_macleod,11.1K,0.64%,France,DIY & Life Hacks,3.3K
38,Julia Restoin Roitfeld @juliarestoinroitfeld,10.7K,0.1%,France,Fashion & Accessories family,3.2K
39,BELTRIPS| Travel Blogger @beltripss,10.6K,0.11%,France,Travel,3.2K
40,French Connection @frenchconnection,10.5K,0.04%,France,Fashion & Accessories,3.2K
41,Native Union @nativeunion,10.5K,0.15%,France,Product Showcase,3.2K
42,Crystal 張紋嘉 @quicheung,10.1K,0.27%,France,Acting & Drama,3K
43,Agnes Pusztai @whatgigiwears,10K,0.28%,France,Fashion & Accessories,3K
44,Andrea Parra Grau @andreparrag,10K,0.29%,France,Fashion & Accessories Food Travel,3K
45,Igor Ache @igorache,10K,0.16%,France,Photography,3K
46,Ligne Roset @ligneroset,9.4K,-,France,Home & Garden Furniture,2.8K
47,Georrane Freitas @georranefreitas,9.3K,0.07%,France,Photography Product Education,2.8K
48,Debby W∞ @debbywooo,9.2K,0.58%,France,Arts & Crafts,2.8K
49,TJ JACKSON @tjjackson9,9.2K,0.58%,France,Entertainment & Music,2.8K
50,declanchan @declanchan,9.1K,0.43%,France,Fashion & Accessories Photography,2.7K
51,𝗔𝗗𝗙 | Avocats Des Femmes @avocatsdesfemmes,8.8K,2.25%,France,Education Finance Life & Society,2.6K
52,Hebrew Fransa @mas.bruh,8.8K,0.04%,France,Animation & Cosplay,2.6K
53,VISEART @viseart,8.5K,0.29%,France,Beauty & Self Care Product Education,2.6K
54,Xavier Casalta @casaltaxavier,8.3K,-,France,Arts & Crafts,2.5K
55,Nathaël Labat @northernelg,8.3K,0.42%,France,Photography Arts & Crafts,2.5K
56,🇦🇷ᴊᴜʟɪ ʟᴀᴢᴄᴀɴᴏ🏐 @julietalazcano,8.3K,0.41%,France,Fashion & Accessories,2.5K
57,Feyza Beauty Center ( YOUSRA ) @feyzabeautycenter,8K,0.27%,France,Beauty & Self Care,2.4K
58,Eric Lanlard @eric_lanlard,7.9K,0.39%,France,Food Travel,2.4K
59,Fatemeh F @fxx.orr,7.7K,0.38%,France,Modeling,2.3K
60,Mouv' @mouv,7.6K,-,France,,2.3K
61,Léo Cressant @leo.cressant,7.6K,0.84%,France,Fitness & Health Nature,2.3K
62,Choupette Lagerfeld @choupettesdiary,7.6K,0.08%,France,,2.3K
63,VDM @viedemerde,7.5K,-,France,Entertainment & Music Funny,2.3K
64,M • 我的巴黎小生活 @petite_marina,7.4K,0.35%,France,Fashion & Accessories Travel,2.2K
65,The Faction Collective @factionskis,7.4K,-,France,Outdoor Activity Sports,2.2K
66,Pour Moi @pourmoiltd,7.2K,0.12%,France,,2.2K
67,Garance Doré @garancedore,7.1K,-,France,Arts & Crafts Fashion & Accessories,2.1K
68,L’OCCITANE UK IRELAND @loccitane_uk_ire,7K,0.3%,France,Beauty & Self Care Product Education,2.1K
69,Mathieu Bitton @candytman,7K,0.26%,France,Arts & Crafts Photography,2.1K
70,RUN'IX @run_ix,7K,0.15%,France,Fitness & Health Outdoor Activity Sports,2.1K
71,CloZee @clozeeofficial,7K,1.59%,France,Entertainment & Music,2.1K
72,BIG MAMMA @bigmammagroup,7K,0.2%,France,,2.1K
73,馬丁光影 Martin Aesthetics @martiness,6.9K,0.26%,France,Arts & Crafts Photography,2.1K
74,Hellfest Open Air Festival @hellfestopenair,6.6K,0.76%,France,,2K
75,The Voice Kids ✌️ @thevoice_tf1,6.5K,0.34%,France,Entertainment & Music,2K
76,BRUNBRUN Paris @brunbrun_paris,6.4K,0.05%,France,Beauty & Self Care Fashion & Accessories,1.9K
77,Charles-Laurent Lelièvre @laurent.xiv,6.3K,0.67%,France,Food,1.9K
78,Kenza Fourati كنزة الفراتي @kenzafourati,6.1K,-,France,Fashion & Accessories,1.8K
79,Romain Avril @chefromainavril,6.1K,0.21%,France,Food,1.8K
80,Elora 🌙 @owakita_,6K,2.52%,France,Arts & Crafts Travel,1.8K
81,Peugeot @peugeot,5.8K,0.63%,France,Auto and Vehicles,1.8K
82,Anthony MF | Consultant @motivation.france_,5.8K,0.37%,France,Education Upskilling Finance Life & Society,1.7K
