rank,name,followers,er,country,topic_of_influence,potential_reach,_platform,_country,_is_global,_year,category_unified,category_status
1,Max TV @UCZQrA6Jnw08iF8GcFx4VDWg,4.2M,-,Slovakia,,1.3M,youtube,slovakia,False,2024,NA,NA
2,Peter PlutaX @UCbaY6IEY0-pRHBU_qCswoNQ,2.9M,-,Slovakia,,882K,youtube,slovakia,False,2024,NA,NA
3,GoGoManTV @UCewFV_KI5BSu0f8bKZ4BMfA,1.8M,0.2%,Slovakia,,537K,youtube,slovakia,False,2024,NA,NA
4,Cubic Animations @UCeM736Esh_lwk1xDAoGikFA,1.3M,-,Slovakia,,393K,youtube,slovakia,False,2024,NA,NA
5,Hindi Music @UCQ0kBF3Baal_YLls6DeUf8Q,1.3M,-,Slovakia,Music,384K,youtube,slovakia,False,2024,Music,MAPPED
6,Televízia JOJ @UC5zY50gn7Z0-yGSt74dRZXw,1.1M,-,Slovakia,,327K,youtube,slovakia,False,2024,NA,NA
7,Expl0ited @UCR6Httwme-xk5mKlni-lRzw,966K,1.2%,Slovaquie,,289.8K,youtube,slovakia,False,2024,NA,NA
8,DONFANTASTICKYPESS @UC-yJccH4T1UnNrY0YyspGYg,850K,0.2%,Slovaquie,,255K,youtube,slovakia,False,2024,NA,NA
9,StudioMoonTV @UC7-hMlW_QECv-fghTGUWgYg,841K,2.1%,Slovaquie,,252.3K,youtube,slovakia,False,2024,NA,NA
10,FÍHA tralala @UC2QySOE0ohZFd-1XsXzNHPw,827K,-,Slovaquie,,248.1K,youtube,slovakia,False,2024,NA,NA
11,menameselassie @UCNV6tckdVW3L_wiBN8tz9gQ,777K,1%,Slovaquie,,233.1K,youtube,slovakia,False,2024,NA,NA
12,Smejko a Tanculienka @UCia0mF-pM9xo5ZMN8DoFp_Q,718K,-,Slovaquie,,215.4K,youtube,slovakia,False,2024,NA,NA
13,Duklock @UCf4pkVHnnWTqUbjxZgFzvfw,715K,2.5%,Slovaquie,,214.5K,youtube,slovakia,False,2024,NA,NA
14,DJ Blyatman @UCnWnuHHjG-__QxuoZgjBgIg,713K,1.1%,Slovaquie,,213.9K,youtube,slovakia,False,2024,NA,NA
15,The Lullaby World @UCOYUFFxT50nvDaRj5Mn5XNg,623K,-,Slovaquie,,186.9K,youtube,slovakia,False,2024,NA,NA
16,KALI RECORDS @UCjIl8ztAFLTiZkhvgaiOoow,620K,0.1%,Slovaquie,,186K,youtube,slovakia,False,2024,NA,NA
17,ANGRY EARTH @UCr0HthUtPsgcl99FVSMHn4g,619K,0.1%,Slovaquie,,185.7K,youtube,slovakia,False,2024,NA,NA
18,BirnyX @UCEaMp8VjNv3EJYgDTqcUQvA,539K,-,Slovaquie,,161.7K,youtube,slovakia,False,2024,NA,NA
19,Sasha Sotnik @UCnAmkiIpUXkVOY1A1r-zE6w,526K,1%,Slovaquie,,157.8K,youtube,slovakia,False,2024,NA,NA
20,VisioRacer @UCXtx43lso-J9taKABVa-Rtw,510K,-,Slovaquie,Automobile Éducation,153K,youtube,slovakia,False,2024,UNMAPPED,UNMAPPED
21,Max Топ @UC3VvMXMrEeav1njSUFKgbfA,461K,0.3%,Slovaquie,,138.3K,youtube,slovakia,False,2024,NA,NA
22,PACI PAC @UCGWk8azphTdm0PKH0vKDIfw,451K,-,Slovaquie,,135.3K,youtube,slovakia,False,2024,NA,NA
23,FAMILY ZONE - MOJA RODINKA @UC99D5fRGLZ4WZheVArrDQSA,412K,-,Slovaquie,,123.6K,youtube,slovakia,False,2024,NA,NA
24,SIMA Official @UCH89taVRyeY-oory-zv2FXQ,404K,6.1%,Slovaquie,,121.2K,youtube,slovakia,False,2024,NA,NA
25,Mesiac @UCSPr_APStbstOEbCmV8sp1Q,380K,-,Slovaquie,,114K,youtube,slovakia,False,2024,NA,NA
26,Random Týpek @UC8huou5jTYkbv8m0WFgeXag,377K,5.8%,Slovaquie,,113.1K,youtube,slovakia,False,2024,NA,NA
27,Galgan Music @UCckh_8hdHZUdXJPixpWv-qQ,374K,0.6%,Slovaquie,,112.2K,youtube,slovakia,False,2024,NA,NA
28,Zrebny & Frlajs & Mojmir @UC74kimKZOy8aXzg7rhUOVsA,372K,-,Slovaquie,,111.6K,youtube,slovakia,False,2024,NA,NA
29,DuklockPlus @UCIAbC7emlDQs-dmgW4GlgnA,357K,2.1%,Slovaquie,,107.1K,youtube,slovakia,False,2024,NA,NA
30,Nikolai @UC2r7HhUYj2k1uPg1Kl1ncPw,353K,19.6%,Slovaquie,,105.9K,youtube,slovakia,False,2024,NA,NA
31,Klarisa @UC2wtd0oe71RJVZbIlntPhGw,353K,3.8%,Slovaquie,,105.9K,youtube,slovakia,False,2024,NA,NA
32,Polygon Runway @UCGSJevmBuDyxjLLOBNaYMGA,308K,0.1%,Slovaquie,,92.4K,youtube,slovakia,False,2024,NA,NA
33,MELODY Records @UCpy5RCOLhiPC4cNqb1P01mA,294K,-,Slovaquie,Musique,88.2K,youtube,slovakia,False,2024,UNMAPPED,UNMAPPED
34,7777MrAlex @UCPUSWPOoXbTvnJtIPKCW6Yg,292K,-,Slovaquie,,87.6K,youtube,slovakia,False,2024,NA,NA
35,Night Shift @UCNM5EknY1XBA9buLmJqYLdw,286K,-,Slovaquie,,85.8K,youtube,slovakia,False,2024,NA,NA
36,Milos Juriga @UCX6GmNg33GTTUfJYqWOdFwQ,282K,-,Slovaquie,,84.6K,youtube,slovakia,False,2024,NA,NA
37,Myles. @UCSEmaBuAIj9kboyKgz-46rQ,260K,-,Slovaquie,,78K,youtube,slovakia,False,2024,NA,NA
38,Lady Zika @UCfA0sz8f5J5RZqdfahvFAjA,249K,0.1%,Slovaquie,,74.7K,youtube,slovakia,False,2024,NA,NA
39,Slovenske Rozpravky a Pesnicky pre Deti Sagan Tv @UCQXfFMTMGb-VB58y5Rekqhw,239K,-,Slovaquie,,71.7K,youtube,slovakia,False,2024,NA,NA
