rank,name,followers,er,country,topic_of_influence,potential_reach,_platform,_country,_is_global,_year,category_unified,category_status
1,sinadeinert @sinadeinert,5.7M,0.1%,Germany,,1.7M,tiktok,germany,False,2024,NA,NA
2,YZ @youneszar,4.4M,-,Germany,Entertainment and Music,1.3M,tiktok,germany,False,2024,Music,MAPPED
3,Enrique @enriquestory,4.1M,-,Germany,Arts and Crafts,1.2M,tiktok,germany,False,2024,Lifestyle,MAPPED
4,Julia Beautx @juliabeautx,3.8M,-,Germany,Beauty and Self Care Education Product Education Product Showcase,1.1M,tiktok,germany,False,2024,Beauty&Fashion,MAPPED
5,Andrew Glazunov @andrewglazunov,3.7M,-,Germany,,1.1M,tiktok,germany,False,2024,NA,NA
6,Jeremy Fragrance @jeremyfragrance,3.6M,-,Germany,Beauty and Self Care Entertainment and Music,1.1M,tiktok,germany,False,2024,Beauty&Fashion,MAPPED
7,toni.kr8s_academy @toni.kr8s_academy,3.1M,-,Germany,Sports,930K,tiktok,germany,False,2024,Sports,MAPPED
8,foodie beats @foodie.beats,2.9M,-,Germany,Food,870K,tiktok,germany,False,2024,Lifestyle,MAPPED
9,tinaneumann @tinaneumann,2.8M,-,Germany,,840K,tiktok,germany,False,2024,NA,NA
10,AИDREA @andrea_subotic,2.8M,-,Germany,Entertainment and Music,840K,tiktok,germany,False,2024,Music,MAPPED
11,Fabian Maurice Baggeler @fabian.baggeler,2.7M,-,Germany,Entertainment and Music,810K,tiktok,germany,False,2024,Music,MAPPED
12,Serge❤️ @laskynn,2.7M,-,Germany,Fashion and Accessories,810K,tiktok,germany,False,2024,Beauty&Fashion,MAPPED
13,Laura Sophie @laurasophie,2.6M,-,Germany,,780K,tiktok,germany,False,2024,NA,NA
14,Любовь @tykowkaaa,2.6M,-,Germany,,780K,tiktok,germany,False,2024,NA,NA
15,Mariia Well @mariia.well,2.5M,-,Germany,,750K,tiktok,germany,False,2024,NA,NA
16,Irina @irinkamagic,2.4M,-,Germany,Entertainment and Music,720K,tiktok,germany,False,2024,Music,MAPPED
17,Mike Singer @mikesinger,2.4M,-,Germany,Entertainment and Music,720K,tiktok,germany,False,2024,Music,MAPPED
18,د.اسماعيل الطراد 🇩🇪 @dr.ismaeilaltourad,2.3M,0.2%,Germany,Education,690K,tiktok,germany,False,2024,Knowledge&Info,MAPPED
19,TypischCalvin 🇩🇪 @typischcalvin,2.3M,-,Germany,Entertainment and Music,690K,tiktok,germany,False,2024,Music,MAPPED
20,Lucy🌸🍃 @e.l.u.c.e.y,2.3M,-,Germany,Education Arts and Crafts,690K,tiktok,germany,False,2024,Knowledge&Info,MAPPED
21,Michael Gerber @elsuizolatino,2.2M,-,Germany,,660K,tiktok,germany,False,2024,NA,NA
22,Derya @derya.tavas,2.1M,0.1%,Germany,Beauty and Self Care,630K,tiktok,germany,False,2024,Beauty&Fashion,MAPPED
23,Jul 💘 @mylifeasjul,2.1M,-,Germany,Fashion and Accessories,630K,tiktok,germany,False,2024,Beauty&Fashion,MAPPED
24,Niclas @niclas.kuri,2M,-,Germany,,600K,tiktok,germany,False,2024,NA,NA
25,SENDDICTED @senddicted,2M,-,Germany,,600K,tiktok,germany,False,2024,NA,NA
26,🇩🇪أميرة❤️ الأناقة 🇲🇦 @latifa.style,2M,-,Germany,Beauty and Self Care Fashion and Accessories,600K,tiktok,germany,False,2024,Beauty&Fashion,MAPPED
27,wissensbert @wissensbert,2M,0.1%,Germany,Education,600K,tiktok,germany,False,2024,Knowledge&Info,MAPPED
28,Chris Böhm @chris_boehm,1.8M,-,Germany,Entertainment and Music,540K,tiktok,germany,False,2024,Music,MAPPED
29,Henry Nguyen @henry.ng,1.8M,-,Germany,,540K,tiktok,germany,False,2024,NA,NA
30,Hao @haofx,1.7M,1.3%,Germany,Entertainment and Music,510K,tiktok,germany,False,2024,Music,MAPPED
31,Liam Carpenter @liamcarps,1.6M,7%,Germany,Funny,480K,tiktok,germany,False,2024,Entertainment,MAPPED
32,Xenia Adonts @xeniaadonts,1.5M,-,Germany,Fashion and Accessories,450K,tiktok,germany,False,2024,Beauty&Fashion,MAPPED
33,Rezo @rezo,1.5M,0.1%,Germany,,450K,tiktok,germany,False,2024,NA,NA
34,𝐶𝑖𝑛𝑡𝑖𝑦𝑎 BB @sine0,1.5M,-,Germany,Entertainment and Music,450K,tiktok,germany,False,2024,Music,MAPPED
35,🇹🇷𝑆𝐸𝑀𝐼𝐻 & 𝐼𝑀𝐴𝑁🇩🇪 @imsem.diary,1.4M,0.1%,Germany,Entertainment and Music,420K,tiktok,germany,False,2024,Music,MAPPED
36,mrsxanna.lyx @mrsxanna.lyx,1.4M,-,Germany,,420K,tiktok,germany,False,2024,NA,NA
37,Can Der Koch @canderkoch,1.4M,-,Germany,Entertainment and Music,420K,tiktok,germany,False,2024,Music,MAPPED
38,Davide Scibetta @davide__scibetta,1.3M,-,Germany,Beauty and Self Care,390K,tiktok,germany,False,2024,Beauty&Fashion,MAPPED
39,Jihoon Kim @jihoneysweet,1.3M,-,Germany,,390K,tiktok,germany,False,2024,NA,NA
40,Uri @ducuri.gmv,1.3M,-,Germany,Entertainment and Music,390K,tiktok,germany,False,2024,Music,MAPPED
41,Nictures @nictures,1.2M,-,Germany,Arts and Crafts Photography,360K,tiktok,germany,False,2024,Lifestyle,MAPPED
42,Weniamin Schmidt @weniamin_schmidt,1.1M,1.8%,Germany,,330K,tiktok,germany,False,2024,NA,NA
43,Melikes.kitchen @melikes.kitchen,1.1M,-,Germany,Food,330K,tiktok,germany,False,2024,Lifestyle,MAPPED
44,Paula🤍 @paula.plsi,1.1M,-,Germany,Beauty and Self Care Life and Society,330K,tiktok,germany,False,2024,Beauty&Fashion,MAPPED
45,NetflixDE @netflixde,1.1M,-,Germany,Entertainment and Music Video Gaming,330K,tiktok,germany,False,2024,Tech&Gaming,MAPPED
46,Next Level @next8level,1.1M,-,Germany,Funny Entertainment and Music,330K,tiktok,germany,False,2024,Music,MAPPED
47,bestattungenburger @bestattungenburger,1.1M,0.1%,Germany,,330K,tiktok,germany,False,2024,NA,NA
48,⚡️ DENKI DARLING ⚡️ @denki.darling,1.1M,-,Germany,,330K,tiktok,germany,False,2024,NA,NA
49,@felixfranciscoleg @felixfranciscoleg,1M,-,Germany,,300K,tiktok,germany,False,2024,NA,NA
50,Michael Smolik @michael__smolik,1M,-,Germany,Entertainment and Music,300K,tiktok,germany,False,2024,Music,MAPPED
51,Marvintsp @marvintsp,997.6K,-,Germany,Entertainment and Music,299.3K,tiktok,germany,False,2024,Music,MAPPED
52,baseweekly @baseweekly,987K,-,Germany,Sports,296.1K,tiktok,germany,False,2024,Sports,MAPPED
53,Linos @iamlinos,983.9K,-,Germany,Entertainment and Music,295.2K,tiktok,germany,False,2024,Music,MAPPED
54,madison beer @madisonbeer_clips,983.8K,0.1%,Germany,,295.1K,tiktok,germany,False,2024,NA,NA
55,Faruk @farukaltiinok,983.3K,0.1%,Germany,,295K,tiktok,germany,False,2024,NA,NA
56,Armin Eagle @armineagle,981.7K,-,Germany,,294.5K,tiktok,germany,False,2024,NA,NA
57,༒ . GRUBLIEBE . ༒ @grubliebe,980K,-,Germany,,294K,tiktok,germany,False,2024,NA,NA
58,Teamyasta @teamyasta,978.8K,-,Germany,Entertainment and Music family,293.6K,tiktok,germany,False,2024,Music,MAPPED
59,مزين 🌸🎀 @mzayen1996,970.4K,-,Germany,,291.1K,tiktok,germany,False,2024,NA,NA
60,Anna Jamfm @annajamfm,967.9K,-,Germany,,290.4K,tiktok,germany,False,2024,NA,NA
61,"Sarah, Van Diego & Rico @vandiego.rico",967.7K,-,Germany,Pets Sports,290.3K,tiktok,germany,False,2024,Sports,MAPPED
62,Lea @heylea,962.4K,-,Germany,Outdoor Activity,288.7K,tiktok,germany,False,2024,Sports,MAPPED
63,🅝🅘🅚🅞 @nikothec,958.7K,0.5%,Germany,Education Product Education,287.6K,tiktok,germany,False,2024,Knowledge&Info,MAPPED
64,asmir @asmirbeatbox21614,958.3K,-,Germany,,287.5K,tiktok,germany,False,2024,NA,NA
65,Janis_danner @janis.danner,958.2K,-,Germany,,287.5K,tiktok,germany,False,2024,NA,NA
66,iamzuckerpuppe @iamzuckerpuppe,957.1K,-,Germany,Funny,287.1K,tiktok,germany,False,2024,Entertainment,MAPPED
67,Florian Kaulen @flo.fs,954.8K,-,Germany,Sports,286.4K,tiktok,germany,False,2024,Sports,MAPPED
68,Selma🤠 @notselma,951.7K,-,Germany,Fashion and Accessories,285.5K,tiktok,germany,False,2024,Beauty&Fashion,MAPPED
69,Angel 🌷 @janakaaplen,948.3K,-,Germany,,284.5K,tiktok,germany,False,2024,NA,NA
