#,NAME,FOLLOWERS,ER,COUNTRY,TOPIC OF INFLUENCE,POTENTIAL REACH
1,NORWAY 🇳🇴 @norge,32K,-,Norway,Travel,9.6K
2,LOFOTEN 🇳🇴 @lofoten,19.7K,1.37%,Norway,Nature Travel Outdoor Activity Photography,5.9K
3,Benj Haisch @benjhaisch,10.6K,1.1%,Norway,Romance & Wedding Travel Photography,3.2K
4,Ingrid Hansen Vik @ingridhansenvik,7K,0.08%,Norway,Fashion & Accessories,2.1K
5,Niki 🏔 Adventure Travel Creator @lil_niki,6.9K,0.88%,Norway,Outdoor Activity,2.1K
6,Visit Norway @visitnorway,5.9K,0.3%,Norway,Travel,1.8K
7,Shaykh Fatih @mustafadebu,5.4K,0.93%,Norway,Photography,1.6K
8,Norwex @norwex,4.5K,0.17%,Norway,Home & Garden Product Education,1.4K
9,Nafisa @nafisa.ahmedx,3.8K,0.32%,Norway,Fitness & Health Education Product Showcase,1.1K
10,OSLO @oslo,3.8K,3.81%,Norway,Travel Outdoor Activity,1.1K
11,bobostephanie @bobostephanie,3.6K,0.19%,Norway,Fitness & Health Product Education,1.1K
12,Red Bull Norge @redbullnorge,3.5K,-,Norway,Entertainment & Music,1K
13,Sondre Guttormsen @sondre_pv,3.4K,0.38%,Norway,Sports,1K
14,Isabelle Feliu @isabellefeliu,3.2K,-,Norway,Fashion & Accessories,963
15,Hurtigruten @hurtigruten,3.2K,-,Norway,Travel,945
16,Alberico Junior @juniorstunna,3K,0.35%,Norway,Travel,888
17,Nihal Nooh ✨📷 travel @nihalnoooh,2.8K,1.35%,Norway,Animation & Cosplay Outdoor Activity Photography Travel,843
18,LockerUrbano @lockerurbano,1.7K,0.14%,Norway,Entertainment & Music,510
19,Hector Gomez Creative Photo @hectorgomezcreativephoto,1.4K,0.4%,Norway,Photography,405
20,Judy Jenssen @judyjenssen,1.3K,0.21%,Norway,Fashion & Accessories,390
21,Stian Norum Herlofsen @stiannorum,1.2K,0.24%,Norway,Photography Outdoor Activity,372
