#,NAME,FOLLOWERS,ER,COUNTRY,TOPIC OF INFLUENCE,POTENTIAL REACH
1,OLE' CH(4.7M) @oleeo_ch,4.7M,1.4%,Norway,,1.4M
2,The Nylands @thenylands,3.2M,-,Norway,Funny,960K
3,Ingrid Elida @ingridelidaw,2.2M,-,Norway,Arts and Crafts,660K
4,Princess Thea @princess_thea14,2M,-,Norway,Fashion and Accessories,600K
5,(っ◔◡◔)っ ♥ Anna Lena Strigl ♥ @anna_strigl,2M,-,Norway,Animation and Cosplay,600K
6,Alexander Rybak @alexrybakofficial,1.9M,-,Norway,Entertainment and Music,570K
7,Are Evensen @aer.ey,1.5M,-,Norway,Life and Society,450K
8,Julius Chezame Treike @chezame_official,1.1M,-,Norway,,330K
9,Beppa @grandpabeppa_,960.6K,-,Norway,Entertainment and Music,288.2K
10,Chicco Mattos @chiccomattos,938.8K,-,Norway,,281.6K
11,Frost_Cos @frost_cos,918.4K,-,Norway,Animation and Cosplay,275.5K
12,Sabina Majaliwa @sabinamajaliwa,883.5K,-,Norway,,265.1K
13,❄️keanu❄️ @xx.devilzach.xx,727.1K,0.4%,Norway,,218.1K
14,Fredrik•skoglund @fredrikskoglundd,665.7K,0.3%,Norway,,199.7K
15,Pia Notøy @pia.notoy,654.8K,-,Norway,,196.4K
16,Memes every day @memes_dont_laugh,646.1K,4.2%,Norway,,193.8K
17,JuliasPhouse @juliasphouse,620.4K,-,Norway,Home and Garden Life and Society,186.1K
18,Ole Mørland Johnsen @highonflips,618K,-,Norway,Outdoor Activity Sports Entertainment and Music,185.4K
19,PainHubFamily @painhubfamily,614.6K,0.5%,Norway,,184.4K
20,Espen Hatleskog @pilotviking,609K,-,Norway,,182.7K
21,Nikko🔥🔥 @nikko115,591.6K,-,Norway,Food,177.5K
22,Edel Charlotte @edel_fosse,523.5K,-,Norway,,157.1K
23,Made by MARV @madebymarv_,518K,0.1%,Norway,,155.4K
24,Jacki @jacki_art_03,506.8K,-,Norway,,152K
25,Nettpatruljen Vest @politivest,506.4K,0.1%,Norway,Education Life and Society,151.9K
26,Nicholas Løken @nikkoloken,502K,-,Norway,,150.6K
27,wes_pres @wes_pres,499.6K,-,Norway,Outdoor Activity,149.9K
28,Joseph BwaeOriginal @josbruh_original,488.8K,-,Norway,,146.6K
29,Mili Vada @reallymili,464.8K,-,Norway,Beauty and Self Care Funny,139.4K
30,TikTok the Nordics @tiktoknordics,437.4K,0.1%,Norway,,131.2K
31,Mathias Utter Ronander @mathiasronander,426.6K,0.1%,Norway,,128K
32,William @williamgamborg,425.4K,-,Norway,,127.6K
33,mainecoonqueens @mainecoonqueens,423.3K,-,Norway,Animals Pets,127K
34,محمود_قنطوش @kantoshofficial,420.6K,-,Norway,Acting and Drama Celebrity,126.2K
35,Godofviking @godofviking,416.9K,-,Norway,,125.1K
36,Maria Juterud @mariajuterud,414.9K,20.5%,Norway,Fashion and Accessories,124.5K
37,Minikim @minitoks,414.5K,-,Norway,,124.4K
38,Malindahlewesterlund @malindahlewesterlund,403.1K,0.3%,Norway,,120.9K
39,Amalie Olsen Gjersøe @amalieolsengjerse,390.4K,-,Norway,,117.1K
40,Home of Handball @homeofhandball,387.1K,-,Norway,Sports,116.1K
41,Kygo @kygomusic,379.7K,-,Norway,,113.9K
42,Game-On! @gameon.no,377.7K,0.1%,Norway,,113.3K
43,PinkPeopleDontWantHair @pinkpeopledontwanthair,376.4K,0.2%,Norway,,112.9K
44,Zara Cecilie @zaracecilie,369.3K,-,Norway,Beauty and Self Care,110.8K
45,<33 @xxxidkxxx1234,367.9K,17.2%,Norway,,110.4K
46,Stop tagging me you fat pig @2012ferrari,366.2K,0.2%,Norway,,109.9K
47,sofie @swagsof,365.8K,0.1%,Norway,,109.7K
48,K.a.w.a🇳🇴 @kawahoro5,365.4K,-,Norway,,109.6K
49,Leon Gillies Mannes @leonstreetskills,359.2K,0.8%,Norway,,107.8K
50,lil Wayne @lilwayne__,358.6K,2.3%,Norway,,107.6K
51,Henrik Moen @henrikmoeen,354K,0.2%,Norway,,106.2K
52,Kristine Heart 🧿 @kristineheartsalvatierra,353K,-,Norway,,105.9K
53,🎸🎸😍 @pearrr_,352.9K,-,Norway,,105.9K
54,anika 🍀 @fawnings,345.3K,-,Norway,,103.6K
55,Emma Ellingsen @emmathevampireslayer,341K,0.1%,Norway,Arts and Crafts,102.3K
56,🇺🇦 IDIOT SANDWICH 🇺🇦 @jopux,337.6K,-,Norway,,101.3K
57,jenniesofie @jenniessofie,333.6K,-,Norway,Education Entertainment and Music,100.1K
58,toca._.boca._.vid.s @toca._.boca._.vid.s,331K,-,Norway,,99.3K
59,Lina @georgiannaa25,324K,-,Norway,,97.2K
60,ælya @plincesalya,307.1K,-,Norway,,92.1K
61,CBUM @chrisbumbeast,304K,0.1%,Norway,,91.2K
62,🥑avocado🥑 @we_are_the_clowns,298.9K,-,Norway,,89.7K
63,✨ Frieda & Henry ✨ @cats.friedaandhenry,295.3K,-,Norway,Pets,88.6K
64,Yasmin Hero @yasminheroo,294K,-,Norway,,88.2K
65,Acting Animagus @actinganimagus,293.4K,-,Norway,Animation and Cosplay,88K
66,Arne Haugland @avhaugland,293.1K,-,Norway,,87.9K
67,Nettpatruljen Sør-V @politisorvest,288.7K,-,Norway,,86.6K
68,Linnealotvedt @linnealotvedt,286.1K,-,Norway,Travel,85.8K
69,Thor Rosland @thorrosland,284.1K,-,Norway,,85.2K
70,norisen1 @norisen1,281.4K,-,Norway,,84.4K
71,The Norwegian Family @thenorwegian.family,279K,-,Norway,family,83.7K
72,Brø Rërn @user7325244156950,277.9K,-,Norway,Entertainment and Music,83.4K
73,FotballShop @fotballshop,275.8K,0.3%,Norway,,82.7K
74,411.MAGAZINE @411magazine,274.4K,-,Norway,Music,82.3K
75,Nora and Melinda @noraandmelinda,270.9K,4.6%,Norway,,81.3K
76,simattnicolai @mattnicolai.11,267K,-,Norway,,80.1K
77,David Mokel @davidmokel16,265.6K,0.2%,Norway,Entertainment and Music,79.7K
78,Ariel Andreassen @arielandreassen,264.3K,-,Norway,Fitness and Health,79.3K
79,Jarle Kalseth @kalsethjarle,260.5K,-,Norway,Entertainment and Music,78.2K
80,Louisa Warwin @icequeenlouisa,256.2K,-,Norway,,76.9K
81,Annelenebre @annelenebre,253.9K,-,Norway,Entertainment and Music,76.2K
82,الخاااااااال @alkhal939393,252K,-,Norway,,75.6K
83,HaraldSandvik @haraldsandvik98,251.8K,-,Norway,Travel,75.5K
84,Sondre Guttormsen @sondre_pv,251.6K,-,Norway,Sports,75.5K
