#,NAME,FOLLOWERS,ER,COUNTRY,TOPIC OF INFLUENCE,POTENTIAL REACH
1,Erling Braut Haaland @erling.haaland,20.1M,6.42%,Norway,Sports Entertainment and Music,6M
2,Alan Walker @alanwalkermusic,9.7M,1.22%,Norway,Entertainment and Music Music Singer Songwriting,2.9M
3,Martin Ødegaard @odegaard.98,5.8M,6.62%,Norway,Sports Soccer,1.7M
4,Quick Style @thequickstyle,5.4M,2.81%,Norway,Entertainment and Music Outdoor Activity Dance Choreographer,1.6M
5,Zenap Mohamed @zenap_mohamed,4.8M,1.62%,Norway,family Lifestyle,1.5M
6,alisha ilhaan bø @alishaboe,3.7M,2.26%,Norway,Actors Music Singer,1.1M
7,Kristofer Hivju @khivju,3.4M,0.43%,Norway,Celebrity Acting and Drama Actors Film,1M
8,girl in red @girlinred,2.9M,13.66%,Norway,Entertainment and Music Music Songwriting Singer,859.1K
9,Vicky Vette @vickyvette,2.1M,0.3%,Norway,Entertainment and Music Music Singer Modeling,623.3K
10,محمود العيساوي || Mahmoud Isawi @mamoisawi,1.9M,3.76%,Norway,Fashion Modeling,571K
11,⠀⠀⠀⠀⠀⠀⠀⠀Isa Brunelli @isabrunellii,1.7M,3.71%,Norway,Beauty and Self Care,521.5K
12,Magnus Carlsen @magnus_carlsen,1.4M,9.97%,Norway,Education Games Athlete Creators & Celebrities,432.8K
13,Fariba Rahimi @faribarahimiofficial,1.4M,0.13%,Norway,Fashion and Accessories,415K
14,Sigurd Vedal @sigurd.vedal,1.4M,0.21%,Norway,Upskilling Finance,412K
15,Marcus & Martinus ♪ @marcusandmartinus,1.3M,1.48%,Norway,Entertainment and Music Music Singer,400.8K
16,Leon Gillies Mannes @leonstreetskills,1.3M,5.56%,Norway,Sports,400.4K
17,𝐓𝐨𝐦𝐚𝐬𝐳 𝐎𝐬𝐰𝐢𝐞𝐜𝐢𝐧𝐬𝐤𝐢 @tomasz_oswiecinski_official,1.3M,1.24%,Norway,Pets Outdoor Activity Fashion and Accessories Actors,398.9K
18,Espen Hatleskog @pilotviking,1.3M,1.36%,Norway,Outdoor Activity Travel Adventure Nature & Outdoors,386.4K
19,❤️FASHIONFORALL❤️ @fashionforall,1.1M,0.1%,Norway,Fashion and Accessories Photography Lifestyle Styling,331.5K
20,Even Tryggstrand @eventyr,989.7K,0.75%,Norway,Outdoor Activity Travel Adventure Personal Blog,296.9K
21,🎻 ALEXANDER RYBAK 🎻 @rybakofficial,930.2K,1.61%,Norway,Entertainment and Music,279K
22,Lucas Casanova | Budismo Laico & Trauma @lucas.casanova.yoga,880K,1.5%,Norway,Books Upskilling Fitness and Health,264K
23,Thomas Hayes @thohay,843.7K,3.52%,Norway,Fashion and Accessories,253.1K
24,Ada Stolsmo Hegerberg @ahegerberg,839.8K,0.87%,Norway,Sports Soccer,251.9K
25,Sondre Eriksen Hensema @itseriksen,820.1K,7.92%,Norway,Travel Food Landscaping,246K
26,Vegar Landsverk @funnywhenitswrong,811.4K,0.46%,Norway,,243.4K
27,Steffen Fossbakk @seffis,774.5K,2.62%,Norway,Nature Photography Outdoor Activity Tennis,232.4K
28,Helene Myhre @helenemoo,762.2K,4.96%,Norway,Travel Nature Outdoor Activity,228.7K
29,Mikkel Pedersen @missenell,749.9K,2.83%,Norway,Animals Pets Parenting Blues,225K
30,Jørgine Massa Vasstrand @funkygine,668.8K,3.42%,Norway,Fitness and Health Music Modeling,200.6K
31,Herman Flesvig @hermanflesvig,653.3K,4.86%,Norway,Entertainment and Music Celebrity Marketing and Advertising Design,196K
32,Sara Benedikte Nilsen 👸🏼 @saranilsen,622.9K,1.14%,Norway,Fitness and Health Travel Business and Finance Modeling,186.9K
33,Cecilia Blomdahl ✘ Svalbard @sejsejlija,607.9K,3.92%,Norway,Travel,182.4K
34,Sophie Elise @sophieelise,601.8K,0.47%,Norway,Fashion and Accessories,180.5K
35,Kjetil Krogstad🕺 @kjetil.krogstad,586K,2.11%,Norway,,175.8K
36,Norway 🇳🇴 @norway,581.1K,3.28%,Norway,Travel Outdoor Activity News Adventure,174.3K
37,Mitt Norge @mittnorge,565.5K,2.34%,Norway,Travel Nature Adventure,169.7K
38,Angelina Jordan @angelinajordana,556.2K,3.34%,Norway,Entertainment and Music Events Singer Music,166.9K
39,Jakob Ingebrigtsen @jakobing,551.5K,13.26%,Norway,Sports Design Interior Design,165.5K
40,🦙ina @meh_boulaa,541.6K,7.63%,Norway,Fashion and Accessories Basketball Lifestyle,162.5K
41,Joik i Norge @joikinorge,539.6K,-,Norway,Funny,161.9K
42,Johanna Emma Olsson @johannaeolsson,531.6K,1.83%,Norway,Fashion and Accessories Soccer Lifestyle Modeling,159.5K
43,Bruno Maltor @brunomaltor,520.3K,3.12%,Norway,Travel,156.1K
44,Aksel Lund Svindal @asvindal,517.7K,3.6%,Norway,Travel Bikes Mountain,155.3K
45,Petter Northug Jr @jantelov1,505.4K,0.79%,Norway,Sports,151.6K
46,مريمه @a.shilea,498.9K,3.56%,Norway,Art,149.7K
47,Vegard Harm @vegardharm,492.6K,3.4%,Norway,,147.8K
48,Fisherbenny @benjamin_bakke,484.3K,26.12%,Norway,Nature Animals Television,145.3K
49,Iman Meskini @imanmeskini,484.1K,0.62%,Norway,Acting and Drama Education Celebrity Modeling,145.2K
50,Jenny Skavlan @jennyskavlan,480K,1.63%,Norway,Arts and Crafts News Design Interior Design,144K
51,Truls Svendsen @trulssv,461.7K,0.6%,Norway,Celebrity,138.5K
52,MARIA TAFTESUND @mariataftesund,460.9K,3.3%,Norway,Fitness and Health,138.3K
53,David Vidal @vidal31,448.1K,0.64%,Norway,Food Marketing and Advertising Restaurants Chef,134.4K
54,Johannes Høsflot Klæbo @johanneshk,436.3K,2.86%,Norway,Outdoor Activity Sports Ski Mountain,130.9K
55,ENERGY GODDESS⚡ @mccharleneofficial,434K,1.69%,Norway,Art,130.2K
56,Abdalrhman Mohammed|🇳🇴 النرويج بعيوني @alhaqab201,413K,0.39%,Norway,Travel Outdoor Activity Photography,123.9K
57,Content Machine @the_content_machine,395.2K,9.41%,Norway,,118.6K
58,PLANET EARTH SHOTS @planet_earth_shots,386.6K,0.71%,Norway,Nature Photography Home and Garden Landscaping,116K
59,Ken André Ottesen @badesken,384.7K,1.04%,Norway,Entertainment and Music Funny Life and Society,115.4K
60,saraaemiliee @saraaemiliee,384.7K,3.4%,Norway,family Design DIY & Crafts,115.4K
61,EXPLOSIVE ATHLETES @exsplosive_athlete,381.8K,0.63%,Norway,Sports Fitness and Health,114.6K
62,Honey 🍯 @honeytheiggy,376K,9.9%,Norway,,112.8K
63,Stian Bjørnes @stiking1,371.6K,1.17%,Norway,Outdoor Activity Coaching Training Health & Fitness,111.5K
64,Helene Noor • hellylife @helene.noor,356.6K,0.48%,Norway,Modeling Fashion Art Celebrities,107K
65,Tobias Becs @tobiasfreestyle,355K,0.74%,Norway,Sports Personal Finance Soccer,106.5K
66,BRAGE VESTAVIK 🇳🇴 B-RAGE ⚔️ @bragevestavik,348.8K,7.69%,Norway,Outdoor Activity Sports Home and Garden Riders,104.6K
67,Samuel Taipale @eljackson,343.9K,0.49%,Norway,Arts and Crafts Photography Adventure Nature & Outdoors,103.2K
68,Det Norske Kongehuset @detnorskekongehus,343.3K,5.65%,Norway,Entertainment and Music family Design Interior Design,103K
69,Karsten Warholm @kwarholm,343.1K,5.11%,Norway,Sports Personal Finance Design,102.9K
70,𝒾𝓈𝒶𝒷𝑒𝓁 𝓇𝒶𝒶𝒹 @isabelsraad,341.3K,0.78%,Norway,"Arts and Crafts Romance and Wedding Celebrities Film, Music & Books",102.4K
