rank,name,followers,er,country,topic_of_influence,potential_reach,_platform,_country,_is_global,_year,category_unified,category_status
1,Маргарита Дьяченкова @margo_flury,18.7M,1.6%,Russia,Acting and Drama Celebrity,5.6M,tiktok,russia,False,2024,Entertainment,MAPPED
2,Katy Vine @katy.vine,12.5M,-,Russia,Entertainment and Music,3.8M,tiktok,russia,False,2024,Music,MAPPED
3,Даня Бум @danilis_boom,12.2M,-,Russia,Entertainment and Music Animation and Cosplay,3.7M,tiktok,russia,False,2024,Tech&Gaming,MAPPED
4,КЛАВА КОКА 💃🏼 @klavacoca,10.3M,-,Russia,Entertainment and Music,3.1M,tiktok,russia,False,2024,Music,MAPPED
5,Настя Монахова @monakhovan_,8.9M,0.1%,Russia,family,2.7M,tiktok,russia,False,2024,Lifestyle,MAPPED
6,Близнецы Верзаковы @twins.verz.parodies,8.5M,-,Russia,Animation and Cosplay Entertainment and Music,2.6M,tiktok,russia,False,2024,Tech&Gaming,MAPPED
7,Ольга Бузова @buzova86,8.1M,-,Russia,Entertainment and Music Fashion and Accessories,2.4M,tiktok,russia,False,2024,Beauty&Fashion,MAPPED
8,Steff @steff_happy,7.7M,-,Russia,,2.3M,tiktok,russia,False,2024,NA,NA
9,Даша Боровик @borovikdashaa,7.1M,-,Russia,Entertainment and Music Product Showcase,2.1M,tiktok,russia,False,2024,Beauty&Fashion,MAPPED
10,hahadetka @hahadetka,6.9M,-,Russia,Entertainment and Music Funny,2.1M,tiktok,russia,False,2024,Music,MAPPED
11,Макс и Катя Филаретовы @filaretiki,6.8M,-,Russia,Entertainment and Music Arts and Crafts,2M,tiktok,russia,False,2024,Music,MAPPED
12,ПАША ОСАДЧИЙ @ossadchiy,6.5M,-,Russia,Entertainment and Music,2M,tiktok,russia,False,2024,Music,MAPPED
13,SUPER HOUSE🦸 @superhouse_ru,6.4M,-,Russia,Home and Garden,1.9M,tiktok,russia,False,2024,Lifestyle,MAPPED
14,Dasha Chepizhko @dashachepizhko,5.9M,-,Russia,,1.8M,tiktok,russia,False,2024,NA,NA
15,Елена Завидова @zavidova9,5.9M,-,Russia,Food Product Showcase,1.8M,tiktok,russia,False,2024,Beauty&Fashion,MAPPED
16,Эльдар Джарахов @dzharakhov,5.8M,-,Russia,,1.7M,tiktok,russia,False,2024,NA,NA
17,Anastasyia Prichinina @anastasyiaqueen,5.7M,-,Russia,Animation and Cosplay,1.7M,tiktok,russia,False,2024,Tech&Gaming,MAPPED
18,Sokolov Artyom @sokolov_artyom,5.4M,-,Russia,Arts and Crafts,1.6M,tiktok,russia,False,2024,Lifestyle,MAPPED
19,Hanna11 @hanna11_anna,4.7M,-,Russia,,1.4M,tiktok,russia,False,2024,NA,NA
20,Hello It’s me SerJay @ser_jay,4.7M,0.4%,Russia,Entertainment and Music,1.4M,tiktok,russia,False,2024,Music,MAPPED
21,SLEEPY @sleepy.princess.8,4.6M,-,Russia,Entertainment and Music,1.4M,tiktok,russia,False,2024,Music,MAPPED
22,Никита Морозов Перфе @morozovq,4.6M,-,Russia,,1.4M,tiktok,russia,False,2024,NA,NA
23,Туман Настя @nastyatyman,4.5M,-,Russia,,1.4M,tiktok,russia,False,2024,NA,NA
