#,NAME,FOLLOWERS,ER,COUNTRY,TOPIC OF INFLUENCE,POTENTIAL REACH
1,Sergio Ramos @sergioramos,62.8M,1.14%,Spain,Sports Soccer,18.8M
2,Georgina Rodríguez @georginagio,58.1M,0.03%,Spain,Books Lifestyle Modeling,17.4M
3,Gareth Bale @garethbale11,52.6M,1.42%,Spain,Soccer,15.8M
4,Andres Iniesta @andresiniesta8,43.5M,0.35%,Spain,Sports Soccer,13M
5,Isco Alarcon Suarez @iscoalarcon,29.8M,0.95%,Spain,Soccer,8.9M
6,Gerard Piqué @3gerardpique,22.5M,5.38%,Spain,Entertainment and Music Soccer,6.7M
7,Álvaro Morata @alvaromorata,22.1M,0.74%,Spain,Sports family Journalists Soccer,6.6M
8,Úrsula Corberó 🧸 @ursulolita,21.4M,3.15%,Spain,Entertainment and Music Celebrity Modeling Actors,6.4M
9,Iker Casillas @ikercasillas,20.6M,0.05%,Spain,Sports Soccer,6.2M
10,Lucas Vázquez @lucasvazquez91,20.2M,1.19%,Spain,Sports Soccer,6.1M
11,Rafa Nadal @rafaelnadal,20.1M,0.52%,Spain,Sports Tennis,6M
12,Enrique Iglesias @enriqueiglesias,18.5M,0.8%,Spain,Entertainment and Music,5.6M
13,Marc ter Stegen @mterstegen1,15.9M,3.09%,Spain,Sports Soccer,4.8M
14,Marco Asensio @marcoasensio10,15.8M,3.1%,Spain,Soccer,4.7M
15,David De Gea @d_degeaofficial,15.7M,4.19%,Spain,Sports Soccer,4.7M
16,Cesc Fàbregas @cescf4bregas,15.1M,0.23%,Spain,Sports Soccer,4.5M
17,Thibaut Courtois @thibautcourtois,14.4M,1.92%,Spain,Sports Soccer,4.3M
18,Pedri González @pedri,13.2M,0.09%,Spain,Sports,4M
19,Jordi Alba @jordialbaoficial,12.9M,1.4%,Spain,Soccer Sports,3.9M
20,Nacho Fernandez Iglesias @nachofdez90,12.7M,1.33%,Spain,Soccer Sports,3.8M
21,Pilar Rubio @pilarrubio,11M,0.49%,Spain,Fashion and Accessories family Entertainment and Music Actors,3.3M
22,Álvaro Morte @alvaromorte,11M,0.89%,Spain,Entertainment and Music Actors,3.3M
23,Manu Rios @manurios,10.9M,6.36%,Spain,Entertainment and Music Music Singer Dance,3.3M
24,Carles Puyol @carles5puyol,10.8M,2.6%,Spain,Sports Soccer,3.2M
25,Alba Flores @albafloresoficial,10.6M,1.14%,Spain,Entertainment and Music Actors,3.2M
26,Xabi Alonso @xabialonso,10.4M,0.84%,Spain,Soccer Sports,3.1M
27,Ibai @ibaillanos,10.3M,13.5%,Spain,Education Soccer Actors,3.1M
28,Ansu Fati @ansufati,10.2M,3.95%,Spain,Sports,3.1M
29,FC Barcelona B @fcbarcelonab,9.6M,0.88%,Spain,Sports Food and Drink,2.9M
30,Daniel Carvajal @dani.carvajal.2,9.2M,2.48%,Spain,Soccer Actors,2.8M
31,David Villa @davidvilla,8.8M,0.2%,Spain,Sports Soccer,2.6M
32,Sergi Roberto @sergiroberto,8.1M,2.63%,Spain,Sports Soccer,2.4M
33,FC Barcelona La Masia @fcbmasia,8.1M,0.22%,Spain,Sports Personal Finance Soccer,2.4M
34,𝕯𝖆𝖓𝖎𝖊𝖑𝖆 𝕭𝖚𝖊𝖓𝖗𝖔𝖘𝖙𝖗𝖔 𝖇𝖇 🤍 @queenbuenrostro,8M,1.95%,Spain,Fashion and Accessories Food & Drink DIY & Crafts Design,2.4M
35,Diego Costa @diego.costa,7.7M,0.64%,Spain,Soccer,2.3M
36,TheGrefg =) @grefg_official,7.7M,2.16%,Spain,Video Gaming,2.3M
37,Juan Mata @juanmatagarcia,7.3M,2.97%,Spain,Sports,2.2M
38,Cindy Kimberly @wolfiecindy,7.2M,3.19%,Spain,Beauty and Self Care Fashion and Accessories Modeling Lifestyle,2.2M
39,Neiva Mara @neivamara,7.2M,1.81%,Spain,Fitness and Health Lifestyle Modeling,2.2M
40,Alejandro Sanz @alejandrosanz,7.2M,1.72%,Spain,Sports Actors Journalists,2.2M
41,Jordi Koalitic 🐨📸 @jordi.koalitic,7.2M,34.34%,Spain,Arts and Crafts Photography Outdoor Activity Architecture,2.1M
42,Mario Casas @mario_houses,7.1M,1.6%,Spain,Art Actors Lifestyle Training,2.1M
43,Star Yuuki @staryuukiii,7.1M,3.53%,Spain,Entertainment and Music Funny,2.1M
44,Marc Márquez @marcmarquez93,7.1M,3.11%,Spain,Sports Motorcycle Racing,2.1M
45,Marc Bartra @marcbartra,6.8M,1.1%,Spain,Sports Soccer,2M
46,Penélope Cruz @penelopecruzoficial,6.5M,1.01%,Spain,Journalists,2M
47,Miguel Bernardeau @miguel_bernardeau,6.4M,2.91%,Spain,Actors,1.9M
48,Naim Alejandro Darrechi 🥷💙 @naimdarrechi,6.4M,1.36%,Spain,Entertainment and Music Actors,1.9M
49,♈️ Samuel De Luque ♈️ @vegetta777,6.3M,15.57%,Spain,Entertainment and Music Lifestyle Actors,1.9M
50,Sergio Busquets @5sergiob,6.3M,9.55%,Spain,Sports,1.9M
51,Pedro Rodriguez Ledesma @_pedro17_,6M,1.8%,Spain,Sports Soccer,1.8M
52,Pablo Alborán @pabloalboran,5.8M,1.8%,Spain,Music,1.7M
53,Sergi Constance @sergiconstance,5.8M,1.04%,Spain,Fitness and Health Training Coaching Health & Fitness,1.7M
