rank,name,followers,er,audience_country,topic_of_influence,potential_reach,_platform,_country,_is_global,_year,category_unified,category_status
1,Cristiano Ronaldo @cristiano,625100000.0,0.01,Portugal,Finance Soccer,187500000.0,instagram,all-countries,True,2024,Sports,MAPPED
2,Leo Messi @leomessi,501100000.0,0.01,Argentina,Sports Soccer Activity General General Interest,150300000.0,instagram,all-countries,True,2024,Sports,MAPPED
3,Selena Gomez @selenagomez,429700000.0,1.09,United States,Beauty and Self Care Entertainment and Music Music Actors,128900000.0,instagram,all-countries,True,2024,Beauty&Fashion,MAPPED
4,Kylie @kyliejenner,400500000.0,,United States,Beauty and Self Care Product Showcase Modeling Public Figure,120100000.0,instagram,all-countries,True,2024,Beauty&Fashion,MAPPED
5,Dwayne Johnson @therock,397800000.0,0.13,United States,Entertainment and Music Actors Public Figure,119300000.0,instagram,all-countries,True,2024,Music,MAPPED
6,Ariana Grande @arianagrande,380300000.0,0.58,United States,Entertainment and Music Music Singer Actors,114100000.0,instagram,all-countries,True,2024,Music,MAPPED
7,Kim Kardashian @kimkardashian,364300000.0,0.32,United States,Fashion and Accessories Beauty and Self Care Actors Public Figure,109300000.0,instagram,all-countries,True,2024,Beauty&Fashion,MAPPED
8,Beyoncé @beyonce,319900000.0,0.48,United States,Music Singer,96000000.0,instagram,all-countries,True,2024,Music,MAPPED
9,Khloé Kardashian @khloekardashian,310600000.0,0.19,United States,Fashion and Accessories Modeling Public Figure,93200000.0,instagram,all-countries,True,2024,Beauty&Fashion,MAPPED
10,Kendall @kendalljenner,294700000.0,1.12,,Food Fashion and Accessories Modeling Fashion Model,88400000.0,instagram,all-countries,True,2024,Beauty&Fashion,MAPPED
11,Justin Bieber @justinbieber,293000000.0,0.37,Canada,Entertainment and Music Music Singer Musician,87900000.0,instagram,all-countries,True,2024,Music,MAPPED
12,Taylor Swift @taylorswift,283400000.0,,United States,Entertainment and Music Music Singer Songwriting,85000000.0,instagram,all-countries,True,2024,Music,MAPPED
13,Virat Kohli @virat.kohli,267100000.00000003,0.02,India,Sports Cricket Athlete,80100000.0,instagram,all-countries,True,2024,Sports,MAPPED
14,Jennifer Lopez @jlo,253600000.0,0.01,United States,Art Food and Drink Entertainment and Music Celebrity,76100000.0,instagram,all-countries,True,2024,Music,MAPPED
15,Barbie @nickiminaj,229400000.0,0.18,,Fashion and Accessories Singer Artist,68800000.0,instagram,all-countries,True,2024,Beauty&Fashion,MAPPED
16,Kourtney Kardashian Barker @kourtneykardash,224300000.0,0.5,United States,Entertainment and Music Business and Finance Modeling Actors,67300000.0,instagram,all-countries,True,2024,Beauty&Fashion,MAPPED
17,Neymar Jr @neymarjr,220100000.0,,Brazil,Sports Soccer Athlete,66000000.0,instagram,all-countries,True,2024,Sports,MAPPED
18,Miley Cyrus @mileycyrus,217200000.0,0.01,United States,Music,65099999.99999999,instagram,all-countries,True,2024,Music,MAPPED
19,KATY PERRY @katyperry,207100000.0,0.01,United States,Entertainment and Music Music Singer Bands Musicians,62100000.0,instagram,all-countries,True,2024,Music,MAPPED
20,Zendaya @zendaya,184800000.0,2.92,United States,Entertainment and Music Acting and Drama Celebrity Actors,55500000.0,instagram,all-countries,True,2024,Music,MAPPED
21,Kevin Hart @kevinhart4real,180200000.0,0.06,United States,Entertainment and Music Comedian Creators & Celebrities,54100000.0,instagram,all-countries,True,2024,Music,MAPPED
22,Cardi B @iamcardib,169000000.0,1.05,United States,Entertainment and Music Singer Hair & Beauty Celebrities,50700000.0,instagram,all-countries,True,2024,Beauty&Fashion,MAPPED
23,👑 @kingjames,157700000.0,0.96,,Sports Basketball,47300000.0,instagram,all-countries,True,2024,Sports,MAPPED
24,Demi Lovato @ddlovato,157300000.0,0.01,United States,Entertainment and Music Singer Songwriting Music,47200000.0,instagram,all-countries,True,2024,Music,MAPPED
25,badgalriri @badgalriri,152600000.0,0.01,,Music Singer,45800000.0,instagram,all-countries,True,2024,Music,MAPPED
26,Real Madrid C.F. @realmadrid,148100000.0,0.2,,Entertainment and Music Sports Soccer,44400000.0,instagram,all-countries,True,2024,Sports,MAPPED
27,BROWN @chrisbrownofficial,144200000.0,0.23,,Art Singer Artist,43300000.0,instagram,all-countries,True,2024,Music,MAPPED
28,champagnepapi @champagnepapi,143900000.0,0.92,,Entertainment and Music Singer Rap,43200000.0,instagram,all-countries,True,2024,Music,MAPPED
29,Ellen DeGeneres @ellendegeneres,139600000.0,0.02,United States,Celebrity TV Shows Comedy Actors,41900000.0,instagram,all-countries,True,2024,Entertainment,MAPPED
30,Kylian Mbappé @k.mbappe,111700000.0,2.54,France,Sports Business and Finance Home and Garden Soccer,33500000.0,instagram,all-countries,True,2024,Sports,MAPPED
