#,NAME,FOLLOWERS,ER,COUNTRY,TOPIC OF INFLUENCE,POTENTIAL REACH
1,Amr Diab @amrdiab,649.8K,0.73%,Egypt,Entertainment & Music,194.9K
2,Al Ahly SC @alahlyegypt,579.8K,1.03%,Egypt,Sports Entertainment & Music,174K
3,Kinda Alloush كندة علوش. @kindaalloush,391.1K,-,Egypt,Acting & Drama,117.3K
4,هند صبري @hendsabri,252.1K,0.54%,Egypt,Acting & Drama,75.6K
5,هيفاء حسوني Haifa Hassony @haifa_hassony,250.3K,1.83%,Egypt,Entertainment & Music,75.1K
6,CBC Egypt @cbcegypt,240.3K,0.15%,Egypt,Entertainment & Music News,72.1K
7,Ramy Sabry @ramysabry8,171.2K,0.29%,Egypt,Entertainment & Music,51.4K
8,Salama Mohamed | سلامه محمد @salamamohamed,162.3K,-,Egypt,Beauty & Self Care Fashion & Accessories,48.7K
9,Ramy Gamal @ramygamalmusic,159.5K,0.33%,Egypt,Entertainment & Music,47.8K
10,Hossam Atef Farouk @antikkahossam,158K,0.3%,Egypt,Photography,47.4K
11,محمد الشرنوبي @sharnouby,151.3K,0.04%,Egypt,Acting & Drama Entertainment & Music,45.4K
12,Salma abdelazeem @salma_abdelazeem66,148K,0.47%,Egypt,Fashion & Accessories Influencer,44.4K
13,عُلا عبدالحميد| ᴏʟᴀ ᴀʙᴅᴇʟʜᴀᴍɪᴅ @olaabdelhamid_,129.5K,0.71%,Egypt,Entertainment & Music,38.8K
14,Randa Elbehairy @randaelbehairyofficial,125.8K,0.16%,Egypt,Entertainment & Music Romance & Wedding,37.7K
15,Ahmed Elsheikh @ahmedelsheikh_22_,125.3K,0.6%,Egypt,Sports,37.6K
16,Mohamed Mekawy محمد مكاوي @mohamedmekawy,121.9K,0.23%,Egypt,Entertainment & Music,36.6K
17,Hassan El Shafei @hassanelshafei,113.8K,-,Egypt,Entertainment & Music Arts & Crafts,34.1K
18,Shimaa Saber @shimaasaber,113.3K,0.36%,Egypt,Entertainment & Music Education,34K
19,Mariam El Khosht @mariam.el.khosht,111.1K,0.14%,Egypt,Entertainment & Music Animals,33.3K
20,Hisham Gamal @hishamgamalbb,110.2K,-,Egypt,Entertainment & Music Acting & Drama,33.1K
21,Abdulhalim Barakat @haleem_official,107.3K,0.36%,Egypt,Acting & Drama Upskilling,32.2K
22,Almasry Alyoum @almasryalyoum,106.2K,0.09%,Egypt,News,31.9K
23,Amal Reda | أمال رضا @amal_aboalmgd,103.3K,0.74%,Egypt,,31K
24,Remood Places @remood.places,102.1K,-,Egypt,Travel,30.6K
25,Dalia Mostafa @daliamostafaac,101.2K,0.46%,Egypt,Acting & Drama,30.4K
26,Menna Elzohairy|منة الزُهيري @menna_elzohairy3030,98.8K,0.47%,Egypt,Beauty & Self Care,29.6K
27,Alaa Ghozy @alaa_ghozy,98.7K,0.38%,Egypt,Photography,29.6K
28,Dr.Mahmoud senara د.محمود سنارة @dr.mahmoud.91,98.3K,0.39%,Egypt,,29.5K
29,Wael Gomaa @waelgomaa6,93.5K,-,Egypt,Sports,28K
30,Diab . دياب @diabel3aw,92.5K,0.29%,Egypt,Entertainment & Music Acting & Drama,27.8K
31,Alia awwe | Egyptian Blogger @aliaawwe,92.2K,0.17%,Egypt,Entertainment & Music,27.7K
32,Renad Emad | ريناد عماد @renademadd,91.7K,0.79%,Egypt,Fashion & Accessories,27.5K
33,Aziz Maraka عزيز مرقة @azizmaraka,90.6K,1.1%,Egypt,Entertainment & Music,27.2K
34,Farah Shabaan @farahshabaann,87.9K,0.39%,Egypt,Entertainment & Music,26.4K
35,Mohamed Abd Elrahman @mo_abdelrahman,82.6K,0.43%,Egypt,Acting & Drama,24.8K
36,شبكة رصد @rassdnewsn,82.5K,0.07%,Egypt,Education News,24.7K
37,CairoScene @cairoscene,79.1K,0.02%,Egypt,Education Entertainment & Music Travel,23.7K
38,Darine Haddad @dareen_haddad,78.1K,0.45%,Egypt,Acting & Drama,23.4K
39,Raniaa Yehia @raniaayehia,71.8K,0.35%,Egypt,Beauty & Self Care Fashion & Accessories,21.5K
