rank,name,followers,er,country,topic_of_influence,potential_reach,unified_category,handle
1,Ziba Gulley 🥀,14500000,0.3,Afghanistan,Business and Finance,4400000,Info/Business,@xzayx89
2,Bryan Kazaka,9000000,,Afghanistan,Entertainment and Music Finance Upskilling,2700000,Music,@bryankazaka
3,JasleenKaur Official,4100000,,Afghanistan,Beauty and Self Care Acting and Drama Celebrity,1200000,Beauty/Fashion,@jasleenxbeauty
4,Pary Gull Moti,1400000,,Afghanistan,Business and Finance,420000,Info/Business,@parygullofficial
5,Valentino,1300000,,Afghanistan,,390000,,@baravalentino_
6,QueenofTikTok👸,1100000,,Afghanistan,Fitness,330000,Lifestyle,@mashazlatifiofficial7
7,Mehral Shams,1100000,,Afghanistan,,330000,,@mehral
8,haniyemazariofficial,946500,,Afghanistan,,284000,,@haniye_mazari_officiall
9,SlayerGirl💕,928100,,Afghanistan,Beauty,278400,Beauty/Fashion,@x_s.l.a.y.e.r.g.i.r.l_x
10,777zvrahfn,860900,,Afghanistan,Entertainment and Music,258300,Music,@777zvrahfn
11,MC RAJI,852900,0.1,Afghanistan,Entertainment and Music Funny Celebrity,255900,Music,@mcrajiofficial
12,Soma Zafari,813800,,Afghanistan,Travel,244100,Lifestyle,@somazafari
13,Andro,806400,,Afghanistan,,241900,,@andro_121
14,Ayesha khan 🇦🇫🇵🇰,806300,,Afghanistan,,241900,,@nageen_afghan
15,A,749100,6.6,Afghanistan,,224700,,@arsalannoori07
16,『Savage』GIRL❣️,706500,,Afghanistan,Video Gaming,212000,Tech/Gaming,@savage.bye
17,Z E R O,706200,,Afghanistan,Video Gaming,211900,Tech/Gaming,@zero.503
18,😝Ziarat khan funny😝🙈,702600,,Afghanistan,,210800,,@ziaratkhan5050
19,Zainab-official,674700,,Afghanistan,,202400,,@zainabjan2001
20,🇦🇫🇹🇷,658800,,Afghanistan,,197600,,@shabir_7m
21,Ｒ¹丨ＢＯＯＭ,622200,0.2,Afghanistan,,186700,,@r1.boom
22,𝐇𝐚𝐬𝐞𝐞𝐛 𝐊𝐡𝐚𝐧,584200,,Afghanistan,,175300,,@thekhan_
23,Jeffy Nachapim,575300,,Afghanistan,,172600,,@jeffynachapim
24,Afsana Zeddi,558200,,Afghanistan,,167500,,@afsanazeddi
25,Icxmaria,534300,,Afghanistan,,160300,,@icxmaria
26,Free Fire 🔥,522100,,Afghanistan,,156600,,@moe_ff
27,¹Ｏp・MARYAM 👸🏻🇦🇫,521900,,Afghanistan,,156600,,@official_maryam
28,Siyad Abdali,516300,,Afghanistan,Nature,154900,Lifestyle,@siyad998
29,Habari_Njema,513400,0.2,Afghanistan,Entertainment and Music Education,154000,Music,@habari_njema
30,menokakar,505000,,Afghanistan,,151500,,@menokakar
31,Sami Sadat,490200,,Afghanistan,,147100,,@sami_sadat
32,Aimal Habibi,486600,,Afghanistan,,146000,,@aimalhabibi01
33,🔥Jan Nawid🔥,484700,,Afghanistan,Games,145400,Tech/Gaming,@nawidsamadi_07
34,96 | B L A C K,481700,,Afghanistan,Video Gaming,144500,Tech/Gaming,@96black1
35,theshaniproject,477900,,Afghanistan,Education,143400,Info/Business,@theshaniproject
36,khushal_jan,476900,,Afghanistan,,143100,,@khushal_jan28
37,Yassna,474300,,Afghanistan,,142300,,@anarkali_08
38,Abid Mahmood Khogyanai,460100,,Afghanistan,Food Nature,138000,Lifestyle,@abidmahmoodkhogya
39,🅗🅐🅚🅘🅜🅘,449300,,Afghanistan,,134800,,@_shamshakimi
40,❦︎🅒︎🅡︎🅘︎🅖︎🅔︎ 🅜︎🅐︎🅝︎❦︎,444700,,Afghanistan,,133400,,@gamergalaxyskin009_yt
41,♥️🤤,440000,0.1,Afghanistan,,132000,,@sonasadat
42,Rahmanullah 21,437100,,Afghanistan,,131100,,@rahmanullahgurbaz31
43,🇦🇫👑Salman Helmandai 👑🇦🇫,435700,,Afghanistan,,130700,,@ismailshahjeweller
44,❤️Javed Afghan❤️,433400,,Afghanistan,,130000,,@javedafghanshinwari
45,IM AFGHANISTAN FAMILY PIOLT,417800,,Afghanistan,family,125300,Lifestyle,@niloofar_rahmani
46,Rukhsar Achakzai,416700,,Afghanistan,Funny,125000,Entertainment,@rukhsar_x0o
47,Massud Shirzad,416200,,Afghanistan,,124900,,@massud.shirzad
48,🧿مرواری هوتک🧿افغانی مور🇦🇫,405400,,Afghanistan,,121600,,@marwari_hotak
49,Latifa Azizi,403400,,Afghanistan,,121000,,@latifaazizi404
50,official_hafsaidris4,391400,,Afghanistan,Entertainment and Music,117400,Music,@hafsaidris4
51,🥀فیضو_مندوخیل🥀,390900,,Afghanistan,,117300,,@malang_weror
52,✨⚡️Shinwari ⚡️✨,388900,,Afghanistan,,116700,,@pekhawari_laila
53,hazratullah Zazai 3,379100,,Afghanistan,Sports,113700,Sports,@hazratullah_zazai33333
54,👑 Įᒪ¥𝐀ş💙ｋ𝐡,376900,,Afghanistan,,113100,,@ilyas_khan41
55,majidkha991,371800,,Afghanistan,,111500,,@majidkpk991
56,Mr. 🇦🇫🐅,368900,,Afghanistan,,110700,,@rahilreehanofficial
57,Sultana2,367900,0.3,Afghanistan,,110400,,@sultanalove2
58,user8902640896943,355200,0.1,Afghanistan,,106600,,@altaf.mokhlis123
59,Pathan,354000,,Afghanistan,,106200,,@suliman_kaka
60,Ada qaderi 007,345600,,Afghanistan,,103700,,@ada.qaderi007
61,Ziba hamidi,340200,,Afghanistan,,102100,,@ziba.hamidiofficial
62,🖤ツلـونـګـيـن🇦🇫🥀,338300,,Afghanistan,,101500,,@mr_lawangen
63,Sana faisal 🇦🇫,337600,,Afghanistan,,101300,,@sana_faisal_official1
64,Neyaz Mohseni 🥇,330800,,Afghanistan,Celebrity Medical Health Music,99200,Music,@neyazmohseni
65,S I K A N D A R©️ سکندر نجیب,330100,,Afghanistan,Entertainment and Music Upskilling,99000,Music,@sikandar.najib7
66,chief 💫,325100,0.5,Afghanistan,Entertainment and Music,97500,Music,@officiallchief
67,ROOHULLAH,322800,,Afghanistan,,96800,,@roohullah_tareen
68,user243360,322300,,Afghanistan,,96700,,@mohammad78123
69,🍁🅼🅰🆀🆂🅾🅾🅳 🅳🅰🆆🅰🆁 🍁,320200,,Afghanistan,,96100,,@maqsood_dawar
70,𝖘𝖍𝖚𝖍𝖆𝖎𝖑𝖆🇦🇫🇵🇭,320100,,Afghanistan,,96000,,@shuhailasayedsultan0
71,RTG_ شيخ,307300,,Afghanistan,,92200,,@rtg_shikh
72,دختر اسلام,305900,,Afghanistan,,91800,,@dokhtar_islam
73,Hejro To,304400,,Afghanistan,,91300,,@hejro_afghan75
74,Ataulahafghan☝️🇦🇫,303800,,Afghanistan,,91100,,@ataualahafghan1
75,Abadullah Niazi,296600,,Afghanistan,,89000,,@abadullah_niazi
76,naz,295200,,Afghanistan,,88600,,@nazfarzana24
77,Masoodgorwan,293900,,Afghanistan,Acting and Drama Celebrity,88200,Entertainment,@masoodgorwan143
78,Masoma Hosseini,290800,,Afghanistan,,87200,,@_elena_203
79,KHALID SHERZAD,286700,0.4,Afghanistan,Funny,86000,Entertainment,@khalid_sherzad
80,Sorosh Haidari,285700,,Afghanistan,,85700,,@sorosh_001
81,🇦🇫⛤AFG⛤🇦🇫,285300,,Afghanistan,,85600,,@ahmet__jam
82,Azami Family,283500,,Afghanistan,,85100,,@iqbalazami
83,Azaria Afghan 🇦🇫,283400,,Afghanistan,Pets,85000,Lifestyle,@azariaafghan
84,عصمت پاچا,280700,,Afghanistan,,84200,,@asmat.pacha
85,MIKAELA,280000,,Afghanistan,,84000,,@mikyneazesilva
86,Edrees Sharifi,276000,0.3,Afghanistan,Video Gaming,82800,Tech/Gaming,@edreessharifi
87,Ubaidmalikbhai,273900,,Afghanistan,,82200,,@ubaidmalikbhai
88,Ayaan,273400,,Afghanistan,,82000,,@ayaan_ahb
89,Ali Khan ahmadzai,267600,,Afghanistan,,80300,,@ali_ahmadzai90
90,5 Star,265800,,Afghanistan,Video Gaming,79700,Tech/Gaming,@5_star1
91,Shenkhalai,265000,,Afghanistan,,79500,,@shenkhalai45
92,Masoud Rostami ✅,263200,,Afghanistan,,79000,,@masoud.rostami
93,Afsar Afghan,261200,,Afghanistan,,78400,,@afsar_afghan8
94,rehman khan <<<<”,259600,,Afghanistan,,77900,,@rk_khan75
95,🔥𝙈𝘼𝙇𝘼𝙉𝙂 𝙈𝘼𝙍𝘿𝘼𝙉🔥,259000,,Afghanistan,,77700,,@mansoormalang83
96,Zafar Jamıl,259000,,Afghanistan,,77700,,@zafar.babak
97,🔥Nawid Faizi🔥,258700,,Afghanistan,Fitness,77600,Lifestyle,@nawid.faizi
98,Trgsafi,254800,,Afghanistan,Video Gaming,76400,Tech/Gaming,@trgsafi
99,user6292984813953,253900,0.1,Afghanistan,Funny,76200,Entertainment,@shaz_nawabi1
100,Freshta Alimi,253000,0.1,Afghanistan,,75900,,@freshta.alimi
1,Sergio Agüero,10400000,,Argentina,Sports,3100000,Sports,@kunaguero
2,ᴄᴏɴʀᴀ,9900000,,Argentina,Entertainment and Music,3000000,Music,@conradovillagra
3,🇦🇷ARITO🇦🇷,8200000,,Argentina,Entertainment and Music,2500000,Music,@arito__
4,Cande Copello,8000000,0.3,Argentina,Animation and Cosplay,2400000,Entertainment,@cande.copello
5,Andrade❤️🎬,7100000,,Argentina,Acting and Drama,2100000,Entertainment,@moreeandrade
6,Alejo Igoa,6000000,,Argentina,,1800000,,@alejoigoa
7,catita reyes,5500000,,Argentina,Food,1700000,Lifestyle,@catareyyes
8,Andres Vernazza,4600000,,Argentina,Education,1400000,Info/Business,@emprendedormoderno
9,Yuli cagna,3200000,,Argentina,,960000,,@yulicagna
10,Martina Catini,3000000,,Argentina,,900000,,@marttucatiniii
11,EZE,3000000,,Argentina,Travel,900000,Lifestyle,@ezequielitto
12,Jonas Montanaro,2800000,,Argentina,,840000,,@jonasmontanaro
13,juststef,2700000,,Argentina,,810000,,@iamjuststef
14,Fran Silva,2700000,,Argentina,,810000,,@fran_silva11
15,Alicia Castro,2600000,,Argentina,Funny Entertainment and Music,780000,Music,@aliciacastro___
16,Julieta 🍒,2600000,,Argentina,,780000,,@juli.castroo
17,mariam🦋,2600000,,Argentina,Entertainment and Music,780000,Music,@mariamstar1
18,Tincho Ruiz,2400000,,Argentina,,720000,,@tinchoo.ruiz
19,Maxi Fontan,2400000,4.3,Argentina,Entertainment and Music,720000,Music,@maxi.fontan
20,Nico Melo,2200000,,Argentina,Entertainment and Music,660000,Music,@melojnico
21,Francisco Ferella,2200000,,Argentina,Entertainment and Music,660000,Music,@franferellaa
22,MatyCocinaok,2100000,,Argentina,Home and Garden,630000,Lifestyle,@matycocinaok
23,Mica Coppola,2100000,,Argentina,,630000,,@micacoppola_
24,Jorgito_barrionuevo,1900000,,Argentina,,570000,,@jorgito_barrionuevo
25,bugutu,1800000,,Argentina,Entertainment and Music,540000,Music,@gerolaiker
26,Maxi Chime,1800000,,Argentina,Entertainment and Music,540000,Music,@maxichimenti
27,Ailu Tokman,1700000,0.6,Argentina,Food,510000,Lifestyle,@ailutokman
28,Catarata,1700000,,Argentina,Entertainment and Music,510000,Music,@catalinafg1
29,Ginecóloga juvenil,1600000,,Argentina,,480000,,@gineco.yvos
30,Natan Bianco,1600000,,Argentina,,480000,,@natanbianco
31,unXavi,1600000,0.1,Argentina,Entertainment and Music,480000,Music,@unxavi
32,TN - Todo Noticias,1500000,,Argentina,,450000,,@todonoticias
33,einstein.libreria,1500000,,Argentina,Education,450000,Info/Business,@einstein.libreria
34,Eva Aranda,1400000,,Argentina,,420000,,@evarandaa
35,messi.magic,1400000,0.3,Argentina,,420000,,@messi.magiic
36,D I E G O S A N T ✨,1400000,,Argentina,Entertainment and Music,420000,Music,@dieesant
37,clari cremaschi,1300000,9.6,Argentina,Beauty and Self Care,390000,Beauty/Fashion,@clari_cremaschi
38,Ximena Coronel,1300000,0.3,Argentina,,390000,,@ximecoronel_
39,Wendydaiana,1200000,,Argentina,Funny,360000,Entertainment,@wendydaiana4
40,River Plate,1200000,,Argentina,Sports,360000,Sports,@riverplate
41,evee_varass1,1200000,,Argentina,Pets,360000,Lifestyle,@evee_varass1
42,Seguime Y Te Sigo👏,1200000,0.1,Argentina,Travel,360000,Lifestyle,@gabrielgonzaa
43,Azuu,1100000,,Argentina,family,330000,Lifestyle,@_azulomazzo
44,micaviciconte,1100000,,Argentina,Entertainment and Music,330000,Music,@micaviciconteoficial
45,Sofi Halabi,1100000,,Argentina,,330000,,@sofiihalabi
46,Lourdes,1100000,0.1,Argentina,,330000,,@lulignzalez
47,Cata Zanotti,1100000,,Argentina,,330000,,@catazanotti
48,Alex♥️Rampit,1100000,,Argentina,Pets,330000,Lifestyle,@barkiinglove
49,Alma Giuliano✨,1100000,,Argentina,,330000,,@soyalmaok
50,Juana Alvarez Amespi,1100000,,Argentina,Fashion and Accessories,330000,Beauty/Fashion,@juanaalvarezamesp
51,Chaterbox,1100000,2.7,Argentina,Entertainment and Music,330000,Music,@chaterbox
52,Boca Juniors,1100000,0.1,Argentina,Sports,330000,Sports,@bocajuniors
53,Lucho Cabrera,1000000,1.9,Argentina,Entertainment and Music,300000,Music,@luchocarp1990
54,Dani,1000000,1.6,Argentina,,300000,,@dani_14_j
55,Valentin Vera,998700,0.2,Argentina,Entertainment and Music,299600,Music,@valentinvera01
56,martinita🫀,998300,,Argentina,,299500,,@iammartyd_music
57,Anto Gómez,988300,,Argentina,,296500,,@antogomez001
58,cinthia_fernandez_,974200,,Argentina,Fitness and Health,292300,Lifestyle,@cinthia_fernandez_
59,Mauroponti,973500,6.8,Argentina,,292100,,@mauroponti666
60,Melany👽,964000,,Argentina,Entertainment and Music,289200,Music,@_meelfernandez
61,Ara Dittler🪐,963400,,Argentina,,289000,,@rcelaia
62,Claudio Puppo I❤️80,962800,,Argentina,,288800,,@claudio.puppo
63,Melina Vallejos,956400,0.3,Argentina,,286900,,@melinavallejos_
64,✨ J͙U͙L͙Y͙ ✨,952500,,Argentina,Beauty and Self Care,285800,Beauty/Fashion,@julylatorre4
65,Iara Castagno,951000,,Argentina,,285300,,@iaracastagno
66,TyC Sports,946900,,Argentina,Sports,284100,Sports,@tycsports
67,El Mago Cocina,938700,0.4,Argentina,Food Product Showcase,281600,Beauty/Fashion,@elmagococina
68,fan_de_goku,929600,,Argentina,,278900,,@edist_dragonballz
69,nitu,925200,,Argentina,Entertainment and Music,277600,Music,@ruizdiaziara
70,RufusMda,923600,0.1,Argentina,,277100,,@marcos.maidanaa1
71,la tucuwoman :),920400,0.2,Argentina,,276100,,@soylailu
72,Lichi Fignoni,914600,,Argentina,,274400,,@lichifignoni
73,Kevin Moreno ⚡️,911900,,Argentina,,273600,,@kevinmorenox
74,🔥MOREVON🔥,909900,,Argentina,,273000,,@morevonh
75,Agustín del Giorgio,907500,0.1,Argentina,,272300,,@agustindelgiorgio
76,Dantedg,903400,0.1,Argentina,,271000,,@danted.g
77,Dillom,890600,0.1,Argentina,,267200,,@dillom666
78,,886300,,Argentina,,265900,,@manualtubee
79,jorgelopez_as,885000,0.2,Argentina,Celebrity,265500,Entertainment,@jorgelopez_as
80,Luana Zanek,883300,,Argentina,,265000,,@luanazanek
81,Tik Toker,879100,,Argentina,,263700,,@_justjenn_
82,LUCAS LEZIN,876900,0.1,Argentina,Celebrity,263100,Entertainment,@lucaslezin
83,Liana Ronaldo,875300,0.3,Argentina,,262600,,@lianaronaldo
84,yaz <3,873300,,Argentina,Entertainment and Music Funny,262000,Music,@yazmmin
85,Nico Vázquez,871100,,Argentina,Acting and Drama,261300,Entertainment,@vazqueznico
86,NACHITO & ROMAN,868700,,Argentina,,260600,,@romanfrezzini
87,Tobias Di Odoardo,864700,,Argentina,,259400,,@tobiasdiodoardo0
88,Mari.ortiz77,864200,,Argentina,,259300,,@mari.ortiz77
89,Teresa 🤍,859900,,Argentina,,258000,,@tererodriguezoficial
90,JulyMarin,857600,,Argentina,Celebrity,257300,Entertainment,@jjjjjjuly
91,Mariela Vicenzi,855700,,Argentina,,256700,,@marielavicenz
92,It’s Guadi 🦋,855600,,Argentina,Travel,256700,Lifestyle,@guadalagrotteria
93,Patricio Gómez Di Leva,852800,,Argentina,,255800,,@psicosexologo
94,lalirabbit,852400,,Argentina,,255700,,@lalirabbit
95,Ricardo Montaner,850600,,Argentina,,255200,,@montaner
96,Fresco Kirby,844200,0.2,Argentina,,253300,,@frescokirbyoficial
97,melaa_martinez,843000,,Argentina,Entertainment and Music,252900,Music,@melaa_martinez
98,Love u <3,838000,,Argentina,,251400,,@coffesunkinzv
99,Sabrina Mateos,837900,,Argentina,,251400,,@sabrimateosok
100,Lucas.h.slevin,836200,,Argentina,,250900,,@lucasslevin
1,Sarah Magusara,17800000,0.2,Australia,family,5300000,Lifestyle,@sarahmagusara
2,JoelBergs,11300000,,Australia,Fitness and Health,3400000,Lifestyle,@joelbergs
3,Ash Magic💜,9000000,,Australia,Entertainment and Music,2700000,Music,@ashmagic
4,Chris Hemsworth,7300000,6.1,Australia,,2200000,,@chrishemsworth
5,Finn 🔥,7100000,,Australia,Entertainment and Music,2100000,Music,@finnsreality
6,Jalals,6500000,0.5,Australia,Entertainment and Music Funny,2000000,Music,@jalals
7,Harry Jowsey,4900000,2.7,Australia,,1500000,,@harryjowsey
8,Andy The Sk,4600000,0.6,Australia,Outdoor Activity Sports,1400000,Sports,@andythesk
9,Brodie Moss,4100000,,Australia,Nature Outdoor Activity,1200000,Lifestyle,@ybsbrodie
10,Nathan Lust,3800000,,Australia,Travel,1100000,Lifestyle,@nathanlust
11,Baylebee 🐝,3700000,0.1,Australia,Beauty and Self Care,1100000,Beauty/Fashion,@baylebee
12,Demi Skinner,3600000,,Australia,Entertainment and Music,1100000,Music,@demiskinner
13,Norris Nuts,3300000,0.2,Australia,family,990000,Lifestyle,@norrisnuts
14,The Kid LAROI.,3100000,0.1,Australia,,930000,,@thekidlaroi
15,CarbonCoSkins,2300000,,Australia,Product Showcase,690000,Beauty/Fashion,@carboncoskins
16,Savannah.clarke,2200000,0.3,Australia,,660000,,@savannahclarkeofficial
17,Naysy,2000000,,Australia,Education Upskilling Entertainment and Music,600000,Music,@naysy_vr
18,Esmé Louise James,2000000,0.1,Australia,,600000,,@esme.louisee
19,AJ Clementine,1900000,,Australia,Entertainment and Music,570000,Music,@ajclementine
20,Tatenda Luna,1900000,0.2,Australia,Entertainment and Music Fashion and Accessories,570000,Music,@tatendaluna
21,Troye Sivan,1900000,0.1,Australia,Entertainment and Music,570000,Music,@troyesivan
22,TayBeepBoop,1800000,4.8,Australia,,540000,,@taybeepboop
23,Saksham Magic,1800000,,Australia,Entertainment and Music,540000,Music,@sakshammagic
24,Adam Tahere,1700000,,Australia,,510000,,@adamtahere
25,Sia.Stasiia,1700000,,Australia,,510000,,@stasiia.ponomore
26,Stephanie Coral Browitt,1600000,,Australia,,480000,,@stephaniecoral96
27,Darren Levy,1600000,,Australia,,480000,,@darrenlevyofficial
28,The Cob,1500000,0.4,Australia,Entertainment and Music,450000,Music,@thecob24
29,Celia Gercovich,1500000,,Australia,,450000,,@celia.gercovich
30,CynicalSakura,1500000,,Australia,Entertainment and Music Games,450000,Music,@cynicalsakura
31,SYDNEY PURL 🤍,1500000,,Australia,Beauty and Self Care,450000,Beauty/Fashion,@sydneypurl
32,Sam Fricker,1400000,,Australia,,420000,,@samfrickerr
33,Flambo,1400000,,Australia,,420000,,@flambothedog
34,Eystreem,1400000,0.1,Australia,Entertainment and Music,420000,Music,@eystreem
35,Ariella Nyssa,1400000,,Australia,Fashion and Accessories Entertainment and Music,420000,Music,@ariellanyssa
36,erica padilla,1300000,,Australia,,390000,,@ericapadilla
37,VenusInTheSky,1300000,,Australia,Nature Pets,390000,Lifestyle,@benderchonkycat
38,News.com.au,1300000,1.4,Australia,News,390000,Info/Business,@news.com.au
39,Adelaide Kane,1200000,,Australia,,360000,,@realadelaidekane
40,Kerwin Rae,1200000,0.2,Australia,Education Upskilling,360000,Info/Business,@kerwinrae
41,Australian Open,1200000,,Australia,,360000,,@ausopen
42,Natasha • Nómada Digital,1200000,1.0,Australia,,360000,,@holasoy.natasha
43,TheFauxChanel Makeup | Cat,1200000,,Australia,Beauty and Self Care,360000,Beauty/Fashion,@thefauxchanel
44,Aussiebattlerz,1200000,,Australia,Entertainment and Music,360000,Music,@aussiebattlerz
45,MorallyGrey,1200000,,Australia,Entertainment and Music,360000,Music,@morallygreyismyfavcolor
46,Ryan Jon,1100000,0.1,Australia,,330000,,@ryanjondunn
47,Bondi Rescue,1100000,,Australia,Outdoor Activity,330000,Lifestyle,@bondirescue
48,Herberttwins,1100000,,Australia,Fashion and Accessories Fitness and Health,330000,Beauty/Fashion,@herberttwins
49,LifeSpaceUS,1000000,,Australia,,300000,,@lifespacestudio
50,lucashayde,999300,,Australia,Fashion and Accessories,299800,Beauty/Fashion,@lucashayde
51,DRIVENZO,993600,,Australia,Auto and Vehicles,298100,Lifestyle,@drivenzo
52,SMG4,987100,0.5,Australia,,296100,,@smg4official
53,Falak Zaman your tiktok girl✅,981900,,Australia,,294600,,@tanzia.zaman
54,Megan Anderson,965600,,Australia,Entertainment and Music,289700,Music,@megana_mma
55,Stephanie Sanzo,956200,,Australia,Fitness and Health,286900,Lifestyle,@stephaniesanzo
56,V.C,956100,,Australia,Entertainment and Music,286800,Music,@vibeconnect
57,Rebecca Alami,948200,,Australia,,284500,,@rebecca_alami
58,Madi,936000,1.2,Australia,Pets,280800,Lifestyle,@m.tothea.d.i
59,✨ aash.pole ✨,918200,,Australia,,275500,,@aash.pole
60,Maisy,912300,0.1,Australia,,273700,,@maisy_five
61,Celeste Barber,912200,0.9,Australia,Celebrity,273700,Entertainment,@celestebarber
62,Susan barratt,910200,,Australia,Animals,273100,Lifestyle,@sjb61susan
63,SYDNEY ADAMS,899700,,Australia,Fitness and Health Food,269900,Lifestyle,@sydneymadams__
64,Yeva Berez,897400,,Australia,,269200,,@yevaberez
65,Beaglebasil,882000,,Australia,Pets,264600,Lifestyle,@beaglebasil
66,sereinsilvers,880400,0.1,Australia,Animation and Cosplay,264100,Entertainment,@sereinsilvers
67,Elvis Roberts,864700,,Australia,Entertainment and Music,259400,Music,@elvisroberts3
68,Skye Sutton,864100,,Australia,,259200,,@skyesutton12
69,Kate Murdock,861700,,Australia,Fashion and Accessories Business and Finance,258500,Beauty/Fashion,@itskatematee
70,wobblyweezie,854900,,Australia,Pets,256500,Lifestyle,@wobblyweezie
71,Liv Kaplan,852200,,Australia,,255700,,@liv.kaplan
72,TicTatts,851600,,Australia,,255500,,@tictatts
73,Chantel Mila | Home Tips,851000,,Australia,Home and Garden DIY and Life Hacks,255300,Lifestyle,@mama_mila_
74,sydney worgan,846700,,Australia,Food and Drink Education,254000,Info/Business,@itssydneyworgan
75,Sohaniisrat,846600,,Australia,,254000,,@sohani_israt_tamanna
76,Laura,842400,,Australia,Entertainment and Music Funny,252700,Music,@zaruchinator
77,Arvin Jay,829800,0.8,Australia,Fashion and Accessories,248900,Beauty/Fashion,@_arvinsroom
78,Jed Hockin,825000,0.6,Australia,,247500,,@jedhockin
79,𝖇𝖗𝖔𝖉𝖎𝖊 𝖒𝖆𝖓𝖓,817200,,Australia,Entertainment and Music Fitness and Health,245200,Music,@brodiemxnn
80,Kiarazara,812000,,Australia,Entertainment and Music,243600,Music,@kiarazaraaa
81,Leo,805800,0.2,Australia,Pets,241700,Lifestyle,@leo69555
82,Olivia Vivian,802500,,Australia,Celebrity Sports,240800,Sports,@oliviavivian
83,Royston G King,796400,,Australia,,238900,,@roystongking
84,maha,792300,,Australia,,237700,,@mxtvenus
85,zaira,791500,0.1,Australia,Entertainment and Music,237500,Music,@zairayzabelleee
86,saxcy,788900,0.3,Australia,Games Entertainment and Music Video Gaming,236700,Music,@saxcy
87,Alex the Lion 🦁,788600,0.1,Australia,Celebrity Sports,236600,Sports,@alexrbsn
88,Toy Unboxings,785400,,Australia,Product Showcase,235600,Beauty/Fashion,@pollyelectro
89,🇦🇺 Editor,777900,,Australia,,233400,,@wizplugfc
90,Peter,771800,,Australia,Nature Travel,231500,Lifestyle,@malleeboy3490
91,Scout The German Shepherd🐕,771300,,Australia,Animals Pets,231400,Lifestyle,@scout_the_gsd
92,Sarah Hill,757000,,Australia,Art,227100,Entertainment,@hillside_art_studio
93,sam.b.perry,751700,,Australia,Beauty and Self Care,225500,Beauty/Fashion,@sam.b.perry
94,Luke Damant,747400,,Australia,Travel,224200,Lifestyle,@lukedamant
95,The brother boys,730700,0.1,Australia,,219200,,@the_brotherboys
96,Nuran 💚,728000,,Australia,Entertainment and Music,218400,Music,@official.nurann
97,Loveleen Vats,727900,,Australia,,218400,,@loveleenvats
98,💕Jenna with the PINK💕,723800,,Australia,,217100,,@jennawiththepink
99,Learn English Every Day,721900,,Australia,Education,216600,Info/Business,@learnenglisheveryday
100,Scout & Frankie,717800,,Australia,Animals Pets,215300,Lifestyle,@scout.and.frankie
1,Mr&Mrs Hart,1800000,0.1,Austria,Romance and Wedding,540000,Lifestyle,@korimario
2,Lisa Übelsbacher,1400000,,Austria,Entertainment and Music,420000,Music,@lisaueb
3,Stefan Warecka,1100000,,Austria,Auto and Vehicles Education Business and Finance Video Gaming,330000,Tech/Gaming,@techmagnet
4,🌹Ann,990500,,Austria,,297200,,@iamroannm
5,EYOCANOO,955700,0.1,Austria,,286700,,@eyocanoo
6,Sarah 🧸,918900,,Austria,Travel,275700,Lifestyle,@sarahthei
7,Diablo,844000,,Austria,,253200,,@eldeldiablo_
8,wibmergabriel,829000,,Austria,Outdoor Activity,248700,Lifestyle,@wibmergabriel
9,ابو عباس,817500,,Austria,,245300,,@taanmohamed
10,mero🖤🔥,793100,,Austria,Acting and Drama,237900,Entertainment,@nermenhassan02
11,@dave.vero.ink,763400,,Austria,,229000,,@dave.vero.ink
12,vienna ❤️‍🔥,763300,0.1,Austria,,229000,,@viennaayla
13,الزير Delshair,732900,,Austria,,219900,,@delshair777
14,Avva,691100,,Austria,,207300,,@avva.ballerina3
15,Bildhauer Alex,678100,,Austria,Arts and Crafts Home and Garden,203400,Lifestyle,@official_bildhauer
16,Maximilian Mateo 🤍✨,666900,,Austria,Funny,200100,Entertainment,@maximilian.mateo
17,andiisworld,659700,,Austria,Entertainment and Music Fashion and Accessories,197900,Music,@andiisworld
18,geridrux,656800,,Austria,Fitness and Health Travel Food,197000,Lifestyle,@gerid_rux
19,Lukas,643200,,Austria,Sports,193000,Sports,@lukas.spindler
20,Sarah,614800,,Austria,,184400,,@niziundsatsch
21,DJ Ötzi,614400,,Austria,,184300,,@dj_oetzi
22,Caroll,609100,,Austria,,182700,,@carollgil_
23,Red Bull Austria,607700,,Austria,Sports,182300,Sports,@redbullaustria
24,Sascha Zille,588300,,Austria,Entertainment and Music,176500,Music,@saschazille
25,edits_detodo_un_poc0o,567300,0.2,Austria,,170200,,@edits_detodo_un_poc0o
26,✨Anαsταsια ✨,559500,,Austria,,167900,,@nasti_pot
27,Bee/Luna 🐝,539500,,Austria,,161900,,@lunalupo.cosplay
28,melsomm,536300,,Austria,Travel,160900,Lifestyle,@melsomm
29,แทนแทนฟุตบอลคลับ,523100,,Austria,,156900,,@tantan_football
30,kiana,512000,3.9,Austria,Life and Society,153600,Lifestyle,@kiana.e.a
31,danny on canvas,486400,,Austria,,145900,,@dannyoncanvas
32,hansi,457500,9.8,Austria,Entertainment and Music,137300,Music,@hannahtulnik
33,STIVFITNESS,449300,,Austria,,134800,,@stivfitness
34,Schaefchen,441500,0.1,Austria,,132500,,@schaefchen_17
35,شجاع🤞😎,421700,,Austria,,126500,,@l5lz_1
36,Hale Gündüz,416700,,Austria,,125000,,@hale.gndz
