rank,name,followers,er,country,topic_of_influence,potential_reach,unified_category,handle
90,Sparta Group 🏆,574200,,Dominican Republic,Entertainment and Music,172300,Music,@spartagroupdr
91,Ismaél,573400,0.1,Dominican Republic,,172000,,@ismaelsantanaxo
92,Angel La Volanta,572800,,Dominican Republic,,171800,,@angellavolanta01
93,Christian😛,572500,,Dominican Republic,,171800,,@christianjp._
94,Elis Feliz,572300,,Dominican Republic,,171700,,@elisfeliz26
95,C. Gomez,570200,,Dominican Republic,,171100,,@carmenrg87
96,𝐷𝑂𝑆𝐼 𝐿𝐸𝑇𝐴𝐿 💠,567900,,Dominican Republic,,170400,,@dosiletal
97,KidTheWiz,566800,,Dominican Republic,Fashion,170000,Beauty/Fashion,@kidthewiz
98,Isaela Reyes,566300,,Dominican Republic,family,169900,Lifestyle,@mexicohondurasfam
99,pamelainfante15,564200,,Dominican Republic,,169300,,@pamelainfante15
100,Rens.. 😁,561000,,Dominican Republic,,168300,,@rensiijr
1,Kelly y David,19500000,,Ecuador,Entertainment and Music,5900000,Music,@busta_brothers
2,arelí tutoriales,6600000,,Ecuador,Education Upskilling,2000000,Info/Business,@otracuentadetutoriales
3,Mauro,4600000,,Ecuador,,1400000,,@mauro_mt2
4,yilda banchon,4400000,,Ecuador,Entertainment and Music,1300000,Music,@yildabanchon
5,samiaalava,2700000,,Ecuador,,810000,,@samiaalava
6,Gina López,2500000,,Ecuador,,750000,,@ginaalopeez
7,LOGO AJ21,2200000,0.2,Ecuador,Arts and Crafts,660000,Entertainment,@logoaj21
8,Anny🇪🇨,2000000,,Ecuador,,600000,,@annyborja2
9,Shailyn Garzón Merchán,2000000,,Ecuador,,600000,,@shailyngarzon
10,Chrisx Trejo,1900000,,Ecuador,,570000,,@chrisxtrejo
11,mafernandapr,1800000,,Ecuador,,540000,,@mafernandapr
12,macias.ff,1700000,,Ecuador,,510000,,@macias.ff
13,GlamecStudio,1600000,0.3,Ecuador,,480000,,@glamec
14,Artur Perchuk,1500000,,Ecuador,,450000,,@_justspinning_
15,Stechell,1500000,,Ecuador,,450000,,@stechell
16,BabyLeoff,1300000,,Ecuador,,390000,,@babyleoff
17,Guillermo Lasso,1300000,0.4,Ecuador,,390000,,@guillermolasso
18,jandino,1300000,,Ecuador,Entertainment and Music,390000,Music,@jandino
19,ToRy,1200000,,Ecuador,,360000,,@victoriacomelibros
20,Vivi Almeida,1000000,,Ecuador,,300000,,@vivialmeida
21,Tomas Delgado La Vecina,1000000,0.1,Ecuador,Acting and Drama Celebrity,300000,Entertainment,@tomasdelgadoec
22,"rolitas “cz""",993600,,Ecuador,,298100,,@rolitas_cz
23,Anthony,950800,,Ecuador,,285200,,@a3v_22
24,Silvana💠 @silvimunozz,950000,1.6,Ecuador,Food,285000,Lifestyle,@silvimunozz
25,DOGGI Style,947100,0.1,Ecuador,,284100,,@doggistyleec
26,Jonathan Ortiz,934000,,Ecuador,,280200,,@jonathan.ortizls
27,ロバート,926100,,Ecuador,,277800,,@chocloboy
28,Botsito_Ecuatoriano,923500,,Ecuador,,277100,,@sport_goe
29,LesterGabrieel,922700,,Ecuador,,276800,,@lester.gabrieel
30,LIRYKAL,892300,,Ecuador,,267700,,@lirykal
31,Maria Sol Corral,885600,,Ecuador,,265700,,@mariasolcorral0
32,Brian Coro,876600,,Ecuador,,263000,,@iambriancoro
33,⚡JoelBy15⚡,863700,0.1,Ecuador,,259100,,@joelby15.ff
34,Salsitas Bakanas 🎶🎺🍻,859400,0.1,Ecuador,,257800,,@salsitasbakanas
35,Marcos Otavalo,850800,,Ecuador,,255200,,@marcosotavalo
36,Jose Erazo,847100,,Ecuador,Travel,254100,Lifestyle,@elpepe_jl
37,Gene Marquinez,845400,,Ecuador,,253600,,@genemarquinez
38,jenny.zambrano.24,844500,,Ecuador,,253400,,@jenny.zambrano.242
39,SELENE.YT,826900,,Ecuador,,248100,,@seleneytt
40,Soff ☁️,825900,,Ecuador,Fashion and Accessories,247800,Beauty/Fashion,@sofireynes
41,KikeCuy,825000,,Ecuador,,247500,,@elcuy.ec
42,maykeloficial,820200,,Ecuador,,246100,,@maykeloficial
43,Navila Dieb,818400,,Ecuador,,245500,,@naviladieb_oficial
44,Gaby Brave,799400,,Ecuador,,239800,,@gaby.brave
45,Eldariu,799000,,Ecuador,,239700,,@eldariu
46,Tik Toker,796900,,Ecuador,,239100,,@emo.fio
47,pichirringo 1112 vanessita,795000,,Ecuador,,238500,,@pichirringovannesita
48,beckerchicaiza,794000,,Ecuador,,238200,,@beckerchicaiza
49,Mommy?!,789900,,Ecuador,,237000,,@agenteperryyyyy
50,Gladys 2021,781600,,Ecuador,,234500,,@gladys2021
51,Hernan PG,781000,,Ecuador,,234300,,@hernan_oficiall
52,Marath Dáger,777500,,Ecuador,,233300,,@marathdageryalbita
53,Jonathan Quiñonez,766100,,Ecuador,,229800,,@eljonattthan
54,Gaby Ruiz,765400,,Ecuador,,229600,,@gabyruizoficial
55,Carlos,764400,,Ecuador,,229300,,@carloor
56,Rahab Villacres,763300,,Ecuador,,229000,,@rahabvillacres
57,💞Doménica Llagua💞,756900,0.5,Ecuador,,227100,,@domenicallagua1
58,Mare Cevallos,741800,,Ecuador,Arts and Crafts,222500,Entertainment,@marecevallos
59,Ana Mera,738100,,Ecuador,,221400,,@anamera71
60,Jhulyanabell,731300,,Ecuador,,219400,,@jhulyanabell
61,Josué_Lince,723800,,Ecuador,,217100,,@josue_lince
62,Naye Escobar Bastidas,721500,,Ecuador,,216500,,@nayeescobarbastid
63,Kerly Moran,720100,,Ecuador,,216000,,@kerlymoran1
64,Tik Toker,718800,0.3,Ecuador,,215600,,@joeltuarez41
65,Ren Kai - 人凯,712800,,Ecuador,,213800,,@renkaiy
66,JUCE LUGARES,705800,0.3,Ecuador,,211700,,@jucelugares
67,mariamimedianaranja,698400,,Ecuador,,209500,,@maria_mimedianaranja
68,frases MJ,689000,1.2,Ecuador,,206700,,@alavamanuel_17
69,Nadira,680900,,Ecuador,,204300,,@nadiramusica
70,Bicho Cedeño,679900,0.4,Ecuador,,204000,,@vicho2005_ff
71,El_chico_de_las_frases,678600,0.4,Ecuador,,203600,,@jose_pg.02
72,Yesly Selena,678000,,Ecuador,Fashion and Accessories,203400,Beauty/Fashion,@yeslybustamanteok
73,🌑🌒🌓🌔🌕🌖🌗🌘🌑,675900,,Ecuador,Entertainment and Music Games,202800,Music,@joseantonio99972
74,Yuribeth Cornejo,668600,,Ecuador,Romance and Wedding,200600,Lifestyle,@yuribethcp
75,Priscila Elizabeth Jaramillo,663800,,Ecuador,,199100,,@priscilae.jaramil
76,Alexis Coba AG,660400,0.1,Ecuador,,198100,,@alexiscobaag
77,Paul guerrero,658200,0.1,Ecuador,,197500,,@rauw_yt
78,ＬＡＤＹ ＤＩＡＮＡ,654700,0.9,Ecuador,,196400,,@amarilxx
79,china,648300,,Ecuador,,194500,,@geraldyn0513
80,monpantoja826,645700,0.9,Ecuador,,193700,,@monpantojao
81,Raul Navarrete,645000,,Ecuador,,193500,,@suecuatorianos
82,Monita ?❤,643900,,Ecuador,,193200,,@monitaa0_0
83,✨frases✨,641300,0.1,Ecuador,,192400,,@frases_naomi_
84,Michelle Aguilar 🌹,638900,,Ecuador,,191700,,@michuaguilar
85,Alexander Bernita Lopez,635700,,Ecuador,,190700,,@alexanderr042
86,Catherine Arreaga,633100,,Ecuador,,189900,,@motta_barber_lab
87,brianny_ruiz368,625100,0.1,Ecuador,,187500,,@brianny_ruiz368
88,IsraelVera,623100,,Ecuador,,186900,,@israaafails
89,openings_esp,622900,,Ecuador,,186900,,@emylidr
90,Maria Mercedes Pache,621000,,Ecuador,Entertainment and Music,186300,Music,@mamercedesp1
91,estebannotes,616500,0.1,Ecuador,Entertainment and Music,185000,Music,@estebannotes
92,S i g u e m e🥳C o m p a r t e,613900,,Ecuador,,184200,,@shilda_2234
93,Dilan Diego a,608100,,Ecuador,,182400,,@dilandiego1
94,Cristina gallegos,602900,,Ecuador,Romance and Wedding,180900,Lifestyle,@cristinagallegos_
95,Dr. Marco Gaibor,600800,,Ecuador,Fitness and Health,180200,Lifestyle,@nutrimarko
96,@matiasorbe1,599200,,Ecuador,,179800,,@matiasorbe2.0
97,Joncra - x2,598600,,Ecuador,,179600,,@joncrisnew
98,Ariana Unda,597900,0.1,Ecuador,,179400,,@arianaalejandraunda
99,🔞 Rosa 🇪🇨,597000,,Ecuador,Romance and Wedding,179100,Lifestyle,@marinafajardo15
100,Angela Orellana,596300,,Ecuador,,178900,,@angelitamov7
1,Gehad hassan👸🏻,7500000,,Egypt,,2300000,,@gehadhassann
2,Ahmed Helmy,6900000,,Egypt,Entertainment and Music,2100000,Music,@ahmedhelmy
3,MBC مصر,4600000,,Egypt,,1400000,,@mbcmasr
4,ahmedhassan🇹🇷🇪🇬,4300000,2.6,Egypt,,1300000,,@ahmedhhassan0
5,ᔕ𝔼ᒪ𝕍ᗩـــسيلڤاـ︎.,3900000,,Egypt,,1200000,,@mo_selva
6,حمو شاكر _Hamo Shaker,3400000,0.1,Egypt,Entertainment and Music,1000000,Music,@hamoshakerofficial
7,youssefesawy,3200000,0.2,Egypt,Fashion and Accessories,960000,Beauty/Fashion,@youssef_esawy
8,Bella Tharwat - بيلا ثروت,3100000,,Egypt,,930000,,@bella.tharwat
9,"🇪🇬⚡""ALALMEI""⚡🇵🇸",2900000,,Egypt,,870000,,@ashraf_alalmei
10,Enawy | قناوي,2700000,,Egypt,,810000,,@abdallahenawy
11,Manga official🥭,2400000,0.4,Egypt,Beauty and Self Care,720000,Beauty/Fashion,@mrmroga
12,هجرس_HGRAS,2300000,,Egypt,,690000,,@hgras1
13,Malak,2300000,,Egypt,,690000,,@malakelsheriif17
14,SALMA ADEL 🎤,2100000,,Egypt,Entertainment and Music Celebrity Music,630000,Music,@salmaadel_official
15,🎨محمد فاروق الرسام🎨,2100000,0.3,Egypt,,630000,,@king_misr
16,اعلاميه ايه خليل,2100000,,Egypt,,630000,,@aya19941994
17,Shaimaa Elmaghrapyشيماءالمغربي,2000000,,Egypt,Entertainment and Music,600000,Music,@shaimaaelmaghrapy
18,🇪🇬﮼ميار﮼عماد﮼نجيب🇪🇬,2000000,,Egypt,Beauty and Self Care,600000,Beauty/Fashion,@mayare.nagiib
19,Doctora Eslam 🩺🇪🇬,1900000,,Egypt,,570000,,@doctoraeslam
20,nour,1800000,,Egypt,,540000,,@_nonosh_
21,رضا البحراوي,1700000,,Egypt,Entertainment and Music Music,510000,Music,@redaelbahrawy.official
22,princess 🎀👑,1700000,,Egypt,,510000,,@faye_mansour22
23,👑K3m99👑,1700000,,Egypt,,510000,,@kemoo_falco
24,مسرح مصر #مسرح_مصر,1700000,,Egypt,Entertainment and Music,510000,Music,@theater.misr.official
25,Ahmed Zaher,1600000,,Egypt,,480000,,@ahmedzaher228
26,🔥🇪🇬𝐀𝐋𝐃𝐀𝐖𝐋𝐘🇪🇬🔥,1500000,,Egypt,,450000,,@alaa.dawlyy
27,FoodDolls,1400000,,Egypt,Food,420000,Lifestyle,@fooddolls
28,Weam Magdy,1400000,,Egypt,,420000,,@weammagdy30
29,المبرمج اشرف مصطفي,1400000,,Egypt,Education Upskilling,420000,Info/Business,@ashrafzamka
30,Ahmed Emad,1400000,,Egypt,,420000,,@aahmmedx
31,Gemyabdelnasserr,1300000,,Egypt,,390000,,@gemyabdelnasserr
32,عرنو,1300000,,Egypt,,390000,,@__haron_whdan__
33,لمض افندي 🇪🇬📸,1300000,,Egypt,,390000,,@hassan_soliman11
34,صاحب الكوكب✅,1300000,,Egypt,,390000,,@mohmed.7asona
35,–––•(-• ابو شعر كيرلي😅❤️ •-),1300000,,Egypt,Romance and Wedding,390000,Lifestyle,@pasha_aswan
36,Mahmoud ElMohandes,1300000,,Egypt,Entertainment and Music Romance and Wedding,390000,Music,@mahmoudelmohandes
37,soso,1300000,,Egypt,,390000,,@israa.nageeb
38,Dr. Hossam Abolatta,1300000,,Egypt,,390000,,@drhossamabolatta
39,#إمبراطورية_شيكو_الماجيك💪🇪🇬,1200000,0.1,Egypt,,360000,,@sheko.el.magic
40,Hamoda Elsory,1200000,0.1,Egypt,,360000,,@hamodaelsory
41,Menna El-zohiry,1200000,,Egypt,Education,360000,Info/Business,@mennaelzohiry
42,⚡️Youssef joe⚡️,1200000,,Egypt,,360000,,@yousseefjoe
43,مصراوي 🧞‍♂️,1100000,0.1,Egypt,,330000,,@abd0saper
44,رانيا عمر❤️,1100000,0.4,Egypt,,330000,,@raniiabae
45,Mahmoud Fadl محمود فضل,1100000,,Egypt,Education,330000,Info/Business,@mahmoudfadl24
46,Sarah Badr,1100000,,Egypt,Beauty and Self Care,330000,Beauty/Fashion,@sarahbadrart
47,Mbc4,1000000,,Egypt,,300000,,@mbc4
48,Fouad Elkaffas | فؤاد القفاص,1000000,,Egypt,Food,300000,Lifestyle,@its.fouad1
49,Kayan Essam,999500,0.1,Egypt,,299900,,@jojoahmed7213
50,حسام حسين,997700,,Egypt,,299300,,@hossam_hussein_official
51,Ahmed Younis | احمد يونس,996700,,Egypt,,299000,,@ahmedyouniis
52,they call me Mego 🥴,992600,,Egypt,Pets,297800,Lifestyle,@jannamagdykhalil
53,Engy Abdo,991800,,Egypt,,297500,,@engyyabdo
54,Kelma production,990000,,Egypt,,297000,,@mohamedadaweya0
55,Chee Tos,986300,,Egypt,,295900,,@rouhalsharq
56,Hamdy.ashourr,983000,,Egypt,Acting and Drama,294900,Entertainment,@hamdy.ashourr
57,Chef Eman 👩🏻‍🍳,977300,0.1,Egypt,Food,293200,Lifestyle,@eman.ibrahiim
58,Bassel,975100,,Egypt,Business and Finance,292500,Info/Business,@basseljr
59,ايه ده في ايه 🤣,974600,,Egypt,,292400,,@mohamed__fadl
60,القارئ محمد أبو سيف,972100,,Egypt,,291600,,@mohamedabosaif14
61,Jihan & Siwar,966500,,Egypt,,290000,,@jihan.siwar
62,الظلام | 𝐓𝐡𝐞 𝐃𝐚𝐫𝐤🐾,964900,0.3,Egypt,,289500,,@mogli._
63,Mallakhassan.q 🇵🇸🇪🇬,961600,,Egypt,,288500,,@mallakhassan
64,Alsaid_official,960300,,Egypt,,288100,,@alsaid_official
65,❤️الرحاله ❤️,956700,,Egypt,,287000,,@salma_elogil
66,Seif Mohamed,952500,,Egypt,,285800,,@elkhawagaenglish
67,Mostafa Tanta ❤️😲,949800,,Egypt,,284900,,@mustafaalsaid12
68,﮼سعيد ﮼تيتو ⚔️🇪🇬...,949100,,Egypt,,284700,,@saeedelfky
69,بتاع الكوميدي☝️♥️,944300,,Egypt,,283300,,@ahmedsamir0088
70,Dr-Ali Hussein,943800,,Egypt,Fitness and Health,283100,Lifestyle,@dr3lii
71,Haneen Magdi🦄,936900,,Egypt,,281100,,@haneenmagdii
72,Omar Adel,936000,0.1,Egypt,,280800,,@omaradel862
73,المنشد حازم محمد🇦🇪🇪🇬,935500,,Egypt,,280700,,@hazem.mohamed2
74,💪 ابن اسكندرية 💪,933500,,Egypt,,280100,,@hamo_tark
75,Ahmed Elawady أحمد العوضي,933200,,Egypt,Acting and Drama Sports,280000,Sports,@elmeadadi
76,كريم ناجي ♥️🖤🧿,932200,0.1,Egypt,,279700,,@dmnhori201944
77,Hussien Elgohary,931600,,Egypt,,279500,,@hussien.elgohary
78,tameemyouness,925900,0.1,Egypt,,277800,,@tameemyouness
79,عمر الجبلي,925800,,Egypt,,277700,,@omarlgabaly
80,BADRMUUHAMED | بدر محمد,921100,,Egypt,,276300,,@badrmuuhamed
81,مصطفى منعم,919600,0.4,Egypt,,275900,,@8mu_13
82,Kaido 🧠☁️,919100,,Egypt,,275700,,@kaido55
83,Ebraam Samir,917700,,Egypt,Acting and Drama Celebrity Medical Health,275300,Lifestyle,@ebraamsamir
84,Diaa🦁,913300,,Egypt,,274000,,@diaatalaat00
85,كاءن النوتيلا❤️,908800,,Egypt,,272600,,@gogoana621
86,Sensei Mamdouh Bakkar,908300,,Egypt,,272500,,@mamdouhbakkar1
87,هشام بلاطة,904200,,Egypt,,271300,,@spidermanalmokattam
88,Mohanaderabii,904000,,Egypt,,271200,,@erabii
89,﮼چورى💜🦄,902600,,Egypt,,270800,,@haageerahmed
90,3 Twins,898800,,Egypt,,269600,,@3twins7
91,Belal L Galy,898500,0.8,Egypt,Beauty and Self Care,269600,Beauty/Fashion,@estetsh0
92,محمد رمضان,895600,,Egypt,,268700,,@mohamed_ramdan_100
93,Mostafa Ayman,894900,,Egypt,,268500,,@mostafa.aymann
94,Hussien elshahat,890800,,Egypt,,267200,,@h.elshahat
95,ابراهيم الطوخي الاصلي🔥👌,887900,,Egypt,,266400,,@abrahemalto5e2
96,Sãmär Elnagar,887200,,Egypt,Beauty and Self Care,266200,Beauty/Fashion,@samarelnagar11
97,ᗩᕼᗰEᗪ_TOᖇKY 🇪🇬🇹🇷,886600,,Egypt,,266000,,@ahmed_torky
98,Dr JOO SOLIMAN 💫,885200,,Egypt,,265600,,@drjoosoliman
99,👉 L O S T E R 👈,882400,,Egypt,,264700,,@losterhossam
100,Maged Elmasry,878900,,Egypt,,263700,,@magedelmasry1919
1,Esvin Reyes,2600000,,El Salvador,,780000,,@esvinreyes5
2,Amys Twins💖,2500000,0.9,El Salvador,family,750000,Lifestyle,@amys_twins
3,art🌸by🌸ari,1300000,,El Salvador,Arts and Crafts,390000,Entertainment,@arinnami_
4,La Tia Maria Oficial,1300000,2.2,El Salvador,,390000,,@la_tiamaria
5,Just A Happy Mom,1200000,0.3,El Salvador,family,360000,Lifestyle,@justahappymom
6,Nancy Ver,1100000,,El Salvador,,330000,,@nancyytuque
7,RICKY,1100000,1.2,El Salvador,,330000,,@soyrickysv
8,Esme Lemus,1000000,,El Salvador,,300000,,@esme_esme16
9,Delmy Hernandez,981200,,El Salvador,,294400,,@yaniraberrios7
10,Dulces Dulce,942800,0.1,El Salvador,Food and Drink,282800,Lifestyle,@dulcesdulce1
11,ᵛᵃʸᵃ.ᵈᵃᵗᵒ,933400,,El Salvador,,280000,,@vaya.dato
12,🇸🇻𝙃𝙚𝙣𝙧𝙮 𝙐𝙧𝙞𝙖𝙨,914100,1.9,El Salvador,Celebrity,274200,Entertainment,@henryuriasoficial
13,Fernando Palomo,913400,1.9,El Salvador,,274000,,@fernandopalomoespn
14,Artemio el Ruso Latino,911200,1.4,El Salvador,,273400,,@rusolatino
15,Salvador Alas,878400,9.0,El Salvador,,263500,,@lacholy4
16,Pao y Mafer Cea,862600,1.8,El Salvador,Entertainment and Music Product Showcase,258800,Music,@innova.sv
17,elizithablanco,861700,,El Salvador,,258500,,@elizithablanco
18,Chibi,839400,1.5,El Salvador,,251800,,@chibifagoaga
19,Elenamorenohrqz3,755800,,El Salvador,,226700,,@elenamorenohrqz3
20,Drinkaholicssv,744200,,El Salvador,,223300,,@drinkaholicsv
21,Norma Villeda,683800,,El Salvador,Romance and Wedding,205100,Lifestyle,@normaoficial
22,Irene7sv,673600,,El Salvador,,202100,,@irene7sv
23,VidenteBibianArango,630200,,El Salvador,,189100,,@videntebibianarango
24,Dr. Hernández Cabezas Urólogo,628400,,El Salvador,,188500,,@urologodavidhc
25,Baby Tiste 🧸,625500,,El Salvador,,187700,,@soy_babyy
26,Diego Madrid,614700,4.4,El Salvador,,184400,,@dsvvlogs
27,Arle&Coshi,610900,,El Salvador,Beauty and Self Care,183300,Beauty/Fashion,@arlemiranda1
28,Moanaaa,600100,,El Salvador,,180000,,@yah.girl.nd
29,Tik Toker,570100,,El Salvador,,171000,,@yaccky_2514
30,Ralphy Perdomo ✪,549900,,El Salvador,Fitness and Health Entertainment and Music,165000,Music,@ralphyperdomo
31,Anypineda☆503♡,544700,,El Salvador,,163400,,@anypineda503
32,Tatiana,542900,,El Salvador,Video Gaming,162900,Tech/Gaming,@tatiana_ff7
33,🍧🏖Estefany García🍧🏖,532700,,El Salvador,,159800,,@estefanygarciaa
34,solosad_503,525700,,El Salvador,,157700,,@solosad_503
35,Eduardo Carranza,496200,0.1,El Salvador,,148900,,@eduarcarranzaa
36,Wilsonn 🌴,494700,0.8,El Salvador,,148400,,@fw.wilsonn
37,Erick,491300,0.2,El Salvador,,147400,,@ericksamp
38,Dr. Rafael López Castellanos,478600,,El Salvador,,143600,,@sorprendiente
39,NACIÓN SIVAR,465600,,El Salvador,,139700,,@nacionsivar
40,Ronald Rivas,465300,0.1,El Salvador,,139600,,@11ronald_rivas
41,_jfigs,458600,,El Salvador,family Funny,137600,Lifestyle,@_jfigs
42,Frases de Nayib Bukele,458000,0.1,El Salvador,,137400,,@frasesnayib
43,Cato’,455600,,El Salvador,,136700,,@catoromero_1
44,Alexis Calderon,453000,,El Salvador,,135900,,@alexiscaldern10
45,Suzsy Orellana,452500,,El Salvador,,135800,,@suzsyorellana
46,Fátima 🍒,449400,,El Salvador,,134800,,@its_fathyy
47,Oscar Canales,444800,0.2,El Salvador,Video Gaming,133400,Tech/Gaming,@oscar_canales.ff
48,🌴🔥CHELE🔥🌴,441800,2.1,El Salvador,,132500,,@chele_503
49,🇸🇻🇸🇻iVANESSA🇸🇻🇸🇻🇸🇻,438300,,El Salvador,,131500,,@vanessa.chinita
50,BRAZILIAN GIRLS2,418300,,El Salvador,,125500,,@brazilian_girlss
51,Anita palma 503 🇸🇻,397900,,El Salvador,,119400,,@analypalma.503
52,el vegaa❤💯,384700,,El Salvador,Video Gaming,115400,Tech/Gaming,@elvegaa._
53,GRANT SALAZAR 🐉,381100,0.1,El Salvador,Fitness and Health,114300,Lifestyle,@grantsalazarmm
54,🖤🌺Marianela Hércules 🖤🌺,365100,,El Salvador,,109500,,@gorditahercules16
55,Madeby_Mey,364700,0.5,El Salvador,Arts and Crafts,109400,Entertainment,@madeby_mey
56,Arely,364600,0.1,El Salvador,,109400,,@arely_ff
57,Noticiero El Salvador,363000,,El Salvador,,108900,,@noticierosv
58,BTSTUFF,356000,0.2,El Salvador,,106800,,@lulustraberry
59,Penales SV,354400,0.1,El Salvador,,106300,,@penalessv
60,Jay Wheeler🥀🔥,350900,0.1,El Salvador,,105300,,@jaywheeler.elsalvador
61,Mulata❤️,349900,,El Salvador,,105000,,@johannypalmas
62,LaBoOnita❤️),349700,,El Salvador,,104900,,@glendatiktokr
63,Giovanni-1099,349500,0.1,El Salvador,,104900,,@giovanni1021
64,Erick Sánchez,349400,,El Salvador,Animation and Cosplay,104800,Entertainment,@sabroson21
65,Veronica,344700,,El Salvador,,103400,,@veronicacastro.3
66,Cristek.3d,336400,,El Salvador,Arts and Crafts Product Showcase,100900,Beauty/Fashion,@cristek.3d
67,...,328200,0.2,El Salvador,,98500,,@thatonefnafeditor
68,edgaroficial.sv,327300,,El Salvador,,98200,,@edgaroficial.sv
69,Kiike Seibans,326000,,El Salvador,,97800,,@kiikees007
70,Sol Córdova☀️,325800,0.3,El Salvador,,97700,,@suncordova89
71,🇸🇻SteffyAvelar🇸🇻,319700,,El Salvador,Food and Drink,95900,Lifestyle,@steffanysalvadoriancurve
72,Evans Chino ✈️🌏,311400,,El Salvador,,93400,,@evanschino
73,FERNANDA,308600,,El Salvador,Education Life and Society,92600,Info/Business,@fernsulantay
74,Vladimir Rodríguez,308500,,El Salvador,,92600,,@vlady_ro
75,Sofia Portillo,307300,,El Salvador,Travel,92200,Lifestyle,@sofiaportillo3
76,🍔EL YEEZY👹🇸🇻🔥,304900,,El Salvador,,91500,,@yeezytrvp1
77,<3,304800,,El Salvador,,91400,,@mich_lyrics
78,Marlene Iraheta,298700,,El Salvador,,89600,,@marleneiraheta
79,dani,293900,,El Salvador,,88200,,@danielanicol_
80,Rosyalberto,292300,,El Salvador,,87700,,@rosyalbertotv
81,ChoteandoconRenegro,288900,3.4,El Salvador,,86700,,@choteandoconrenegro
82,Salvador,287100,,El Salvador,,86100,,@salvador.0
83,Jennin💜,285300,,El Salvador,,85600,,@jennin7.7
84,Yosselin Reyes 👑,283700,,El Salvador,,85100,,@yosselinvillatoror
85,🇸🇻 Josué Jovel 🇸🇻,281800,,El Salvador,,84500,,@jovel_david
86,Fatima Landaverde,281600,,El Salvador,,84500,,@fatyarevaloa2
87,✨Carlos Pineda✨,280500,,El Salvador,,84200,,@eycarlitos_
88,Lisbeeeethh,280200,,El Salvador,,84100,,@lisbeeeethh01
89,🦋~Fans De Mi Vida~🦋~Lili~🦋,277300,0.1,El Salvador,,83200,,@chona.latinoamerica.fans
90,🇪 🇱 🇻 🇦 🇹 🇴 ☺️,270700,,El Salvador,,81200,,@elvato_sr
91,𝐋𝐈𝐀⁷,270500,0.1,El Salvador,,81200,,@btsshok
92,David Sosa695,267000,,El Salvador,Entertainment and Music Travel,80100,Music,@davidsosa_22
93,elgustavito503,267000,,El Salvador,,80100,,@otaku_216
94,djmelvin_love1,265400,,El Salvador,,79600,,@djmelvin_love1
95,Ryan Escalante,263200,0.2,El Salvador,,79000,,@ryannescalante
96,Jonathan Abel Martin,262900,0.1,El Salvador,,78900,,@jonathan_amz
97,Asamblea de Memes,262700,,El Salvador,,78800,,@asambleadememes
98,Pupuseria Doña Luly,262600,,El Salvador,Food,78800,Lifestyle,@pupuseria_dona_luly
99,◥꧁ད@beto༒516ཌ꧂◤🇸🇻,262600,0.5,El Salvador,,78800,,@beto516
100,TXT ➕✖️➕,261300,0.6,El Salvador,,78400,,@chinggumoa
1,"dr. Arthur, SpKK, FINSDV",1200000,,Finland,Beauty and Self Care,360000,Beauty/Fashion,@dokterkulitkucom
2,cookexpertf,865400,,Finland,Food and Drink,259600,Lifestyle,@cookexpertf
3,Jannica Sherry,833900,0.1,Finland,Beauty and Self Care Arts and Crafts,250200,Beauty/Fashion,@jannicass
4,Bella Nomade / IG: bellanomade,754100,,Finland,Travel Fitness,226200,Lifestyle,@bellanomade
5,Taija Taika,642300,,Finland,,192700,,@taijataika
6,1000 Experiencias,409900,,Finland,Travel,123000,Lifestyle,@1000experiencias
7,Waleed Kilttan,394700,,Finland,,118400,,@kiltaan
8,🇫🇮🇫🇮🇫🇮,382000,0.3,Finland,,114600,,@imnotjoalin
9,SARAH,378100,0.2,Finland,,113400,,@itssarahh99
10,Sanni Oksanen,377600,,Finland,Travel,113300,Lifestyle,@sannioksanen
11,Lucas Zanotto,351100,,Finland,,105300,,@lucas_zanotto
12,🇫🇮My toxic🤭,340000,,Finland,,102000,,@veeti_dz
13,santtu,336700,,Finland,Entertainment and Music Funny,101000,Music,@santerivili
14,laulukka🌺,330700,,Finland,Entertainment and Music Funny,99200,Music,@laulukka
15,Luonto Furniture,292500,,Finland,Home and Garden,87800,Lifestyle,@luontofurniture
16,стаська,279500,32.2,Finland,Entertainment and Music,83900,Music,@pussiom
17,الفنانةحنين السومرية,277800,,Finland,,83300,,@user7uz7it1r4y
18,Prince Ibrahimi,276300,1.1,Finland,,82900,,@princeibrahimi
19,khira,258800,0.5,Finland,,77600,,@khirq
20,Elias,241300,0.4,Finland,Entertainment and Music,72400,Music,@eliasvvv
21,Daniel Ahola,240000,21.3,Finland,Entertainment and Music,72000,Music,@danielaleksis
22,floweryghost,238700,,Finland,Beauty and Self Care,71600,Beauty/Fashion,@floweryghost
23,وئام و هبه,226800,0.1,Finland,Entertainment and Music,68000,Music,@weaam.hiba
24,SaamoPetraa,226200,,Finland,Entertainment and Music,67900,Music,@saamopetraa3
25,Proxyrod,219700,0.1,Finland,Entertainment and Music,65900,Music,@proxyrod
26,Crew of hooligans,211500,,Finland,,63500,,@crewofhooligans
27,NordicFunDogs,211100,0.1,Finland,Animals Pets,63300,Lifestyle,@nordicfundogs
28,Risaaa😂😂,209200,,Finland,,62800,,@rsdance27
29,Mandimai Sundberg,208800,0.2,Finland,,62600,,@mondaymay
30,Måmå “P” PääT,206500,,Finland,,62000,,@mypaat
