#,NAME,FOLLOWERS,ER,COUNTRY,TOPIC OF INFLUENCE,POTENTIAL REACH
1,Badabun @UCYWOjHweP2V-8kGKmmAmQJQ,45.7M,-,Mexico,,13.7M
2,Kimberly Loaiza @UCQZfFRohQ7UX-0CdXl-6pwQ,38.1M,0.9%,Mexico,,11.4M
3,GENIAL @UCbrd1vu4_7qIE6IPV_dA-OA,31.2M,-,Mexico,,9.4M
4,Masha y el Oso @UCuSo4gcgxJRf4Bzu43wwVyg,25.9M,-,Mexico,,7.8M
5,MrBeast en Español @UCNAhW2oJvy_FUU082pEDspA,22M,1.8%,Mexico,,6.6M
6,BabyBus - Canciones Infantiles & Cuentos @UCy_rxpSt8DMagOUFA9Q-t1A,21.3M,-,Mexico,,6.4M
7,Juan De Dios Pantoja @UCzoUWqjCbcfWFdOMvoep8FA,20.7M,1.3%,Mexico,,6.2M
8,Tlnovelas @UCKyU-wd-KY4PMOcOpPQgQcw,20.1M,-,Mexico,,6M
9,YOLO AVENTURAS @yoloaventurasserie,17.9M,0.6%,Mexico,,5.4M
10,YOLO @UCQ8TuCvcDMepleXFyOQfyOQ,17.9M,-,Mexico,,5.4M
11,Little Angel Español - Canciones Infantiles @UCTdRly9T3iyCJFjmRoCaepQ,17.7M,-,Mexico,,5.3M
12,SUPER SLICK SLIME SAM @UCfRgJADdLXwrcjIuTxn_u3Q,16.8M,-,Mexico,,5M
13,DeToxoMoroxo @UCq_oSgHK9lk6NUUgkhUOPnw,16.6M,0.1%,Mexico,,5M
14,Tu COSMOPOLIS @UCo4ywJQXfUIB0lCBpczW3cA,16.6M,-,Mexico,,5M
15,IDEAS EN 5 MINUTOS @UC_OLtzRJdg0MJfiqGWAAIHw,16.5M,-,Mexico,,5M
16,Antrax @UCNbwP-bKUlKrE_5qDwvFILQ,16.1M,-,Mexico,,4.8M
17,MissaSinfonia @missasinfonia,16M,7.3%,Mexico,,4.8M
18,Fede Vigevani @UCoQm-PeHC-cbJclKJYJ8LzA,15.7M,1.1%,Mexico,,4.7M
19,Totoy kids - Español @UCiqE9bJFJhPEOVGdpj2LdEg,15.2M,-,Mexico,,4.6M
20,Blippi Español @UC4YImPQT-_0kCh5joATwyhw,14.8M,-,Mexico,,4.4M
21,Mis Pastelitos @mispastelitosyoutub,14M,0.8%,Mexico,,4.2M
22,123 GO! Spanish @UCYtt2TP3sqR9_qXnc1G4eRA,13.7M,-,Mexico,,4.1M
23,TV Ana Emilia @UCdPyv-GXDxlOeonqYKtKMSQ,13.7M,-,Mexico,,4.1M
24,E-MasterSensei @UC3osN7-7XJq3NEoKZIUUx0w,12.9M,0.2%,Mexico,,3.9M
25,Gibby :) @UCY62oxtmOKk5-JLJOXBMWnA,12.3M,0.4%,Mexico,,3.7M
26,Yair17 @UCXH1p4gixwXwrUGSx-WvLNQ,12M,-,Mexico,,3.6M
27,Garena Free Fire LATAM @UC1ZPgKGxaT5P7QKN_bk9xkw,11.5M,-,Mexico,,3.5M
28,elcarteldesantatv @UCunw-c0EKIX5LpPo8GpA2Aw,11.4M,0.1%,Mexico,,3.4M
29,Franco Escamilla @UCUjrDJokSX8JavRwy5iUOkA,11.1M,-,Mexico,,3.3M
30,Hueva @UCe7VVljK2G15Bdxfr-xQoMw,11.1M,-,Mexico,,3.3M
31,Juanpa Zurita @UCUo7T81zvCqpPhfsPb_kajA,10.9M,0.3%,Mexico,,3.3M
32,Craftingeek @UCXnBB3IuuXAH2kDr69-632A,10.5M,-,Mexico,,3.2M
33,LA DIVAZA @UCY_37NEvihrX3Te637OTxOg,10.4M,0.1%,Mexico,,3.1M
34,Pinkfong en español - Canciones Infantiles @UCrYwqJZ-AnvnyF8vRndgvnA,10.2M,-,Mexico,,3.1M
35,Luan Palomera @UCUl-2o1dLbH_GCoU_B_1tsg,10.1M,0.1%,Mexico,,3M
36,Christian Nodal @UCtqOng3GVhQVu1Gl-3UlyAQ,10M,1.1%,Mexico,,3M
