#,NAME,FOLLOWERS,ER,COUNTRY,TOPIC OF INFLUENCE,POTENTIAL REACH
1,Toni Kroos @toni.kr8s,44.6M,1.17%,Germany,Sports Soccer,13.4M
2,Mesut Özil @m10_official,27.4M,2.99%,Germany,Sports Soccer Training,8.2M
3,lena mantler @lena,21.1M,0.28%,Germany,Entertainment and Music,6.3M
4,Mahe Man @mahnaz_afshar,18.6M,0.07%,Germany,Acting and Drama Celebrity Artist,5.6M
5,Bastian Schweinsteiger @bastianschweinsteiger,17.2M,0.22%,Germany,Sports Soccer,5.2M
6,Marco Reus @marcinho11,15M,0.07%,Germany,Sports Soccer,4.5M
7,JΛDE ŞEN @mrjade,14.1M,1.77%,Germany,Finance Business and Finance Producers Celebrities,4.2M
8,Thomas Müller @esmuellert,14M,1.25%,Germany,Sports,4.2M
9,Manuel Neuer @manuelneuer,13.2M,1.44%,Germany,Sports Soccer,3.9M
10,Thiago Alcantara @thiago6,11.9M,1.87%,Germany,Sports Soccer,3.6M
11,Heidi Klum @heidiklum,11.8M,0.4%,Germany,Fashion and Accessories,3.6M
12,Sami Khedira @sami_khedira6,10M,0.18%,Germany,Sports,3M
13,Jadon Sancho @sanchooo10,9.8M,8.19%,Germany,Sports Soccer,2.9M
14,Pamela Reif @pamela_rf,9.3M,1.24%,Germany,Beauty and Self Care Food Food and Drink Modeling,2.8M
15,Philipp Lahm @philipplahm,8.9M,0.12%,Germany,Sports Business and Finance Soccer Entrepreneur,2.7M
16,Mario Maurer @mario_mm38,8.8M,0.74%,Germany,Actors Lifestyle,2.6M
17,Ilkay Gündogan @ilkayguendogan,8.7M,3.28%,Germany,Sports,2.6M
18,Younes Zarou @youneszarou,8.5M,2.22%,Germany,Romance and Wedding,2.6M
19,Leroy Sané @leroysane,8.2M,1.81%,Germany,Sports Soccer,2.5M
20,MARIO GÖTZE @mariogotze,8.1M,0.59%,Germany,Sports Soccer,2.4M
