#,NAME,FOLLOWERS,ER,COUNTRY,TOPIC OF INFLUENCE,POTENTIAL REACH
1,Arturo Vidal @kingarturo23oficial,21M,0.31%,Chile,Sports Soccer Actors Journalists,6.3M
2,Daniella Chavez @daniellachavezofficial,19.2M,1.04%,Chile,Fashion and Accessories Modeling,5.8M
3,Sanchez Alexis @alexis_officia1,17.2M,1.1%,Chile,Sports Soccer,5.2M
4,🇨🇱 Ｃｌａｕｄｉｏ Ｂｒａｖｏ @claudiobravo1,11.4M,0.43%,Chile,Actors Modeling,3.4M
5,nova @strangehuman,5.7M,12.69%,Chile,Funny Actors,1.7M
6,Paloma Mami @palomamami,4.5M,5.76%,Chile,Entertainment and Music Life and Society Modeling,1.4M
7,mon laferte @monlaferte,4.3M,4.03%,Chile,Entertainment and Music Marketing and Advertising Actors Music,1.3M
8,Pancho Saavedra 🇨🇱🏳️‍🌈 @franciscosaavedr,4M,0.13%,Chile,Travel Entertainment and Music Actors Virtualization,1.2M
9,💥PUROWEBEOO💥 🇨🇱 @purowebeoo,3.9M,0.66%,Chile,,1.2M
10,Gary Medel @gary_medel17,3.8M,2.08%,Chile,Sports,1.1M
11,Denise Rosenthal @deniserosenthal,3.7M,0.73%,Chile,Entertainment and Music Actors Music Humor,1.1M
12,P A I L I T A @pailita.k7k,2.9M,8.57%,Chile,Romance and Wedding Music,873K
13,❤️🇨🇱 𝗖𝗛𝗜𝗦𝗣𝗘𝗭𝗔 𝗖𝗛𝗜𝗟𝗘𝗡𝗦𝗜𝗦 🇨🇱❤️ @chispezachilensis,2.9M,1.3%,Chile,Pets,862.3K
14,Gala Caldirola @galadrielcaldirola,2.9M,0.28%,Chile,Fashion and Accessories Beauty and Self Care Actors Journalists,861.4K
15,EłMA$KE$UENA @cris_emejota,2.4M,10.21%,Chile,Entertainment and Music,713.6K
16,B E L Ü @belenegri,2.4M,13.01%,Chile,Animation and Cosplay Arts and Crafts Entertainment and Music Actors,712.7K
17,@laroja,2.2M,0.53%,Chile,Soccer,673.7K
18,Maria Jose Lopez Merino @cotelopezm,2.2M,0.78%,Chile,,669.7K
19,Benjamín Vicuña @benjavicunamori,2.2M,4.4%,Chile,Actors,659.6K
20,@ELMEOPALO / CHILE 🇨🇱🌴❤️‍🩹 @elmeopalo,2.1M,0.58%,Chile,,639.9K
21,LISANDRA SILVA @lisandrasilva,2.1M,0.96%,Chile,Fashion and Accessories Business and Finance Bikini,620.2K
22,Mila Recabarren Adaros @camilarecabarrenoficial,2M,1.71%,Chile,Education Entertainment and Music Marketing and Advertising Actors,611.3K
23,Colo-Colo @colocolooficial,2M,1.53%,Chile,Sports Soccer Actors Journalists,600.9K
24,Andrés Wiese @andreswiese_r,2M,3.65%,Chile,Entertainment and Music Celebrity Soccer Actors,599.2K
25,Sebastian Silva @jsebasmusic,1.9M,0.64%,Chile,Entertainment and Music Acting and Drama Celebrity,576.2K
26,juliopitbull 🥊🇦🇷 @juliopitbull,1.9M,6.75%,Chile,Entertainment and Music Actors Dogs,562.9K
27,Diana Bolocco @dianaboloccof,1.8M,0.47%,Chile,Actors Fashion,545K
28,Chilepaisdememes 😄🎊 @chilepaisdememes,1.8M,0.56%,Chile,,542.1K
29,K E L 🩶 @k3lcalderon,1.8M,0.43%,Chile,Art Lifestyle Humor Celebrities,541.3K
