rank,name,followers,er,audience_country,topic_of_influence,potential_reach,_platform,_country,_is_global,_year,category_unified,category_status
1,mmoshaya @UCPOw2O3_uZ1doro9iR4x6vw,21900000.0,0.1,Saudi Arabia,,6600000.0,youtube,saudi-arabia,False,2024,,
2,Rotana @UCNhqvQMXIgRfjAGmxQqdNRw,19700000.0,0.1,Saudi Arabia,Music,5900000.0,youtube,saudi-arabia,False,2024,Music,MAPPED
3,شبكة العاب العرب | Arab Games Network @UCV2JkEBmtfSYGAIlprAhAyQ,17300000.0,,Saudi Arabia,,5200000.0,youtube,saudi-arabia,False,2024,,
4,حقائق وأسرار @UCBzrJ1zGf9-0cd5-n7sBraQ,14500000.0,,Saudi Arabia,,4400000.0,youtube,saudi-arabia,False,2024,,
5,انصالة فاميلي I أنس و أصالة @UCqJNTGwKmgMCwfYDbnz514Q,14400000.0,,Saudi Arabia,,4300000.0,youtube,saudi-arabia,False,2024,,
6,ماشا و الدب @UCpm9UA5N0Y9Kv1FJNtnNlJA,13900000.0,,Saudi Arabia,,4200000.0,youtube,saudi-arabia,False,2024,,
7,Katakit Baby TV @UChDk1SYEDyC4s74mKwfBUKQ,12900000.0,,Saudi Arabia,,3900000.0,youtube,saudi-arabia,False,2024,,
8,BanderitaX @UCxEGVXh6fi-XYo58NZrbIHQ,12600000.0,,Saudi Arabia,,3800000.0,youtube,saudi-arabia,False,2024,,
9,قناة وناسة - Wanasah TV @UCiRfBu1ymNpygUgpvGzVr_w,12100000.0,,Saudi Arabia,,3600000.0,youtube,saudi-arabia,False,2024,,
10,روتانا خليجية @UCsVQJ4sjopcYEQHxWnS2Spg,9300000.0,,Saudi Arabia,,2800000.0,youtube,saudi-arabia,False,2024,,
11,قناة سعود Saud Channel l @UC7loSNYw43oSTLlThtm_Ytw,9000000.0,,Saudi Arabia,,2700000.0,youtube,saudi-arabia,False,2024,,
12,متع عقلك @UC5ls68cohdcyGx10e1TV9XA,8800000.0,,Saudi Arabia,,2600000.0,youtube,saudi-arabia,False,2024,,
13,MjrmGames @UCesOgVkywcnbAtyNf-XZ4AA,8600000.0,0.4,Saudi Arabia,,2600000.0,youtube,saudi-arabia,False,2024,,
14,Spacetoon @UCuQKih3Ac3NABADQKQdeV6A,8600000.0,,Saudi Arabia,,2600000.0,youtube,saudi-arabia,False,2024,,
15,TheSaudiReporters | سعودي ريبورترز @UCGA_iwc3t5I1dVFff54wYGA,8600000.0,0.8,Saudi Arabia,,2600000.0,youtube,saudi-arabia,False,2024,,
16,BabyBus Arabic TV - أغاني أطفال ورسوم متحركة @UCHnhz7XCP6Zx6l22npF-yWA,7700000.0,,Saudi Arabia,,2300000.0,youtube,saudi-arabia,False,2024,,
17,Dyler | دايلر @UCi0LRhUrjY8tLx7GYFNSo_Q,7500000.0,0.2,Saudi Arabia,,2200000.0,youtube,saudi-arabia,False,2024,,
18,Hello TV- Nursery Rhymes @UCca90sQqNC4AXmyox0FNTWQ,7300000.0,,Saudi Arabia,,2200000.0,youtube,saudi-arabia,False,2024,,
19,توبز TOPZ @UC0fkyMAE7T3OFs7lnGCr33A,7000000.0,,Saudi Arabia,,2100000.0,youtube,saudi-arabia,False,2024,,
