rank,handle_tiktok,name_tiktok,followers,views_avg,likes_avg,comments_avg,shares_avg,_platform,_month,_year
595,mahmoud_xj,Quran Recitation,1.1M,942.9K,165.1K,2.1K,26.3K,tiktok,june,2022
596,mahmoudalhasanat09,محمود الحسنات,6.2M,2.5M,314.3K,4.7K,7.7K,tiktok,june,2022
597,maiaknight,Maia Knight,8.6M,4.8M,912.3K,2.3K,1.1K,tiktok,june,2022
598,main_and_aseel,Main & Aseel,1.3M,3M,178.1K,1.4K,1.1K,tiktok,june,2022
599,maitreyiramakrishnan,maitreyi,4.2M,2.5M,484.4K,2K,1.3K,tiktok,june,2022
600,mamamomo2022,MamaMomo.oe,256.4K,1.8M,149.7K,1.6K,1.5K,tiktok,june,2022
601,mammybanter,Mammy Banter,1.3M,1.6M,220.8K,1.7K,6.5K,tiktok,june,2022
602,mandinhasiilvaa,Amanda Silva,214.5K,2.2M,230.4K,1.8K,1.9K,tiktok,june,2022
603,mandrake1984real,Giuseppe Mandrake Ninno,1.1M,1.4M,185.9K,1.4K,7K,tiktok,june,2022
604,manhtienkhoi_,Mạnh Tiến Khôi 🐯,3.5M,1.6M,198.4K,2K,961,tiktok,june,2022
605,manta_ec,Manta_ec,102.5K,6.1M,179.6K,1.3K,3.5K,tiktok,june,2022
606,margaritadebarros,Margarita De Barros,75.6K,10.9M,620.5K,870,1.5K,tiktok,june,2022
607,mariabecerra_22,Maria Becerra,6.8M,3.2M,528.2K,2.1K,1.2K,tiktok,june,2022
608,marialuciap29,Lúcia,1.9M,2M,434.6K,3.1K,1.6K,tiktok,june,2022
609,marianna_alexandre,Marianna Alexandre,5.8M,2.1M,338.7K,1.2K,314,tiktok,june,2022
610,marianne.la.mesera,Marianne 🍸,3M,4.7M,962.9K,1.3K,684,tiktok,june,2022
611,marilynl19,user1692838440296,995.2K,2.8M,476.5K,5.7K,12.8K,tiktok,june,2022
612,mariolcalderon,Mario Calderon,1.8M,815.8K,141.1K,3.9K,12.5K,tiktok,june,2022
613,marsaimartin,Marsai,3.4M,1.6M,355K,2.5K,1.2K,tiktok,june,2022
614,marshelwidianto,Marshel Widianto,2M,3M,208.5K,1.1K,1.3K,tiktok,june,2022
615,marshmellomusic,marshmello,25.7M,1.8M,245.8K,1.4K,577,tiktok,june,2022
616,marwanwsahar,MarwanwSahar,1.4M,2.5M,163.5K,710,2.2K,tiktok,june,2022
617,mas_nizar,IG: nizar_abzhr31,5.2M,1.8M,322.1K,2.6K,630,tiktok,june,2022
618,mateus_hwang,Mateus Hwang,1.9M,1.9M,136.8K,5.8K,2.6K,tiktok,june,2022
619,matheusevitoriaofc,Matheus e Vitoria,7.6M,2.8M,468.9K,1.4K,1.3K,tiktok,june,2022
620,mativelasco94,Mati Velasco,1.7M,5.1M,392.2K,2.2K,622,tiktok,june,2022
621,matsudake,M2DK/マツダ家の日常,5.7M,6.8M,284.5K,3.3K,1K,tiktok,june,2022
622,matt.larose,Matt Larose,498.8K,2.6M,371K,910,223,tiktok,june,2022
623,mattiastanga,Mattia Stanga,2.5M,1.5M,240.7K,2.4K,7.7K,tiktok,june,2022
624,mattstonie,Matt Stonie,2.6M,2.3M,322.9K,1K,285,tiktok,june,2022
625,mattsturniolo,Matt,2.1M,1.9M,386.2K,4.8K,938,tiktok,june,2022
626,mauoteroo,Mau Otero,4.3M,3.3M,349.2K,353,345,tiktok,june,2022
627,max7424453118,Max Taylor,2.8M,3.5M,572.6K,5.2K,9.5K,tiktok,june,2022
628,mayapolarbear,mayapolarbear,5.5M,1.5M,154.9K,756,8.4K,tiktok,june,2022
629,maymayentrata,maymay,9M,5.3M,697.9K,2.9K,2K,tiktok,june,2022
630,mckekell,kekel,3.9M,1.5M,154.3K,4.1K,2.5K,tiktok,june,2022
631,mcsilsiloficial,@mcsilsiloficial,6.6M,1.7M,134.1K,2.2K,6.3K,tiktok,june,2022
632,mdmotivator,Zachery Dereniowski,9.3M,5.1M,930.3K,3.4K,1.4K,tiktok,june,2022
633,meghanandjack,🌻Meg and Jack🌻,4.1M,1.7M,277.7K,548,2.4K,tiktok,june,2022
634,mell_editz0,鬼 • 𝐆 𝐎 𝐉 𝐎,480.5K,1.5M,229.9K,1.5K,1.1K,tiktok,june,2022
635,mellacarli,Mella Carli,2M,1.8M,283.7K,1.4K,6K,tiktok,june,2022
636,mementoe,Máté Méhész,3.6M,3.4M,588.5K,4.4K,5.8K,tiktok,june,2022
637,meowbahh,Meowbah!,1.5M,2.5M,92.4K,17.2K,2K,tiktok,june,2022
638,meowlife7,meowlife7,1.9M,3.3M,399K,1.3K,3.9K,tiktok,june,2022
639,mexicocookingclub,Calixto Serna,10.9M,1.7M,221.9K,1.1K,7.1K,tiktok,june,2022
640,miakhalifa,Mia K.,33.6M,8.6M,938.7K,2.5K,1.3K,tiktok,june,2022
641,michaelrendyw,Michael Rendy W,6.2M,4.6M,324.8K,806,746,tiktok,june,2022
642,michou_yt,Michou,7M,1.5M,272.7K,1.8K,574,tiktok,june,2022
643,midnightmood_oficial,Midnight Mood,15M,1.5M,145.6K,443,5.2K,tiktok,june,2022
644,mieayamthebstt,Unaa🍜,14.3M,5.5M,582.8K,4.5K,2.6K,tiktok,june,2022
645,mikaylanogueira,Mikayla Nogueira,12.8M,1.9M,246.7K,1.8K,403,tiktok,june,2022
646,miketoks,Miketoks,12.9M,1.9M,261.2K,1.1K,654,tiktok,june,2022
647,miketyson,Mike Tyson,3.1M,2.5M,331.4K,5.8K,1.7K,tiktok,june,2022
648,milliyormlenlaew,MILLI,5.5M,5.9M,807.2K,1.5K,1.8K,tiktok,june,2022
649,milos.guzel,Milos,5M,1.7M,340.3K,1.1K,612,tiktok,june,2022
650,mimiermakeup,Mirta Miler,15.9M,2.3M,339K,1.2K,254,tiktok,june,2022
651,minami.0819,🦄💙MINAMI💙🦄,1.4M,995.2K,114.1K,7.8K,778,tiktok,june,2022
652,missionaryjack,Jack Harlow,5.4M,4.4M,745.2K,9.1K,9K,tiktok,june,2022
653,mix_151,Mix_151,1.3M,3.3M,268.1K,2.9K,4.3K,tiktok,june,2022
654,mmmjoemele,Joe Mele,22.1M,9.1M,1.5M,3.6K,3.4K,tiktok,june,2022
655,mndiaye_97,mndiaye_97,14.8M,2.8M,495.3K,3.1K,2.2K,tiktok,june,2022
656,moanabih,A really basic TikTok page,808.2K,2.1M,647.5K,1.9K,2K,tiktok,june,2022
657,mohaimen.alaa,مهيمن علاء,3.5M,1.5M,205.3K,1.9K,1.4K,tiktok,june,2022
658,mohanadrafal,مهند رفلfamily🎈,994.8K,12.4M,265.2K,3.4K,8.4K,tiktok,june,2022
659,moneybagyo85,YouTube king von 1,55.1K,4.4M,216.1K,680,244,tiktok,june,2022
660,montpantoja,Montpantoja,34M,5.7M,931.1K,3.7K,2.4K,tiktok,june,2022
661,morimura,MoriMura🍕,7.2M,3M,564.6K,2.2K,2.1K,tiktok,june,2022
662,moritabritos,moriii🖤,1.2M,2.7M,719.4K,4.1K,6.2K,tiktok,june,2022
663,mowgli.j,Mowgli,3M,1.6M,282.6K,4.3K,1.6K,tiktok,june,2022
664,mr.benz,Mr. Benz,4.5M,2.2M,254.2K,2.1K,2.6K,tiktok,june,2022
665,mrbeast,MrBeast,37.5M,4.3M,570.5K,5.8K,1.4K,tiktok,june,2022
666,mrizkybillar,Rizky Billar,5.3M,3.7M,334.7K,4.6K,2.8K,tiktok,june,2022
667,mrstiventc1977,MrStivenTc,6.2M,2.4M,288.6K,1.9K,979,tiktok,june,2022
668,mscathygonzaga,Alex Gonzaga,7.2M,2.7M,328.7K,616,403,tiktok,june,2022
669,mttiwx,Matt-,321.1K,1.6M,310.1K,3.6K,2.2K,tiktok,june,2022
670,munchy_monk,Louie,897.7K,1.3M,283.6K,3.9K,1.6K,tiktok,june,2022
671,muslimoffcial0,🔥Muslim - مسلم,3M,2.3M,256.7K,2.2K,1.1K,tiktok,june,2022
672,mythical_bubbles,Mythical Bubble,133.5K,1.1M,221.3K,2.8K,2.9K,tiktok,june,2022
673,n0dd,اينعم سلطان  | SuLTAN,3.8M,1.6M,241.3K,3.5K,713,tiktok,june,2022
674,nada_m7amed,دودا🦹🏻🤍,6.2M,3.5M,272.2K,2.8K,2.1K,tiktok,june,2022
675,namyulenka,Namy,6.5M,3M,467.5K,3K,1.6K,tiktok,june,2022
676,naomineo,Naomi,1.5M,2.9M,614.6K,1.3K,1.7K,tiktok,june,2022
677,naomineo,Naomi,1.5M,2.9M,614.6K,1.3K,1.7K,tiktok,june,2022
678,nasyakailanazifa,Nasya Kaila Nazifah,2.8M,4.2M,173.2K,1.7K,1.1K,tiktok,june,2022
679,nathcampost,NATH CAMPOS,1.7M,5.6M,871.8K,1.5K,991,tiktok,june,2022
680,nazormaya,Maya Nazor,5M,5.7M,538.1K,1.6K,393,tiktok,june,2022
681,ndn2307,Ngô Đình Nam💦,5.5M,2.6M,242.3K,1.4K,172,tiktok,june,2022
682,nelkboys,NELKBOYS,4.1M,3.4M,314.1K,1.8K,7.3K,tiktok,june,2022
683,nessaabarrett,Ness,18.5M,9M,791.2K,3.8K,3K,tiktok,june,2022
684,ngikuttrendaja,Ahmad Rizki,192.8K,3.7M,304.5K,1.5K,1.2K,tiktok,june,2022
685,ngoc.matcha,Ngọc Matcha ☘️,3.9M,1.5M,255.4K,2.4K,723,tiktok,june,2022
686,niallmacmillan,Niall MacMillan,3.1M,2M,149.7K,886,1.8K,tiktok,june,2022
687,nianaguerrero,Niana Guerrero,32.1M,6.5M,1.1M,4.1K,2.6K,tiktok,june,2022
688,nick.digiovanni,nick.digiovanni,8.9M,2.1M,300K,750,591,tiktok,june,2022
689,nickschmiiid,Nick Schmid,769.7K,1.1M,250.2K,1.3K,2.4K,tiktok,june,2022
690,nickvannsmith,Nick Smith,9.4K,1.2M,269.8K,2.5K,9.9K,tiktok,june,2022
691,nicocaponecomedy,nicocapone.comedy,21.7M,13.3M,720.7K,5.6K,33.2K,tiktok,june,2022
692,nicolecherry,nicolecherry,1.1M,1.7M,178.7K,1.4K,5.6K,tiktok,june,2022
693,nicoletv,Kayla Nicole,10.6M,4.6M,872.4K,1.7K,2.6K,tiktok,june,2022
694,nicollefigueroaa,Nicolle Figueroa,11M,6.9M,889.8K,2.9K,1.4K,tiktok,june,2022
695,nilered,NileRed,9.7M,2.8M,456.7K,2.1K,825,tiktok,june,2022
696,njr11njr,njr11njr,1.2M,1.8M,228.8K,3.8K,2.1K,tiktok,june,2022
697,nmixx_official,NMIXX,1.9M,1.5M,378.3K,3.9K,1.5K,tiktok,june,2022
698,noahschnapp,Noah Schnapp,23.7M,23.6M,4.9M,44.2K,16K,tiktok,june,2022
699,nobodysausage,nobody sausage,15.6M,1.9M,117.6K,934,3.9K,tiktok,june,2022
700,noeldeyzel_bodybuilder,Noel Deyzel,4.7M,2.3M,287.9K,1.6K,1.3K,tiktok,june,2022
701,nolaymex,Nolay,54.9K,4.4M,342.8K,3.5K,8.4K,tiktok,june,2022
702,norinpham_m4,NorinPham,2.2M,2.7M,279.5K,3.9K,366,tiktok,june,2022
703,nosoychaparro,Luis Chaparro,5.4M,7.3M,1.4M,3.9K,5.2K,tiktok,june,2022
704,nost___,Nost,451K,3.4M,195K,726,902,tiktok,june,2022
705,notshanebennett,Shane Bennett,2.1M,2.7M,394.5K,1K,1.2K,tiktok,june,2022
706,nubiegriffi,NubieGriffi,130.8K,4.3M,378.5K,2K,13.3K,tiktok,june,2022
707,nurbolat_football7,nurbolat_football,23.5K,2.2M,132.8K,2K,4.3K,tiktok,june,2022
708,nurse.johnn,Jc Dela Cruz,1.9M,2.5M,272.5K,1.1K,4.1K,tiktok,june,2022
709,nvran_,😺,538.5K,3.4M,341.4K,1.5K,30.3K,tiktok,june,2022
710,nyx.lynnx,Nyx,202.6K,1.6M,155.5K,1.8K,1.4K,tiktok,june,2022
711,obj,Odell Beckham Jr.,1.5M,3.6M,447.2K,1.6K,2.9K,tiktok,june,2022
712,odintsoov,Андрей Одинцов,324.3K,1.5M,370.8K,2.5K,4K,tiktok,june,2022
713,official_kep1er,Kep1er,4.3M,4M,805K,6.1K,3.5K,tiktok,june,2022
714,official_nct,NCT Official,8.3M,1.1M,296.5K,2.8K,1.3K,tiktok,june,2022
715,official_wayv,WayV Official,3.8M,702.7K,251.7K,6.2K,1.7K,tiktok,june,2022
716,officialjadenwilliams,Jaden Williams,1.5M,1.7M,405K,2K,2.1K,tiktok,june,2022
717,officialsalicerose,Salice Rose,19M,951.4K,188K,1.6K,2.9K,tiktok,june,2022
718,ogikdp,Zona Ogik | YT MELLO PROJECT,3M,4.2M,354.3K,3.6K,966,tiktok,june,2022
719,ogulcan,Oğulcan Aşıkoğlu,287.1K,3.3M,227.9K,1.9K,3.3K,tiktok,june,2022
720,oironyoliveira,Kbuloso 😈,6.2M,1.3M,89.7K,329,7.3K,tiktok,june,2022
721,okjackok,jack,1.1M,1.4M,322.3K,875,1.1K,tiktok,june,2022
722,oldtimehawkey,Old Time Hawkey,5.8M,4.6M,814K,7K,5.2K,tiktok,june,2022
723,oli_natu,Oli Natu,9.1M,2.8M,437.9K,777,1.1K,tiktok,june,2022
724,olisboa,LISBOA,2.3M,2.8M,522.2K,1.2K,1.8K,tiktok,june,2022
725,oliver6060,Queen cheryl 👸,2.8M,1.6M,67.1K,6.7K,1.9K,tiktok,june,2022
726,oma_abi_reaktions,Oma Abi 👵🏻,16.3K,1.4M,104.7K,2K,4.9K,tiktok,june,2022
727,ongsquad,Ong Squad,8M,2.7M,304.8K,1.2K,807,tiktok,june,2022
728,onlyjayus,Bella Avila,18M,1.7M,291.3K,1.8K,758,tiktok,june,2022
729,onwardwanna,Wanna🥊,5.7M,8.7M,1.7M,15.3K,4.4K,tiktok,june,2022
730,oscar_mezar,Oscar Meza,5.7M,2.6M,449.4K,1.7K,1.6K,tiktok,june,2022
731,otakoyakisoba,otakoyakisoba,14.8M,2.1M,240.1K,966,1.4K,tiktok,june,2022
732,outofcontextcontent,"1 , 2 0 0 , 0 0 0 LEGENDS",1.2M,8.6M,776.9K,2.3K,9.3K,tiktok,june,2022
733,outtpig,OuttPig,1.9M,1.7M,543.8K,2.6K,2.2K,tiktok,june,2022
734,ox_zung,원정맨 WonJeong,45M,1.9M,258.3K,2.3K,564,tiktok,june,2022
735,paansih16,gustian_magrib,1.1M,3.6M,291.1K,1.4K,31.5K,tiktok,june,2022
736,pablitocastilloo,pablitocastilloo,5.2M,1.3M,138.2K,857,5.1K,tiktok,june,2022
737,pacodemiguel,Paco De Miguel,6.7M,771.2K,109.9K,2K,7.3K,tiktok,june,2022
738,pakoyaso_,Pakoyaso,10.6M,2.8M,378.2K,1.5K,3K,tiktok,june,2022
739,paloma.cedeno,Paloma Cedeño,578.6K,1.8M,289.6K,5K,18.8K,tiktok,june,2022
740,pam_a_cake,Pam,4.3M,2.3M,390.4K,1.1K,146,tiktok,june,2022
741,pamibabyy,pami ♡,7.2M,1.7M,288.9K,679,1.3K,tiktok,june,2022
742,papurriyluisito,PapurriYluisito,814K,1.3M,209.4K,684,2.3K,tiktok,june,2022
743,paralympics,paralympics,2.1M,2.2M,228.4K,4.3K,2.8K,tiktok,june,2022
744,parishilton,ParisHilton,6.3M,2.1M,201.6K,1.7K,1.1K,tiktok,june,2022
745,parkerlocke,Parker Locke,6.4M,3M,634.3K,8K,8.5K,tiktok,june,2022
746,patrickrenna,Patrick Renna,2.9M,3.2M,248.5K,1.8K,3.5K,tiktok,june,2022
747,paulablanca143,Paula Blanca,58K,2.7M,145.3K,8.1K,23K,tiktok,june,2022
748,paulo_victormelo2,Paulo Victor Melo,1.7M,2.9M,186.7K,706,1.5K,tiktok,june,2022
749,paulomuzy,paulomuzy,1.3M,1.5M,182.4K,909,13.6K,tiktok,june,2022
750,paupelaez_,ʜᴀɴᴇᴍɪʏᴀ,6M,2.9M,496.7K,3.6K,1K,tiktok,june,2022
751,payton,“payton”,15.2M,1.2M,241.9K,2.3K,1.3K,tiktok,june,2022
752,paytonking,Payton King,5.2M,4.9M,1.1M,8.7K,10.1K,tiktok,june,2022
753,peaks.100_,Peaks100,1M,1.6M,172.3K,1.9K,1.4K,tiktok,june,2022
754,pedro.loc,Pedro Loc,203.6K,2.8M,384.8K,3K,2.7K,tiktok,june,2022
755,peetmontzingo,Peet Montzingo,10.4M,2.4M,266.6K,1.3K,500,tiktok,june,2022
756,pegamangaa,Pegamangaa,1.9M,2M,242.4K,704,1.4K,tiktok,june,2022
757,pepperonimuffin,Kirsten,7.3M,3.8M,688.1K,1.4K,524,tiktok,june,2022
758,pete_pamana,petepamana,2.7M,2.9M,307.2K,1.6K,801,tiktok,june,2022
759,phamvinh99,Phạm Vinh,2.7M,2.8M,224.8K,1.4K,913,tiktok,june,2022
760,phatnail,Lê Đại Phát 🥑,1.3M,2.9M,190.9K,2.4K,238,tiktok,june,2022
761,phun.anh,Phùn Anh,3.6M,3M,271.6K,2K,735,tiktok,june,2022
762,pietro_storti,pietro.storti,400.7K,1M,141.6K,1.6K,5.8K,tiktok,june,2022
763,piperrockelle,♥️Piper Rockelle♠️,9.5M,1.7M,173.2K,4.3K,389,tiktok,june,2022
764,pkllipe,Pk,17.7M,2.1M,378.7K,1.7K,2.1K,tiktok,june,2022
765,pollywogcabin,Jake Valois,149.6K,1.4M,134.6K,664,11.8K,tiktok,june,2022
766,polya_tuti,Поля тут🔥👇,2.3M,3.1M,250.6K,711,730,tiktok,june,2022
767,pongamoslo_a_prueba,Pongámoslo a Prueba,34.2M,11.2M,1.7M,4.1K,3.5K,tiktok,june,2022
768,popokbolong,PARHANCUK!,2.6M,1.5M,276.9K,1.6K,806,tiktok,june,2022
769,posterised,Posterised,4.1M,10.1M,1.3M,3.6K,3.9K,tiktok,june,2022
770,pr4nce,gabriel prince,2.6M,1.6M,267.1K,3.5K,2.5K,tiktok,june,2022
771,priimoraa,Prii Moraa,15M,3M,525.9K,840,880,tiktok,june,2022
772,priv_mav,MAV 🦦,5.3M,2.7M,334K,524,686,tiktok,june,2022
773,psg,psg,27.9M,2.6M,271.5K,1.5K,497,tiktok,june,2022
774,pureojuice,NO OPPS OUT ON ALL PLATFORMS,168.3K,1.1M,186.1K,3.3K,3.7K,tiktok,june,2022
775,qamar_altaey,𓆩𝑄𝐴𝑀𝐴𝑅¹⁶𓆪,3.2M,5.8M,517.2K,12.2K,11.6K,tiktok,june,2022
776,qpark,Q Park,32M,12.4M,1.1M,6.4K,19.1K,tiktok,june,2022
777,queen_paul,⭐️💄Queen Paul💄⭐️,3.1M,3.2M,78.9K,3.1K,950,tiktok,june,2022
778,qvos,Rupthy🏡 (Roblox),1.9M,1.5M,157.1K,4.2K,2.2K,tiktok,june,2022
779,rad.miru,🌜РАДМИР🌛,12M,3.7M,298.2K,1.1K,294,tiktok,june,2022
780,rafaellatuma,Rafaella Tuma,1.2M,1.5M,146K,1.4K,12.6K,tiktok,june,2022
781,rafaelsantos,Rafael Santos,17.9M,2.4M,548K,2.7K,1.1K,tiktok,june,2022
782,rafifrasyaq,rafif,74.7K,1.6M,221.8K,1.8K,4.1K,tiktok,june,2022
783,rah_money1,General ock,3.1M,1.7M,231.5K,1.5K,1.4K,tiktok,june,2022
784,rakib_hossain_vlogs,Rakib Hossain,1.2M,1.3M,139.6K,4.1K,1.1K,tiktok,june,2022
785,ramonvitor,ramonvitor,4.4M,3.9M,821.6K,2.9K,1.3K,tiktok,june,2022
786,ratuauliaa22,ratuauliatp,12.6M,2.5M,304.1K,1.9K,1K,tiktok,june,2022
787,rawwwash,Mostafa Abo Rawash,1.2M,7.1M,370.6K,2.1K,3.7K,tiktok,june,2022
788,rayanfahmi,Rayoon,3.3M,2.4M,221.2K,1.2K,921,tiktok,june,2022
789,rayssabuq,Rayssa Buq,6.1M,1.5M,252.2K,2K,761,tiktok,june,2022
790,readyfredi,fredi,2.3M,7.5M,1.4M,19K,32.1K,tiktok,june,2022
791,real_animasinopal,Animasinopal,1.5M,2.5M,309.6K,1K,3.1K,tiktok,june,2022
792,realmadrid,Real Madrid C.F.,17.7M,2.8M,403.2K,2.6K,2.3K,tiktok,june,2022
793,renpc_,✨Ren PC✨,4.1M,1.9M,349.7K,1.8K,6.4K,tiktok,june,2022
794,reyyhaan31,Reyyhaan!,4.4M,2.8M,213.5K,1K,409,tiktok,june,2022
795,riaricis,Ria Ricis,27.4M,2.9M,276.7K,1.1K,1.2K,tiktok,june,2022
796,richcaroline,Caroline Ricke,3.1M,1.6M,308.2K,669,1.4K,tiktok,june,2022
797,rickylemon99,Ricky Limon,11.6M,3.5M,394.8K,549,366,tiktok,june,2022
798,rita_pubg,ريتا العراقية,1.6M,1.4M,135.7K,7.5K,1.5K,tiktok,june,2022
799,robert_kelley,Robert Rausch,780.5K,1.4M,280K,1.4K,2K,tiktok,june,2022
800,roblox,Roblox,8.8M,1.5M,239.6K,5.9K,1.5K,tiktok,june,2022
801,rosalia,La Rosalia,20.8M,3.3M,445.1K,2.1K,992,tiktok,june,2022
802,rubentuestaok,Ruben Tuesta,15.6M,4.9M,568.1K,1.4K,4K,tiktok,june,2022
803,rucenuenda1,Ruce Nuenda,1.6M,2.1M,332.5K,1.4K,740,tiktok,june,2022
804,rug,FaZe Rug,9.1M,1.7M,230.5K,1.9K,314,tiktok,june,2022
805,rus.alien,Rustam Raziev,7M,5M,279.5K,1.2K,233,tiktok,june,2022
806,ryanbakery,𝙍𝙮𝙖𝙣𝘽𝙖𝙠𝙚𝙧𝙮,1.5M,3.5M,364.5K,4.2K,4.2K,tiktok,june,2022
807,rzy135,RZ......,278.3K,1.1M,153.9K,1.1K,3.8K,tiktok,june,2022
808,rzy135,RZ......,278.3K,1.1M,153.9K,1.1K,3.8K,tiktok,june,2022
809,sa_ro01,sara💜,5.8M,4.9M,385.9K,8.2K,2.3K,tiktok,june,2022
810,saafiir_,Saafiir,3.6M,3.5M,143.6K,738,789,tiktok,june,2022
811,sabrenorris,Sabre Norris,3.1M,1.7M,168.4K,9.6K,607,tiktok,june,2022
812,sabrinacarpenter,Sabrina Carpenter,12.3M,2.8M,502.6K,1.5K,1.1K,tiktok,june,2022
813,sabrinamaria,Sabrina Maria,66K,3.4M,435.9K,1.7K,752,tiktok,june,2022
814,sachiuki,sachi ˘͈ᵕ˘͈,617.4K,866.8K,269.2K,3.9K,2.8K,tiktok,june,2022
815,samanth_a01,Sam,490.5K,1.9M,247.9K,1.7K,1.1K,tiktok,june,2022
816,samkelly322,Samantha Kelly,2.5M,2.4M,423.5K,1.2K,2.1K,tiktok,june,2022
817,sammihanratty,Sammi Hanratty,1.2M,3.7M,775.5K,1.6K,1.5K,tiktok,june,2022
818,sammy_dao222,Sammy Đào,2.6M,2.2M,218.7K,4K,1.3K,tiktok,june,2022
819,samseats,Sam Way,9M,9.6M,1.1M,2.3K,2.1K,tiktok,june,2022
820,sarahcothran,Sarah Cothran,3.2M,1.5M,276.8K,1.2K,1K,tiktok,june,2022
821,scarlettsspam2,scarlett,2.1M,17.9M,845.8K,53.9K,6.3K,tiktok,june,2022
822,scottsreality,Scott 🔥,37.4M,4.9M,139.6K,1K,196,tiktok,june,2022
823,scottsreality,Scott 🔥,37.4M,4.9M,139.6K,1K,196,tiktok,june,2022
824,scottsreality,Scott 🔥,37.4M,4.9M,139.6K,1K,196,tiktok,june,2022
825,secondhandhuns,Verona Farrell,99K,1.8M,252.5K,1.9K,1.2K,tiktok,june,2022
826,sefo,Sefo,759.8K,3.3M,283.4K,1K,810,tiktok,june,2022
827,selenagomez,Selena Gomez,41.6M,11.3M,1.9M,12K,6.1K,tiktok,june,2022
828,selenaoutdid,♡,347.2K,2M,280.7K,1.5K,1.8K,tiktok,june,2022
829,semiraminta,Yeliz Korkmaz,11.9M,2.2M,167.4K,5K,605,tiktok,june,2022
830,sergioramos,Sergio Ramos,10.2M,1.6M,192.7K,4.8K,342,tiktok,june,2022
831,seventeen17_official,SEVENTEEN,5M,3.4M,748.6K,10.3K,9.4K,tiktok,june,2022
832,shadisrour,Shadi Srour,1.9M,3.1M,290.3K,4.1K,2.7K,tiktok,june,2022
833,shahab_vid1,حساب الرسمي شهاب ملح,3M,3.7M,62.4K,2.6K,1.9K,tiktok,june,2022
834,shakira,Shakira,23.9M,6.3M,407.3K,1.6K,508,tiktok,june,2022
835,shanjid_hasan,🔥Shanjid Hasan🔥,4.6M,2.2M,233.7K,1.1K,879,tiktok,june,2022
836,shanti_rehman,shanti rehman🇧🇩,290.3K,3.7M,245.1K,2K,2.2K,tiktok,june,2022
837,sharl_crb,sharl,1.8M,2.1M,365.7K,1.3K,516,tiktok,june,2022
838,shayvise,Shayvise,2.9M,2.1M,376K,861,282,tiktok,june,2022
839,shenacinnamon,Shenina Cinnamon,530.6K,2.5M,237.7K,798,559,tiktok,june,2022
840,sherifkhalid,sherif khalid 🙏,9.8M,1.3M,154.6K,2K,2.3K,tiktok,june,2022
841,shlatfish,Shlatfish,3.8M,1.8M,250.1K,3.9K,2.6K,tiktok,june,2022
842,shxtsngigs,ShxtsNGigs Podcast,4M,6M,1.2M,2.4K,13.1K,tiktok,june,2022
843,sibenitoo,SiBenitoo,5.1M,1.7M,147.8K,2K,1.2K,tiktok,june,2022
844,sidetalknyc,Sidetalk,3.7M,1.6M,222.1K,897,3.8K,tiktok,june,2022
845,simp4me.de,Soffi,17.3K,1.4M,202.5K,2.2K,6.4K,tiktok,june,2022
846,siscakohl,Sisca Kohl,12M,11.2M,1.4M,15K,5.2K,tiktok,june,2022
847,sjbleau,SJ,12.9M,2.5M,372.2K,979,576,tiktok,june,2022
848,skaijackson,Skai Jackson 🥰,19.9M,2M,393.3K,1.5K,601,tiktok,june,2022
849,skillerhomei,Football ⚽️ SkillerHome,1.9M,1.9M,329.7K,3.8K,4.8K,tiktok,june,2022
850,slimjim,Slim Jim,2.7M,1.8M,137K,22.7K,190,tiktok,june,2022
851,snauzk,snauzk,4.3M,897K,225.6K,1.9K,3.6K,tiktok,june,2022
852,snoopdogg,Snoop Dogg,21.4M,4.3M,362.3K,4.7K,1.8K,tiktok,june,2022
853,sofiaespanha,sofia espanha,3.7M,2.6M,437.2K,2.8K,688,tiktok,june,2022
854,softbulletgun97,Tik Toker,1.3M,2.3M,188.3K,2.2K,4.1K,tiktok,june,2022
855,somosnoveleiros,𝗷𝘂𝗹𝗶𝗼,1.1M,1.5M,287.8K,1.7K,537,tiktok,june,2022
856,soojinicoreana,Chingu Amiga,18.6M,9M,1.4M,4.3K,1.1K,tiktok,june,2022
857,soupytime,georgie,5.1M,1.3M,282.5K,2.1K,794,tiktok,june,2022
858,soydekko,Soydekko,6.9M,2.1M,307.8K,2K,304,tiktok,june,2022
859,soyminisech,🐻🐻SECHITO🐻🐻,731.6K,5.7M,360.7K,1.5K,5.7K,tiktok,june,2022
860,soysaucer,fivar,563K,5.9M,851.1K,2.7K,14.4K,tiktok,june,2022
861,soysuco,soysuco,11.4M,4.8M,628.1K,14.5K,1.7K,tiktok,june,2022
862,soysuco_ff,Suco Ismael,3.7M,3.4M,430.5K,6.6K,981,tiktok,june,2022
863,spencer_serafica,Xspencer,12.9M,3.2M,562.2K,3.1K,2.6K,tiktok,june,2022
864,spents,Spence,1.7M,1.2M,255.3K,1.2K,1.5K,tiktok,june,2022
865,spicyycam_,Spice King,19.1M,1.8M,214.8K,1.9K,139,tiktok,june,2022
866,stayc_official,STAYC,1.4M,706.2K,229.9K,5.4K,1.4K,tiktok,june,2022
867,stellajero16,Vester Ajero,1.3M,861.9K,185.3K,9.3K,970,tiktok,june,2022
868,stephenamell,Stephen Amell,1.6M,1.2M,206.5K,2.1K,2.7K,tiktok,june,2022
869,stevang08,stevang08,251.1K,2.2M,293K,2.1K,23.3K,tiktok,june,2022
